,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
27,27,Oguzhan Türk,M,,,17-05-86,Kampen,DOS Kampen,SC Heerenveen,2005,Dutch
30,30,Ken Ilso Larsen,F,,,08-05-82,Copenhagen,BK Frem,SC Heerenveen,2005,Dutch
36,36,Lasse Schöne,M,"5'10""",11 11,27-05-86,Glostrup,Ljungby IF,SC Heerenveen,2005,Dutch
37,37,Bo Storm,M,"5'07""",09 13,03-02-87,Nordberg,Aarhus,SC Heerenveen,2005,Dutch
41,,Kevin Moeliker,G,"5'10""",12 00,27-05-80,Rotterdam,Stormvogels Telstar,SC Heerenveen,2005,Dutch
1,,Brian van Loo,G,"6'06""",14 09,02-04-75,Almelo,Stevo,Heracles Almelo,2005,Dutch
2,,Martin Pieckenhagen,G,"6'01""",13 08,15-11-71,Berlin,Hamburg,Heracles Almelo,2005,Dutch
3,,Chris Wijnterp,G,,,22-05-85,Almelo,FC Twente,Heracles Almelo,2005,Dutch
4,,Nico Jan Hoogma,D,"6'01""",13 05,26-10-68,Heerenveen,Hamburg,Heracles Almelo,2005,Dutch
5,,Rudy Jansen,D,"5'11""",11 11,02-01-79,Utrecht,FC Utrecht,Heracles Almelo,2005,Dutch
6,,Ragnar Klavan,D,"6'01""",12 04,30-10-85,Viljandi,Vålerenga,Heracles Almelo,2005,Dutch
7,,Mark Looms,D,"6'04""",11 07,24-03-81,Almelo,Luctor,Heracles Almelo,2005,Dutch
8,,Peter Reekers,D,"6'00""",12 04,02-06-81,Westerhaar,DETO,Heracles Almelo,2005,Dutch
9,,Marnix Smit,D,"6'01""",12 08,10-12-75,Almelo,FC Twente,Heracles Almelo,2005,Dutch
10,,Sergio Hellings,M,"6'00""",12 00,11-10-84,Amsterdam,Anderlecht,Heracles Almelo,2005,Dutch
11,,Rob Maas,M,"5'10""",11 07,17-12-69,Eindhoven,Duisburg,Heracles Almelo,2005,Dutch
12,,Stefaan Tanghe,M,"5'09""",10 10,15-01-72,Kortrijk,FC Utrecht,Heracles Almelo,2005,Dutch
13,,Remon de Vries,M,"5'09""",11 03,06-07-79,Apeldoorn,AGOVV Apeldoorn,Heracles Almelo,2005,Dutch
14,,Sander Weenk,M,,,01-01-86,,None,Heracles Almelo,2005,Dutch
15,,Jan Wuytens,M,"6'02""",12 01,09-06-85,Hasselt,PSV,Heracles Almelo,2005,Dutch
16,,Sota Hirayama,F,"6'03""",12 11,06-06-85,Fukuoka,Tsukuba University,Heracles Almelo,2005,Dutch
17,,Marc Höcher,F,"5'11""",11 00,09-09-84,Almelo,Rietvogels,Heracles Almelo,2005,Dutch
18,,Bernard Hofstede,F,"5'11""",12 00,22-09-80,Tegelen,VVV Venlo,Heracles Almelo,2005,Dutch
19,,Mika Nurmela,F,"5'10""",12 06,26-12-71,Oulu,HJK Helsinki,Heracles Almelo,2005,Dutch
20,,Kwame Quansah,F,"5'07""",10 08,24-11-82,Tema,Ajax,Heracles Almelo,2005,Dutch
21,,Thijs Sluijter,F,,,10-02-80,Uitgeest,SC Heerenveen,Heracles Almelo,2005,Dutch
22,,Gert-Jan Tamerus,F,"6'03""",13 08,11-10-80,Haarlem,Haarlem,Heracles Almelo,2005,Dutch
1,1,Davy Schollen,G,"6'03""",13 12,28-02-78,Sint-Truiden,KRC Genk,NAC Breda,2005,Dutch
2,2,Kurt Elshot,D,"5'10""",12 00,03-07-77,Paramaribo,FC Groningen,NAC Breda,2005,Dutch
3,3,Rob Penders,D,"5'11""",11 11,31-12-75,Zaandam,RBC Roosendaal,NAC Breda,2005,Dutch
4,4,Patrick Zwaanswijk,D,"6'03""",13 08,17-01-75,Haarlem,Oita Trinita,NAC Breda,2005,Dutch
5,5,Sander van Gessel,M,"6'03""",12 11,04-11-76,Leidschendam,FC Groningen,NAC Breda,2005,Dutch
6,6,Tamás Petö,M,"6'00""",12 01,08-06-74,Ajka,Vasas Budapest,NAC Breda,2005,Dutch
7,7,David Mendes da Silva,M,"6'02""",12 00,04-08-82,Rotterdam,Sparta Rotterdam,NAC Breda,2005,Dutch
8,8,Mike Zonneveld,M,"5'09""",10 10,27-10-80,Leiden,NEC,NAC Breda,2005,Dutch
9,9,Victor Sikora,F,"5'08""",10 01,11-04-78,Deventer,Ajax,NAC Breda,2005,Dutch
10,10,Arne Slot,M,"6'00""",12 00,17-09-78,Bergentheim,FC Zwolle,NAC Breda,2005,Dutch
11,11,Maceo Rigters,F,"5'10""",14 07,22-01-84,Amsterdam,FC Dordrecht,NAC Breda,2005,Dutch
12,12,Benny Kerstens,D,"6'01""",11 03,27-06-83,Raamsdonk,SC Gastel,NAC Breda,2005,Dutch
14,14,Tony Vidmar,D,"6'01""",12 10,04-07-70,Adelaide,Cardiff C,NAC Breda,2005,Dutch
15,15,Anouar Diba,F,"5'08""",09 08,27-02-83,Utrecht,FC Utrecht,NAC Breda,2005,Dutch
16,16,Arno van Zwam,G,"6'02""",13 03,16-09-69,Beneden-Leeuwen,Jubilo Iwata,NAC Breda,2005,Dutch
17,17,Evander Sno,D,,,09-04-87,Dordrecht,Feyenoord,NAC Breda,2005,Dutch
18,18,Johan Vonlanthen,F,"5'09""",10 08,01-02-86,Santa Marta,PSV,NAC Breda,2005,Dutch
19,19,Julian Jenner,F,6'02,11 07,28-02-84,Delft,DWV,NAC Breda,2005,Dutch
20,20,Wilmer Kousemaker,D,"6'00""",12 04,12-07-85,Tholen,Tholense Boys,NAC Breda,2005,Dutch
21,21,Arjan Christianen,G,"6'02""",12 06,19-12-82,Oud Gastel,SC Gastel,NAC Breda,2005,Dutch
22,22,Arie Jonker,F,,,20-05-84,Katwijk,Katwijk,NAC Breda,2005,Dutch
23,23,Ronnie Stam,M,"5'09""",09 11,18-06-84,Breda,Feyenoord,NAC Breda,2005,Dutch
24,24,Ivo van Engelen,D,,,24-04-85,Vlijmen,RKC Waalwijk,NAC Breda,2005,Dutch
27,27,Aykut Demir,D,"5'11""",10 08,22-10-88,Bergen op Zoom,DOSKO,NAC Breda,2005,Dutch
29,29,Timothy Derijck,D,"6'01""",12 01,25-05-87,Liedekerke,Feyenoord,NAC Breda,2005,Dutch
30,30,Leonardo,F,"5'08""",11 05,09-03-83,Rio de Janeiro,Feyenoord,NAC Breda,2005,Dutch
1,1,Gábor Babos,G,"6'05""",12 13,24-10-74,Sopron,Feyenoord,NEC Nijmegen,2005,Dutch
2,2,Robbie Wielaert,D,"5'10""",12 04,29-12-78,Emmeloord,PSV,NEC Nijmegen,2005,Dutch
3,3,Peter Wisgerhof,D,"5'11""",13 03,19-11-79,Wageningen,Vitesse,NEC Nijmegen,2005,Dutch
4,4,Jeffrey Leiwakabessy,D,"5'08""",09 11,23-02-81,Arnhem,Elistha,NEC Nijmegen,2005,Dutch
5,5,David Jones,M,"5'11""",10 00,04-11-84,Southport,Manchester U,NEC Nijmegen,2005,Dutch
6,6,Patrick Pothuizen,D,"6'01""",13 12,15-05-72,Culemborg,FC Twente,NEC Nijmegen,2005,Dutch
7,7,Romano Denneboom,F,"6'02""",13 05,29-01-81,Schiedam,SC Heerenveen,NEC Nijmegen,2005,Dutch
8,8,Edgar Barreto,M,"5'09""",12 04,15-07-84,Asunción,Cerro Porteño,NEC Nijmegen,2005,Dutch
9,9,Bart Van den Eede,F,"6'04""",14 07,03-11-77,Hamme,NAC Breda,NEC Nijmegen,2005,Dutch
10,10,Said Boutahar,M,"5'08""",11 05,12-08-82,Rotterdam,RKC Waalwijk,NEC Nijmegen,2005,Dutch
14,14,Muslu Nalbantoglu,D,"5'09""",11 07,24-11-83,Amersfoort,APWC,NEC Nijmegen,2005,Dutch
15,15,Jonas Olsson,D,"6'04""",13 03,10-03-83,Landskrona,Landskrona BoIS,NEC Nijmegen,2005,Dutch
16,16,Tininho,M,"6'00""",12 01,23-10-77,Montesclaros,RBC Roosendaal,NEC Nijmegen,2005,Dutch
17,17,Björn van der Doelen,M,"5'10""",11 03,24-08-76,Goirle,FC Twente,NEC Nijmegen,2005,Dutch
18,18,Guilliano Grot,F,"6'01""",12 04,15-03-83,Arnhem,De Treffers,NEC Nijmegen,2005,Dutch
20,20,Alexander Prent,F,"5'10""",12 04,25-05-83,Utrecht,Saestum,NEC Nijmegen,2005,Dutch
21,21,Jasar Takak,M,"5'07""",11 07,04-03-85,Den Bosch,PSV,NEC Nijmegen,2005,Dutch
22,22,Chaimil Mormon,D,,,02-05-83,Arnhem,None,NEC Nijmegen,2005,Dutch
23,23,Andrzej Niedzielan,F,"5'11""",12 00,27-02-79,Zary,Dyskobolia Groclin,NEC Nijmegen,2005,Dutch
24,24,Rutger Worm,F,"5'11""",11 00,01-02-86,Nijmegen,Vitesse,NEC Nijmegen,2005,Dutch
25,25,Raymon van Emmerik,G,"5'10""",11 07,11-06-80,Naarden,1.FC Kleve,NEC Nijmegen,2005,Dutch
1,1,Heurelho da Silva Gomes,G,"6'03""",12 13,15-02-81,João Pinheiro,Cruzeiro,PSV Eindhoven,2005,Dutch
2,2,André Ooijer,D,"6'00""",12 00,11-07-74,Amsterdam,Roda JC,PSV Eindhoven,2005,Dutch
3,3,Michael Reiziger,D,5'10'',11 11,03-05-73,Amstelveen,Middlesbrough,PSV Eindhoven,2005,Dutch
4,4,Alex,D,"6'02""",14 00,17-06-82,Niterói,Santos,PSV Eindhoven,2005,Dutch
5,5,Michael Ball,D,"6'01""",11 09,02-10-79,Liverpool,Rangers,PSV Eindhoven,2005,Dutch
6,6,Timmy Simons,M,"6'01""",12 06,12-12-76,Diest,Club Brugge,PSV Eindhoven,2005,Dutch
7,7,Mika Väyrynen,M,"5'10""",11 03,28-12-81,Eskilstuna,SC Heerenveen,PSV Eindhoven,2005,Dutch
8,8,Phillip Cocu,M,"6'00""",11 09,29-10-70,Eindhoven,Barcelona,PSV Eindhoven,2005,Dutch
9,9,Jan Vennegoor of Hesselink,F,"6'02""",13 05,07-11-78,Oldenzaal,FC Twente,PSV Eindhoven,2005,Dutch
10,10,Arouna Koné,F,"5'11""",12 11,11-11-83,Anyama,Roda JC,PSV Eindhoven,2005,Dutch
11,11,DaMarcus Beasley,M,5'07'',09 00,24-05-82,Fort Wayne,Chicago Fire,PSV Eindhoven,2005,Dutch
15,15,Jason Culina,M,"5'09""",11 05,05-08-80,Sydney,FC Twente,PSV Eindhoven,2005,Dutch
16,16,Theo Lucius,D,"6'00""",12 08,19-12-76,Veghel,FC Den Bosch,PSV Eindhoven,2005,Dutch
