,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
17,17,Davide Baiocco,M,"5'10""",11  00,08-05-75,Colvalenza,Perugia,Catania,2007,Italian
18,18,Generoso Rossi,G,"6'03""",13  05,03-01-79,Naples,Triestina,Catania,2007,Italian
19,19,Giacomo Tedesco,M,"5'09""",11  02,01-02-76,Palermo,Reggina,Catania,2007,Italian
20,20,Marcello Gazzola,D,"6'00""",12 06,03-04-85,Borgotaro,Sassari Torres,Catania,2007,Italian
21,21,Cristian  Silvestri,D,"6'01""",12  01,21-01-75,Rome,Lecce,Catania,2007,Italian
22,22,Pablo  Álvarez,D,"5'09""",12 04,17-04-84,San Martín,Estudiantes (LP),Catania,2007,Italian
23,23,Christian Terlizzi,D,"6'02""",12  04,22-11-79,Rome,Palermo,Catania,2007,Italian
24,24,Gionatha Spinesi,F,"6'00""",12 04,08-03-78,Pisa,Arezzo,Catania,2007,Italian
25,25,Jorge Martínez,M,"5'10""",12 08,05-04-83,Montevideo,Nacional [URU],Catania,2007,Italian
26,26,Francesco Fabio Sciacca,M,,,,,None,Catania,2007,Italian
27,27,Marco Biagianti,M,"5'11""",11 03,14-04-81,Florence,Pro Vasto,Catania,2007,Italian
28,28,Raffaele Ioime,G,"6'01""",12 08,27-10-87,Naples,None,Catania,2007,Italian
30,30,Fabrizio Lasagna,F,,,,,None,Catania,2007,Italian
1,1,Davide Bassi,G,"6'03""",12  13,12-04-85,Sarzana,Massese,Empoli,2007,Italian
2,2,Felice Piccolo,D,"6'02""",12  13,27-08-83,Pomigliano  d'Arco,Juventus,Empoli,2007,Italian
3,3,Nicola  Ascoli,D,"6'01""",11  07,11-09-79,Vibo  Valenzia,Catanzaro,Empoli,2007,Italian
4,4,Rincón,D,"6'01""",12 06,31-05-87,São Paulo,Internazionale,Empoli,2007,Italian
5,5,Davide Moro,M,"5'09""",10  12,01-02-81,Taranto,Varese,Empoli,2007,Italian
6,6,Ignazio Abate,M,"5'11""",11 07,12-11-86,Sant'Agata De' Goti,Milan,Empoli,2007,Italian
7,7,Vittorio Tosto,D,"5'11""",12 00,14-06-74,Marina di Cariati,Ascoli,Empoli,2007,Italian
8,8,Francesco Marianini,M,"6'01""",11  05,06-05-79,Calci,Lecce,Empoli,2007,Italian
9,9,Nicola  Pozzi,F,"5'10""",12  00,30-06-86,Sant'Arcangelo  di Romagna,Milan,Empoli,2007,Italian
10,10,Ighli Vannucchi,M,"5'10""",11  09,05-08-77,Prato,Palermo,Empoli,2007,Italian
11,11,Luca Saudati,F,"6'00""",12 06,18-01-78,Milan,Atalanta,Empoli,2007,Italian
12,12,Alberto Pelagotti,G,,,09-03-89,Empoli,None,Empoli,2007,Italian
13,13,Giuseppe Arvia,D,,,24-02-88,,None,Empoli,2007,Italian
14,14,Daniele Adani,D,"6'00""",11 07,10-07-74,Correggio,Ascoli,Empoli,2007,Italian
15,15,Richard Vanigli,D,"5'10""",10  12,01-06-71,Forlì,Livorno,Empoli,2007,Italian
16,16,Lino Marzoratti,D,"5'11""",11 11,12-10-86,Rho,Milan,Empoli,2007,Italian
17,17,Gianluca Musacci,M,"5'11""",11 05,01-04-87,Viareggio,None,Empoli,2007,Italian
18,18,Guillermo  Giacomazzi,M,"6'00""",12  11,21-11-77,Montevideo,Lecce,Empoli,2007,Italian
19,19,Claudio  Marchisio,D,"5'11""",11 00,30-12-86,Cercola,Juventus,Empoli,2007,Italian
20,20,Simone Iacoponi,D,"5'11""",11 07,30-04-87,Pontedera,None,Empoli,2007,Italian
21,21,Sebastian  Giovinco,F,"5'09""",11 09,26-01-87,Turin,Juventus,Empoli,2007,Italian
22,22,Diego Fabbrini,F,,,31-07-90,,None,Empoli,2007,Italian
23,23,Daniele Balli,G,"5'11""",11 00,16-09-67,Florence,Nocerina,Empoli,2007,Italian
24,24,Antonio Buscé,M,"5'11""",11 07,12-12-75,Gragnano,Lumezzane,Empoli,2007,Italian
25,25,Samuele  Pizza,M,,,05-09-88,,None,Empoli,2007,Italian
26,26,Stefano Manzo,M,,,02-02-90,,None,Empoli,2007,Italian
27,27,Rey Volpato,F,"6'01""",12  06,27-08-86,Dolo,Juventus,Empoli,2007,Italian
28,28,Andrea Caponi,M,,,08-02-88,,None,Empoli,2007,Italian
29,29,Luca Hemmy,F,,,31-01-88,,None,Empoli,2007,Italian
30,30,Salvatore Caturano,F,,,03-07-90,,None,Empoli,2007,Italian
31,31,Daniele Mori,D,,,28-06-90,,None,Empoli,2007,Italian
32,32,Alessandro Budel,M,"6'00""",12  01,25-02-81,Basiglio,Cagliari,Empoli,2007,Italian
41,46,Andrea Raggi,D,"6'02""",12  13,24-06-84,Carrara,None,Empoli,2007,Italian
42,50,Francesco Pratali,D,"5'11""",11 09,17-01-79,Pontedera,Lodigiani,Empoli,2007,Italian
43,77,Luca Antonini,M,"5'07""",11 00,04-02-82,Milan,Milan,Empoli,2007,Italian
44,90,Levan Mchedlidze,F,,,24-03-90,Tbilisi,None,Empoli,2007,Italian
1,1,Sebastien Frey,G,"6'02""",13  05,18-03-80,Thonon les Bain,Parma,Fiorentina,2007,Italian
2,2,Per Krøldrup,D,"6'02""",12  13,31-07-79,Farso,Everton,Fiorentina,2007,Italian
3,3,Dario Dainelli,D,"6'00""",11  11,06-09-79,Pontedera,Brescia,Fiorentina,2007,Italian
4,4,Marco Donadel,M,"5'10""",11  07,21-04-83,Conegliano  Veneto,Milan,Fiorentina,2007,Italian
5,5,Alessandro Gamberini,D,"6'01""",12  04,27-08-81,Bologna,Verona,Fiorentina,2007,Italian
6,6,Alessandro Potenza,D,"6'00""",12  00,08-03-84,San Severo,Internazionale,Fiorentina,2007,Italian
7,7,Franco Semioli,M,"5'10""",11  00,20-06-80,Cirié,Chievo Verona,Fiorentina,2007,Italian
9,9,Pablo Daniel Osvaldo,F,"6'00""",11  09,12-01-86,Buenos Aires,Atalanta,Fiorentina,2007,Italian
10,10,Adrian  Mutu,F,"5'11""",11  06,08-01-79,Călineşti,Juventus,Fiorentina,2007,Italian
11,11,Fabio Liverani,M,"5'09""",10 12,29-04-76,Rome,Lazio,Fiorentina,2007,Italian
12,12,Cristiano Lupatelli,G,"6'02""",13  10,21-06-78,Perugia,Roma,Fiorentina,2007,Italian
15,15,Ondřej  Mazuch,D,"6'02""",13  12,15-03-89,Hodonín,Brno,Fiorentina,2007,Italian
16,16,Jan Hable,M,"5'11""",11 11,14-02-89,Králové,Hradec Králové,Fiorentina,2007,Italian
17,17,Papa Waigo Ndiaye,F,"6'01""",11 09,20-01-84,St Louis,Genoa,Fiorentina,2007,Italian
18,18,Riccardo Montolivo,M,"5'11""",10 03,18-01-85,Caravaggio,Atalanta,Fiorentina,2007,Italian
19,19,Massimo Gobbi,D,"6'00""",12  06,31-10-80,Milan,Treviso,Fiorentina,2007,Italian
20,20,Martin  Jørgensen,M,"5'11""",11  11,06-10-75,Orstad,Udinese,Fiorentina,2007,Italian
21,21,Tomá  Ujfalui,D,6'01'',12 00,24-03-78,Rýmařov,Hamburg,Fiorentina,2007,Italian
22,22,Zdravko  Kuzmanović,M,"6'01""",11 03,22-09-87,Berne,Basel,Fiorentina,2007,Italian
23,23,Manuel Pasqual,D,"5'10""",11  03,13-03-82,San Donà di Piave,Arezzo,Fiorentina,2007,Italian
24,24,Mario Alberto  Santana,M,"5'07""",11  03,23-12-81,Comodoro  Rivadavia,Palermo,Fiorentina,2007,Italian
25,25,Vlada Avramov,G,"6'02""",11 11,05-04-79,Novi Sad,Vicenza,Fiorentina,2007,Italian
26,26,Alex,D,"6'03""",13 05,29-01-89,Salvador de Bahia,Lokomotiv Plovdiv,Fiorentina,2007,Italian
27,27,Samuel  Di Carmine,F,"6'01""",12 04,29-09-88,Florence,None,Fiorentina,2007,Italian
29,29,Gianpaolo Pazzini,F,"5'11""",11 09,02-08-84,Monsummano,Atalanta,Fiorentina,2007,Italian
31,31,Edoardo Pazzagli,G,"6'01""",12 04,11-04-89,Florence,None,Fiorentina,2007,Italian
32,32,Christian Vieri,F,"6'01""",12 13,12-07-73,Bologna,Atalanta,Fiorentina,2007,Italian
33,33,Massimiliano Tagliani,D,"6'02""",11 09,04-04-89,Mazzano,None,Fiorentina,2007,Italian
34,34,Matthias  Lepiller,F,"5'09""",11  07,23-11-86,Le  Havre,Le  Havre,Fiorentina,2007,Italian
35,35,Pape Moussa Diakhaté,M,,,22-04-89,Pikine,Cambérène,Fiorentina,2007,Italian
36,36,Samuele Bettoni,D,,,29-11-89,Florence,None,Fiorentina,2007,Italian
37,37,Dario Fedi,D,,,13-02-89,Pistoia,None,Fiorentina,2007,Italian
38,38,Luca Petri,D,,,31-01-89,Pisa,None,Fiorentina,2007,Italian
39,39,Manuel Nocciolini,F,,,18-05-89,Piombino,None,Fiorentina,2007,Italian
40,40,Danilo D'Ambrosio,M,,,09-09-88,Naples,None,Fiorentina,2007,Italian
41,41,Marco Augusto Romizi,M,,,13-02-90,Arezzo,None,Fiorentina,2007,Italian
42,42,Lorenzo Morelli,F,,,25-04-88,Florence,None,Fiorentina,2007,Italian
43,43,Paolo Pincio,G,,,17-09-91,Siracusa,None,Fiorentina,2007,Italian
44,44,Andrea Seculin,G,,,14-07-90,Gorizia,Südtirol-Alto Adige,Fiorentina,2007,Italian
45,54,Manuel  Da Costa,D,"6'02""",12  04,06-05-86,Nancy,PSV Eindhoven,Fiorentina,2007,Italian
46,99,Daniele Cacia,F,"6'00""",11 09,23-08-83,Catanzaro,Piacenza,Fiorentina,2007,Italian
1,1,Damián Lanza,G,"6'01""",14 00,10-04-82,Cuenca,Arezzo,Genoa,2007,Italian
3,3,Cesare Bovo,D,"5'11""",11  11,14-01-83,Rome,Palermo,Genoa,2007,Italian
4,4,Oscar Daniel Torres,M,,,22-04-90,Yaguarón,None,Genoa,2007,Italian
7,7,Marco Rossi,M,"5'10""",10  12,01-04-78,Serravezza,Como,Genoa,2007,Italian
8,8,Danilo,M,"5'11""",11 05,03-11-82,Araras,União Barbarense,Genoa,2007,Italian
9,9,Luciano  Figueroa,F,"6'00""",11  05,19-05-81,Rosario,Villarreal,Genoa,2007,Italian
10,10,Matías Masiero,M,"5'09""",11 00,15-01-88,Montevideo,Central Español,Genoa,2007,Italian
11,11,Julio Cesar León,M,"5'09""",11  04,13-09-79,Cortés,Reggina,Genoa,2007,Italian
13,13,Andrea Signorini,D,,,31-01-90,Genoa,None,Genoa,2007,Italian
14,14,Giuseppe  Sculli,F,"5'09""",11  00,23-03-81,Locri,Juventus,Genoa,2007,Italian
15,15,Silvano Raggio Garibaldi,M,"5'10""",09 11,27-03-89,Chiavari,None,Genoa,2007,Italian
16,16,Alessandro Lucarelli,D,"6'00""",12  04,22-07-77,Livorno,Siena,Genoa,2007,Italian
17,17,Emmanuel Jorge Ledesma,F,,,24-05-88,Quilmes,None,Genoa,2007,Italian
18,18,Domenico Criscito,D,"6'00""",10 13,30-12-86,Cercola,Juventus,Genoa,2007,Italian
19,19,Matteo Paro,M,"5'09""",11  07,17-03-83,Asti,Juventus,Genoa,2007,Italian
20,20,Alessio Grea,D,,,29-05-90,Genoa,None,Genoa,2007,Italian
21,21,Marco Di Vaio,F,"5'10""",12  00,15-07-76,Rome,Monaco,Genoa,2007,Italian
22,22,Marco Borriello,F,"5'11""",11  07,18-06-82,Naples,Milan,Genoa,2007,Italian
23,23,Tommaso Ghinassi,D,"6'02""",12 00,02-06-87,Florence,Pistoiese,Genoa,2007,Italian
24,24,Abdoulay Konko,M,"6'00""",11  11,09-03-84,Marseille,Siena,Genoa,2007,Italian
25,25,Gaetano De Rosa,D,"5'10""",11  07,10-05-73,Düsseldorf,Reggina,Genoa,2007,Italian
26,26,Matteo Amico,D,,,10-01-89,Rome,None,Genoa,2007,Italian
27,27,Gabriele Mazzei,F,,,23-06-89,Genoa,None,Genoa,2007,Italian
28,28,Ivan  Jurić,M,"5'09""",10  08,25-08-75,Split,Crotone,Genoa,2007,Italian
29,29,Fabiano,D,"6'00""",11  05,27-06-79,Osasco,Palmeiras,Genoa,2007,Italian
31,31,Simone Pasqui,M,,,30-06-89,Genoa,None,Genoa,2007,Italian
32,32,Mirko Martucci,M,,,19-02-88,Liestal,Alessandria 1912,Genoa,2007,Italian
33,33,Gleison Dos Santos,D,"6'02""",12 06,18-08-81,Vitoria,AlbinoLeffe,Genoa,2007,Italian
35,35,Stefano Raggio Garibaldi,G,"5'10""",09 11,27-03-89,Chiavari,None,Genoa,2007,Italian
38,38,Wilson,F,"5'10""",11 05,21-03-85,Araras,Corinthians,Genoa,2007,Italian
41,68,Anthony Vandenborre,D,"6'01""",12  08,24-10-87,Likasi,Fiorentina,Genoa,2007,Italian
42,73,Alessio Scarpi,G,"6'02""",12 13,19-04-73,Venezia,Internazionale,Genoa,2007,Italian
43,77,Omar Milanetto,M,"5'09""",11  09,30-11-75,Venaria,Modena,Genoa,2007,Italian
44,83,Rubinho,G,"6'01""",12 13,04-08-82,São Paulo,Vitória Setúbal,Genoa,2007,Italian
45,90,Mirko Lamantia,G,"6'03""",12 08,01-03-90,Biella,Novara,Genoa,2007,Italian
1,1,Francesco Toldo,G,"6'05""",14 02,02-12-71,Padova,Fiorentina,Internazionale,2007,Italian
2,2,Iván  Córdoba,D,"5'08""",11 00,11-08-76,Medellín,San Lorenzo,Internazionale,2007,Italian
4,4,Javier Zanetti,D,"5'10""",11 11,10-08-73,Buenos Aires,Banfield,Internazionale,2007,Italian
5,5,Dejan Stanković,M,"5'11""",11 11,11-09-78,Belgrade,Lazio,Internazionale,2007,Italian
6,6,Maxwell,D,"5'09""",11 07,27-08-81,Vila Velha,Ajax,Internazionale,2007,Italian
7,7,Luís Figo,M,"5'11""",11 11,04-11-72,Lisbon,Real Madrid,Internazionale,2007,Italian
8,8,Zlatan Ibrahimović,F,"6'04""",13  03,03-10-81,Malmö,Juventus,Internazionale,2007,Italian
9,9,Julio Cruz,F,"6'03""",12 04,10-10-74,Santiago del Estero,Bologna,Internazionale,2007,Italian
11,11,Luis Jiménez,M,"6'00""",11 11,17-06-84,Santiago,Ternana,Internazionale,2007,Italian
12,12,Júlio César,G,"6'01""",12  06,03-09-79,Rio  de Janeiro,Chievo Verona,Internazionale,2007,Italian
13,13,Maicon,D,"6'00""",12  01,26-07-81,Criciuma,Monaco,Internazionale,2007,Italian
14,14,Patrick Vieira,M,"6'04""",13  00,23-06-76,Dakar,Juventus,Internazionale,2007,Italian
15,15,Olivier  Dacourt,M,"5'10""",11  07,25-09-74,Montreuil,Roma,Internazionale,2007,Italian
16,16,Nicolás Burdisso,D,"6'00""",12  11,12-04-81,Altos de  Chipion,Boca Juniors,Internazionale,2007,Italian
17,17,Filippo Mancini,F,,,13-10-90,Genoa,None,Internazionale,2007,Italian
18,18,Hernán  Crespo,F,"6'02""",12  04,05-07-75,Florida,Chelsea,Internazionale,2007,Italian
19,19,Esteban Cambiasso,M,5'10'',11  07,18-08-80,Buenos Aires,Real Madrid,Internazionale,2007,Italian
21,21,Santiago Solari,M,"6'00""",12 00,07-10-76,Rosario,Real Madrid,Internazionale,2007,Italian
22,22,Paolo Orlandoni,G,"6'01""",12 01,12-08-72,Bolzano,Piacenza,Internazionale,2007,Italian
23,23,Marco Materazzi,D,"6'04""",14 07,19-08-73,Lecce,Perugia,Internazionale,2007,Italian
24,24,Nelson Rivas,D,"5'11""",13 03,25-03-83,Pradera,River Plate,Internazionale,2007,Italian
25,25,Walter Samuel,D,"6'00""",13 01,23-03-78,Firmat,Real Madrid,Internazionale,2007,Italian
26,26,Christian Chivu,D,"6'00""",13  01,26-10-80,Resita,Roma,Internazionale,2007,Italian
28,28,Maniche,M,5'08'',10 12,11-11-77,Lisbon,Atlético Madrid,Internazionale,2007,Italian
29,29,David Suazo,F,"6'00""",11  11,05-11-79,San Pedro,Cagliari,Internazionale,2007,Italian
30,30,Pelé,M,"5'11""",11 09,14-09-87,Porto,Vitória Guimarães,Internazionale,2007,Italian
31,31,César,D,"5'11""",11 03,24-10-74,São Paulo,Lazio,Internazionale,2007,Italian
34,34,Paolo  Tornaghi,G,,,21-06-88,Garbagnate,None,Internazionale,2007,Italian
35,35,Dennis Esposito,D,,,25-01-88,Milan,None,Internazionale,2007,Italian
36,36,Francesco Bolzoni,M,,,07-05-89,Lodi,None,Internazionale,2007,Italian
37,37,Gabriele Puccio,M,,,03-08-89,Milan,None,Internazionale,2007,Italian
38,38,Daniele Federici,D,,,11-02-88,Tarquinia,None,Internazionale,2007,Italian
40,40,Ivan Fatić,D,,,21-08-88,Pljevjlja,Chievo Verona,Internazionale,2007,Italian
41,43,Daniele Pedrelli,D,,,16-05-88,Fivizzano,Spezia,Internazionale,2007,Italian
42,44,Coelho,F,,,04-02-90,,FC Porto,Internazionale,2007,Italian
43,45,Mario Balotelli Barwuah,F,,,12-08-90,Palermo,Lumezzane,Internazionale,2007,Italian
44,46,Aiman Napoli,F,,,02-07-89,Milan,None,Internazionale,2007,Italian
45,47,Marco Filippini,D,,,19-09-88,Montichiari,None,Internazionale,2007,Italian
46,48,Alberto Gerbo,F,,,09-11-89,Valenza,None,Internazionale,2007,Italian
47,50,Luca Siligardi,M,,,26-01-88,Correggio,None,Internazionale,2007,Italian
48,51,Vid Belec,G,,,06-06-90,Maribor,Maribor,Internazionale,2007,Italian
49,52,Saverio Macri',M,,,30-05-88,Bergamo,None,Internazionale,2007,Italian
50,53,René Krhin,M,,,21-05-90,Maribor,Maribor,Internazionale,2007,Italian
51,71,Enrico Alfonso,G,"6'03""",13  05,04-05-88,Padua,Chievo Verona,Internazionale,2007,Italian
1,1,Gianluigi Buffon,G,"6'03""",13  01,28-01-78,Carrara,Parma,Juventus,2007,Italian
2,2,Alessandro Birindelli,D,"5'09""",11  07,12-11-74,Pisa,Empoli,Juventus,2007,Italian
3,3,Giorgio Chiellini,D,"6'01""",12  00,14-08-84,Livorno,Fiorentina,Juventus,2007,Italian
5,5,Jonathan Zebina,D,"6'02""",13  08,19-07-78,Paris,Roma,Juventus,2007,Italian
6,6,Cristiano Zanetti,M,"5'11""",11 11,14-04-77,Massa,Internazionale,Juventus,2007,Italian
7,7,Hasan Salihamidić,M,5'11'',12  04,01-01-77,Jablanica,Bayern Munich,Juventus,2007,Italian
8,8,Mauro Camoranesi,M,"5'10""",11  00,09-10-76,Tandil,Verona,Juventus,2007,Italian
9,9,Vincenzo Iaquinta,F,"6'02""",12  01,21-11-76,Cosenza,Udinese,Juventus,2007,Italian
10,10,Alessandro Del Piero,F,"5'08""",11  00,09-11-74,Treviso,Padova,Juventus,2007,Italian
11,11,Pavel Nedvěd,M,"5'10""",11  00,30-08-72,Cheb,Lazio,Juventus,2007,Italian
12,12,Emanuele  Belardi,G,"6'02""",12  08,09-10-77,Eboli,Reggina,Juventus,2007,Italian
13,13,Jess Kendwell Van Strattan,G,"6'03""",13 01,19-07-82,Gosford,Verona,Juventus,2007,Italian
14,14,Jorge Andrade,D,6'00'',11  07,09-04-78,Lisbon,Deportivo La Coruña,Juventus,2007,Italian
