,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
30,30,Alexis Thébaux,G,"6'01""",12 11,17-03-85,Les Sables D'Olonne,Dijon,Caen,2007,French
1,1,Thibault  Ferrand,G,"6'00""",11  07,26-03-86,Chambray-les-Tours,None,Le Mans,2007,French
2,2,Géder,D,"6'00""",12 04,23-04-78,Minas Gerais,Spartak Moscow,Le Mans,2007,French
3,3,Saber Ben Frej,D,"6'01""",11 11,03-07-79,Karkar,Étoile du Sahel,Le Mans,2007,French
4,4,Paulo André,D,"6'02""",12 11,20-08-83,Campinas,Atlético  Paranaense,Le Mans,2007,French
5,5,Grégory  Cerdan,D,"6'03""",12  13,28-07-82,Saint-Denis,None,Le Mans,2007,French
6,6,Brahim El Bahri,M,"6'01""",12 08,28-03-86,Rabat,FAR Rabat,Le Mans,2007,French
7,7,Túlio  De Melo,F,"6'03""",13  01,31-01-85,Montes  Claros,Atlético  Mineiro,Le Mans,2007,French
8,8,Guillaume Loriot,M,"6'01""",11  00,21-05-86,Le Mans,None,Le Mans,2007,French
9,9,Modibo Maïga,F,"6'02""",11 11,03-09-86,Bamako,Raja Casablanca,Le Mans,2007,French
11,11,N'Dri Romaric,M,"6'02""",13 12,04-06-83,Abidjan,Beveren,Le Mans,2007,French
13,13,Cyriaque Louvion,D,"5'09""",12 02,24-07-87,Port-Sauveur,Cannes,Le Mans,2007,French
14,14,Clément  Pinault,D,"6'01""",12  00,04-02-85,Grasse,Cannes,Le Mans,2007,French
15,15,Alphousseyni Keita,M,"5'11""",11 09,13-11-85,Bamako,Djoliba AC,Le Mans,2007,French
16,16,Rodolphe Roche,G,"6'00""",12 08,14-06-79,Montluçon,Châteauroux,Le Mans,2007,French
17,17,Hassan  Yebda,M,"6'02""",12  01,14-05-84,Saint-Maurice,Auxerre,Le Mans,2007,French
18,18,Samuel Bouhours,D,"5'10""",10 12,26-06-87,Le Mans,None,Le Mans,2007,French
19,19,Mamadou  Samassa,F,"6'02""",12  13,01-05-86,Montfermeil,None,Le Mans,2007,French
20,20,Mathieu Coutadeur,M,"5'09""",10  07,20-06-86,Le Mans,None,Le Mans,2007,French
21,21,Anthony  Le Tallec,F,"6'00""",11  07,03-10-84,Hennebont,Liverpool,Le Mans,2007,French
22,22,Daisuke  Matsui,M,"5'09""",10  01,11-05-81,Kyoto,Kyoto  Purple Sanga,Le Mans,2007,French
23,23,Jean  Calvé,D,"6'00""",11  07,30-04-84,Cormeilles,Sochaux,Le Mans,2007,French
24,24,Ludovic Baal,M,"5'09""",11 05,24-05-86,Paris,None,Le Mans,2007,French
25,25,Marko  Baa,D,"6'02""",11  11,29-12-82,Trstenik,OFK  Belgrade,Le Mans,2007,French
26,26,Martin  Douillard,M,"5'08""",10  01,20-03-85,Les Sables  d'Olonne,None,Le Mans,2007,French
27,27,"Kouassi  Gervais ""Gervinho"" Yao",F,"5'10""",10  06,27-05-87,Anyama,Beveren,Le Mans,2007,French
28,28,Stéphane  Sessegnon,M,"5'08""",11  05,01-06-84,Allahe,Créteil,Le Mans,2007,French
29,29,Ibrahima Sory Camara,D,"5'11""",12  04,01-01-85,Conakry,Parma,Le Mans,2007,French
30,30,Yohann  Pelé,G,"6'03""",12 06,04-11-82,Brou-sur-Chantereine,None,Le Mans,2007,French
31,31,Abdou Khaled Adenon,D,"5'11""",11 00,28-07-85,,ASEC Abidjan,Le Mans,2007,French
1,1,Vedran Runje,G,"6'00""",13 05,10-02-76,Split,Beşiktaş,Lens,2007,French
2,2,Marco Ramos,D,"5'07""",10 05,26-04-83,Levallios-Perret,Châteauroux,Lens,2007,French
3,3,Hilton,D,"5'11""",11  06,13-09-77,Brasilia,Servette,Lens,2007,French
4,4,Adama Coulibaly,D,"6'01""",13 00,09-10-80,Bamako,Djoliba,Lens,2007,French
5,5,Mounir Diane,M,"6'01""",11 04,16-05-82,Ouleb Abbou,Renaissance de Settat,Lens,2007,French
6,6,Kader Mangane,M,"6'03""",12 08,23-03-83,,Young Boys,Lens,2007,French
7,7,Abdoulrazak  Boukari,M,"5'11""",11  00,25-04-87,Lomé,Châteauroux,Lens,2007,French
8,8,Toifilou  Maoulida,F,"6'00""",12  01,08-06-79,Dzaoudzi,Auxerre,Lens,2007,French
9,9,Loïc  Remy,F,"6'00""",10  06,02-01-87,Lyon,Lyon,Lens,2007,French
10,10,Éric Carrière,M,"5'08""",10 01,24-05-73,Foix,Lyon,Lens,2007,French
11,11,Nadir Belhadj,D,"5'08""",10 07,18-06-82,Saint Claude,Lyon,Lens,2007,French
14,14,Kévin Monnet-Paquet,F,"6'00""",11  03,19-08-88,Bourgoin-Jallieu,None,Lens,2007,French
15,15,Fabien Laurenti,D,"5'11""",11 11,06-01-83,Marseille,Ajaccio,Lens,2007,French
16,16,Ronan Le  Crom,G,"6'01""",12  01,13-07-74,Lorient,Troyes,Lens,2007,French
18,18,Olivier Monterrubio,M,"5'06""",10 01,08-08-76,Gaillac,Rennes,Lens,2007,French
21,21,Sidi  Yaya Keita,M,"5'09""",11  07,20-03-85,Bamako,Strasbourg,Lens,2007,French
22,22,Jonathan  Lacourt,M,"5'11""",11  03,17-08-86,Avignon,None,Lens,2007,French
23,23,Nenad Kovačević,M,"5'10""",12 06,11-11-80,Kraljevo,Crvena  Zvezda,Lens,2007,French
24,24,Bedsenté Gomis,M,"5'11""",10 10,14-04-88,Mont-Saint-Aignan,None,Lens,2007,French
25,25,Milan Bievac,D,"6'01""",13 01,31-08-83,Mitrovica,Crvena  Zvezda,Lens,2007,French
26,26,Yohan Demont,D,"5'09""",10 09,15-05-78,Valenciennes,Ajaccio,Lens,2007,French
27,27,Aruna  Dindane,F,"5'08""",10 10,26-11-80,Abidjan,Anderlecht,Lens,2007,French
28,28,Julien Sablé,M,5'11'',11 07,11-09-80,Marseille,St-Etienne,Lens,2007,French
40,40,Arnaud Brocard,G,"6'01""",12 02,19-08-86,Dijon,Louhans-Cuiseaux,Lens,2007,French
41,41,David Pollet,F,"6'02""",12 06,12-08-88,Le Bassée,None,Lens,2007,French
1,1,Tony  Mario Sylva,G,"6'00""",12  01,17-05-75,Guediawaye,Monaco,Lille,2007,French
2,2,Mathieu Debuchy,M,"6'01""",11  04,28-07-85,Fretin,None,Lille,2007,French
3,3,Samuel  Robail,M,"5'08""",10  10,02-06-85,Cambrai,None,Lille,2007,French
4,4,Jérémy Taravel,D,"6'02""",11 11,17-04-87,Vincennes,None,Lille,2007,French
6,6,Pierre-Alain Frau,F,"5'08""",11 02,15-04-80,Montbéliard,Paris St-Germain,Lille,2007,French
7,7,Yohan Cabaye,M,"5'09""",10  12,14-01-86,Tourcoing,None,Lille,2007,French
8,8,Michel Bastos,M,"5'11""",11 07,02-08-83,Pelotas,Atlético  Paranaense,Lille,2007,French
9,9,Patrick Kluivert,F,6'02'',12  11,01-09-76,Amsterdam,PSV Eindhoven,Lille,2007,French
10,10,Ludovic  Obraniak,M,"5'07""",10 09,10-11-84,Longueville-lès-Metz,Metz,Lille,2007,French
11,11,Souleymane Youla,F,"5'11""",12 00,29-11-81,Gine,Beşiktaş,Lille,2007,French
12,12,Cris Makiese,F,"6'00""",11 09,14-10-87,Montfermeil,Troyes,Lille,2007,French
13,13,Nicolas Fauvergue,F,"6'03""",12 10,13-10-84,Bethune,None,Lille,2007,French
14,14,Luis Yánes,F,"5'09""",10 12,29-10-82,Santa Marta,Independiente Santa Fe,Lille,2007,French
15,15,Emerson Da  Conceição,D,"6'00""",12 06,23-02-86,São Paulo,J. Malucelli,Lille,2007,French
16,16,Grégory Malicki,G,"6'01""",13 05,20-11-73,Thiais,Rennes,Lille,2007,French
17,17,Jean  II Makoun,M,"5'07""",10 03,29-05-83,Yaoundé,Tonnerre  Yaoundé,Lille,2007,French
18,18,Franck  Béria,D,"5'10""",11 04,23-05-83,Argenteuil,Metz,Lille,2007,French
19,19,Peter  Franquart,D,"5'11""",12  01,04-01-85,Lille,None,Lille,2007,French
20,20,Grégory Tafforeau,D,"5'08""",10 09,29-09-76,Bois-Guillaume,Caen,Lille,2007,French
21,21,Marko Marić,M,"6'02""",14 02,25-04-83,Zagreb,Egaleo,Lille,2007,French
22,22,Aurélien Chedjou,M,"5'11""",11 11,20-06-85,Douala,Rouen,Lille,2007,French
23,23,Adil Rami,D,"6'02""",12 13,27-12-85,Bastia,Fréjus,Lille,2007,French
24,24,Rio Antonio Mavuba,M,"5'07""",10  01,08-03-84,Born At Sea,Villarreal,Lille,2007,French
25,25,Nicolas Plestan,D,"6'00""",11 04,02-06-81,Nice,Monaco,Lille,2007,French
26,26,Stephan Lichtsteiner,D,"5'11""",11  05,16-01-84,Adligenswil,Grasshoppers,Lille,2007,French
27,27,Kevin Mirallas,F,"5'11""",11  11,05-10-87,Liège,None,Lille,2007,French
28,28,Henri Ewane-Elong,M,"5'07""",09  13,19-01-86,Douala,Olympique  St-Quentin,Lille,2007,French
29,29,Stéphane Dumont,M,"5'11""",11 13,06-09-82,Seclin,None,Lille,2007,French
30,30,Yohan  Lacroix,G,"6'04""",13  01,01-02-85,Thonon-les-bains,None,Lille,2007,French
33,33,Jerry Vandam,D,"6'01""",11 05,08-12-88,Lille,None,Lille,2007,French
34,34,Badis Lebbihi,M,"5'09""",10 03,14-03-90,Nanterre,INF Clairefontaine,Lille,2007,French
35,35,Omar Benzerga,M,,,13-03-90,Châtellerault,Châtellerault,Lille,2007,French
36,36,Eden Hazard,M,"5'07""",08 11,07-01-91,La Louvière,Tubize,Lille,2007,French
40,40,Alexandre Oukidja,G,"6'01""",12 04,19-07-88,Nevers,Gueugnon,Lille,2007,French
1,1,Lionel Cappone,G,"6'00""",11 09,08-02-79,Marignane,Angers,Lorient,2007,French
2,2,Michael Ciani,D,"6'02""",13 12,06-04-84,Paris,Auxerre,Lorient,2007,French
3,3,Marc Boutruche,D,"5'10""",11 06,19-09-76,Lorient,Brest,Lorient,2007,French
4,4,Andrew Jacobson,M,"6'02""",13 03,21-09-85,Palo Alto,UC Berkeley,Lorient,2007,French
5,5,Benjamin Genton,D,"6'02""",11 04,20-05-80,Paris,Créteil,Lorient,2007,French
6,6,Fabrice  Abriel,M,"5'09""",10  12,06-07-79,Surennes,Guingamp,Lorient,2007,French
7,7,Oscar Ewolo,M,"5'07""",09 12,09-10-78,Brazzaville,Amiens,Lorient,2007,French
8,8,Alain  Cantareil,D,"5'10""",11  00,15-08-83,Marseille,Marseille,Lorient,2007,French
9,9,Kemal Bourhani,F,"5'10""",11 00,13-09-81,Paris,Guingamp,Lorient,2007,French
10,10,Nicolas Marin,F,5'07'',11 00,29-08-80,Marseille,Sedan,Lorient,2007,French
11,11,Ulrich  Le Pen,M,"5'08""",09 12,21-01-74,Auray,Strasbourg,Lorient,2007,French
13,13,Rafik  Saïfi,F,5'10'',11 05,07-02-75,Alger,Ajaccio,Lorient,2007,French
14,14,Marama  Vahirua,F,"5'08""",09  13,12-05-80,Tahiti,Nice,Lorient,2007,French
15,15,Jérémy Morel,D,"5'07""",11 02,02-04-84,Lorient,None,Lorient,2007,French
16,16,Fabien Audard,G,"6'02""",14 00,28-03-78,Toulouse,Bastia,Lorient,2007,French
17,17,Medhi Benatia,D,"6'02""",13 12,17-04-87,Concouronnes,Marseille,Lorient,2007,French
18,18,Yohan  Hautcoeur,M,"5'10""",10 07,30-10-81,Nantes,St-Etienne,Lorient,2007,French
20,20,Rafael Moura,F,"6'02""",13 05,23-05-83,Belo Horizonte,Fluminense,Lorient,2007,French
22,22,Claude Dielna,D,"6'00""",12 08,14-12-87,Clichy-la-Garenne,Caen,Lorient,2007,French
23,23,Yazid Mansouri,M,"5'08""",10  05,25-02-78,Revin,Châteauroux,Lorient,2007,French
24,24,Christophe Jallet,M,"5'10""",10 03,31-10-83,Cognac,Niort,Lorient,2007,French
25,25,Julian  Pinard,F,"5'11""",10  01,16-01-86,Rennes,None,Lorient,2007,French
26,26,Yann Jouffre,M,"5'08""",10 03,23-07-84,Montélimar,Guingamp,Lorient,2007,French
27,27,Hamed  Namouchi,M,6'01'',11  11,14-02-84,Cannes,Rangers,Lorient,2007,French
28,28,Fabien Robert,F,"5'09""",10 08,06-01-89,Hennebont,None,Lorient,2007,French
29,29,Sylvain Marchal,D,"6'00""",12 08,10-02-80,Langres,Metz,Lorient,2007,French
30,30,Romain Salin,G,"6'00""",11 00,29-07-84,Mayenne,Laval,Lorient,2007,French
1,1,Grégory Coupet,G,"5'10""",12 08,31-12-72,Le Puy-en-Velay,St-Etienne,Lyon,2007,French
2,2,François Clerc,D,"6'01""",12 01,18-04-83,Bourg en Bresse,None,Lyon,2007,French
3,3,Cris,D,"6'00""",12  01,03-06-77,Guarulhos,Cruzeiro,Lyon,2007,French
4,4,Patrick  Müller,D,"6'00""",10  12,17-12-76,Geneva,Basel,Lyon,2007,French
5,5,Mathieu Bodmer,M,"6'02""",11 13,22-11-82,Evreux,Lille,Lyon,2007,French
6,6,Kim  Källström,M,"6'00""",13 03,24-08-82,Sandviken,Rennes,Lyon,2007,French
8,8,Juninho  Pernambucano,M,"5'10""",11 09,30-01-75,Recife,Vasco da Gama,Lyon,2007,French
9,9,Fred,F,"6'01""",11  11,03-10-83,Teyfilo Otoni,Cruzeiro,Lyon,2007,French
10,10,Karim  Benzema,F,"5'11""",11  00,19-12-87,Lyon,None,Lyon,2007,French
11,11,Fabio Grosso,D,"6'03""",12  13,28-11-77,Rome,Internazionale,Lyon,2007,French
14,14,Sidney Govou,F,"5'08""",11 04,27-07-79,Le Puy-en-Valay,None,Lyon,2007,French
18,18,Hatem  Ben Arfa,F,"5'10""",10  12,07-03-87,Clamart,None,Lyon,2007,French
19,19,César Delgado,F,"5'09""",12 06,18-08-81,Rosario,Cruz Azul,Lyon,2007,French
20,20,Anthony Réveillère,D,"5'10""",12 01,10-11-79,Doué-La-Fontaine,Rennes,Lyon,2007,French
21,21,Marc  Crosas,M,"5'09""",11  00,09-01-88,Sant  Feliu de Guixols,Barcelona,Lyon,2007,French
22,22,Anderson Cléber,D,6'01'',12 08,27-04-80,São Paulo,Benfica,Lyon,2007,French
23,23,Abdul  Kader Keïta,F,"6'00""",12  04,06-08-81,Abidjan,Lille,Lyon,2007,French
24,24,Romain Beynié,M,"5'09""",11 07,06-05-87,Lyon,None,Lyon,2007,French
25,25,Joan  Hartock,G,"6'02""",13  01,17-02-87,La  Trinité,AS Robert,Lyon,2007,French
27,27,Anthony Mounier,F,"5'09""",10 03,27-09-87,Aubenas,None,Lyon,2007,French
28,28,Jérémy Toulalan,M,"6'00""",12 01,10-09-83,Nantes,Nantes,Lyon,2007,French
29,29,Sébastien Squillaci,D,"6'00""",11 13,11-08-80,Toulon,Monaco,Lyon,2007,French
30,30,Rémy Vercoutre,G,"6'00""",11 04,26-06-80,Grande-Synthe,Montpellier,Lyon,2007,French
32,32,Jean-Alain  Boumsong,D,"6'03""",13  03,14-12-79,Douala,Juventus,Lyon,2007,French
33,33,Mickaël Charvet,D,"5'10""",12 01,31-03-88,Bourg en Bresse,None,Lyon,2007,French
35,35,Frédéric Roux,G,"6'02""",12 06,27-06-73,Nancy,Ajaccio,Lyon,2007,French
1,1,Cédric Carasso,G,"6'03""",13 12,30-12-81,Avignon,Avignon,Marseille,2007,French
2,2,Kanga Gauthier  Akalé,M,"5'10""",10 12,07-03-81,Oumé,Lens,Marseille,2007,French
3,3,Taye  Ismaila Taiwo,D,"6'00""",12  02,16-04-85,Lagos,Lobi  Star,Marseille,2007,French
4,4,Julien Rodriguez,D,"6'00""",12 08,11-06-78,Béziers,Rangers,Marseille,2007,French
5,5,Jacques Faty,D,"6'00""",11 11,25-02-84,Villeneuve-st-Georges,Rennes,Marseille,2007,French
6,6,Karim  Ziani,M,"5'06""",10  06,17-08-82,Sèvres,Sochaux,Marseille,2007,French
7,7,Benoît  Cheyrou,M,"5'11""",12  03,03-05-81,Suresnes,Auxerre,Marseille,2007,French
8,8,Wilson Oruma,M,"5'08""",11 00,30-12-76,Warri,Sochaux,Marseille,2007,French
9,9,Djibril  Cissé,F,"5'11""",12 03,12-08-81,Arles,Liverpool,Marseille,2007,French
10,10,Boudewijn Zenden,M,5'08'',11 09,15-08-76,Maastricht,Liverpool,Marseille,2007,French
11,11,Mamadou Niang,F,"5'10""",12 08,13-10-79,Matam,Strasbourg,Marseille,2007,French
12,12,Charles Kaboré,M,"5'11""",11 11,09-02-88,Bobo Dioulasso,Libourne,Marseille,2007,French
14,14,Leyti  N'Diaye,D,"6'02""",13  03,19-08-85,Dakar,Louhans-Cuiseaux,Marseille,2007,French
15,15,Ronald Zubar,D,"6'01""",12 08,20-09-85,Les  Abymes,Caen,Marseille,2007,French
16,16,Sébastien Hamel,G,"5'11""",11 04,20-11-75,Arpajon,Auxerre,Marseille,2007,French
17,17,Modeste M'Bami,M,"5'07""",10 07,09-10-82,Yaoundé,Paris  St-Germain,Marseille,2007,French
18,18,Elliot  Grandin,F,"5'10""",10  06,17-10-87,Caen,Caen,Marseille,2007,French
19,19,Lorik Cana,M,"6'00""",12 01,27-07-83,Pristina,Paris  St-Germain,Marseille,2007,French
21,21,Milo Krstić,M,"5'10""",11 07,07-03-87,Svrljiska Topla,Rad Belgrade,Marseille,2007,French
22,22,Samir  Nasri,M,"5'09""",11  11,26-06-87,Marseille,None,Marseille,2007,French
23,23,Juan Krupoviesa,M,"5'10""",12  04,16-04-79,Tucumán,Boca Juniors,Marseille,2007,French
24,24,Laurent Bonnart,D,"5'06""",09 10,25-12-79,Chambray-lès-Tours,Le Mans,Marseille,2007,French
26,26,Jean-Philippe Sabo,D,"5'09""",10 12,26-02-87,,None,Marseille,2007,French
27,27,Pape MBow,D,"6'03""",11 09,22-05-88,Guédiawaye,Dakar AC,Marseille,2007,French
28,28,Mathieu Valbuena,M,"5'06""",09 11,28-09-84,Bordeaux,Libourne,Marseille,2007,French
29,29,André Ayew,F,"5'09""",11 00,17-12-89,Seclin,None,Marseille,2007,French
30,30,Steve  Mandanda,G,"6'01""",14  00,28-03-85,Kinshasa,Le Havre,Marseille,2007,French
31,31,Anthony Marin,D,"6'02""",12 04,21-09-89,,None,Marseille,2007,French
32,32,Gaël Givet,D,"5'11""",11 11,09-10-81,Arles,Monaco,Marseille,2007,French
33,33,Guy Kassa Gnabouyou,F,"6'00""",12 13,01-12-89,Marseille,None,Marseille,2007,French
40,40,Sébastien Maté,G,"5'11""",12 04,19-09-72,Mont-de-Marsan,Entente SSG,Marseille,2007,French
1,1,Christophe Marichez,G,6'00'',11 11,12-12-74,Hazebrouck,Niort,Metz,2007,French
2,2,Flavien  Belson,M,"6'02""",12  06,22-02-87,Sainte  Adresse,None,Metz,2007,French
3,3,Manuel  Corrales,D,"5'11""",12  08,03-09-82,Lima,Alianza  Lima,Metz,2007,French
4,4,Pascal Delhommeau,D,"6'02""",13 05,14-08-78,Nantes,Nantes,Metz,2007,French
5,5,Julien François,M,"6'03""",11 13,21-09-79,Metz,Grenoble,Metz,2007,French
