,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
19,19,Siyabonga  Nomvethe,F,"5'10""",11  07,02-12-77,Kwa  Mashu,Udinese,Djurgårdens IF,2005,Swedish
21,21,Jesper Håkansson,M,"5'09""",12  00,14-08-81,Albertslund,SC Heerenveen,Djurgårdens IF,2005,Swedish
22,22,Eldin Kozica,D,"6'01""",12 06,08-01-85,,Västerås SK,Djurgårdens IF,2005,Swedish
23,23,Ibrahim Ba,M,"5'10""",10 02,12-11-73,Dato,Caykur Rizespor,Djurgårdens IF,2005,Swedish
25,25,Patrick Amoah,F,"6'00""",12 01,18-08-86,,None,Djurgårdens IF,2005,Swedish
30,30,Oskar Wahlström,G,"6'06""",14 13,16-08-76,Bie,Västerås SK,Djurgårdens IF,2005,Swedish
41,77,Abgar Barsom,M,"5'08""",11 11,04-09-77,Örebro,SC Heerenveen,Djurgårdens IF,2005,Swedish
1,1,Abbas Hassan,G,"6'06""",15 06,10-05-85,,Arvidstorp  IK,IF Elfsborg,2005,Swedish
2,2,Jonas Lundén,D,"5'10""",11 11,27-12-80,Borlänge,IFK Göteborg,IF Elfsborg,2005,Swedish
3,3,Johan Sjöberg,D,"6'01""",12 08,14-11-80,,Mariedals IK,IF Elfsborg,2005,Swedish
4,4,Johan Karlsson,D,"5'09""",12 13,06-04-75,,Åtvidabergs FF,IF Elfsborg,2005,Swedish
5,5,Martin Andersson,D,"6'02""",13 01,16-01-81,,Arenstorps SK,IF Elfsborg,2005,Swedish
6,6,Daniel Alexandersson,F,"6'00""",12 01,03-12-78,,Falkenbergs FF,IF Elfsborg,2005,Swedish
7,7,Jari Ilola,M,"6'01""",12 06,24-11-78,Oulu,HJK Helsinki,IF Elfsborg,2005,Swedish
8,8,Anders Svensson,M,"5'10""",12 10,17-07-76,Elfsborg,Southampton,IF Elfsborg,2005,Swedish
9,9,Matthias Svensson,F,"6'00""",12 06,24-09-74,Borås,Norwich  C,IF Elfsborg,2005,Swedish
10,10,Samuel Holmén,M,"5'10""",10 10,28-06-84,Annelund,Annelunds IF,IF Elfsborg,2005,Swedish
11,11,Daniel Mobaeck,D,"6'00""",12 08,22-05-80,,Kalmar FF,IF Elfsborg,2005,Swedish
12,12,Joakim Sjöhage,F,"6'01""",12 00,27-09-86,,Dalsjöfors GoIF,IF Elfsborg,2005,Swedish
13,13,Hasse Berggren,F,"6'02""",13 08,18-02-73,,FK Haugesund,IF Elfsborg,2005,Swedish
14,14,Joakim Alexandersson,D,"6'03""",13 10,27-01-76,,Dalstorps IF,IF Elfsborg,2005,Swedish
15,15,Andreas Klarström,M,"5'09""",11 00,23-12-77,,IK  Start,IF Elfsborg,2005,Swedish
16,16,Magnus Samuelsson,M,"5'09""",11 00,15-04-72,,FK Haugesund,IF Elfsborg,2005,Swedish
17,17,Jesper  Arvidsson,D,"5'11""",11  00,01-01-85,,Götene  IF,IF Elfsborg,2005,Swedish
18,18,Eder  Sarkis,D,,,13-08-86,,Vimmerby  IF,IF Elfsborg,2005,Swedish
23,23,Martin Strömberg,M,"5'11""",12 04,18-05-78,,Brämhults IK,IF Elfsborg,2005,Swedish
25,25,Andreas Nilsson,D,"5'09""",11 11,06-11-77,,IFK Göteborg,IF Elfsborg,2005,Swedish
28,28,Marcus  Falk Olander,D,"5'11""",12  08,21-05-87,,Ödeshög,IF Elfsborg,2005,Swedish
30,30,Johan Wiland,G,"6'02""",12 01,24-01-81,,Rydboholms SK,IF Elfsborg,2005,Swedish
31,31,Nicholas  Sharro,G,"6'00""",12  08,19-02-87,,,IF Elfsborg,2005,Swedish
35,35,Håkan  Svensson,G,"6'04""",13  05,20-01-70,,ENP  Paralimni,IF Elfsborg,2005,Swedish
1,1,Mattias Hugosson,G,"6'02""",14 02,24-01-74,,Forsbacka IK,Gefle IF,2005,Swedish
2,2,Thomas Hedlund,D,"6'02""",14 02,07-01-73,,Söderhamns FF,Gefle IF,2005,Swedish
3,3,Joakim Karlsson,D,"5'09""",11 00,04-05-81,,Östers IF,Gefle IF,2005,Swedish
4,4,Mikael Thuresson,D,"5'11""",12 01,12-08-80,,Hudiksvalls ABK,Gefle IF,2005,Swedish
5,5,Andreas Revahl,D,"5'11""",11 00,15-05-78,,IFK Gävle,Gefle IF,2005,Swedish
6,6,Anders Wikström,D,"5'11""",13 05,14-12-81,,Brynäs IF,Gefle IF,2005,Swedish
7,7,Patrik Karlsson,D,"6'00""",12 08,26-12-80,,Östers IF,Gefle IF,2005,Swedish
8,8,Johannes Ericsson,M,"6'01""",12 00,11-07-76,,Brynäs IF,Gefle IF,2005,Swedish
9,9,Daniel Ytterbom,F,"6'03""",14 02,18-09-76,,None,Gefle IF,2005,Swedish
10,10,René  Muzola Makondele,M,"5'09""",11 05,20-04-82,Kinshasa,Djurgårdens IF,Gefle IF,2005,Swedish
11,11,Johan Claesson,M,"5'10""",11 03,12-08-81,Uppsala,IK Sirius,Gefle IF,2005,Swedish
12,12,Daniel Bernhardsson,M,"5'11""",11 09,31-01-78,,Gamla  Hammarby IF,Gefle IF,2005,Swedish
14,14,Mathias Woxlin,M,"5'09""",12 01,10-02-72,Sandviken,Locarno,Gefle IF,2005,Swedish
15,15,Joseph  Nguidjol,M,"6'01""",12  08,04-06-78,,Paris  St-Germain,Gefle IF,2005,Swedish
16,16,Magnus Wikström,D,"6'05""",14 11,07-12-77,,BK Forward,Gefle IF,2005,Swedish
17,17,Patric Junerud,F,"6'01""",11 09,21-02-85,,None,Gefle IF,2005,Swedish
18,18,Antouman  Jallow,F,"5'11""",11  11,11-06-81,,San  Jose Earthquakes,Gefle IF,2005,Swedish
19,19,Jon Ericsson,M,"5'11""",12 08,02-05-74,,GIF Sundsvall,Gefle IF,2005,Swedish
20,20,Daniel Westlin,F,"6'00""",12 08,24-01-80,,IFK Göteborg,Gefle IF,2005,Swedish
21,21,Benny Mattsson,F,"5'10""",13 01,05-08-78,,IFK Sundsvall,Gefle IF,2005,Swedish
22,22,Martin Sundström,G,"6'02""",12 06,30-06-86,,Hedesunda IF,Gefle IF,2005,Swedish
23,23,Gerhard  Andersson,G,"6'02""",12  13,18-03-77,,IK Brage,Gefle IF,2005,Swedish
1,1,Bengt Andersson,G,"6'03""",14 00,11-08-66,Kungsbacka,Tenerife,IFK Göteborg,2005,Swedish
2,2,Karl Svensson,D,"6'02""",12 13,21-03-84,Jönköping,Jönköping Södra,IFK Göteborg,2005,Swedish
3,3,Erkan Saglik,M,"6'02""",12 13,19-08-85,,Västra Frölunda IF,IFK Göteborg,2005,Swedish
5,5,Mattias Bjärsmyr,M,"6'01""",12 00,03-01-86,Hestra,Husqvarna FF,IFK Göteborg,2005,Swedish
6,6,Adam Johansson,D,"6'00""",11 09,21-02-83,Jönköping,Kungsladugård,IFK Göteborg,2005,Swedish
7,7,Håkan Mild,M,5'11'',11 02,14-06-71,Trollhattan,Wimbledon,IFK Göteborg,2005,Swedish
8,8,Martin Ulander,M,"5'09""",11 09,23-02-76,,Aarhus,IFK Göteborg,2005,Swedish
9,9,Stefan Selakovic,F,"5'11""",11 09,09-01-77,Varberg,SC Heerenveen,IFK Göteborg,2005,Swedish
10,10,Niclas Alexandersson,M,"6'02""",11 07,29-12-71,Halmstad,Everton,IFK Göteborg,2005,Swedish
11,11,Samuel Wowoah,F,"5'09""",11 05,17-06-76,Örebro,Stabæk,IFK Göteborg,2005,Swedish
13,13,Tommy Lycén,M,"5'09""",11 00,10-10-81,Rångedala,Rångedala,IFK Göteborg,2005,Swedish
14,14,Hjálmar Jónsson,D,"6'00""",11 11,29-07-80,Egilsstaðir,IBK  Keflavik,IFK Göteborg,2005,Swedish
15,15,Mikael Sandklef,M,"6'02""",12 13,03-07-73,,Västra Frölunda IF,IFK Göteborg,2005,Swedish
16,16,Magnus Johansson,D,"5'10""",12 04,10-11-71,,FC Groningen,IFK Göteborg,2005,Swedish
17,17,George Mourad,F,"6'02""",13 08,18-09-82,Gothenburg,Västra Frölunda IF,IFK Göteborg,2005,Swedish
18,18,Martin Smedberg-Dalence,M,"6'02""",12 01,10-05-84,,Gunnilse IS,IFK Göteborg,2005,Swedish
19,19,Pontus Wernbloom,M,"6'02""",13 05,25-06-86,Kungälv,IK Kongahälla,IFK Göteborg,2005,Swedish
20,20,Dennis Jonsson,D,"6'02""",13 03,16-02-83,,Hisingstads IF,IFK Göteborg,2005,Swedish
21,21,Marcus Berg,F,"6'00""",12 00,17-08-86,Torsby,Torsby IF,IFK Göteborg,2005,Swedish
22,22,Oscar Wendt,M,"5'11""",12 06,24-10-85,,IFK Skövde,IFK Göteborg,2005,Swedish
23,23,Andres  Vasquez,M,"5'11""",11 05,16-07-87,Lima,Bergsjö IF,IFK Göteborg,2005,Swedish
24,24,Jonatan Berg,M,"5'10""",11 05,09-05-85,Torsby,Torsby IF,IFK Göteborg,2005,Swedish
25,25,Alexander Nadj,G,"6'04""",13 12,26-08-86,,None,IFK Göteborg,2005,Swedish
26,26,Gustav  Svensson,D,"6'00""",12  13,07-02-87,Gothenburg,None,IFK Göteborg,2005,Swedish
1,1,Christoffer Källqvist,G,"6'04""",13 05,26-08-83,,None,BK Häcken,2005,Swedish
2,2,Johan Lind,D,"5'09""",11 09,08-02-74,,Lundby IF,BK Häcken,2005,Swedish
3,3,Mats Hedén,D,"6'00""",11 07,30-05-76,,Västra Frölunda IF,BK Häcken,2005,Swedish
4,4,Teddy Lucic,D,6'02'',12 04,15-04-74,Biskopsgaard,Bayer Leverkusen,BK Häcken,2005,Swedish
5,5,Jimmy Dixon,D,"6'01""",12 04,01-01-82,,Floda BoIF,BK Häcken,2005,Swedish
6,6,David Marek,M,"5'08""",11 09,04-06-79,,Örgryte IS,BK Häcken,2005,Swedish
7,7,Jesper Ljung,M,"5'10""",11 11,31-12-73,,Landskrona BoIS,BK Häcken,2005,Swedish
8,8,Mats Haglund,F,"6'00""",12 13,09-05-76,,Åtvidabergs FF,BK Häcken,2005,Swedish
9,9,Dioh Williams,F,"6'00""",11 00,08-01-84,,Floda BoIF,BK Häcken,2005,Swedish
10,10,Dulee Johnson,M,"5'09""",11 03,07-11-84,,Floda BoIF,BK Häcken,2005,Swedish
11,11,Eirik Dybendal,M,"5'10""",12 00,21-04-78,Kongsvinger,FK  Bodø/Glimt,BK Häcken,2005,Swedish
12,12,Mattias Andersson,M,"6'00""",12 13,07-10-81,,Raufoss  Fotball,BK Häcken,2005,Swedish
14,14,Patric Andersson,F,"5'11""",12 06,01-04-79,,IFK Göteborg,BK Häcken,2005,Swedish
15,15,Daniel Larsson,F,"5'09""",11 09,25-01-87,,IK  Zenith,BK Häcken,2005,Swedish
16,16,Marcus Jarlegren,D,"5'09""",10 03,16-09-83,,None,BK Häcken,2005,Swedish
17,17,Rickard Kapella-Karlsson,M,"5'10""",10 06,18-08-83,,None,BK Häcken,2005,Swedish
18,18,Tom Ekliden,F,"6'00""",12 08,29-04-82,,Skärhamns IK,BK Häcken,2005,Swedish
19,19,Jonas Henriksson,M,"5'09""",11 03,29-12-76,,IFK Göteborg,BK Häcken,2005,Swedish
20,20,Magnus Jonsson,G,"6'01""",12 08,23-09-77,,Gunnilse IS,BK Häcken,2005,Swedish
22,22,Daniel Forsell,D,"5'10""",11 05,04-01-82,,None,BK Häcken,2005,Swedish
23,23,Yazid  Kaïssi,M,"5'08""",10  07,16-05-81,Montreuil-sous-Bois,Panionios,BK Häcken,2005,Swedish
27,27,Christian Tanche,M,"6'02""",12 13,02-01-86,,None,BK Häcken,2005,Swedish
28,28,Samet Vatansever,D,"5'10""",11 05,21-01-86,,None,BK Häcken,2005,Swedish
29,29,David Prochazka,M,"5'09""",11 03,30-10-86,,None,BK Häcken,2005,Swedish
31,31,Magnus  Berglöv,M,"5'10""",11  11,23-03-87,,Torslanda  IK,BK Häcken,2005,Swedish
41,41,Alexander  Hysén,G,"5'09""",12  01,12-05-87,,Torslanda  IK,BK Häcken,2005,Swedish
42,99,Stig Tøfting,M,"5'09""",11  05,14-08-69,Århus,Århus GF,BK Häcken,2005,Swedish
43,,Emil  Wahlström,M,,,03-02-87,,Hisingsbacka FC,BK Häcken,2005,Swedish
1,1,Conny Johansson,G,"6'01""",12 06,17-07-71,,Laholms FK,Halmstads BK,2005,Swedish
2,2,Per Johansson,D,"6'02""",12 11,06-05-78,,GAIS Göteborg,Halmstads BK,2005,Swedish
3,3,Torbjörn Arvidsson,M,"6'02""",13 12,06-05-68,,Kalmar FF,Halmstads BK,2005,Swedish
4,4,Tommy Jönsson,D,"6'00""",12 11,04-03-76,,Malmö FF,Halmstads BK,2005,Swedish
5,5,Joel Borgstrand,D,"6'02""",12 08,10-11-72,,None,Halmstads BK,2005,Swedish
6,6,Yaw Preko,F,"5'11""",11 05,08-09-74,Accra,Gaziantepspor,Halmstads BK,2005,Swedish
7,7,Martin Fribrock,M,"5'11""",12 08,28-08-84,,Helsingborgs IF,Halmstads BK,2005,Swedish
8,8,Eduardo  Delani,F,"6'02""",13  08,03-11-81,,Botafogo,Halmstads BK,2005,Swedish
9,9,Magnus Svensson,M,"5'10""",11 11,10-03-69,,Brøndby IF,Halmstads BK,2005,Swedish
10,10,Gunnar Heidar Thorvaldsson,F,"6'00""",11 11,01-04-82,,IBV Vestmannaeyjar,Halmstads BK,2005,Swedish
11,11,Dzianis Sashcheka,F,"5'07""",10 06,03-10-81,,Torpedo Zhodino,Halmstads BK,2005,Swedish
12,12,Tomas Zvirgzdauskas,D,"6'01""",12 08,18-05-75,,Widzew Lodz,Halmstads BK,2005,Swedish
13,13,Andreas Johansson,M,"6'00""",10 06,10-03-82,Halmstad,None,Halmstads BK,2005,Swedish
14,14,Dusan Djuric,M,"5'10""",11 00,16-09-84,,None,Halmstads BK,2005,Swedish
15,15,Peter Larsson,D,"6'01""",12 08,30-04-84,Halmstad,IF Centern,Halmstads BK,2005,Swedish
16,16,Magnus Andersson,F,"5'11""",11 05,27-04-81,,IFK Värnamo,Halmstads BK,2005,Swedish
17,17,Patrik Ingelsten,F,"5'10""",11 07,25-01-82,,IFK Värnamo,Halmstads BK,2005,Swedish
18,18,Björn Anklev,F,"5'09""",10 10,13-04-79,,Nyköpings BIS,Halmstads BK,2005,Swedish
19,19,Johan Mangfors,M,"6'02""",12 13,05-02-85,,None,Halmstads BK,2005,Swedish
20,20,Tobias Tandrup,D,"6'04""",12 13,05-03-84,,Harplinge IK,Halmstads BK,2005,Swedish
21,21,Tibor Joza,D,"5'09""",10 10,10-08-86,,IF Leikin,Halmstads BK,2005,Swedish
22,22,Marcus Sahlman,G,"6'06""",13 01,02-01-85,,None,Halmstads BK,2005,Swedish
23,23,Emil Jensen,D,"5'09""",11 09,19-06-79,,None,Halmstads BK,2005,Swedish
24,24,Joel Johansson,F,"5'09""",11 03,16-01-86,,None,Halmstads BK,2005,Swedish
25,25,Kristoffer Fagercrantz,M,"6'00""",12 00,09-10-86,,IF Centern,Halmstads BK,2005,Swedish
1,1,Ante Covic,G,"6'04""",14 00,13-06-75,Hurstville,Olympic Sharks,Hammarby IF,2005,Swedish
2,2,David Johansson,D,"5'10""",11 11,28-05-82,Skövde,Tidaholms  GIF,Hammarby IF,2005,Swedish
3,3,Pétur  Haflidi Marteinsson,D,"6'01""",12 02,14-07-73,Reykjavik,Stoke  C,Hammarby IF,2005,Swedish
4,4,Fredrik Stoor,D,"6'00""",12 08,28-02-84,Stockholm,Skogås/Trångsunds  FF,Hammarby IF,2005,Swedish
5,5,Eric Fischbein,M,"5'10""",11 09,11-03-76,,Trelleborgs FF,Hammarby IF,2005,Swedish
6,6,Nichlas Hindsberg,M,"6'00""",12 01,07-05-75,,FC Nordsjælland,Hammarby IF,2005,Swedish
7,7,Süleyman Sleyman,D,"5'10""",12 08,28-12-79,Södertälje,Syrianska IF,Hammarby IF,2005,Swedish
9,9,Mikael Hellström,D,"5'09""",11 05,11-03-72,,Västerhaninge IF,Hammarby IF,2005,Swedish
10,10,Erik Johansson,M,"5'10""",12 04,18-05-76,,Malmö FF,Hammarby IF,2005,Swedish
11,11,Pablo Piñones-Arce,F,"5'10""",11 09,27-08-81,,Venezia,Hammarby IF,2005,Swedish
13,13,Max von Schlebrügge,D,"6'02""",13 01,01-02-77,Stockholm,IF Brommapojkarna,Hammarby IF,2005,Swedish
14,14,Mikkel Jensen,M,"6'00""",12 01,06-01-77,,FC Midtjylland,Hammarby IF,2005,Swedish
15,15,Petter Furuseth Olsen,F,"5'11""",12 04,14-08-78,,Örebro  SK,Hammarby IF,2005,Swedish
16,16,Mikael Andersson,F,"6'02""",13 01,21-08-78,,Malmö FF,Hammarby IF,2005,Swedish
17,17,Erkan Zengin,M,"5'11""",10 08,05-08-85,Fittja,Norsborgs IF,Hammarby IF,2005,Swedish
18,18,Haris Laitinen,M,"5'08""",11 03,05-12-84,Stockholm,Spårvägens FF,Hammarby IF,2005,Swedish
19,19,Paulinho  Guará,F,"6'00""",12 04,29-08-79,Sete Lagoas,Örgryte  IS,Hammarby IF,2005,Swedish
20,20,Björn Runström,F,"6'01""",11 07,01-03-84,Stockholm,Fiorentina,Hammarby IF,2005,Swedish
21,21,Jeffrey Aubynn,F,"6'00""",12 08,12-05-77,,Århus GF,Hammarby IF,2005,Swedish
22,22,Petter Andersson,M,"5'10""",11 11,20-02-85,Ljusvattnet,Skellefteå  AIK,Hammarby IF,2005,Swedish
23,23,Joakim  Jensen,D,"6'02""",13  03,28-03-74,Vänersborg,HJK  Helsinki,Hammarby IF,2005,Swedish
24,24,Jon Rytterbro,G,"6'03""",12 13,15-10-82,,Visby IF Gute,Hammarby IF,2005,Swedish
25,25,Kléber  Saarenpää,D,"5'10""",13  01,14-12-75,Stockholm,Aalborg  BK,Hammarby IF,2005,Swedish
1,1,Daniel Andersson,G,6'02'',13 11,18-12-72,Ängelholm,Hibernian,Helsingborgs IF,2005,Swedish
2,2,Tony Mahr,D,"5'09""",10 06,08-01-86,,None,Helsingborgs IF,2005,Swedish
3,3,Fredrik Björck,D,"6'02""",12 06,22-10-79,,AIK,Helsingborgs IF,2005,Swedish
5,5,David Ljung,D,"6'02""",14 00,27-09-76,,Molde FK,Helsingborgs IF,2005,Swedish
6,6,Imad Khalili,M,"6'00""",11 11,03-04-87,Helsingborg,Högaborgs BK,Helsingborgs IF,2005,Swedish
7,7,Gustaf Andersson,F,"6'02""",12 13,06-12-74,Trollhätten,IFK Göteborg,Helsingborgs IF,2005,Swedish
8,8,Fredrik Svanbäck,M,"5'08""",10 10,12-05-79,Jakobstad,FF Jaro,Helsingborgs IF,2005,Swedish
9,9,Andreas Dahl,M,"5'11""",12 10,06-06-84,Hässleholm,Coventry  C,Helsingborgs IF,2005,Swedish
10,10,Thando  Mngomeni,M,"6'02""",11 11,02-02-83,,SuperSports  U,Helsingborgs IF,2005,Swedish
11,11,Peter Graulund,F,"5'09""",11 09,20-09-76,,Århus GF,Helsingborgs IF,2005,Swedish
13,13,Atiba Hutchinson,M,"6'02""",11 00,08-02-83,,Östers IF,Helsingborgs IF,2005,Swedish
14,14,Andreas Granqvist,D,"6'04""",13 03,16-04-85,,Påarps GIF,Helsingborgs IF,2005,Swedish
15,15,Olivier Karekezi,F,"6'02""",12 13,25-05-83,,APR FC,Helsingborgs IF,2005,Swedish
16,16,Andreas  Jakobsson,D,"6'03""",13  05,06-10-72,Utanfor,Southampton,Helsingborgs IF,2005,Swedish
17,17,Peter  Christiansen,D,"6'02""",13  03,30-01-75,,FC  København,Helsingborgs IF,2005,Swedish
18,18,Björn Westerblad,F,"6'01""",12 00,07-01-85,,Ödåkra IF,Helsingborgs IF,2005,Swedish
19,19,Babis  Stefanidis,M,"5'11""",11  03,08-03-81,,Brøndby  IF,Helsingborgs IF,2005,Swedish
20,20,Eldin Karisik,M,"5'09""",11 03,18-03-83,,None,Helsingborgs IF,2005,Swedish
21,21,Fahrudin Karisik,M,"5'11""",10 12,04-02-85,,None,Helsingborgs IF,2005,Swedish
22,22,Oscar Berglund,G,"6'07""",14 11,13-04-84,Örebro,Adolfsbergs IK,Helsingborgs IF,2005,Swedish
23,23,Erik Wahlstedt,D,"5'10""",12 00,16-04-76,Sollentuna,Esbjerg  fB,Helsingborgs IF,2005,Swedish
25,25,Oskar  Rönningberg,D,"5'11""",12  01,02-04-86,Lund,Torns  IF,Helsingborgs IF,2005,Swedish
1,1,Petter Wastå,G,"6'01""",14 09,02-02-76,,Östers IF,Kalmar FF,2005,Swedish
2,2,Niklas Kaldner,D,"5'11""",11 11,29-08-73,,Smedby BoIK,Kalmar FF,2005,Swedish
3,3,Joachim Lantz,D,"6'05""",13 03,10-05-77,Kalmar,IFK  Västerås,Kalmar FF,2005,Swedish
5,5,Tobias Carlsson,D,"6'03""",14 00,25-02-75,Kalmar,Molde,Kalmar FF,2005,Swedish
6,6,Mikael Eklund,D,"5'10""",10 12,14-09-81,,IK Brage,Kalmar FF,2005,Swedish
7,7,Mikael Blomberg,M,"5'09""",12 00,23-10-74,Nyköping,IFK Norrköping,Kalmar FF,2005,Swedish
8,8,Henrik Rydström,M,"5'10""",11 00,16-02-76,,Listerby IK,Kalmar FF,2005,Swedish
9,9,Dedé Anderson de Oliveira Gomes,F,"5'09""",13 03,26-05-80,,Hammarby IF,Kalmar FF,2005,Swedish
10,10,Daniel Pettersson,M,"5'08""",11 07,20-01-76,,Östers IF,Kalmar FF,2005,Swedish
11,11,Fabio Augusto,M,"5'10""",11 11,06-05-72,,Chernomorets Novorossiysk,Kalmar FF,2005,Swedish
12,12,Filip Nekmouche,M,"6'00""",11 09,29-09-87,,Enköpings SK,Kalmar FF,2005,Swedish
13,13,Anatolij  Ponomarev,F,"5'10""",11  07,12-06-82,,Inter  Baku,Kalmar FF,2005,Swedish
14,14,Patrik Rosengren,D,"6'03""",13 03,25-07-71,,Mjällby AIF,Kalmar FF,2005,Swedish
16,16,Xhevdet Llumnica,M,"5'10""",11 11,24-06-79,,Tidaholms GoIF,Kalmar FF,2005,Swedish
17,17,Svante Samuelsson,M,"6'05""",14 05,04-09-72,,AIK Solna,Kalmar FF,2005,Swedish
18,18,Rasmus Elm,M,"6'00""",11 11,17-03-88,Kalmar,Emmaboda IS,Kalmar FF,2005,Swedish
19,19,Brima Koroma,F,"5'09""",11 09,08-07-84,,Enköpings SK,Kalmar FF,2005,Swedish
20,20,Robert Stoltz,D,"5'09""",11 03,10-08-76,,Bodens BK,Kalmar FF,2005,Swedish
21,21,Lasse Johansson,M,"6'00""",12 06,02-04-75,,GAIS Göteborg,Kalmar FF,2005,Swedish
22,22,Sasa Sjanić,G,"6'04""",10 08,18-02-86,Sarajevo,Skiljebo SK,Kalmar FF,2005,Swedish
23,23,Fredrik Petersson,M,"6'02""",12 08,10-06-86,,Smedby BoIK,Kalmar FF,2005,Swedish
24,24,Jonas Fried,D,"6'02""",11 07,30-03-85,,Algutsrums IF,Kalmar FF,2005,Swedish
