,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
41,,Leonard  Griffin,D,"6'01""",13  03,11-09-82,Pasadena,Portland Timbers,Columbus Crew,2007,USA
4,4,Chris  Gbandi,D,5'10'',12  02,04-04-79,Bong Mines,UConn,FC Dallas,2007,USA
5,5,Marcelo Saragosa,M,"5'11""",11  04,22-01-82,Campo Grande,LA Galaxy,FC Dallas,2007,USA
6,6,Pablo Javier Ricchetti,M,"5'11""",10 10,02-01-77,Buenos Aires,Quilmes,FC Dallas,2007,USA
7,7,Abe  Thompson,F,"6'00""",12  02,12-01-82,Fairfax  Station,Univ of  Maryland,FC Dallas,2007,USA
8,8,Juan Carlos Toja,M,"6'01""",12 07,24-05-85,Bogotá,Independiente Santa Fe,FC Dallas,2007,USA
9,9,Roberto Mina,F,"6'00""",12  07,07-11-84,Guayaquil,Nacional  [ECU],FC Dallas,2007,USA
10,10,Denilson,M,"5'09""",10  06,24-08-77,São Bernardo,Al-Nasr,FC Dallas,2007,USA
11,11,Clarence  Goodson,D,"6'04""",11  11,17-05-82,Springfield,Univ of  Maryland,FC Dallas,2007,USA
12,12,Arturo  Alvarez,F,5'09'',10  05,28-06-85,Houston,San  Jose Earthquakes,FC Dallas,2007,USA
13,13,Dax McCarty,M,"5'09""",10  02,30-04-87,Winter  Park,Univ of Nth Carolina,FC Dallas,2007,USA
14,14,Drew  Moor,D,"6'00""",12  02,15-01-84,Dallas,Indiana  Univ,FC Dallas,2007,USA
15,15,Adrian Serioux,D,"6'00""",12 12,12-05-79,Scarborough [CAN],Houston Dynamo,FC Dallas,2007,USA
16,16,David Wagenfuhr,D,"5'09""",11  06,22-06-82,Colorado Springs,Creighton Univ,FC Dallas,2007,USA
17,17,Aaron  Pitchkolan,M,6'02'',13  08,14-03-83,Aurora,West  Virginia Univ,FC Dallas,2007,USA
18,18,Abdus Ibrahim,F,"6'01""",11 11,15-08-91,Dire Dawa,US U-17s,FC Dallas,2007,USA
19,19,Bobby  Rhine,F,5'10'',12  03,18-04-76,St Louis,UConn,FC Dallas,2007,USA
20,20,Carlos  Ruiz,F,5'09'',12  02,15-09-79,Guatemala  City,LA Galaxy,FC Dallas,2007,USA
21,21,Alex Yi,D,6'02'',12  07,21-03-82,Easton,Royal  Antwerp,FC Dallas,2007,USA
22,22,Michael  Dello-Russo,D,"5'10""",11  11,22-08-83,Columbia,Univ of  Maryland,FC Dallas,2007,USA
23,23,Blake Wagner,D,"5'10""",11  06,29-01-88,Tampa,US U-17s,FC Dallas,2007,USA
24,24,Sebastián Botero,M,"6'00""",12 08,04-07-86,Ames,Independiente Medellín,FC Dallas,2007,USA
25,25,Dominic  Oduro,F,"6'00""",11  01,13-08-85,Pramso,Virginia  C'wealth Univ,FC Dallas,2007,USA
26,26,Anthony Wallace,M,"5'11""",11 06,26-01-89,"St Petersburg, FL",Univ of Sth Florida,FC Dallas,2007,USA
27,27,Andrew Daniels,D,"6'02""",12 07,02-05-85,Burlington,Brown Univ,FC Dallas,2007,USA
29,29,Scott Jones,M,"5'11""",11 11,22-09-83,San Antonio,UNC Greensboro,FC Dallas,2007,USA
30,30,Ray  Burse,G,"6'01""",13  03,02-10-84,Prospect,Ohio  State Univ,FC Dallas,2007,USA
31,31,Sandy Gbandi jr,M,"5'10""",11 01,12-07-83,Houston,UAB,FC Dallas,2007,USA
33,33,Kenny  Cooper,F,"6'03""",14  01,21-10-84,Baltimore,Manchester  U,FC Dallas,2007,USA
34,34,Ricardinho,F,"5'10""",11 00,08-08-88,Sinop,Atlético Paranaense,FC Dallas,2007,USA
41,44,Boris Pardo,G,"6'02""",13 08,22-03-84,Hillside,Toronto FC,FC Dallas,2007,USA
42,48,Darío Sala,G,"6'04""",14  07,19-09-74,Córdoba,Arsenal  [ARG],FC Dallas,2007,USA
1,1,Troy Perkins,G,"6'02""",13  08,29-07-81,Springfield,Cape Cod Crusaders,D.C. United,2007,USA
3,3,Bryan Arguez,D,"6'02""",11 11,13-01-89,Miami,US U-20s,D.C. United,2007,USA
4,4,Marc Burch,D,"6'02""",13  08,07-05-84,Cincinnati,Colombus Crew,D.C. United,2007,USA
6,6,Greg Vanney,D,"5'11""",12 01,11-06-74,Tempe,Colorado Rapids,D.C. United,2007,USA
7,7,Fred,F,"5'08""",10 06,18-08-79,Belo Horizonte,Melbourne Victory,D.C. United,2007,USA
8,8,Justin Moose,M,"5'08""",10  05,23-11-83,Statesville,Wake  Forest Univ,D.C. United,2007,USA
10,10,Christian Gomez,M,"5'08""",11  00,07-11-74,Buenos Aires,Independiente,D.C. United,2007,USA
11,11,Luciano Emilio,F,"5'10""",12 00,12-12-78,Ilha Solteira,Olimpia [HON],D.C. United,2007,USA
12,12,Domenic  Mediate,M,"5'09""",11  11,01-06-82,Dallas,Columbus  Crew,D.C. United,2007,USA
13,13,Brad North,F,"6'01""",13 03,21-01-85,The Woodlands,Northwestern Univ,D.C. United,2007,USA
14,14,Ben  Olsen,M,5'08'',11  02,03-05-77,Harrisburg,Univ  of Virginia,D.C. United,2007,USA
15,15,Rod Dyachenko,M,"6'00""",11  11,22-09-83,Giorgievsk,Univ  of Nevada,D.C. United,2007,USA
16,16,Brian  Carroll,M,5'10'',10  12,20-07-81,Springfield,Wake  Forest Univ,D.C. United,2007,USA
17,17,Josh Gros,M,"6'00""",11  11,25-06-82,Mechanicsburg,Rutgers Univ,D.C. United,2007,USA
18,18,Devon McTavish,M,"5'11""",11  06,08-08-84,"Winchester,  VA",West  Virginia Univ,D.C. United,2007,USA
19,19,Clyde  Simms,M,"5'09""",11  11,21-08-82,Jamestown,Richmond  Kickers,D.C. United,2007,USA
20,20,Guy-Roland Kpene,F,"5'10""",12 00,10-11-83,Abidjan,Brookyln Knights,D.C. United,2007,USA
21,21,Stephen deRoux,M,"5'09""",11  01,13-12-83,St Mary's,Prince  George's Community College,D.C. United,2007,USA
22,22,Jay  Nolly,G,"6'03""",15  00,02-01-82,Littleton,Real Salt Lake,D.C. United,2007,USA
23,23,Jamil  Walker,F,5'11'',11  11,21-04-81,Rochester,San  Jose Earthquakes,D.C. United,2007,USA
24,24,Jeff Carroll,M,"5'10""",11  06,08-01-84,Springfield,St  John's Univ,D.C. United,2007,USA
25,25,Mira Mupier,F,"5'11""",12 02,25-01-83,Kinshasa,Pittsburgh Riverhounds,D.C. United,2007,USA
26,26,Bryan  Namoff,M,5'10'',12  08,28-05-79,Carson  City,Bradley  Univ,D.C. United,2007,USA
32,32,Bobby  Boswell,D,"6'02""",13  03,15-03-83,Tampa,Florida  International Univ,D.C. United,2007,USA
33,33,Nicholas Addlery,F,"6'01""",13 03,07-12-81,Kingston,Virginia Beach Mariners,D.C. United,2007,USA
40,40,Shawn Crowe,G,"6'03""",13 03,03-02-84,Aurora,Florida  International Univ,D.C. United,2007,USA
41,99,Jaime Moreno,F,5'10'',12 05,19-01-74,Santa Cruz de la Sierra,MetroStars,D.C. United,2007,USA
42,,Jerson Monteiro,F,"6'00""",12 02,28-04-85,Luanda,Chicago Fire,D.C. United,2007,USA
1,1,Zach Wells,G,"6'02""",13  05,26-02-81,Costa Mesa,MetroStars,Houston Dynamo,2007,USA
2,2,Eddie  Robinson,D,6'01'',12  12,19-06-78,Orlando,Univ  of Nth Carolina,Houston Dynamo,2007,USA
4,4,Patrick Ianni,D,"6'01""",12 07,15-06-85,lodi,UCLA,Houston Dynamo,2007,USA
5,5,Ryan Cochrane,D,"6'01""",12  02,08-08-83,Portland,Santa  Clara Univ,Houston Dynamo,2007,USA
7,7,Chris Wondolowski,M,6'01'',11  11,28-07-83,Danville,Cal  State-Chico,Houston Dynamo,2007,USA
8,8,Paul Dalglish,F,"5'09""",10  10,18-02-77,Glasgow,Hibernian,Houston Dynamo,2007,USA
9,9,Brian  Mullan,F,5'08'',10  10,23-04-78,Mineola,LA  Galaxy,Houston Dynamo,2007,USA
11,11,Brad  Davis,M,5'11'',11  11,08-11-81,St  Charles,Dallas Burn,Houston Dynamo,2007,USA
13,13,Ricardo  Clark,M,5'10'',10  10,10-02-83,Atlanta,MetroStars,Houston Dynamo,2007,USA
14,14,Dwayne  DeRosario,F,5'10'',11  10,15-05-78,Scarborough  [CAN],Richmond  Kickers,Houston Dynamo,2007,USA
16,16,Craig  Waibel,D,6'02'',13  13,21-08-75,Portland,LA  Galaxy,Houston Dynamo,2007,USA
17,17,Mike Chabala,M,"6'00""",12  10,24-05-84,Fresno,Univ  of Washington,Houston Dynamo,2007,USA
18,18,Pat  Onstad,G,6'04'',15  10,13-01-68,Vancouver,Rochester  Rhinos,Houston Dynamo,2007,USA
19,19,John Michael Hayden,M,"5'10""",11 06,27-04-84,Louisville,Chicago Fire,Houston Dynamo,2007,USA
21,21,Nate  Jaqua,F,6'03'',12  12,28-10-81,Eugene,LA Galaxy,Houston Dynamo,2007,USA
22,22,Stuart  Holden,M,"5'10""",11  06,01-08-85,Aberdeen,Sunderland,Houston Dynamo,2007,USA
23,23,Mpho Moloi,M,"5'09""",11  01,20-05-83,Soweto,UConn,Houston Dynamo,2007,USA
24,24,Wade Barrett,D,"5'08""",11  01,23-06-76,Virginia Beach,Fredrikstad,Houston Dynamo,2007,USA
25,25,Brian  Ching,F,6'01'',13  13,24-05-78,Haleiwa,Seattle  Sounders,Houston Dynamo,2007,USA
26,26,Corey Ashe,M,"5'06""",10 00,14-03-86,Virginia Beach,Virginia Beach Mariners,Houston Dynamo,2007,USA
27,27,Erik Ustruck,M,"5'10""",11 06,04-01-85,St Louis,Santa Clara Univ,Houston Dynamo,2007,USA
28,28,Eric Ebert,M,"6'00""",12 07,27-08-84,St Louis,UC Berkeley,Houston Dynamo,2007,USA
29,29,Jordan James,G,"6'04""",13 13,25-11-82,"Liverpool, NY",Cincinnati Kings,Houston Dynamo,2007,USA
30,30,Richard  Mulrooney,M,5'09'',11  06,03-11-76,Memphis,Toronto FC,Houston Dynamo,2007,USA
31,31,Nick Hatzke,M,"5'09""",11 01,16-10-83,San Jose,UC Berkeley,Houston Dynamo,2007,USA
33,33,Joseph Ngwenya,F,"6'01""",12  07,30-03-81,Plumtree,Columbus Crew,Houston Dynamo,2007,USA
1,1,Kevin  Hartman,G,6'01'',12  06,24-05-74,"Athens, OH",LA Galaxy,Kansas City Wizards,2007,USA
2,2,Michael Harrington,D,"6'00""",12 02,24-01-86,Greenville,Univ of Nth Carolina,Kansas City Wizards,2007,USA
3,3,Nick  Garcia,D,5'10'',11  06,09-04-79,Plano,Indiana  Univ,Kansas City Wizards,2007,USA
4,4,Amir Lowery,M,"6'02""",12 12,26-12-83,Los Angeles,Colorado Rapids,Kansas City Wizards,2007,USA
5,5,Kerry Zavagnin,D,5'10'',12  02,02-07-74,"Plymouth,  MI",Lehigh  Valley Steam,Kansas City Wizards,2007,USA
6,6,Jose  Burciaga Jr,D,6'01'',11  11,16-11-81,Duncanville,US U-20s,Kansas City Wizards,2007,USA
7,7,Eddie  Johnson,F,6'00'',12  12,31-03-84,Daytona Beach,FC  Dallas,Kansas City Wizards,2007,USA
8,8,Ryan McMahen,M,"6'00""",12  07,22-12-82,Hinsdale,Michigan  State Univ,Kansas City Wizards,2007,USA
9,9,Sasha  Victorine,M,6'02'',12  02,03-02-78,Santa Ana,LA Galaxy,Kansas City Wizards,2007,USA
10,10,Carlos Marinelli,M,"5'08""",11 06,14-03-82,Buenos Aires,Sporting Braga,Kansas City Wizards,2007,USA
11,11,Kurt Morsink,M,"5'10""",11 06,27-06-84,San José [CRC],Bradenton Academics,Kansas City Wizards,2007,USA
12,12,Jimmy  Conrad,D,6'02'',13  03,12-02-77,Temple  City,San Jose  Earthquakes,Kansas City Wizards,2007,USA
13,13,Will  John,M,"5'09""",10  05,13-06-85,Overland  Park,Chicago  Fire,Kansas City Wizards,2007,USA
14,14,Jack  Jewsbury,F,6'00'',13  03,13-04-81,Joplin,St Louis  Univ,Kansas City Wizards,2007,USA
15,15,Aaron Hohlbein,D,"6'00""",12 02,16-08-85,Middleton,Univ of Wisconsin,Kansas City Wizards,2007,USA
16,16,Emmanuel Colombano,F,"5'08""",11 00,15-06-83,Pehuajó,Estudiantes (LP),Kansas City Wizards,2007,USA
18,18,AJ Godbolt,M,"5'10""",12 07,07-03-84,Boston,Univ of Maryland,Kansas City Wizards,2007,USA
19,19,Scott Sealy,F,"5'10""",12  07,04-06-81,Chaguanas,Wake  Forest Univ,Kansas City Wizards,2007,USA
20,20,Tyson Wahl,D,"6'02""",13  03,23-02-84,Newport  Beach,Univ  of California,Kansas City Wizards,2007,USA
21,21,Lance Watson,M,"5'07""",11  06,06-10-83,Nederland,Univ  of New Mexico,Kansas City Wizards,2007,USA
22,22,Davy  Arnuad,M,6'00'',11  11,22-06-80,Nederland,West  Texas A&M,Kansas City Wizards,2007,USA
23,23,Edson Elcock,F,"5'07""",10 05,10-01-85,Brooklyn,Old Dominion Univ,Kansas City Wizards,2007,USA
24,24,Eric Kronberg,G,"6'05""",15 00,07-06-83,Santa Rose,Univ of California,Kansas City Wizards,2007,USA
26,26,Ryan Raybould,M,"5'11""",11  01,30-05-83,Leawood,Yale  Univ,Kansas City Wizards,2007,USA
27,27,Chris Konopka,G,"6'05""",15 05,14-04-85,Toms River,Providence College,Kansas City Wizards,2007,USA
29,29,Ryan Pore,F,"5'11""",11  11,23-09-83,"Mansfield,  OH",Tulsa  Univ,Kansas City Wizards,2007,USA
30,30,Michael Kraus,M,"5'09""",10 10,10-09-84,"Memphis, TN",Creighton Univ,Kansas City Wizards,2007,USA
33,33,Willy Guadarrama,F,"5'10""",12 02,15-08-84,Austin,Campbell Univ,Kansas City Wizards,2007,USA
1,0,Steve Cronin,G,"6'02""",13  13,28-05-83,Sacramento,Santa  Clara Univ,Los Angeles Galaxy,2007,USA
2,1,Joe  Cannon,G,6'02'',13  08,01-01-75,Sun  Valley,Colorado Rapids,Los Angeles Galaxy,2007,USA
