,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
32,32,Hamilton,D,"5'09""",12 01,26-06-80,Murici,Sport Recife,Ankaraspor,2007,Turkish
33,33,Tayfun Türkmen,M,"6'02""",13 01,12-04-78,Anamur,Konyaspor,Ankaraspor,2007,Turkish
34,34,tefan  Senecký,G,"6'01""",12 13,06-01-80,Nitra,FC  Nitra,Ankaraspor,2007,Turkish
37,37,Uğur Demirkol,D,"6'00""",10 08,16-01-90,Berlin,Berlin Ankarapsor,Ankaraspor,2007,Turkish
41,48,Evren Özyiİğit,G,"6'02""",12 08,01-01-86,Aydın,Muğlaspor,Ankaraspor,2007,Turkish
42,50,Hürriyet Güçer,M,"5'10""",11 11,25-10-81,Ankara,None,Ankaraspor,2007,Turkish
43,53,Ferdi Elmas,F,"5'07""",10  10,13-02-85,Amsterdam,Rizespor,Ankaraspor,2007,Turkish
44,55,Gökhan Tokgöz,G,"6'02""",12 04,22-04-79,Merzifon,Gençlerbirliği,Ankaraspor,2007,Turkish
45,61,Eren  Aydın,M,"6'00""",11 00,16-01-82,Beykoz,Gençlerbirliği,Ankaraspor,2007,Turkish
46,66,Adem Koçak,M,"5'09""",11 03,01-09-83,Yerköy,Trabzonspor,Ankaraspor,2007,Turkish
47,79,Neca,M,5'09'',11 05,31-12-79,Lisbon,Konyaspor,Ankaraspor,2007,Turkish
48,90,Umut Sözen,M,,,27-01-90,Izmir,None,Ankaraspor,2007,Turkish
1,1,Rüştü Reçber,G,"6'01""",12 00,10-05-73,Antalya,Fenerbahçe,Beşiktaş,2007,Turkish
2,2,Serdar  Kurtuluş,D,"6'00""",12  06,23-07-87,Bursa,Bursaspor,Beşiktaş,2007,Turkish
3,3,Mehmet  Sedef,D,"5'11""",11  07,05-08-87,Kilis,None,Beşiktaş,2007,Turkish
5,5,Gökhan Zan,D,"6'04""",13 05,07-09-81,Antakya,Dardanelspor,Beşiktaş,2007,Turkish
6,6,Mehmet  Yozgatlı,M,"5'10""",11 07,09-01-79,Melle,Fenerbahçe,Beşiktaş,2007,Turkish
8,8,Baki  Mercimek,D,"6'01""",11 11,18-09-82,Amsterdam,Gençlerbirliği,Beşiktaş,2007,Turkish
10,10,Matias Emilio Delgado,M,"6'00""",10 08,15-12-82,Rosario,Basel,Beşiktaş,2007,Turkish
11,11,Márcio Nobre,F,"6'00""",12 11,11-06-80,Jatei,Cruzeiro,Beşiktaş,2007,Turkish
13,13,Bobô,F,"6'01""",13  05,01-01-85,Gravatá,Corinthians,Beşiktaş,2007,Turkish
14,14,Rodrigo Tello,M,5'07'',10 10,14-10-79,Santiago,Sporting CP,Beşiktaş,2007,Turkish
17,17,Ricardinho,M,"5'09""",11 07,23-05-76,São Paulo,Corinthians,Beşiktaş,2007,Turkish
18,18,Édouard  Cissé,M,"6'01""",11  13,30-03-78,Pau,Paris St-Germain,Beşiktaş,2007,Turkish
19,19,İbrahim  Üzülmez,M,"5'09""",11 05,10-03-74,Kocaeli,Gaziantepspor,Beşiktaş,2007,Turkish
20,20,Aydın  Karabulut,M,"5'10""",11  00,25-01-88,Berlin,Hertha  Berlin II,Beşiktaş,2007,Turkish
21,21,Serdar  Özkan,M,"5'10""",08 09,01-01-87,Düzce,None,Beşiktaş,2007,Turkish
22,22,Ali  Tandoğan,M,"5'09""",10 03,25-12-77,Salihli,Gençlerbirliği,Beşiktaş,2007,Turkish
23,23,Filip Holoko,F,"6'01""",12 13,17-01-84,Pieťany,Manisaspor,Beşiktaş,2007,Turkish
24,24,Gordon Schildenfeld,D,"6'03""",14 05,18-03-85,ibenik,Dinamo Zagreb,Beşiktaş,2007,Turkish
33,33,Koray Şanlı,D,,,26-12-89,Mersin,None,Beşiktaş,2007,Turkish
35,35,Atilla Özmen,G,"6'02""",12 11,11-05-88,Ayvalık,None,Beşiktaş,2007,Turkish
39,39,Emir Gökçe,M,,,24-02-90,Şişli,None,Beşiktaş,2007,Turkish
41,58,İbrahim Toraman,D,"5'09""",11 07,20-11-81,Söğütçük,Gaziantepspor,Beşiktaş,2007,Turkish
42,61,Ethem Yılmaz,M,,,09-01-89,Fatih,None,Beşiktaş,2007,Turkish
43,78,İbrahim  Kaş,D,"6'00""",12  06,20-09-86,Karabük,None,Beşiktaş,2007,Turkish
44,84,Hakan  Arikan,G,"6'04""",13  08,17-08-82,Karamürsel,Ankaraspor,Beşiktaş,2007,Turkish
45,87,Korcan Çelikay,G,"6'04""",13 08,31-12-87,Safranbolu,None,Beşiktaş,2007,Turkish
46,90,Bülent Uzun,D,,,21-11-90,Rize,None,Beşiktaş,2007,Turkish
47,91,Ali Kucık,M,,,17-06-91,İnebolu,None,Beşiktaş,2007,Turkish
48,99,Batuhan Karadeniz,F,"6'03""",11 11,24-04-91,Istanbul,None,Beşiktaş,2007,Turkish
1,1,Yavuz  Eraydın,G,"6'01""",13  05,12-04-76,Trabzon,Sivasspor,Bursaspor,2007,Turkish
2,2,Ömer  Aysan Barış,M,"5'10""",11  03,23-07-82,Izmit,Kocaelispor,Bursaspor,2007,Turkish
3,3,İsmail  Güldüren,D,"6'00""",12 06,10-01-79,İnegöl,Gençlerbirliği,Bursaspor,2007,Turkish
4,4,Ömer  Erdoğan,D,"6'02""",13 01,03-05-77,Kassel,Malatyaspor,Bursaspor,2007,Turkish
5,5,Jason  Vandelannoite,D,"5'09""",12  13,06-11-86,Roeselare,Club Brugge,Bursaspor,2007,Turkish
6,6,Bekir  Ozan Has,M,"5'09""",12 00,18-02-85,Salihli,Bursa  Merinosspor,Bursaspor,2007,Turkish
8,8,Veli  Acar,M,"5'09""",10  12,30-08-81,Kelekçi,Denizli  Belediyespor,Bursaspor,2007,Turkish
11,11,Sinan  Kaloğlu,F,"6'02""",12 08,10-06-81,Ovacik,Beşiktaş,Bursaspor,2007,Turkish
12,12,Collins Mbesuma,F,"6'00""",12  05,03-02-84,Luanshya,Portsmouth,Bursaspor,2007,Turkish
14,14,Sercan Yıldırım,F,"6'00""",11 03,05-04-90,Osmangazi,None,Bursaspor,2007,Turkish
15,15,Mustafa Sarp,M,"6'02""",12 00,05-11-80,Bakirköy,Erciyesspor,Bursaspor,2007,Turkish
16,16,Egemen  Korkmaz,D,"6'00""",12  08,03-11-82,Balikesir,Balıkesirspor,Bursaspor,2007,Turkish
17,17,Eren Albayrak,M,,,23-04-91,Istanbul,None,Bursaspor,2007,Turkish
20,20,Volkan Şen,M,,,07-07-87,Bursa,None,Bursaspor,2007,Turkish
21,21,Fatih  Serkan Kurtuluş,M,"5'11""",11  09,01-01-90,Bursa,None,Bursaspor,2007,Turkish
22,22,Cihan Haspolatli,D,"6'00""",11 03,04-01-80,Diyarbakır,Galatasaray,Bursaspor,2007,Turkish
23,23,Renny Vega,G,"5'10""",12 01,04-07-79,Maracay,Carabobo,Bursaspor,2007,Turkish
24,24,Eser  Yağmur,F,"6'02""",12  00,29-05-83,Berlin,Beşiktaş,Bursaspor,2007,Turkish
25,25,Maxim Romaschenko,M,"5'10""",11 05,31-07-76,Mogilev,Torpedo Moscow,Bursaspor,2007,Turkish
26,26,Ismail Özgür Göktas,D,,,23-04-89,Bursa,None,Bursaspor,2007,Turkish
27,27,Ronald Gutiérrez,M,"5'07""",10 12,02-12-79,San José de Pocitos,Bolivar,Bursaspor,2007,Turkish
28,28,Yenal  Tuncer,D,"6'00""",12  04,28-04-85,Denizli,Denizli  Belediyespor,Bursaspor,2007,Turkish
34,34,Hervé  Tum,F,"6'00""",12  08,15-02-79,Yaoundé,Strasbourg,Bursaspor,2007,Turkish
39,39,Ümit Aydin,M,"6'00""",11 00,16-01-80,Istanbul,İstanbulspor,Bursaspor,2007,Turkish
41,44,Serdar Aziz,D,,,23-10-90,Osmangazi,None,Bursaspor,2007,Turkish
42,47,Volkan  Bekiroğlu,M,"6'01""",12 04,20-12-77,Kadirli,Malatyaspor,Bursaspor,2007,Turkish
43,58,İbrahim  Dağaşan,M,"5'10""",11  09,15-06-84,Angers,Inegölspor,Bursaspor,2007,Turkish
44,77,Selcan Pekkanli,D,,,19-04-90,Yıldırım,None,Bursaspor,2007,Turkish
45,87,Koray Öztürk,D,,,08-05-87,Bursa,Bursa  Merinosspor,Bursaspor,2007,Turkish
46,89,Ghislain Aimé Emo,F,"5'06""",11 11,21-12-89,Bafang,KSA Douala,Bursaspor,2007,Turkish
47,90,Ceyhun Demircan,G,,,13-03-90,Mudanya,None,Bursaspor,2007,Turkish
48,99,Ysrael Zúñiga,F,"5'07""",10 03,27-08-76,Lima,FBC Melgar,Bursaspor,2007,Turkish
1,1,Süleyman Küçük,G,"6'02""",14 07,13-02-78,Salihli,Salihlispor,Denizlispor,2007,Turkish
2,2,Carlos  Alberto,D,"5'08""",11 00,22-10-80,Boquim,Vitória Bahia,Denizlispor,2007,Turkish
4,4,Tomas Abraham,M,"5'11""",12 06,18-04-79,Trebic,Brno,Denizlispor,2007,Turkish
5,5,Yusuf Şimşek,M,"6'02""",11 11,20-07-75,Elmali,Sebatspor,Denizlispor,2007,Turkish
6,6,Júlio César,D,"6'01""",12 01,10-01-83,Porto  Alegre,Belasitsa  Petrich,Denizlispor,2007,Turkish
7,7,Roman Kratochvil,D,"6'00""",12 04,24-06-74,Bratislava,Inter Bratislava,Denizlispor,2007,Turkish
8,8,Serhat Gülpinar,M,"5'10""",11 05,01-01-79,Reşadiye,Kayserispor,Denizlispor,2007,Turkish
10,10,Selahattin  Kınalı,F,"5'10""",11  07,15-05-78,Arakli,Sebatspor,Denizlispor,2007,Turkish
11,11,Fatih Egedik,M,"5'11""",11  11,02-05-82,Karsiyaka,Altay,Denizlispor,2007,Turkish
14,14,Caner  Celep,M,"6'00""",11 11,21-07-84,Istanbul,Boluspor,Denizlispor,2007,Turkish
16,16,Souleymanou  Hamidou,G,"6'02""",12 01,22-11-73,Mokolo,Rizespor,Denizlispor,2007,Turkish
19,19,Murat  Karakoç,M,,,07-09-79,Izmir,Aydınspor,Denizlispor,2007,Turkish
20,20,Bülent Ertuğrul,D,"6'00""",11 05,17-09-78,Denizli,Hatayspor,Denizlispor,2007,Turkish
21,21,İbrahim  Çelik,D,"6'00""",10 03,12-05-80,Karaağaç,Afyonspor,Denizlispor,2007,Turkish
22,22,Güray  Vural,M,"5'09""",11 11,01-01-88,Afyon,Selimiyespor,Denizlispor,2007,Turkish
23,23,Bulut Basmaz,G,"6'02""",11 09,06-05-84,Izmir,Altay,Denizlispor,2007,Turkish
24,24,Çağlar  Birinci,M,,,02-10-85,Trabzon,Bakırköyspor,Denizlispor,2007,Turkish
27,27,Gökhan Güleç,F,"5'11""",12  08,25-09-85,İnegöl,Beşiktaş,Denizlispor,2007,Turkish
28,28,Hasan Yiğit,M,"5'10""",11 07,02-01-75,Istanbul,Bursaspor,Denizlispor,2007,Turkish
29,29,Akande Christian Kotchoni,F,"6'05""",13 08,24-07-88,Parakou,Cheminots,Denizlispor,2007,Turkish
30,30,Papa Gueye,M,"6'02""",11 00,17-09-89,Pikine,FC Brussels,Denizlispor,2007,Turkish
32,32,İsmail  Konuk,D,,,01-01-88,Denizli,None,Denizlispor,2007,Turkish
35,35,Burak  Akyıldız,D,"6'04""",13 05,03-01-85,Aliağa,Aliağa Belediyespor,Denizlispor,2007,Turkish
41,42,Zafer  Demir,M,"6'00""",12  04,08-01-77,Erzurum,Sakaryaspor,Denizlispor,2007,Turkish
42,45,Fatih  Yiğen,M,,,01-06-83,Kula,None,Denizlispor,2007,Turkish
43,58,Musa Kuş,M,"5'10""",12 00,20-02-78,Kars,Sivasspor,Denizlispor,2007,Turkish
44,94,Göksal Özkara,G,,,01-01-91,Gölhisar,None,Denizlispor,2007,Turkish
45,96,Ali Helvacı,M,,,10-01-91,Denizli,None,Denizlispor,2007,Turkish
46,99,Engin  Memişler,F,"6'00""",12 01,25-09-87,Salihli,None,Denizlispor,2007,Turkish
1,1,Volkan Demirel,G,"6'03""",14 13,27-10-81,Fatih,Kartalspor,Fenerbahçe,2007,Turkish
2,2,Diego Lugano,D,"6'02""",13 12,02-11-80,Canelones,São Paulo,Fenerbahçe,2007,Turkish
3,3,Roberto Carlos,D,5'06'',11  00,10-04-73,Garca,Real Madrid,Fenerbahçe,2007,Turkish
4,4,Stephen Appiah,M,"5'10""",12  01,24-12-80,Accra,Juventus,Fenerbahçe,2007,Turkish
5,5,Yasin Çakmak,M,"5'10""",11 03,06-01-85,Rize,Rizespor,Fenerbahçe,2007,Turkish
6,6,Wederson,D,"5'09""",12 00,22-07-81,Goytacazes,Ankaraspor,Fenerbahçe,2007,Turkish
7,7,Kemal Aslan,M,"6'01""",12 00,24-10-81,Gazientep,Gaziantepspor,Fenerbahçe,2007,Turkish
8,8,Colin Kazim-Richards,F,"6'01""",10  10,26-08-86,Leyton,Sheffield U,Fenerbahçe,2007,Turkish
9,9,Mateja  Keman,F,"6'01""",10 12,12-04-79,Zemun,Atlético  Madrid,Fenerbahçe,2007,Turkish
15,15,Marco Aurélio,M,"5'10""",11 11,15-12-77,Rio de Janeiro,Trabzonspor,Fenerbahçe,2007,Turkish
17,17,Can  Arat,D,"6'03""",12  13,21-01-84,Kadiköy,None,Fenerbahçe,2007,Turkish
18,18,Ali  Bilgin,M,"6'00""",12  01,17-12-81,Essen,Antalyaspor,Fenerbahçe,2007,Turkish
19,19,Önder  Turacı,D,"6'01""",12 06,14-07-81,Liège,Standard Liège,Fenerbahçe,2007,Turkish
20,20,Alex De Souza,M,"5'09""",11 07,14-09-77,Curitiba,Cruzeiro,Fenerbahçe,2007,Turkish
21,21,Selçuk Şahin,M,"5'08""",10 08,31-01-81,Tunceli,Istanbulspor,Fenerbahçe,2007,Turkish
22,22,Serdar  Kulbilge,G,"6'01""",13  03,07-07-80,Hayrabolu,Bursaspor,Fenerbahçe,2007,Turkish
23,23,Semih Şentürk,F,"6'00""",11 00,29-04-83,Izmir,Izmirspor,Fenerbahçe,2007,Turkish
24,24,Deniz  Barış,D,"6'00""",12 08,02-07-77,Kemah,Gençlerbirliği,Fenerbahçe,2007,Turkish
25,25,Uğur Boral,M,"5'10""",11 05,14-04-82,Istanbul,Gençlerbirliği,Fenerbahçe,2007,Turkish
32,32,Gürhan Gürsoy,M,"5'06""",11 00,24-09-87,Kircaali,Adanaspor,Fenerbahçe,2007,Turkish
33,33,Maldonado,M,"6'00""",11 11,03-01-80,Curicу,Santos,Fenerbahçe,2007,Turkish
36,36,Edu Dracena,D,"6'01""",12 01,18-05-81,Dracena,Cruzeiro,Fenerbahçe,2007,Turkish
38,38,İlhan Parlak,D,"6'00""",11  11,18-01-87,Yahyali,Kayserispor,Fenerbahçe,2007,Turkish
41,77,Gökhan Gönül,D,"5'09""",11 07,04-01-85,Bafra,Gençlerbirliği,Fenerbahçe,2007,Turkish
42,85,Uğur Aslan Kuru,D,"5'11""",11 11,16-02-89,Düzce,None,Fenerbahçe,2007,Turkish
43,88,Volkan Babacan,G,"6'04""",13 08,11-08-88,Antalya,None,Fenerbahçe,2007,Turkish
44,89,Mert Günok,G,"6'02""",,01-03-89,Safranbolu,None,Fenerbahçe,2007,Turkish
45,99,Deivid  de Souza,F,"5'10""",12  01,22-10-79,Nova  Iguaça,Sporting  CP,Fenerbahçe,2007,Turkish
1,1,Aykut Erçetin,G,"6'02""",12 08,31-03-81,Göppingen,Stuttgart,Galatasaray,2007,Turkish
2,2,Fehmi  Emre Güngör,D,"5'11""",12 04,01-08-84,Istanbul,Ankaragücü,Galatasaray,2007,Turkish
4,4,Rigobert Song,D,"5'11""",12 01,21-07-76,Nkanglicock,Lens,Galatasaray,2007,Turkish
6,6,Tobias Linderoth,M,"5'10""",11 08,24-04-79,Marseille,FC København,Galatasaray,2007,Turkish
7,7,Okan Buruk,M,"5'07""",10 12,19-10-73,Istanbul,Beşiktaş,Galatasaray,2007,Turkish
8,8,Baris Özbek,M,"5'11""",11 00,14-09-86,Castrop-Rauxel,RW Essen,Galatasaray,2007,Turkish
9,9,Hakan Şükür,F,"6'02""",12 01,01-09-71,Adapazarı,Blackburn R,Galatasaray,2007,Turkish
10,10,Lincoln,M,5'10'',10  12,22-01-79,Belo Horizonte,Schalke,Galatasaray,2007,Turkish
11,11,Hasan Şaş,F,"5'10""",11 09,01-08-76,Karataş,Ankaragücü,Galatasaray,2007,Turkish
14,14,Mehmet  Topal,M,"6'02""",12  00,03-03-86,Malatya,Dardanelspor,Galatasaray,2007,Turkish
15,15,Ahmed Barusso,M,"6'00""",11  11,26-12-84,Accra,Roma,Galatasaray,2007,Turkish
16,16,Marcelo  Carrusca,M,"5'08""",11  00,09-01-83,La Plata,Estudiantes  (LP),Galatasaray,2007,Turkish
18,18,Ayhan Akman,M,"5'08""",10 12,23-02-77,İnegöl,Beşiktaş,Galatasaray,2007,Turkish
19,19,Ismaël Bouzid,D,"6'02""",13  07,21-07-83,Nancy,Kaiserslautern,Galatasaray,2007,Turkish
20,20,Shabani Nonda,F,"5'11""",12  01,06-03-77,Bujumbura,Roma,Galatasaray,2007,Turkish
22,22,Hakan Kadir Balta,M,"6'00""",13 01,23-03-83,Berlin,Manisaspor,Galatasaray,2007,Turkish
24,24,Harun Temür,M,"5'10""",10 03,12-08-89,Kadiköy,None,Galatasaray,2007,Turkish
26,26,Erhan Şentürk,F,"5'09""",11 07,04-05-89,Eminönü,None,Galatasaray,2007,Turkish
29,29,İlker  Cihan,D,"5'08""",09 04,14-06-89,Bakirköy,None,Galatasaray,2007,Turkish
30,30,Çağrı Yarkın,F,"5'11""",12 01,10-01-89,Manisa,None,Galatasaray,2007,Turkish
33,33,Uğur Uçar,M,"5'09""",10 03,05-04-87,Bakirköy,None,Galatasaray,2007,Turkish
41,54,Orkun Uşak,G,"6'00""",12  08,05-11-80,Istanbul,Erciyesspor,Galatasaray,2007,Turkish
42,55,Sabri  Sarıoğlu,M,"5'06""",09 08,26-07-84,Çarşamba,None,Galatasaray,2007,Turkish
43,61,Serkan Çalik,F,"5'06""",10 01,15-03-86,Dinslaken,RW Essen,Galatasaray,2007,Turkish
44,66,Arda Turan,M,"5'10""",11  05,30-01-87,Fatih,None,Galatasaray,2007,Turkish
45,74,Volkan  Yaman,D,"6'00""",13 10,27-08-82,Munich,Antalyaspor,Galatasaray,2007,Turkish
46,76,Servet Çetin,D,"6'03""",13 10,17-03-81,Tuzluca,Sivasspor,Galatasaray,2007,Turkish
47,87,Mehmet  Güven,M,"6'00""",11  11,30-07-87,Malatya,None,Galatasaray,2007,Turkish
48,88,Fırat Kocaoğlu,G,"6'01""",12 04,05-02-88,Ankara,None,Galatasaray,2007,Turkish
49,99,Ümit Karan,F,"5'11""",12 04,01-10-76,Berlin,Gençlerbirliği,Galatasaray,2007,Turkish
1,1,Ömer  Çatkıç,G,"5'08""",11 00,15-10-74,Eskişehir,Bursaspor,Gaziantepspor,2007,Turkish
2,2,İsmail Köybaşı,D,,,10-07-89,İskenderun,None,Gaziantepspor,2007,Turkish
3,3,Mehmet Çoğum,D,"5'09""",11  07,05-02-83,Ískenderun,Çanakkale Dardanelspor,Gaziantepspor,2007,Turkish
4,4,Bekir İrtegün,D,"5'10""",11 03,20-04-84,Elaziğ,None,Gaziantepspor,2007,Turkish
5,5,Murat Ceylan,D,,,02-03-88,Gaziantep,None,Gaziantepspor,2007,Turkish
6,6,Kodjo Afanou,D,"5'10""",11 02,21-11-77,Lomé,Bordeaux,Gaziantepspor,2007,Turkish
8,8,Cristian Zurita,M,"5'11""",12 06,24-07-79,Salta,Colón (Santa Fe),Gaziantepspor,2007,Turkish
10,10,Oğuz Dağlaroğlu,G,"6'00""",12 08,18-08-79,Istanbul,Sivasspor,Gaziantepspor,2007,Turkish
11,11,Metin Tuğlu,M,,,10-09-84,Durağan,Sebatspor,Gaziantepspor,2007,Turkish
12,12,Armand Deumi Tchami,D,"5'10""",11 09,12-03-79,Douala,Thun,Gaziantepspor,2007,Turkish
14,14,Erdal Güneş,F,"6'02""",12 11,29-03-82,Eruh,Kayserispor,Gaziantepspor,2007,Turkish
15,15,Bülent Bölükbaşi,M,"5'08""",10 12,17-06-76,Adana,Kayserispor,Gaziantepspor,2007,Turkish
18,18,İbrahim  Ferdi Coşkun,M,,,20-04-87,Gaziantep,None,Gaziantepspor,2007,Turkish
20,20,Manuel Neira,F,"5'08""",10 03,12-10-77,Santiago,Unión Española,Gaziantepspor,2007,Turkish
21,21,Erdal  Kılıçaslan,M,"5'10""",11  07,23-08-84,Munich,Bayern Munich II,Gaziantepspor,2007,Turkish
23,23,Ekrem Dağ,M,"5'09""",11  09,05-12-80,Mardin,Sturm  Graz,Gaziantepspor,2007,Turkish
24,24,Soner Örnek,D,,,28-02-89,Şahinbey,None,Gaziantepspor,2007,Turkish
25,25,Beto,F,"5'11""",11 03,25-10-81,São Carlos-SC,Litex Lovech,Gaziantepspor,2007,Turkish
27,27,Mehmet Polat,D,"5'10""",11 05,08-06-78,Gaziantep,Samsunspor,Gaziantepspor,2007,Turkish
29,29,Ali Cansun Begeçarslan,M,"6'01""",10 12,18-09-82,Istanbul,Antalyaspor,Gaziantepspor,2007,Turkish
30,30,Özgür Bayer,D,"6'00""",12 06,04-04-79,Saribeyler,Erciyesspor,Gaziantepspor,2007,Turkish
34,34,Murat Şahin,G,"6'00""",13 05,04-02-76,Istanbul,Beşiktaş,Gaziantepspor,2007,Turkish
35,35,Muhammet  Şentürk,G,,,15-01-88,İzmir,None,Gaziantepspor,2007,Turkish
36,36,Özgür Yildirim,M,"5'10""",11 09,12-04-79,Ankara,Ankaragücü,Gaziantepspor,2007,Turkish
