,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
25,25,Shunsuke Nakamura,M,"5'10""",10  12,24-06-78,Kanagawa,Reggina,Celtic,2006,Scottish
26,26,Cillian Sheridan,F,,,23-02-89,Bailieborough,None,Celtic,2006,Scottish
35,35,Paul  Lawson,M,"5'09""",11  10,15-05-84,Aberdeen,None,Celtic,2006,Scottish
37,37,Craig  Beattie,F,"6'00""",11  07,16-01-84,Glasgow,Rangers  S Form,Celtic,2006,Scottish
38,38,Rocco  Quinn,D,"5'11""",12  00,07-09-86,Glasgow,None,Celtic,2006,Scottish
41,41,John Kennedy,D,"6'01""",12 06,18-08-83,Bellshill,Celtic BC,Celtic,2006,Scottish
42,42,Michael  McGlinchey,F,"5'08""",09  06,07-01-86,Glasgow,None,Celtic,2006,Scottish
43,43,Diarmuid  O'Carroll,F,"5'11""",11  11,16-03-87,Killarney,None,Celtic,2006,Scottish
44,44,Stephen  McManus,D,"6'02""",13  00,10-09-82,Lanark,None,Celtic,2006,Scottish
45,45,James  O'Brien,F,"6'00""",11  11,28-09-87,Glasgow,None,Celtic,2006,Scottish
46,46,Aidan  McGeady,M,"5'10""",11  04,04-04-86,Glasgow,None,Celtic,2006,Scottish
47,47,Michael  McGovern,G,"6'02""",14  00,12-07-84,Enniskillen,Celtic  BC,Celtic,2006,Scottish
48,48,Darren  O'Dea,D,"6'01""",13  00,04-02-87,Dublin,Home  Farm,Celtic,2006,Scottish
49,49,Scott  Cuthbert,D,"6'02""",14  00,15-06-87,Alexandria,None,Celtic,2006,Scottish
50,51,Nicholas  Riley,F,"5'10""",09  11,10-05-86,Edinburgh,None,Celtic,2006,Scottish
51,53,Simon  Ferry,M,"5'08""",11  00,11-01-88,Dundee,None,Celtic,2006,Scottish
52,54,Ryan  Conroy,M,"5'10""",10  09,28-04-87,Vale of  Leven,None,Celtic,2006,Scottish
1,1,Derek Stillie,G,"6'00""",12 00,03-12-73,Irvine,Dunfermline  Ath,Dundee United,2006,Scottish
2,2,Christian Kalvenes,D,"5'11""",11  11,08-03-77,Bergen,Brann,Dundee United,2006,Scottish
3,3,David McCracken,D,"6'02""",11 06,16-10-81,Glasgow,Dundee U BC,Dundee United,2006,Scottish
4,4,Lee Wilkie,D,"6'04""",13 00,02-04-80,Dundee,Dundee,Dundee United,2006,Scottish
5,5,Lee Mair,D,"6'00""",11  03,09-12-80,Aberdeen,Stockport Co,Dundee United,2006,Scottish
7,7,Mark Kerr,M,"6'00""",10  03,02-03-82,Bellshill,Falkirk,Dundee United,2006,Scottish
9,9,Jonathan Daly,F,"6'03""",12 00,08-01-83,Dublin,Hartlepool U,Dundee United,2006,Scottish
10,10,Noel  Hunt,F,"5'08""",11  05,26-12-82,Waterford,Dunfermline  Ath,Dundee United,2006,Scottish
11,11,Barry Robson,M,"6'00""",12 00,07-11-78,Aberdeen,Inverness CT,Dundee United,2006,Scottish
12,12,Stuart Duff,M,"5'11""",10  03,23-01-82,Aberdeen,Dyce BC,Dundee United,2006,Scottish
14,14,Steven Robb,M,"5'06""",09 04,08-03-82,Perth,Dundee,Dundee United,2006,Scottish
15,15,Craig Conway,M,"5'09""",12 00,02-05-85,Irvine,Ayr U,Dundee United,2006,Scottish
16,16,Sean Dillon,D,"6'00""",12 06,30-07-83,Dublin,Shelbourne,Dundee United,2006,Scottish
17,17,Greg Cameron,M,"5'09""",10  09,10-04-88,Dundee,None,Dundee United,2006,Scottish
18,18,Garry Kenneth,D,"6'04""",13  02,21-06-87,Dundee,None,Dundee United,2006,Scottish
19,19,Ross Gardiner,D,"5'11""",09  10,30-12-86,Bellshill,None,Dundee United,2006,Scottish
20,20,Collin Samuel,F,"5'10""",12  07,27-08-81,North Manzanilla,Falkirk,Dundee United,2006,Scottish
21,21,Euan McLean,G,"6'03""",13  07,09-01-86,Kilmarnock,Sunderland,Dundee United,2006,Scottish
23,23,William Easton,F,"5'07""",09  05,17-07-86,Rutherglen,None,Dundee United,2006,Scottish
24,24,Barry Callaghan,D,"5'08""",09  07,30-11-86,Glasgow,None,Dundee United,2006,Scottish
25,25,David Robertson,M,"5'10""",10  00,23-09-86,Bangour,None,Dundee United,2006,Scottish
26,26,David Goodwillie,F,"5'09""",11  03,28-03-89,Stirling,Carse Thistle,Dundee United,2006,Scottish
27,27,Gregg Burnett,M,"5'08""",09  12,24-05-87,Bangour,None,Dundee United,2006,Scottish
28,28,David Proctor,D,"6'00""",11 02,04-05-84,Bellshill,Inverness CT,Dundee United,2006,Scottish
29,29,Morgaro Gomis,M,"5'07""",,14-07-85,Paris,Cowdenbeath,Dundee United,2006,Scottish
31,31,Marco Andreoni,M,"5'10""",09  08,12-08-88,Bellshill,None,Dundee United,2006,Scottish
32,32,John Gibson,G,"6'03""",,29-05-89,Glasgow,None,Dundee United,2006,Scottish
33,33,Mick O'Byrne,D,"6'01""",,07-09-88,Glasgow,Motherwell Youth,Dundee United,2006,Scottish
34,34,Robbie Feeney,F,"5'10""",,08-09-88,Bangour,Hearts Youth,Dundee United,2006,Scottish
36,36,Keith Watson,D,"6'00""",,14-11-89,Livingston,Livingston Star BC,Dundee United,2006,Scottish
37,37,Neil Mechan,D,"5'10""",,05-01-89,Bangour,Inveralmond BC,Dundee United,2006,Scottish
38,38,Fraser Milligan,D,"5'09""",,19-04-89,Dundee,None,Dundee United,2006,Scottish
39,39,Phil McGrath,D,"6'01""",,10-04-89,Edinburgh,Livingston Star BC,Dundee United,2006,Scottish
40,40,Gordon Pope,D,"6'01""",,02-04-89,Irvine,Shankley BC,Dundee United,2006,Scottish
41,41,Scott Paterson,M,"5'08""",,16-04-89,Bangour,Livingston Star BC,Dundee United,2006,Scottish
42,42,Ryan McCord,M,"5'08""",,21-03-89,Dundee,Fairmuir BC,Dundee United,2006,Scottish
43,43,Sean Fleming,M,"5'09""",,29-05-89,Perth,Fairmuir BC,Dundee United,2006,Scottish
44,44,Scott Mathieson,M,"5'11""",,05-01-89,Lanark,Mill U,Dundee United,2006,Scottish
45,46,Ryan O'Hara,M,"5'09""",,24-07-89,,Swindon T,Dundee United,2006,Scottish
46,47,Billy Russell,M,"5'11""",,28-02-89,Bellsfield,None,Dundee United,2006,Scottish
47,48,Christopher Jeffrey,F,"5'07""",,09-01-89,Bellshill,Manchester U BC,Dundee United,2006,Scottish
1,1,Roddie McKenzie,G,"6'00""",12 00,08-08-75,Bellshill,Livingston,Dunfermline Athletic,2006,Scottish
2,2,Greg Shields,D,"5'09""",10 10,21-08-76,Falkirk,Kilmarnock,Dunfermline Athletic,2006,Scottish
3,3,Scott Wilson,D,"6'01""",13 08,19-03-77,Edinburgh,Rangers,Dunfermline Athletic,2006,Scottish
4,4,Darren  Young,M,"5'09""",10  05,13-10-78,Glasgow,Aberdeen,Dunfermline Athletic,2006,Scottish
5,5,Jamie  McCunnie,D,"5'10""",10  11,15-04-83,Bellshill,Ross Co,Dunfermline Athletic,2006,Scottish
6,6,Scott M Thomson,D,"5'10""",11 04,29-01-72,Aberdeen,Raith R,Dunfermline Athletic,2006,Scottish
7,7,Stephen Simmons,M,"6'00""",11 10,27-02-82,Glasgow,Hearts,Dunfermline Athletic,2006,Scottish
8,8,Gary Mason,M,"5'08""",10 01,15-10-79,Edinburgh,Manchester C,Dunfermline Athletic,2006,Scottish
9,9,Mark Burchill,F,"5'08""",09 09,18-08-80,Broxburn,Hearts,Dunfermline Athletic,2006,Scottish
10,10,Jim McIntyre,F,"5'11""",12 00,24-05-72,Alexandria,Dundee U,Dunfermline Athletic,2006,Scottish
11,11,Scott  Muirhead,M,"6'00""",11  00,01-06-84,Paisley,Aberdeen,Dunfermline Athletic,2006,Scottish
12,12,Scott  Morrison,D,"5'08""",11  03,23-05-84,Aberdeen,Aberdeen,Dunfermline Athletic,2006,Scottish
13,13,Tam  McManus,F,"5'09""",10 02,28-02-81,Glasgow,Falkirk,Dunfermline Athletic,2006,Scottish
14,14,Philip McGuire,D,"6'00""",10 12,04-03-80,Glasgow,Doncaster  R,Dunfermline Athletic,2006,Scottish
15,15,Owen Morrison,F,"5'08""",11 12,08-12-81,Derry,Bradford C,Dunfermline Athletic,2006,Scottish
16,16,Adam Hammill,M,,,25-01-88,Liverpool,Liverpool,Dunfermline Athletic,2006,Scottish
17,17,Frédéric  Daquin,F,"6'02""",12  08,23-09-78,Bordeaux,Rouen,Dunfermline Athletic,2006,Scottish
18,18,Andy Tod,D,"6'03""",12  06,04-11-71,Dunfermline,Bradford C,Dunfermline Athletic,2006,Scottish
19,19,Aaron  Labonte,D,"5'11""",10  10,27-11-83,Middlesbrough,Newcastle  U,Dunfermline Athletic,2006,Scottish
20,20,Jim Hamilton,F,"6'00""",10  10,09-02-76,Aberdeen,Motherwell,Dunfermline Athletic,2006,Scottish
21,21,Calum Woods,D,,,05-02-87,Liverpool,Liverpool,Dunfermline Athletic,2006,Scottish
22,22,Craig  Wilson,F,"5'08""",10  02,28-05-86,Dunfermline,None,Dunfermline Athletic,2006,Scottish
23,23,Greg Ross,D,"6'01""",11  00,02-05-87,Edinburgh,None,Dunfermline Athletic,2006,Scottish
24,24,Souleymane Bamba,D,"6'03""",14  02,13-01-85,Ivry-sur-Seine,Paris St-Germain,Dunfermline Athletic,2006,Scottish
25,25,Stevie Crawford,F,"5'10""",12 00,09-01-74,Dunfermline,Aberdeen,Dunfermline Athletic,2006,Scottish
26,26,Clark Kay,D,"5'11""",10  01,06-08-88,Dunfermline,None,Dunfermline Athletic,2006,Scottish
27,27,Nicky  Phinn,M,"5'08""",10  00,14-10-88,Glasgow,None,Dunfermline Athletic,2006,Scottish
28,28,James  O'Brien,F,"6'00""",11  11,28-09-87,Glasgow,Celtic,Dunfermline Athletic,2006,Scottish
29,29,Dorus de Vries,G,"6'01""",12 08,29-12-80,Beverwijk,ADO Den Haag,Dunfermline Athletic,2006,Scottish
30,30,Sean Murdoch,G,"6'02""",11  10,31-07-86,Edinburgh,None,Dunfermline Athletic,2006,Scottish
31,31,Calum  Smith,F,"6'01""",10  02,11-03-88,Dunfermline,None,Dunfermline Athletic,2006,Scottish
32,32,Ian  Williamson,M,"6'01""",11  02,12-01-88,Edinburgh,None,Dunfermline Athletic,2006,Scottish
33,33,David Muir,M,"6'00""",11  05,06-03-88,Kirkcaldy,None,Dunfermline Athletic,2006,Scottish
34,34,Alan McDonough,F,"5'10""",10  10,25-02-88,Dunfermline,None,Dunfermline Athletic,2006,Scottish
35,35,Neil Fenwick,D,"6'00""",13  02,23-06-88,Edinburgh,None,Dunfermline Athletic,2006,Scottish
36,36,Derek Howie,D,"5'09""",11  03,15-03-89,Glasgow,None,Dunfermline Athletic,2006,Scottish
37,37,Sean Mushin,M,"5'08""",11  00,31-07-88,Dundee,None,Dunfermline Athletic,2006,Scottish
38,38,Patrick  Halpin,D,"5'09""",11  01,31-01-88,Dunfermline,Hibernian,Dunfermline Athletic,2006,Scottish
39,39,Gary MacLachlan,M,,,16-09-90,,Hibernian,Dunfermline Athletic,2006,Scottish
40,40,Greg Paterson,G,"6'04""",10  08,16-09-89,Dunfermline,None,Dunfermline Athletic,2006,Scottish
41,41,Charlie Bradshaw,F,,,,,,Dunfermline Athletic,2006,Scottish
42,42,Gary Leighton,D,,,,,,Dunfermline Athletic,2006,Scottish
43,43,Kris Maxwell,F,,,,,,Dunfermline Athletic,2006,Scottish
44,44,Scott McBride,M,,,19-09-89,Perth,None,Dunfermline Athletic,2006,Scottish
45,45,John McCulloch,D,,,,,,Dunfermline Athletic,2006,Scottish
46,46,Sandy Nairn,D,,,,,,Dunfermline Athletic,2006,Scottish
47,47,Bobby Ryan,M,"5'08""",11 04,01-05-79,Limerick,Shelbourne,Dunfermline Athletic,2006,Scottish
48,48,Stephen Glass,M,"5'08""",10  11,23-05-76,Dundee,Hibernian,Dunfermline Athletic,2006,Scottish
49,55,Jamie Harris,D,"6'03""",13 06,28-06-79,Swansea,Shelbourne,Dunfermline Athletic,2006,Scottish
2,2,Cédric Uras,D,"6'00""",12 03,29-11-77,Lyon,Clermont,Falkirk,2006,Scottish
3,3,Dean Holden,D,"6'00""",11 00,15-09-79,Salford,Peterborough U,Falkirk,2006,Scottish
4,4,Patrick  Cregg,M,"5'09""",10  04,21-02-86,Dublin,Arsenal,Falkirk,2006,Scottish
5,5,Jack Ross,M,"6'01""",11  05,05-06-76,Falkirk,Hartlepool U,Falkirk,2006,Scottish
6,6,Craig Ireland,D,"6'03""",13 09,29-11-75,Dundee,Peterborough U,Falkirk,2006,Scottish
7,7,Pedro Moutinho,F,"5'11""",12 08,09-09-79,Oporto,Penafiel,Falkirk,2006,Scottish
8,8,Alan Gow,M,"6'00""",12 00,09-10-82,Glasgow,Airdrie  U,Falkirk,2006,Scottish
9,9,Graham Barrett,F,5'10'',11 07,06-10-81,Dublin,Coventry  C,Falkirk,2006,Scottish
10,10,Russell Latapy,M,"5'07""",11 04,02-08-68,Laventille,Dundee United,Falkirk,2006,Scottish
14,14,Ryan McStay,M,"6'01""",10 00,04-12-85,Bellshill,Falkirk Youth,Falkirk,2006,Scottish
15,15,Kenny Milne,M,"6'02""",12 08,26-08-79,Stirling,Partick  Thistle,Falkirk,2006,Scottish
17,17,Jeroen Lambers,G,"6'03""",15 12,20-10-80,Zwartemeer,FC Groningen,Falkirk,2006,Scottish
18,18,Vitor Lima,M,"5'10""",11  00,18-08-81,Guimarães,Académica De Viseu,Falkirk,2006,Scottish
19,19,John Stewart,F,"6'02""",09  13,03-08-85,Bellshill,Aberdeen,Falkirk,2006,Scottish
20,20,Darren Barr,M,"5'10""",10 04,17-03-85,Glasgow,Falkirk Youth,Falkirk,2006,Scottish
21,21,Carl Finnigan,F,,,01-10-86,Jarrow,Newcastle U,Falkirk,2006,Scottish
22,22,Steven Thomson,M,"5'08""",10 04,23-01-78,Glasgow,Peterborough U,Falkirk,2006,Scottish
23,23,Marc Twaddle,M,"6'01""",12 00,27-08-86,Glasgow,Rangers,Falkirk,2006,Scottish
24,24,John Hughes,D,"6'00""",13  07,09-09-64,Edinburgh,Ayr  U,Falkirk,2006,Scottish
25,25,Tiago Jonas Rodrigues,D,"6'00""",12  00,01-12-83,Oporto,FC Infesta,Falkirk,2006,Scottish
26,26,Liam  Craig,M,"6'00""",12  13,27-12-86,Edinburgh,Ipswich T,Falkirk,2006,Scottish
27,27,Karl  Dodd,D,"6'02""",13  10,13-11-80,"Southport,  Gold C",Universitatea Craiova,Falkirk,2006,Scottish
28,28,Stephen  O'Donnell,M,"5'09""",11  02,15-01-86,Galway,Arsenal,Falkirk,2006,Scottish
29,29,Graham  Churchill,F,"6'00""",11  00,20-07-87,Glasgow,None,Falkirk,2006,Scottish
30,30,Jamie Barclay,G,"5'10""",11 11,29-09-89,,None,Falkirk,2006,Scottish
31,31,Scott  Arfield,M,"5'10""",10  00,01-11-88,Dechmont,None,Falkirk,2006,Scottish
32,32,Brian  Allison,D,"5'10""",11  07,23-06-88,Edinburgh,None,Falkirk,2006,Scottish
33,33,Thomas  Scobbie,D,"6'00""",11  00,31-03-88,Falkirk,None,Falkirk,2006,Scottish
34,34,Dayne  Robertson,F,"5'08""",10  10,21-06-88,Edinburgh,None,Falkirk,2006,Scottish
35,35,Mark  Stewart,F,"5'07""",10  06,22-06-88,Glasgow,None,Falkirk,2006,Scottish
40,40,Kasper  Schmeichel,G,6'00'',12  00,05-11-86,Copenhagen,Manchester  C,Falkirk,2006,Scottish
1,1,Craig Gordon,G,"6'04""",12  02,31-12-82,Edinburgh,Hearts BC,Heart of Midlothian,2006,Scottish
2,2,Robbie Neilson,D,"5'08""",11 00,19-06-80,Paisley,Rangers BC,Heart of Midlothian,2006,Scottish
3,3,Takis  Fyssas,D,"6'02""",12  08,12-06-73,Athens,Benfica,Heart of Midlothian,2006,Scottish
5,5,Ibrahim Tall,D,"6'00""",11 09,23-06-81,Aubervilliers,Sochaux,Heart of Midlothian,2006,Scottish
6,6,Nerijus  Barasa,D,"6'00""",12  13,01-06-78,,FBK  Kaunas,Heart of Midlothian,2006,Scottish
7,7,Neil  McCann,M,"5'11""",10  04,11-08-74,Greenock,Southampton,Heart of Midlothian,2006,Scottish
8,8,Bruno Aguiar,M,"5'10""",11 11,24-02-81,Lisbon,FBK  Kaunas,Heart of Midlothian,2006,Scottish
9,9,Edgaras Jankauskas,F,6'04'',13  08,12-03-75,Vilnius,FBK  Kaunas,Heart of Midlothian,2006,Scottish
11,11,Michal Pospíil,F,"6'01""",12  08,03-05-79,Prague,Slovan  Liberec,Heart of Midlothian,2006,Scottish
12,12,Roman  Bednář,F,"6'03""",13  03,26-03-83,Prague,FBK  Kaunas,Heart of Midlothian,2006,Scottish
13,13,Steve Banks,G,6'00'',13 02,09-02-72,Hillingdon,Gillingham,Heart of Midlothian,2006,Scottish
14,14,Mirsad Belija,D,"6'00""",11 11,06-07-79,ivinice,KRC Genk,Heart of Midlothian,2006,Scottish
16,16,Saulius Mikoliūnas,F,"5'10""",12  00,02-05-84,viesa,FBK Kaunas,Heart of Midlothian,2006,Scottish
18,18,Deividas Česnauskis,M,"5'11""",12  02,30-06-81,Kurėnai,FBK Kaunas,Heart of Midlothian,2006,Scottish
19,19,Mauricio Pinilla,F,"6'02""",12 04,04-02-84,Santiago,Sporting  CP,Heart of Midlothian,2006,Scottish
20,20,Christophe Berra,D,"6'01""",12  10,31-01-85,Edinburgh,Hearts Yth,Heart of Midlothian,2006,Scottish
21,21,José  Gonçalves,D,"6'03""",12  10,17-09-85,Lisbon,FBK  Kaunas,Heart of Midlothian,2006,Scottish
22,22,Calum Elliot,F,"6'00""",12  06,30-03-87,Edinburgh,Hearts Yth,Heart of Midlothian,2006,Scottish
23,23,Lee Wallace,M,"5'11""",11  12,01-08-87,Edinburgh,Hearts Yth,Heart of Midlothian,2006,Scottish
24,24,Kęstutis Ivakevičius,M,"6'00""",11 11,17-04-85,Klaipėdoje,FBK  Kaunas,Heart of Midlothian,2006,Scottish
25,25,Christos Karipidis,D,"6'01""",12  08,02-12-82,Thessaloniki,PAOK,Heart of Midlothian,2006,Scottish
26,26,Marius aliūkas,M,"6'02""",12 04,10-11-83,Kurėnai,FBK Kaunas,Heart of Midlothian,2006,Scottish
27,27,Andrius Velička,F,"6'00""",12 08,05-04-79,Kaunas,FBK  Kaunas,Heart of Midlothian,2006,Scottish
28,28,Julien Brellier,M,"5'09""",12 08,10-01-82,Echirolles,Venezia,Heart of Midlothian,2006,Scottish
29,29,Hjálmar Þórarinsson,F,"6'00""",11  05,16-02-86,Reykjavik,Þróttur,Heart of Midlothian,2006,Scottish
30,30,Jamie MacDonald,G,"6'01""",11  02,17-04-86,Broxburn,Hearts Yth,Heart of Midlothian,2006,Scottish
31,31,Marco Pelosi,D,"5'10""",11  12,22-04-86,Edinburgh,Hearts Yth,Heart of Midlothian,2006,Scottish
32,32,David Armstrong,D,"5'11""",11  02,23-01-87,Lisburn,Crusaders,Heart of Midlothian,2006,Scottish
33,33,Denis McLaughlin,F,"5'11""",11  13,05-02-87,Letterkenny,Hearts Yth,Heart of Midlothian,2006,Scottish
34,34,Laryea Kingston,M,"5'10""",11 05,07-11-80,Accra,Terek Grozny,Heart of Midlothian,2006,Scottish
35,35,Jamie Mole,F,"5'10""",11  13,01-06-88,Newcastle,Hearts Yth,Heart of Midlothian,2006,Scottish
36,36,John Neill,M,"5'11""",11  04,17-08-87,Bellshill,Hearts Yth,Heart of Midlothian,2006,Scottish
37,37,Andrew Driver,M,"5'09""",10  10,12-11-87,Oldham,Hearts Yth,Heart of Midlothian,2006,Scottish
40,40,Eggert Jónsson,M,,,18-08-88,Rekyjavik,Þór Akureyri,Heart of Midlothian,2006,Scottish
41,43,Eduardas Kurskis,G,"6'03""",13 10,17-10-76,iauliai,FBK Kaunas,Heart of Midlothian,2006,Scottish
42,44,Arkadiusz Klimek,F,"6'02""",12 08,25-03-75,,FBK Kaunas,Heart of Midlothian,2006,Scottish
43,45,Linis Pilibaitis,F,"6'00""",12 00,05-04-85,Kretinga,FBK Kaunas,Heart of Midlothian,2006,Scottish
1,1,Simon Brown,G,"6'02""",15 01,03-12-76,Chelmsford,Colchester U,Hibernian,2006,Scottish
2,2,Steven Whittaker,D,"6'01""",13 09,16-06-84,Ediburgh,Star A,Hibernian,2006,Scottish
3,3,David Murphy,D,6'01'',12 03,01-06-84,Hartlepool,Middlesbrough,Hibernian,2006,Scottish
4,4,Merouane  Zemmama,M,"5'08""",10  06,07-10-83,Rabat,Raja  Casablanca,Hibernian,2006,Scottish
5,5,Rob Jones,D,"6'07""",12  02,03-11-79,Stockton-on-Tees,Grimsby T,Hibernian,2006,Scottish
6,6,Michael Stewart,M,"5'11""",11 11,26-02-81,Edinburgh,Manchester  U,Hibernian,2006,Scottish
7,7,Scott  Brown,M,"5'09""",11  04,26-06-85,Dunfermline,None,Hibernian,2006,Scottish
9,9,Chris Killen,F,"5'11""",11 03,08-10-81,Wellington,Oldham  Ath,Hibernian,2006,Scottish
10,10,Abdessalam  Benjelloun,F,"6'02""",12  10,28-01-85,Fès,MAS Fès,Hibernian,2006,Scottish
11,11,Stephen Glass,M,"5'08""",10  11,23-05-76,Dundee,Watford,Hibernian,2006,Scottish
12,12,Shelton Martis,D,"6'01""",12  11,29-11-82,Willemstad,Darlington,Hibernian,2006,Scottish
13,13,Sam Morrow,F,"6'00""",12  03,03-03-85,Londonderry,Ipswich T,Hibernian,2006,Scottish
14,14,Guillaume Beuzelin,M,"6'00""",11 13,14-04-79,Le  Havre,Le  Havre,Hibernian,2006,Scottish
15,15,Chris Hogg,D,"6'00""",12  07,21-03-85,Middlesbrough,Ipswich T,Hibernian,2006,Scottish
17,17,Ivan Sproule,M,"5'09""",10  05,18-02-81,Omagh,Institute,Hibernian,2006,Scottish
18,18,Jamie McCluskey,M,"5'07""",08  08,06-11-87,Bellshill,None,Hibernian,2006,Scottish
19,19,Thomas  Sowunmi,M,"6'01""",13  03,25-07-78,,Slovácko,Hibernian,2006,Scottish
20,20,Steven Fletcher,M,"6'01""",12  00,26-03-87,Shrewsbury,None,Hibernian,2006,Scottish
21,21,Jonathan Baillie,D,"6'02""",12  09,02-09-85,Irvine,None,Hibernian,2006,Scottish
22,22,Dean Shiels,F,"5'11""",09  10,01-02-85,Maghaerafelt,Arsenal,Hibernian,2006,Scottish
23,23,Kevin McDonald,M,"5'10""",10  09,26-06-85,Newcastle,Sunderland,Hibernian,2006,Scottish
24,24,Jay Shields,M,"5'07""",11  04,06-01-85,Edinburgh,None,Hibernian,2006,Scottish
25,25,Kevin McCann,D,"5'10""",11 02,11-09-87,Glasgow,None,Hibernian,2006,Scottish
