,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
19,Viseu,Portuguese,Académica,19-03-82,5'10'',Nuno Piloto,,28.0,M,None,28,11 07,2005
20,Lisbon,Portuguese,Académica,30-09-73,"5'10""",Luís Filipe Andrade,,30.0,M,Tenerife,30,11 00,2005
21,Alvorada,Portuguese,Académica,09-12-79,"6'01""",Serjão,,50.0,F,Portimonense,41,13 03,2005
22,Thies,Portuguese,Académica,21-03-78,"6'00""",Ousmane N'Doye,,78.0,F,Penafiel,42,11 11,2005
23,,Portuguese,Académica,21-05-77,"5'09""",Zada,,87.0,M,Santa Cruz,43,11 09,2005
24,Rio de Janeiro,Portuguese,Académica,07-07-78,"5'08""",Roberto Brum,,88.0,M,Coritiba,44,11 03,2005
25,São Paulo,Portuguese,Belenenses,04-06-70,6'01'',Marco Aurélio,,1.0,G,Farense,1,14 00,2005
26,Capivari,Portuguese,Belenenses,28-02-72,"5'07""",Amaral,,2.0,D,Leixões,2,10 12,2005
27,Lisbon,Portuguese,Belenenses,27-08-80,"6'01""",Vasco Faísca,,3.0,D,Académica,3,12 08,2005
28,Espinho,Portuguese,Belenenses,29-03-73,5'09'',Rui Ferreira,,4.0,M,Vitória Guimarães,4,11 09,2005
29,Lisbon,Portuguese,Belenenses,27-01-85,"5'10""",Ruben Amorim,,5.0,M,None,5,11 05,2005
30,Restinga Seca,Portuguese,Belenenses,19-05-74,5'10'',Sandro Gaúcho,,6.0,M,Beira-Mar,6,12 01,2005
31,Brest,Portuguese,Belenenses,13-04-81,"5'09""",Hassan Ahamada,,7.0,F,Nantes,7,10 12,2005
32,Lisbon,Portuguese,Belenenses,24-01-84,"5'05""",Paulo Sérgio,,8.0,F,Sporting CP,8,10 06,2005
33,Santa Maria de Fiera,Portuguese,Belenenses,08-10-74,5'11'',Romeu,,9.0,F,Vitória Guimarães,9,12 08,2005
34,Lisbon,Portuguese,Belenenses,01-09-76,"5'10""",Silas,,10.0,M,Wolverhampton W,10,11 00,2005
35,Montijo,Portuguese,Belenenses,18-10-78,"6'01""",José Pedro,,11.0,M,Vitória Setúbal,11,12 01,2005
36,Cape Verde,Portuguese,Belenenses,31-08-85,"6'02""",Rolando,,13.0,D,None,13,12 01,2005
37,,Portuguese,Belenenses,,,Mano,,14.0,M,None,14,,2005
38,São João Madeira,Portuguese,Belenenses,09-10-77,5'11'',José Carlos Sousa,,16.0,D,FC Porto,16,12 00,2005
39,Santo Tirso,Portuguese,Belenenses,01-06-75,6'03'',José Gaspar,,17.0,D,Ajaccio,17,12 04,2005
40,Gaia,Portuguese,Belenenses,17-02-77,"5'11""",Pedro Pinheiro,,18.0,M,Estoril,18,11 05,2005
41,Paraná,Portuguese,Belenenses,03-09-79,5'11'',Fábio Januário,,20.0,F,Gil Vicente,20,11 05,2005
42,Yaoundé,Portuguese,Belenenses,19-10-80,"6'00""",Albert Meyong,,21.0,F,Vitória Setúbal,21,11 03,2005
43,Lisbon,Portuguese,Belenenses,08-02-79,6'02'',Pedro Alves,,22.0,G,None,22,12 11,2005
44,Vila Nova de Gaia,Portuguese,Belenenses,27-03-73,5'08'',Rui  Jorge,,23.0,D,Sporting CP,23,12  01,2005
45,,Portuguese,Belenenses,22-03-88,5'10'',Marco Pinto,,24.0,G,Sporting CP,24,10 03,2005
46,Belgrade,Portuguese,Belenenses,05-02-77,6'00'',Ivan Djurdjevic,,25.0,M,Vitória Guimarães,25,12 08,2005
47,Albufeira,Portuguese,Belenenses,02-05-78,6'01'',Pélé,,26.0,M,Farense,26,13 08,2005
48,Goiania,Portuguese,Belenenses,25-07-82,5'09'',Ricardo Araújo,,27.0,M,Grémio Inhumense,27,11 03,2005
49,Ceará,Portuguese,Belenenses,02-05-78,"5'10""",Ceará,,28.0,F,Paysandu,28,11  11,2005
50,,Portuguese,Belenenses,25-07-82,5'09'',Carlos Alves,,29.0,D,None,29,11 05,2005
51,Lisbon,Portuguese,Belenenses,13-08-81,"6'03""",Dady,,30.0,F,Estoril,30,13 03,2005
52,Oporto,Portuguese,Benfica,20-03-82,6'00'',José Moreira,,1.0,G,None,1,12 04,2005
53,São Paulo,Portuguese,Benfica,27-04-80,6'01'',Anderson Cléber,,3.0,D,Corinthians,3,12 08,2005
54,Amparo,Portuguese,Benfica,13-02-81,6'04'',Luisão,,4.0,D,Cruzeiro,4,12 11,2005
55,Campos,Portuguese,Benfica,06-07-75,5'07'',Léo Bastos,,5.0,D,Santos,5,09 11,2005
56,Strasbourg,Portuguese,Benfica,25-09-76,5'10'',Armando Petit,,6.0,M,Boavista,6,10 10,2005
57,Luanda,Portuguese,Benfica,18-03-82,5'10'',Pedro Mantorras,,9.0,F,Alverca,9,12 01,2005
58,Pyrgos,Portuguese,Benfica,06-03-77,"5'09""",Giorgios Karagounis,,10.0,M,Panathinaikos,10,11 09,2005
59,Acaiaca,Portuguese,Benfica,11-01-80,5'08'',Geovanni,,11.0,F,Barcelona,11,10 08,2005
60,Famalição,Portuguese,Benfica,13-11-75,6'00'',Quim,,12.0,G,Sporting Braga,12,12 00,2005
61,São José do Rio Preto,Portuguese,Benfica,13-03-85,"6'03""",Alcides,,13.0,D,Santos,13,13 01,2005
62,Lisbon,Portuguese,Benfica,05-02-86,"5'09""",Manuel Fernandes,,14.0,M,None,14,10 12,2005
63,Coimbra,Portuguese,Benfica,25-11-77,5'06'',Nuno Assis,,15.0,M,Vitória Guimarães,15,09 13,2005
64,Pernambuco,Portuguese,Benfica,20-11-76,5'10'',Beto,,16.0,M,Beira-Mar,16,11 05,2005
65,Kiev,Portuguese,Benfica,01-04-78,"5'11""",Andrei Karyaka,,17.0,M,Krylia Sovetov,17,11 05,2005
66,Mirassol,Portuguese,Benfica,12-11-83,"6'02""",Marcel,,19.0,F,Académica,19,13 10,2005
67,Constantim,Portuguese,Benfica,31-10-79,5'07'',Simão Sabrosa,,20.0,F,Barcelona,20,10 01,2005
68,Amarante,Portuguese,Benfica,05-07-76,5'11'',Nuno Gomes,,21.0,F,Fiorentina,21,11 05,2005
69,Praia,Portuguese,Benfica,10-06-83,"5'07""",Nélson,,22.0,D,Boavista,22,10 03,2005
70,Urussanga,Portuguese,Benfica,08-06-80,6'00'',Manduca,,23.0,F,Marítimo,23,12 00,2005
71,,Portuguese,Benfica,28-08-86,,Bruno Costa,,24.0,G,None,24,,2005
72,Ribamar,Portuguese,Benfica,02-08-86,,Fernando Alexandre,,26.0,D,None,26,,2005
73,Nardò,Portuguese,Benfica,27-06-79,"5'05""",Fabrizio Miccoli,,30.0,F,Juventus,30,09 06,2005
74,Eldorado,Portuguese,Benfica,10-05-78,"6'05""",Marcelo Moretto,,31.0,G,Vitória Setúbal,31,14 11,2005
75,Vimioso,Portuguese,Benfica,12-03-78,5'10'',Marco Ferreira,,32.0,M,FC Porto,32,11 09,2005
76,Braga,Portuguese,Benfica,03-10-78,6'00'',Ricardo Rocha,,33.0,D,Sporting Braga,33,12 08,2005
77,Saint-Benoit,Portuguese,Benfica,21-05-75,5'08'',Laurent Robert,,34.0,M,Newcastle U,34,10 13,2005
78,Oeiras,Portuguese,Benfica,29-07-86,5'09'',Tiago Gomes,,36.0,D,None,36,11 00,2005
79,Odivelas,Portuguese,Benfica,04-02-86,5'07'',Rui Nereu,,43.0,G,None,41,10 03,2005
80,Douala,Portuguese,Boavista,14-06-68,6'01'',William Andem,,1.0,G,Cruzeiro,1,15 02,2005
81,Lisbon,Portuguese,Boavista,11-10-80,"5'09""",Rui Duarte,,2.0,D,Estoril,2,11 09,2005
82,Oporto,Portuguese,Boavista,26-09-75,6'02'',Ricardo Silva,,3.0,D,Beira-Mar,3,12 08,2005
83,Orleans,Portuguese,Boavista,01-09-84,"6'02""",Kalifa Cissé,,4.0,M,Estoril,4,12 11,2005
84,Gaia,Portuguese,Boavista,02-06-77,6'02'',Miguel Areias,,5.0,D,FC Porto,5,12 13,2005
85,Mafamude,Portuguese,Boavista,17-09-80,5'10'',Paulo Sousa,,6.0,M,Estoril,6,11 05,2005
86,Fraião,Portuguese,Boavista,22-02-75,5'07'',Zé Manuel,,7.0,F,Paços de Ferreira,7,10 03,2005
87,Dakar,Portuguese,Boavista,24-12-74,5'11'',Fary Faye,,9.0,F,Beira-Mar,9,11 11,2005
88,Asunción,Portuguese,Boavista,28-04-82,"6'00""",Diego Antonio Figueredo,,10.0,M,Valladolid,10,11 11,2005
89,Aveiro,Portuguese,Boavista,23-09-84,"5'10""",Diogo Valente,,11.0,F,Chaves,11,11 07,2005
90,Oporto,Portuguese,Boavista,19-08-71,5'07'',João Pinto,,12.0,F,Sporting CP,12,10 08,2005
91,Maia,Portuguese,Boavista,05-05-81,5'11'',Paulo Jorge,,14.0,D,Maia,14,11 05,2005
92,,Portuguese,Boavista,03-07-80,"6'01""",Tomás Oravec,,15.0,F,Panionios,15,12 04,2005
93,,Portuguese,Boavista,,,Rui Gomes,,16.0,M,None,16,,2005
94,,Portuguese,Boavista,,,Gilberto,,18.0,M,None,18,,2005
95,Paços de Ferreira,Portuguese,Boavista,21-12-81,5'11'',Cadú,,20.0,D,Paços de Ferreira,20,12 06,2005
96,Caldas de Rainha,Portuguese,Boavista,25-10-79,"5'07""",João Nuno Lucas,,22.0,M,Académica,22,11 07,2005
97,Porto,Portuguese,Boavista,09-05-85,"5'09""",Hugo Monteiro,,23.0,M,Paredes,23,11 03,2005
98,Dakar,Portuguese,Boavista,05-09-70,6'05'',Khadim Faye,,24.0,G,Felgueiras,24,13 03,2005
99,,Portuguese,Boavista,25-11-84,5'10'',Essamé,,25.0,M,Sportivo Luqueño,25,11 07,2005
100,Lisbon,Portuguese,Boavista,09-03-80,5'10'',Hélder Rosário,,37.0,D,Belenenses,37,12 01,2005
101,Trofa,Portuguese,Boavista,04-07-75,5'08'',Tiago,,66.0,M,FC Porto,41,09 06,2005
102,Vila Nova de Gaia,Portuguese,Boavista,04-02-81,"5'09""",Manuel José,,81.0,F,FC Porto,42,11 11,2005
103,Mafamude,Portuguese,Estrela da Amadora,08-04-83,6'04'',Bruno Vale,,1.0,G,FC Porto,1,13 03,2005
104,Vila Franca de Xira,Portuguese,Estrela da Amadora,05-08-84,5'11'',Daniel Amoreirinha,,2.0,D,Benfica,2,11 11,2005
105,Lisboa,Portuguese,Estrela da Amadora,16-09-78,5'09'',Rui Duarte,,3.0,M,Leixões,3,10 01,2005
106,Barreiro,Portuguese,Estrela da Amadora,10-03-79,6'02'',Hugo Carreira,,4.0,D,Nacional,4,12 08,2005
107,Pontinha,Portuguese,Estrela da Amadora,11-02-82,"5'07""",Santamaria,,5.0,D,Sporting CP,5,10 06,2005
108,Felgueiras,Portuguese,Estrela da Amadora,05-04-82,"5'05""",Zamorano,,7.0,M,Leixões,7,10 06,2005
109,Torres Vedras,Portuguese,Estrela da Amadora,06-01-84,"6'00""",Anselmo,,9.0,F,Torreense,9,11 09,2005
110,Macaé,Portuguese,Estrela da Amadora,07-03-84,5'08'',Rafael Coutinho,,10.0,M,Vasco da Gama,10,10 12,2005
111,Buenos Aires,Portuguese,Estrela da Amadora,02-06-77,5'05'',Carlos Maximiliano Estévez,,11.0,F,Olimpo (Bahía Blanca),11,10 08,2005
112,Torres Vedras,Portuguese,Estrela da Amadora,02-02-87,"5'11""",Hugo Cardoso,,12.0,G,Sporting CP,12,11 03,2005
113,,Portuguese,Estrela da Amadora,11-07-82,,Emerson,,14.0,M,Maia,14,,2005
114,Passo Fundo,Portuguese,Estrela da Amadora,05-07-76,6'04'',Maurício Fernandes,,15.0,D,Sporting Braga,15,14 00,2005
115,Lisbon,Portuguese,Estrela da Amadora,01-06-79,5'07'',António Paulo Semedo,,16.0,F,Casa Pia,16,10 06,2005
116,Funchal,Portuguese,Estrela da Amadora,31-10-73,6'02'',Eusébio,,17.0,D,Marítimo,17,12 13,2005
117,Auxerre,Portuguese,Estrela da Amadora,20-12-80,5'09'',Tony,,18.0,D,Chaves,18,11 05,2005
118,Maceió,Portuguese,Estrela da Amadora,12-05-80,5'09'',Igor,,19.0,F,Sporting Braga,19,11 00,2005
119,Malanje,Portuguese,Estrela da Amadora,30-08-71,6'00'',Jordao,,20.0,M,WBA,20,12 07,2005
120,Lisboa,Portuguese,Estrela da Amadora,30-08-71,5'04'',Rui Borges,,21.0,F,Belenenses,21,09 11,2005
121,Amadora,Portuguese,Estrela da Amadora,24-09-74,6'00'',Pedro Simões,,22.0,M,Elvas,22,12 06,2005
122,Mirandela,Portuguese,Estrela da Amadora,29-06-78,5'11'',Paulo Lopes,,24.0,G,Salgueiros,24,11 07,2005
123,Mirandela,Portuguese,Estrela da Amadora,06-03-86,6'01'',Tiago Rosa,,26.0,M,None,26,11 05,2005
124,Lisbon,Portuguese,Estrela da Amadora,27-11-87,5'09'',Bruno Santos,,30.0,M,None,30,,2005
125,Rio de Janeiro,Portuguese,Estrela da Amadora,06-08-79,"5'07""",André Barreto,,31.0,M,Wisła Kraków,31,11 00,2005
126,Capital Federal,Portuguese,Estrela da Amadora,26-08-83,"6'03""",Federico Nieto,,32.0,F,San Lorenzo,32,13  05,2005
127,Córdoba,Portuguese,Estrela da Amadora,26-08-83,"5'10""",Julio Maximiliano Bevacqua,,33.0,F,San Lorenzo,33,12 04,2005
128,,Portuguese,Estrela da Amadora,28-01-80,,Aliou N'Daye,,34.0,M,AS Douanes,34,,2005
129,Setúbal,Portuguese,Estrela da Amadora,28-08-82,5'07'',Manú,,35.0,F,Benfica,35,10 10,2005
130,Olhão,Portuguese,Estrela da Amadora,01-01-84,"5'07""",Hugo Valdir,,45.0,D,Sporting CP,41,09 13,2005
131,Cerco,Portuguese,Estrela da Amadora,31-03-86,"5'10""",Paulo Machado,,55.0,M,FC Porto,42,11 05,2005
132,Mafamude,Portuguese,Gil Vicente,02-04-77,"6'01""",Jorge Baptista,,1.0,G,Estoril,1,13 10,2005
133,Belo Horizonte,Portuguese,Gil Vicente,17-07-77,"5'07""",Edson,,2.0,D,Santa Cruz,2,10 10,2005
134,Bom Jardim,Portuguese,Gil Vicente,26-02-82,"6'00""",Sidraílson,,3.0,D,Santa Cruz,3,12 04,2005
135,Igrassú,Portuguese,Gil Vicente,17-01-84,"6'02""",Rovérsio,,4.0,D,Santa Cruz,4,11 00,2005
136,,Portuguese,Gil Vicente,29-03-87,"6'00""",Daniel,,5.0,D,None,5,11 11,2005
137,Santo Tirso,Portuguese,Gil Vicente,01-04-81,"5'11""",Bruno Tiago,,6.0,M,Dragões Sandinenses,6,12 01,2005
138,Barcelos,Portuguese,Gil Vicente,06-03-77,5'06'',Carlitos,,7.0,F,Poli Ejido,7,10 06,2005
139,Montalvani,Portuguese,Gil Vicente,04-09-81,"5'09""",Elias,,8.0,M,Estoril,8,11 07,2005
140,,Portuguese,Gil Vicente,,,Rivan,,10.0,M,Vitória Sto. Antão,10,,2005
141,,Portuguese,Gil Vicente,,"5'08""",Mateus,,11.0,F,Lixa,11,11 09,2005
142,Luanda,Portuguese,Gil Vicente,16-06-70,5'09'',Paulo Jorge,,12.0,G,Vila Real,12,12 01,2005
143,Oporto,Portuguese,Gil Vicente,17-03-73,5'11'',Nandinho,,13.0,F,Vitória Guimarães,13,10 06,2005
144,Paços de Ferreira,Portuguese,Gil Vicente,08-01-75,6'01'',Carlos Carneiro,,14.0,F,Vitória Guimarães,14,12 04,2005
145,Lybry,Portuguese,Gil Vicente,10-11-80,"6'02""",Gregory Amorim,,15.0,D,Pedras Rubras,15,14 00,2005
146,Bissau,Portuguese,Gil Vicente,06-10-75,6'00'',Injai Braíma,,16.0,M,Leça,16,11 07,2005
147,Maceió,Portuguese,Gil Vicente,07-04-83,5'09'',José Robélio,,17.0,D,Corinthians Alagoano,17,10 01,2005
148,Massarelos,Portuguese,Gil Vicente,12-05-73,5'11'',António Felipe Gouveia,,18.0,M,Nacional,18,12 00,2005
149,Caxias,Portuguese,Gil Vicente,08-05-80,5'09'',Rodolfo Lima,,19.0,F,Gil Vicente,19,11 03,2005
150,Famalicão,Portuguese,Gil Vicente,15-08-80,"5'09""",João Pedro,,20.0,D,Estoril,20,11 03,2005
151,,Portuguese,Gil Vicente,24-02-85,"5'09""",Gil,,21.0,F,Esposende,21,10 08,2005
152,Carrapeços,Portuguese,Gil Vicente,15-11-86,"5'11""",Paulo Ricardo Arantes,,22.0,D,None,22,11 11,2005
153,Penafiel,Portuguese,Gil Vicente,23-11-77,6'00'',Adriano Lopes,,24.0,G,Trofense,24,12 08,2005
154,Alagoinhas,Portuguese,Gil Vicente,25-05-83,6'01'',Marcos António,,25.0,D,Académica,25,13 05,2005
155,Maceió,Portuguese,Gil Vicente,05-08-83,5'07'',José Willams,,26.0,D,Corinthians Alagoano,26,10 03,2005
156,Póvoa de Varzim,Portuguese,Gil Vicente,28-03-77,5'09'',Luís Coentrão,,27.0,M,Rio Ave,27,11 11,2005
157,,Portuguese,Gil Vicente,,,Tiago Lopes,,31.0,,,31,,2005
158,,Portuguese,Gil Vicente,,,David,,35.0,,,35,,2005
159,,Portuguese,Gil Vicente,01-01-85,,Cristophe,,37.0,M,None,37,,2005
160,Lisbon,Portuguese,Gil Vicente,25-02-84,5'08'',João Pereira,,47.0,M,Benfica,41,10 01,2005
161,,Portuguese,Gil Vicente,,,Piloto,,74.0,M,None,42,,2005
162,Ponte de Sôr,Portuguese,Gil Vicente,09-09-85,"5'10""",João Vilela,,77.0,F,Benfica,43,10 01,2005
163,Barcelos,Portuguese,Gil Vicente,17-10-86,"6'01""",Luís Tinoco,,86.0,D,None,44,11 11,2005
164,,Portuguese,Gil Vicente,07-05-82,,Vítor Oliveira,,99.0,G,Santa Maria,45,,2005
165,Nova Lisboa,Portuguese,Marítimo,13-12-67,5'10'',Nélson,,1.0,G,Rio Ave,1,12 04,2005
166,Campina Grande,Portuguese,Marítimo,14-10-83,5'10'',Ferreira,,2.0,D,Gil Vicente,2,10 12,2005
167,Celldömölk,Portuguese,Marítimo,13-05-81,6'00'',Miklós Gaál,,3.0,D,Pécs,3,12 08,2005
168,Penafiel,Portuguese,Marítimo,29-01-84,"6'01""",Nuno Morais,,4.0,D,Chelsea,4,12 00,2005
169,Teófilo Otoni,Portuguese,Marítimo,15-08-81,"6'00""",Leandro Fahel,,5.0,M,Ipatinga,5,12 02,2005
170,Rio Piracicaba,Portuguese,Marítimo,18-03-82,"6'00""",Evaldo,,6.0,D,FC Porto,6,12 08,2005
171,Boa Esperança,Portuguese,Marítimo,08-02-83,5'09'',Kanu,,7.0,F,Ipatinga,7,10 03,2005
172,Conceição Rio Verde,Portuguese,Marítimo,01-07-81,5'10'',Mancuso,,8.0,M,Cruzeiro,8,12 02,2005
173,João Pessoa,Portuguese,Marítimo,06-02-85,5'11'',Olberdam,,13.0,M,Corinthians Alagoano,13,12 02,2005
174,Funchal,Portuguese,Marítimo,03-10-80,5'09'',Fernando Silva,,14.0,D,None,14,11 00,2005
175,Mineiros,Portuguese,Marítimo,09-09-79,5'09'',Wênio,,15.0,M,Corinthians,15,11 05,2005
176,Campina Grande,Portuguese,Marítimo,01-09-81,"6'00""",Valney,,17.0,D,Clube Regatas Brasil,17,13 10,2005
177,Funchal,Portuguese,Marítimo,27-08-81,5'06'',Luís Olim,,18.0,M,None,18,12 04,2005
178,,Portuguese,Marítimo,,,Ateba,,19.0,F,U. Douala,19,,2005
179,Braga,Portuguese,Marítimo,27-05-84,5'10'',Filipe Oliveira,,20.0,F,Chelsea,20,10 12,2005
180,Funchal,Portuguese,Marítimo,08-03-79,5'09'',Briguel,,21.0,D,None,21,11 00,2005
181,Timoteo,Portuguese,Marítimo,22-02-85,6'01'',Balú,,23.0,M,Corinthians Alagoano,23,11 07,2005
182,Zutphen,Portuguese,Marítimo,22-10-71,6'01'',Mitchell van der Gaag,,25.0,D,FC Utrecht,25,13 10,2005
183,Siqueira Campos,Portuguese,Marítimo,21-06-76,6'01'',Marcos,,26.0,G,Parana Clube,26,12 13,2005
184,Riachão do Dantas,Portuguese,Marítimo,07-07-80,"6'02""",Nilson Sergipano,,27.0,F,Clube Regatas Brasil,27,12 04,2005
185,Petrolåndia,Portuguese,Marítimo,25-03-81,"5'09""",Marcinho,,28.0,M,Santos,28,10 03,2005
186,Mairi-Baia,Portuguese,Marítimo,20-04-77,5'10'',Rincon,,30.0,F,Paços de Ferreira,30,11 05,2005
187,Londrina,Portuguese,Marítimo,12-03-79,"5'10""",Ilson Willians,,31.0,M,Londrina,31,11 09,2005
188,Funchal,Portuguese,Marítimo,30-01-85,5'09'',Paulinho,,44.0,M,Marítimo B,41,09 06,2005
189,,Portuguese,Marítimo,12-06-83,,Pita,,55.0,D,,42,,2005
190,Araguaína,Portuguese,Marítimo,27-01-83,"5'09""",Jardel Sousa,,65.0,M,Cruzeiro,43,11  03,2005
191,Annemosse,Portuguese,Marítimo,15-05-74,6'00'',Caíco,,77.0,M,Juventude,44,13 03,2005
192,Châteaudun,Portuguese,Marítimo,27-06-78,5'10'',Ali  el-Omari,,78.0,M,Apollon Kalamarias,45,11  11,2005
193,Ipirá,Portuguese,Marítimo,19-03-75,"5'09""",Zé Carlos,,99.0,F,Juventude,46,11 07,2005
194,São Pedro da Cova,Portuguese,Nacional,21-10-75,6'02'',Hilário,,1.0,G,Académica,1,13 05,2005
195,Lisbon,Portuguese,Nacional,30-11-77,5'09'',Bruno Patacas,,2.0,D,Campomaiorense,2,11 03,2005
196,Paso de los Libres,Portuguese,Nacional,31-03-78,6'02'',Fernando Ávalos,,3.0,D,Boavista,3,13 03,2005
197,Pelotas,Portuguese,Nacional,17-03-79,"6'01""",Fernando Cardozo,,4.0,D,Internacional,4,12 06,2005
198,Póvoa de Varzim,Portuguese,Nacional,04-02-81,5'07'',José Miguelito,,5.0,M,Rio Ave,5,09 00,2005
199,Belo Horizente,Portuguese,Nacional,23-05-80,5'10'',Cléber Oliveira,,6.0,M,Cruzeiro,6,12 06,2005
200,Santiage  del Estero,Portuguese,Nacional,11-01-80,"5'09""",Julio Marchant,,7.0,M,Unión (Santa Fe),7,11  00,2005
201,São Paulo,Portuguese,Nacional,14-12-78,6'00'',André Pinto,,9.0,F,Portuguesa,9,12 08,2005
202,São João de Rei,Portuguese,Nacional,24-07-76,6'00'',Alexandre Goulart,,10.0,F,Boavista,10,11 07,2005
203,Málaga,Portuguese,Nacional,16-06-71,6'00'',José Francisco Belman,,12.0,G,Gillingham,12,13 12,2005
204,Machico,Portuguese,Nacional,04-03-86,"6'01""",Hernâni,,15.0,M,None,15,12 04,2005
205,,Portuguese,Nacional,,,Rogerinho,,16.0,,,16,,2005
206,Montes Claros,Portuguese,Nacional,11-08-80,"5'09""",Alonso,,17.0,D,Paysandu,17,11 05,2005
207,Burgas,Portuguese,Nacional,23-08-78,"6'02""",Georgi Chilikov,,18.0,F,Levski Sofia,18,12 13,2005
208,Setúbal,Portuguese,Nacional,31-05-80,"5'10""",Ricardo Pateiro,,19.0,M,Pinhalnovense,19,11 05,2005
209,Caniçal,Portuguese,Nacional,19-03-82,"5'09""",Miguel Fidalgo,,21.0,F,Camacha,21,11 05,2005
210,Luanda,Portuguese,Nacional,10-07-74,5'11'',Carlos Chaínho,,23.0,M,Marítimo,23,12 06,2005
211,Zürich,Portuguese,Nacional,08-09-83,6'02'',Diego Benaglio,,24.0,G,Stuttgart,24,11 11,2005
212,Rio Real,Portuguese,Nacional,01-05-78,5'10'',Serginho Baiano,,29.0,F,Chunnam Dragons,29,11 11,2005
213,Dracena,Portuguese,Nacional,16-11-80,"5'11""",Juliano Spadacio,,30.0,M,Paulista,30,11 00,2005
214,Belo Horizente,Portuguese,Nacional,21-03-82,5'10'',Emerson Nunes,,33.0,D,Cruzeiro,33,12 00,2005
215,Guimarães,Portuguese,Nacional,14-01-78,6'01'',Ricardo Fernandes,,44.0,D,Moreirense,41,11 09,2005
216,Itabuna,Portuguese,Nacional,05-01-82,"5'09""",Genalvo,,66.0,M,Atlético Mineiro,42,10 06,2005
217,Machico,Portuguese,Nacional,22-06-83,5'07'',Nuno Viveros,,77.0,F,Camacha,43,10 08,2005
218,Braga,Portuguese,Nacional,25-06-81,,Luis Manuel,,80.0,M,Leixões,44,,2005
219,Funchal,Portuguese,Nacional,30-06-74,"5'09""",Bruno,,88.0,M,FC Porto,45,10 10,2005
220,Covilhã,Portuguese,Naval,22-06-78,6'03'',Pedro Taborda,,1.0,G,Freamunde,1,13 05,2005
221,Vila Rica,Portuguese,Naval,22-02-83,6'00'',João Paulo,,3.0,D,Goiás,3,12 02,2005
222,Lisboa,Portuguese,Naval,17-07-84,5'11'',Nélson Veiga,,4.0,D,Vitória Setúbal,4,12 13,2005
223,Piracicaba,Portuguese,Naval,29-01-74,6'02'',Fernando Campagnolo,,5.0,D,Valério Doce,5,12 04,2005
224,Beja,Portuguese,Naval,15-04-82,5'09'',China,,6.0,D,Maia,6,10 12,2005
225,Gesteira,Portuguese,Naval,05-12-81,5'08'',Carlitos,,7.0,D,None,7,10 10,2005
226,Natal,Portuguese,Naval,17-10-73,5'10'',Gilmar,,8.0,M,Varzim,8,10 10,2005
227,São Miguel Arcanjo,Portuguese,Naval,11-11-81,6'02'',Bruno Fogaça,,9.0,F,Avaí,9,12 08,2005
228,Bissau,Portuguese,Naval,25-03-81,5'08'',Sufrim,,10.0,M,AD Estação,10,11 00,2005
