,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
60,Cambridge,Irish,Cork City,16-05-82,"6'02""",Daniel Murray,,6.0,D,Peterborough U,6,12 12,2005
61,Cork,Irish,Cork City,28-02-75,"5'10""",Colin Tomas O'Brien,,7.0,M,Glasheen U,7,12 06,2005
62,Edmonton,Irish,Cork City,18-01-77,"5'10""",Neale Fenn,,8.0,F,Waterford U,8,12 08,2005
63,Cóbh,Irish,Cork City,11-07-82,"5'11""",John O'Flynn,,9.0,F,Peterborough U,9,11 11,2005
64,Whitechurch,Irish,Cork City,05-09-79,"6'01""",George O'Callaghan,,10.0,M,Port Vale,10,10 06,2005
65,Cork,Irish,Cork City,24-10-73,"5'10""",Billy Woods,,11.0,M,Shamrock R,11,12 04,2005
66,Cork,Irish,Cork City,10-08-85,"5'07""",Roy O'Donovan,,12.0,F,Coventry C,12,10 01,2005
67,Cork,Irish,Cork City,06-07-82,"5'11""",Cillian Lordan,,14.0,D,Ballincollig,14,10 01,2005
68,Cork,Irish,Cork City,04-05-79,"5'10""",Willie Bruton,,15.0,F,Waterford U,15,,2005
69,Cork,Irish,Cork City,13-10-80,"6'02""",Mark McNulty,,16.0,G,None,16,12 00,2005
70,Sarajevo,Irish,Cork City,04-05-87,"6'04""",Admir Softic,,18.0,M,FC Sarajevo,18,12 00,2005
71,,Irish,Cork City,06-07-81,,Tony Tynan,,19.0,M,Cóbh Ramblers,19,,2005
72,Cork,Irish,Cork City,14-01-82,5'06'',Joe Gamble,,20.0,M,Reading,20,11 02,2005
73,Abbeyfeale,Irish,Cork City,02-01-84,"6'00""",Denis Behan,,21.0,F,Brentford,21,13 05,2005
74,Glasheen,Irish,Cork City,29-11-79,"5'09""",Neal Horgan,,22.0,D,None,22,11 09,2005
75,Cork,Irish,Cork City,16-11-83,"6'02""",Kevin Murray,,25.0,D,Leeds AFC,25,13 05,2005
76,Conna,Irish,Cork City,10-01-83,"5'06""",Liam Kearney,,30.0,M,Nottingham F,30,10 01,2005
77,,Irish,Cork City,,"5'06""",Damien Roddis,,,D,Tramore Ath,41,10 05,2005
78,Clonmel,Irish,Cork City,17-02-87,"5'10""",Ian Fraher,,,F,Peake Villa,42,10 00,2005
79,Galway,Irish,Derry City,20-12-79,"6'02""",David Forde,,1.0,G,West Ham U,1,13 07,2005
80,Dublin,Irish,Derry City,30-08-80,"6'00""",Damien Brennan,,2.0,D,Kildare Co,2,12 00,2005
81,Derry,Irish,Derry City,06-11-74,"6'00""",Sean Hargan,,3.0,D,None,3,12 06,2005
82,Derry,Irish,Derry City,02-03-73,"5'10""",Peter Hutton,,4.0,D,Shelbourne,4,12 06,2005
83,Dublin,Irish,Derry City,02-01-80,6'06'',Clive Delaney,,5.0,D,St Patrick's Ath,5,14 00,2005
84,Derry,Irish,Derry City,01-01-74,,Eamon Doherty,,6.0,M,Coleraine,6,,2005
85,Derry,Irish,Derry City,23-10-84,"5'10""",Ruaidhri Higgins,,7.0,M,Coventry C,7,12 00,2005
86,Sligo,Irish,Derry City,25-03-80,"6'02""",Ciaran Martyn,,8.0,M,UCD,8,12 01,2005
87,Enniskillen,Irish,Derry City,24-07-73,"5'10""",Gary Beckett,,9.0,F,Coleraine,9,11 02,2005
88,Ballinrobe,Irish,Derry City,03-10-81,,Alan Murphy,,10.0,F,Galway U,10,,2005
89,Drogheda,Irish,Derry City,31-01-84,"5'11""",Killian Brennan,,11.0,M,Dublin C,11,11 07,2005
90,Derry,Irish,Derry City,25-01-79,"5'06""",Eddie McCallion,,12.0,D,Blackburn R,12,12 01,2005
91,Donegal,Irish,Derry City,29-10-82,"5'09""",Gareth McGlynn,,14.0,M,None,14,10 07,2005
92,Derry,Irish,Derry City,06-12-84,"5'09""",Kevin Deery,,15.0,M,None,15,11 06,2005
93,Hertfordshire,Irish,Derry City,24-09-79,"5'09""",Pat Jennings,,16.0,G,UCD,16,11 00,2005
94,Derry,Irish,Derry City,28-11-83,5'09'',Barry Molloy,,17.0,M,Drogheda U,17,11 00,2005
95,Greencastle,Irish,Derry City,21-05-81,"5'11""",Mark Farren,,18.0,F,Monaghan U,18,11 00,2005
96,Mallow,Irish,Derry City,27-04-82,"6'01""",Stephen O'Flynn,,19.0,F,Cork C,19,11 05,2005
97,Dublin,Irish,Derry City,24-11-82,5'09'',Brian Cash,,20.0,M,Bristol R,20,11 01,2005
98,Derry,Irish,Derry City,26-06-84,"6'01""",Mark McChrystal,,21.0,D,Wolverhampton W,21,13 07,2005
99,Dublin,Irish,Drogheda United,31-01-81,"6'02""",Daniel Connor,,,G,Waterford U,1,12 09,2005
100,Dublin,Irish,Drogheda United,06-07-70,"6'00""",Tony O'Dowd,,,G,Shamrock R,2,12 02,2005
101,Drogheda,Irish,Drogheda United,25-09-81,"6'02""",Gary Rogers,,,G,Shelbourne,3,12 08,2005
102,Dublin,Irish,Drogheda United,14-03-80,"6'00""",Jason Gavin,,,D,Shamrock R,4,11 12,2005
103,Dublin,Irish,Drogheda United,17-10-81,"6'02""",Stephen Gray,,,D,Southampton,5,12 11,2005
104,Dublin,Irish,Drogheda United,31-07-79,"5'10""",Damien Lynch,,,D,Bohemians,6,11 00,2005
105,Edinburgh,Irish,Drogheda United,20-08-79,"6'01""",Stuart Malcolm,,,D,Ross Co,7,12 05,2005
106,Rotterdam,Irish,Drogheda United,17-09-77,"5'07""",Jermaine Sandvliet,,,D,FC Dordrecht,8,11 00,2005
107,Drogheda,Irish,Drogheda United,12-12-83,"5'10""",David Sullivan,,,D,Sunderland,9,11 10,2005
108,Dublin,Irish,Drogheda United,30-10-82,"5'08""",Patrick Sullivan,,,D,UCD,10,10 10,2005
109,Dublin,Irish,Drogheda United,14-04-85,"6'01""",Derek Tyrell,,,D,Leeds U,11,12 00,2005
110,Ballyhaunis,Irish,Drogheda United,19-01-78,"5'11""",Simon Webb,,,D,Bohemians,12,12 03,2005
111,Edinburgh,Irish,Drogheda United,30-12-72,"6'00""",Paul Bernard,,,M,Plymouth Arg,13,13 01,2005
112,Dublin,Irish,Drogheda United,19-11-84,"5'07""",Stephen Bradley,,,M,Dunfermline Ath,14,09 09,2005
113,Dublin,Irish,Drogheda United,15-01-83,"5'10""",Keith Fahey,,,M,St Patrick's Ath,15,12 07,2005
114,Dublin,Irish,Drogheda United,13-07-83,"6'01""",Graham Gartland,,,M,Longford T,16,11 01,2005
115,Dublin,Irish,Drogheda United,05-07-84,"5'11""",Paul Keegan,,,M,Leeds U,17,11 11,2005
116,Dublin,Irish,Drogheda United,09-12-85,"5'11""",Mark Leech,,,M,UCD,18,11 00,2005
117,,Irish,Drogheda United,15-08-74,"5'10""",Sami Ristilä,,,M,FC Haka,19,11 09,2005
118,Waterford,Irish,Drogheda United,17-12-80,"5'11""",Shane Robinson,,,M,Shamrock R,20,11 02,2005
119,Dublin,Irish,Drogheda United,28-10-83,"5'10""",Gavin Whelan,,,M,UCD,21,,2005
120,Cardiff,Irish,Drogheda United,01-09-74,"5'10""",Tony Bird,,,F,Patrick's Ath,22,11 09,2005
121,Dublin,Irish,Drogheda United,25-11-79,"5'10""",David Freeman,,,F,Patrick's Ath,23,10 12,2005
122,Dublin,Irish,Drogheda United,16-06-79,"5'08""",Declan O'Brien,,,F,Verona FC,24,11 00,2005
123,Dublin,Irish,Drogheda United,13-12-83,"5'09""",Mark Rooney,,,F,UCD,25,,2005
124,,Irish,Finn Harps,,,Niall Bonner,,,G,Omagh T,1,,2005
125,Buncrana,Irish,Finn Harps,21-11-80,6'02'',Gavin Cullen,,,G,Omagh T,2,12 06,2005
126,Gombe,Irish,Finn Harps,29-11-76,"5'09""",Eloka Asokuh,,,D,Gabbos U,3,,2005
127,Killybegs,Irish,Finn Harps,12-02-74,"6'00""",Declan Boyle,,,D,Derry C,4,12 08,2005
128,Stranorlar,Irish,Finn Harps,21-11-80,5'10'',Shane Bradley,,,D,Fanad U,5,,2005
129,Convoy,Irish,Finn Harps,08-12-76,5'10'',John Minnock,,,D,Shelbourne,6,,2005
130,Sligo,Irish,Finn Harps,25-02-81,"5'10""",Ian Rossiter,,,D,Sligo R,7,11 02,2005
131,,Irish,Finn Harps,,,Eamon Seydak,,,D,Oxford University Stars,8,,2005
132,Letterkenny,Irish,Finn Harps,20-10-85,,Thomas Bonner,,,M,Wolverhampton W,9,,2005
133,,Irish,Finn Harps,,,Seamus Boyle,,,M,,10,,2005
134,Dublin,Irish,Finn Harps,28-02-83,"5'10""",Stephen Capper,,,M,Spennymoor U,11,10 09,2005
135,Killea,Irish,Finn Harps,19-09-81,5'11'',Gary Crossan,,,M,None,12,,2005
136,Bonagee,Irish,Finn Harps,15-05-85,5'11'',Micheal Funston,,,M,Bonagee U,13,,2005
137,Letterkenny,Irish,Finn Harps,05-12-70,"5'10""",Anthony Gorman,,,M,Coleraine,14,11 07,2005
138,Ballybofey,Irish,Finn Harps,01-12-84,"5'10""",Shaun McGowan,,,M,Ballybofey U,15,,2005
139,,Irish,Finn Harps,18-02-76,,Paddy McGrenaghan,,,M,Fanad U,16,,2005
140,Stranorlar,Irish,Finn Harps,07-03-85,"5'09""",Chris Breen,,,F,None,17,,2005
141,,Irish,Finn Harps,26-01-86,,Seamus Brown,,,F,Rochdale,18,,2005
142,Buncrana,Irish,Finn Harps,02-08-82,,Ross Connolly,,,F,Buncrana Hearts,19,,2005
143,Killea,Irish,Finn Harps,19-01-80,"5'08""",Kevin McHugh,,,F,None,20,11 02,2005
144,,Irish,Longford Town,24-02-85,,Gary Cassin,,,G,Whitechurch U,1,,2005
145,Cork,Irish,Longford Town,04-11-75,,Michael Dempsey,,,G,Bohemians,2,,2005
146,Dublin,Irish,Longford Town,18-01-71,"5'06""",Stephen O'Brien,,,G,Gillingham,3,12 01,2005
147,Dublin,Irish,Longford Town,30-07-83,"6'00""",Sean Dillon,,,D,Aston Villa,4,12 06,2005
148,Dublin,Irish,Longford Town,07-09-79,"6'03""",Barry Ferguson,,,D,Coventry C,5,13 00,2005
149,Dublin,Irish,Longford Town,21-03-81,"5'09""",Stephen Gough,,,D,Shamrock R,6,,2005
150,Drogheda,Irish,Longford Town,14-06-78,"5'11""",Alan Murphy,,,D,Drogheda U,7,12 01,2005
151,Dublin,Irish,Longford Town,28-09-80,"6'04""",Danny O'Connor,,,D,Drogheda U,8,13 01,2005
152,Dublin,Irish,Longford Town,28-07-83,"6'01""",Stephen Paisley,,,D,Manchester C,9,12 08,2005
153,Dublin,Irish,Longford Town,14-11-79,"6'00""",Davy Byrne,,,M,Derry City,10,12 07,2005
154,Sligo,Irish,Longford Town,03-01-82,"6'02""",Alan Cawley,,,M,Shelbourne,11,10 01,2005
155,Dublin,Irish,Longford Town,16-03-79,"5'10""",Gary Cronin,,,M,Drogheda U,12,10 00,2005
156,Dublin,Irish,Longford Town,20-12-75,"6'02""",Dean Fitzgerald,,,M,Portadown,13,14 00,2005
157,Waterford,Irish,Longford Town,08-09-77,"5'07""",Alan Kirby,,,M,Waterford U,14,10 06,2005
158,Cork,Irish,Longford Town,07-12-84,"5'10""",John McNicholas,,,M,Athlone T,15,,2005
159,Dublin,Irish,Longford Town,24-12-79,"5'09""",John Martin,,,M,UCD,16,11 02,2005
160,,Irish,Longford Town,25-11-73,,Tom Mohan,,,M,Finn Harps,17,,2005
161,Kenagh,Irish,Longford Town,11-09-83,"5'11""",Gary Murphy,,,M,Willow Park,18,11 02,2005
162,Ballinalee,Irish,Longford Town,10-07-80,"5'09""",Sean Prunty,,,M,Middlesbrough,19,10 11,2005
163,Dublin,Irish,Longford Town,25-08-77,"5'09""",Dessie Baker,,,F,Shelbourne,20,10 12,2005
164,Luton,Irish,Longford Town,23-11-81,"5'10""",Shane Barrett,,,F,Home Farm,21,11 00,2005
165,Dublin,Irish,Longford Town,30-12-72,"6'00""",Paul Keegan,,,F,Bohemians,22,11 11,2005
166,Dublin,Irish,Longford Town,02-12-75,"6'00""",Andy Myler,,,F,Drogheda U,23,12 01,2005
167,Dublin,Irish,St Patrick's Athletic,17-10-85,"6'01""",Brendan Clarke,,,G,Cherry Orchard,1,12 00,2005
168,Ennis,Irish,St Patrick's Athletic,29-08-78,"5'10""",Barry Ryan,,,G,Dublin City,2,,2005
169,Buncrana,Irish,St Patrick's Athletic,13-05-85,5'10'',David Bell,,,D,Rushden & Diamonds,3,11 01,2005
170,Dublin,Irish,St Patrick's Athletic,26-03-83,"5'08""",Stephen Brennan,,,D,Newcastle U,4,11 00,2005
171,Dublin,Irish,St Patrick's Athletic,31-08-79,"5'10""",Paul Donnelly,,,D,Leeds U,5,11 07,2005
172,Dublin,Irish,St Patrick's Athletic,23-07-78,"6'02""",Colm Foley,,,D,Drogheda U,6,12 08,2005
173,Limerick,Irish,St Patrick's Athletic,20-05-80,"6'00""",John Frost,,,D,Waterford U,7,,2005
174,Dublin,Irish,St Patrick's Athletic,27-05-78,"6'01""",Darragh McGuire,,,D,Glenmore Celtic,8,12 13,2005
175,Tipperary,Irish,St Patrick's Athletic,15-02-84,,Eoghan O'Shea,,,D,None,9,,2005
176,Dublin,Irish,St Patrick's Athletic,16-10-76,"5'10""",Barry Prenderville,,,D,Shelbourne,10,12 06,2005
177,Dublin,Irish,St Patrick's Athletic,13-01-85,"5'07""",Stephen Quigley,,,D,Coventry C,11,11 09,2005
178,Dublin,Irish,St Patrick's Athletic,12-01-84,"5'11""",Darren Sargent,,,D,None,12,,2005
179,Dublin,Irish,St Patrick's Athletic,09-12-75,"6'01""",Stephen Caffrey,,,M,Bohemians,13,13 00,2005
180,Dublin,Irish,St Patrick's Athletic,06-07-86,"5'11""",Peter Darcy,,,M,None,14,,2005
181,Dublin,Irish,St Patrick's Athletic,18-08-84,"5'06""",Christopher Doran,,,M,None,15,,2005
182,Dublin,Irish,St Patrick's Athletic,10-02-82,"5'10""",Keith  Dunne,,,M,Ashtown Villa,16,11 11,2005
183,Dublin,Irish,St Patrick's Athletic,29-11-84,,Caolan Fitzsimons,,,M,None,17,,2005
184,Dublin,Irish,St Patrick's Athletic,09-03-83,"5'06""",Michael Foley-Sheridan,,,M,Liverpool,18,11 01,2005
185,Dublin,Irish,St Patrick's Athletic,13-06-86,,Joseph Hayden,,,M,None,19,,2005
186,Stord,Irish,St Patrick's Athletic,24-08-82,"5'08""",Glen Atle Larsen,,,M,Dundee,20,10 07,2005
187,Dublin,Irish,St Patrick's Athletic,05-11-85,"5'07""",Ian Maher,,,M,None,21,11 02,2005
188,Dublin,Irish,St Patrick's Athletic,21-10-83,"5'09""",Sean O'Connor,,,M,Crumlin U,22,11 02,2005
189,Dublin,Irish,St Patrick's Athletic,02-08-76,"6'00""",Vinny Perth,,,M,Longford T,23,12 01,2005
190,Dublin,Irish,St Patrick's Athletic,22-08-80,"5'11""",Alan Reilly,,,M,Drogheda U,24,12 01,2005
191,Durham,Irish,St Patrick's Athletic,08-11-84,"6'01""",Chris Armstrong,,,F,Stockport Co,25,13 09,2005
192,Bray,Irish,St Patrick's Athletic,15-04-82,"5'09""",Robbie Doyle,,,F,Bohemians,26,12 01,2005
193,Dublin,Irish,St Patrick's Athletic,06-08-86,,Paul Olima,,,F,None,27,,2005
194,Dublin,Irish,St Patrick's Athletic,03-08-84,"5'10""",Gerard Rowe,,,F,Shelbourne,28,,2005
195,Dublin,Irish,St Patrick's Athletic,10-06-85,"5'11""",Robbie Smith,,,F,None,29,11 05,2005
196,,Irish,Shamrock Rovers,,,John Blake,,,G,St Joseph's Boys,1,,2005
197,Dublin,Irish,Shamrock Rovers,08-06-85,"5'10""",Barry Murphy,,,G,None,2,11 11,2005
198,,Irish,Shamrock Rovers,,,Brendan Dawson,,,D,None,3,,2005
199,Dublin,Irish,Shamrock Rovers,20-07-79,"5'11""",Keith Doyle,,,D,St Patrick's Ath,4,,2005
200,,Irish,Shamrock Rovers,05-04-77,,Kieran Foley,,,D,UCD,5,,2005
201,,Irish,Shamrock Rovers,,,Paul Malone,,,D,Belgrove,6,,2005
202,Dublin,Irish,Shamrock Rovers,08-08-82,"6'04""",Jason McGuinness,,,D,Bohemians,7,12 06,2005
203,Dublin,Irish,Shamrock Rovers,15-11-81,"6'00""",Brian Shelley,,,D,Carlisle U,8,11 12,2005
204,Dublin,Irish,Shamrock Rovers,23-02-85,"5'10""",Cathal Sweetman,,,D,Dublin C,9,11 02,2005
205,Jos,Irish,Shamrock Rovers,19-02-86,"5'10""",Bernard Daniel,,,M,None,10,,2005
206,,Irish,Shamrock Rovers,,,Jack Douglas,,,M,,11,,2005
207,Dublin,Irish,Shamrock Rovers,17-09-73,"5'10""",Marc Kenny,,,M,Dublin C,12,12 10,2005
208,Dublin,Irish,Shamrock Rovers,14-03-83,"6'01""",Willy McDonagh,,,M,Carlisle U,13,12 01,2005
209,Cabra,Irish,Shamrock Rovers,16-06-78,"5'11""",Gavin McDonnell,,,M,Armagh C,14,,2005
210,Dublin,Irish,Shamrock Rovers,24-06-80,"5'09""",Cathal O'Connor,,,M,Dublin C,15,11 06,2005
211,Dublin,Irish,Shamrock Rovers,10-11-75,5'09'',Keith O'Halloran,,,M,Cirencester T,16,11 06,2005
212,Birmingham,Irish,Shamrock Rovers,25-03-72,"5'11""",Mark Rutherford,,,M,Bohemians,17,11 00,2005
213,Dublin,Irish,Shamrock Rovers,21-10-74,"6'00""",Tony Sheridan,,,M,CYM Terneure,18,11 08,2005
214,Dublin,Irish,Shamrock Rovers,30-10-70,"5'09""",Derek Tracey,,,M,None,19,12 02,2005
215,,Irish,Shamrock Rovers,,,Robbie Manley,,,F,Belvedere,20,,2005
216,Dublin,Irish,Shamrock Rovers,14-04-77,5'10'',Trevor Molloy,,,F,Carlisle U,21,11 06,2005
217,Dublin,Irish,Shamrock Rovers,26-10-85,"5'10""",Mark Quigley,,,F,Millwall,22,11 04,2005
218,,Irish,Shamrock Rovers,,,Lee Roche,,,F,,23,,2005
219,Dublin,Irish,Shelbourne,15-09-80,"6'00""",Dean Delaney,,,G,Port Vale,1,13 02,2005
220,Aberystwyth,Irish,Shelbourne,16-10-74,"6'03""",Steve Williams,,,G,Dundalk,2,12 12,2005
221,Dundalk,Irish,Shelbourne,20-06-77,"6'00""",David Crawley,,,D,Dundalk,3,12 06,2005
222,Manchester,Irish,Shelbourne,08-10-68,"5'11""",Curtis Fleming,,,D,Darlington,4,12 04,2005
223,Galway,Irish,Shelbourne,17-08-77,"6'01""",Colin Hawkins,,,D,Bohemians,5,13 06,2005
224,Swansea,Irish,Shelbourne,28-06-79,"6'03""",Jamie Harris,,,D,St Patrick's Ath,6,13 06,2005
225,Dublin,Irish,Shelbourne,04-10-76,"5'10""",Owen Heary,,,D,Everton,7,11 09,2005
226,Liverpool,Irish,Shelbourne,25-08-75,"6'02""",David Rogers,,,D,Cambuur Leeuwarden,8,10 08,2005
227,Dublin,Irish,Shelbourne,06-01-85,"5'11""",Hassan Yazdani,,,D,Shamrock R,9,12 00,2005
228,Dublin,Irish,Shelbourne,17-04-80,"5'07""",Richie Baker,,,M,New England Revolution,10,11 01,2005
229,Dublin,Irish,Shelbourne,04-11-79,"5'09""",Stuart Byrne,,,M,Longford T,11,12 09,2005
230,Tipperary,Irish,Shelbourne,29-09-75,"5'10""",Ollie Cahill,,,M,Cork C,12,11 02,2005
231,Dublin,Irish,Shelbourne,14-02-87,5'11'',James Chambers,,,M,None,13,12 02,2005
232,Chicago,Irish,Shelbourne,01-05-73,"5'11""",Jimmy Crawford,,,M,Reading,14,11 06,2005
233,Dublin,Irish,Shelbourne,10-08-83,"5'06""",Wesley Hoolahan,,,M,Belvedere,15,10 03,2005
234,Dublin,Irish,Shelbourne,25-11-74,"5'10""",Alan Moore,,,M,Burnley,16,11 02,2005
235,Yaoundé,Irish,Shelbourne,28-04-76,"5'10""",Joseph Ndo,,,M,St Patrick's Ath,17,11 11,2005
236,Tramore,Irish,Shelbourne,12-06-74,"5'10""",Alan Reynolds,,,M,Waterford U,18,11 00,2005
237,Limerick,Irish,Shelbourne,01-05-79,"5'08""",Bobby Ryan,,,M,Bohemians,19,11 04,2005
238,Dublin,Irish,Shelbourne,06-05-85,"5'11""",David Tyrell,,,M,Belvedere,20,11 00,2005
239,Tallaght,Irish,Shelbourne,23-02-78,"5'11""",Jason Byrne,,,F,Bray W,21,12 06,2005
240,Dublin,Irish,Shelbourne,25-12-77,"5'09""",Glen Crowe,,,F,Bohemians,22,12 06,2005
241,Dublin,Irish,Shelbourne,26-01-81,"6'01""",Glen Fitzpatrick,,,F,Shamrock R,23,12 00,2005
242,Dublin,Irish,Shelbourne,30-01-82,"5'10""",Gary O'Neill,,,F,Dublin C,24,12 08,2005
243,Dundalk,Irish,U.C.D.,20-01-85,"5'09""",Neil Gallagher,,,G,Dundalk,1,11 02,2005
