,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
22,Sydney,Australian,Central Coast Mariners,05-03-72,"6'01""",John Crawley,,1,G,Blacktown C,1,14 02,2005
23,Akrotiri,Australian,Central Coast Mariners,25-02-74,"5'08""",Wayne OSullivan,,2,M,Sydney Olympic,2,11 05,2005
24,Sydney,Australian,Central Coast Mariners,06-11-78,"6'04""",Paul OGrady,,3,D,Marconi,3,14 09,2005
25,Wollongong,Australian,Central Coast Mariners,26-07-77,"6'04""",Noel Spencer,,4,M,Parramatta Eagles,4,12 08,2005
26,Sydney,Australian,Central Coast Mariners,08-03-81,"6'03""",Michael Beauchamp,,5,D,Sydney Olympic,5,13 05,2005
27,Jena,Australian,Central Coast Mariners,26-11-74,"5'10""",Andre Gumprecht,,6,M,Sydney Olympic,6,12 06,2005
28,Morwell,Australian,Central Coast Mariners,29-12-79,"6'02""",John Hutchinson,,7,M,Manly U,7,12 01,2005
29,Sydney,Australian,Central Coast Mariners,19-05-80,"6'02""",Dean Heffernan,,8,D,Marconi,8,13 05,2005
30,Perth,Australian,Central Coast Mariners,30-11-78,"6'02""",Nick Mrdja,,9,F,AIK Solna,9,13 05,2005
31,Melbourne,Australian,Central Coast Mariners,08-01-76,"5'09""",Tom Pondeljak,,10,M,Johor,10,11 05,2005
32,Gosford,Australian,Central Coast Mariners,12-01-75,"5'09""",Damien Brown,,11,M,Newcastle U [AUS],11,10 12,2005
33,Dundee,Australian,Central Coast Mariners,27-02-70,"5'10""",Stuart Petrie,,12,F,Blacktown C,12,11 11,2005
34,Brisbane,Australian,Central Coast Mariners,08-11-85,"5'11""",Russell Woodruffe,,13,F,Brisbane Strikers,13,11 11,2005
35,Gosford,Australian,Central Coast Mariners,24-08-74,"5'11""",Andrew Clark,,15,D,APIA Leichhardt,15,11 11,2005
36,Sydney,Australian,Central Coast Mariners,14-08-86,"6'02""",Nigel Boogard,,16,D,Central Coast U,16,13 08,2005
37,Sydney,Australian,Central Coast Mariners,29-06-83,"6'00""",Matthew Osman,,17,M,Penrith Nepean U,17,11 07,2005
38,Sydney,Australian,Central Coast Mariners,13-08-84,"6'02""",Alex Wilkinson,,18,D,Ryde C,18,12 04,2005
39,Sydney,Australian,Central Coast Mariners,31-05-83,"5'11""",Adam Kwasnik,,19,F,Blacktown C,19,11 07,2005
40,Sydney,Australian,Central Coast Mariners,27-03-85,"6'02""",Danny Vukovic,,20,G,Bonnyrigg White Eagles,20,15 02,2005
41,Sydney,Australian,Central Coast Mariners,29-11-82,"5'10""",Jamie  McMaster,,22,M,Aarhus,22,11  12,2005
42,Sydney,Australian,Central Coast Mariners,24-03-86,"6'01""",Dezmon  Giraldi,,24,F,Empoli,24,11  09,2005
43,Gosford,Australian,Central Coast Mariners,09-06-85,"6'01""",Matthew  Trott,,30,G,Central  Coast U,30,12  00,2005
44,Melbourne,Australian,Melbourne Victory,11-02-81,"6'01""",Michael Theoklitos,,1,G,Bulleen,1,14 09,2005
45,Bolton,Australian,Melbourne Victory,07-08-73,"5'11""",Kevin Muscat,,2,D,Millwall,2,11 07,2005
46,Melbourne,Australian,Melbourne Victory,12-01-84,"6'02""",Daniel Piorkowski,,3,D,Melbourne Knights,3,12 11,2005
47,Sydney,Australian,Melbourne Victory,08-02-82,"6'00""",Mark Byrnes,,4,D,Hameenlina,4,12 11,2005
48,Brugge,Australian,Melbourne Victory,05-10-74,"6'02""",Geoffrey Claeys,,5,D,Excelcior Mouscron,5,13 05,2005
49,Melbourne,Australian,Melbourne Victory,17-08-83,"6'00""",Steven Pantelidis,,6,M,Heidelburg U,6,13 01,2005
50,Melbourne,Australian,Melbourne Victory,28-04-81,"5'08""",Michael Ferrante,,7,M,Beneveto,7,10 10,2005
51,Melbourne,Australian,Melbourne Victory,20-04-76,"5'07""",Andreas Vlahos,,8,M,Cercle Brugge,8,11 07,2005
52,Melbourne,Australian,Melbourne Victory,10-08-78,"6'00""",Daniel Allsopp,,9,F,Hull C,9,12 08,2005
53,Shepperton,Australian,Melbourne Victory,18-03-85,"5'10""",Vince Lia,,11,M,Fawkner-Whittlesea,11,11 07,2005
54,,Australian,Melbourne Victory,13-12-84,"5'10""",Carl Recchia,,12,M,Fawkner-Whittlesea,12,13 03,2005
55,Melbourne,Australian,Melbourne Victory,25-10-86,"5'10""",Kristian Sarkies,,13,M,VIS,13,12 04,2005
56,Dubbo,Australian,Melbourne Victory,25-03-86,"6'01""",Adrian Leijer,,15,D,VIS,15,12 08,2005
57,Melbourne,Australian,Melbourne Victory,05-06-82,"5'10""",Simon Storey,,16,D,Altona,16,11 00,2005
58,Sydney,Australian,Melbourne Victory,10-09-85,"5'08""",Chris Tadrosse,,18,M,Blacktown C,18,13 05,2005
59,,Australian,Melbourne Victory,06-06-82,"6'00""",Ricky Diaco,,19,F,Fawkner-Whittlesea,19,13 10,2005
60,Melbourne,Australian,Melbourne Victory,12-06-81,"6'02""",Eugene Galeković,,20,G,Beira-Mar,20,14 09,2005
61,,Australian,Melbourne Victory,07-06-84,"6'00""",Ramazan Tavşancioğlu,,21,D,South Melbourne,21,,2005
62,Sydney,Australian,Newcastle United Jets,08-08-81,"6'02""",Liam Reddy,,1,G,Sydney U,1,15 02,2005
63,Sydney,Australian,Newcastle United Jets,26-10-76,"5'06""",Steve Eagleton,,2,M,Parramatta Power,2,11 03,2005
64,Taree,Australian,Newcastle United Jets,07-01-82,"5'10""",Jade North,,3,M,Perth Glory,3,12  04,2005
65,Perth,Australian,Newcastle United Jets,07-05-74,"6'02""",Craig Deans,,4,D,Perth Glory,4,13  10,2005
66,Sydney,Australian,Newcastle United Jets,04-07-71,"6'01""",Ned Zelic,,5,M,Wacker Tirol,5,13 05,2005
67,Sydney,Australian,Newcastle United Jets,03-05-82,"6'00""",Andrew Durante,,6,D,Balestier Khalsa,6,12 00,2005
68,Kurri Kurri,Australian,Newcastle United Jets,27-04-74,"5'10""",Richard Johnson,,7,M,QPR,7,12 07,2005
69,Sydney,Australian,Newcastle United Jets,18-08-82,"5'10""",Matthew Thompson,,8,D,Marconi,8,12 04,2005
70,Sydney,Australian,Newcastle United Jets,04-04-74,"5'11""",Ante Milicic,,9,F,Pahang,9,12 08,2005
71,Sydney,Australian,Newcastle United Jets,23-11-81,"5'09""",Nick Carle,,10,F,Marconi,10,12 04,2005
72,Sydney,Australian,Newcastle United Jets,05-08-79,"5'09""",Paul Kohler,,12,D,Sydney Olympic,12,11  00,2005
73,Montevideo,Australian,Newcastle United Jets,21-04-76,"5'11""",Mateo Corbo,,13,D,Oxford U,13,12 12,2005
74,Newcastle [AUS],Australian,Newcastle United Jets,14-04-85,"6'00""",Jobe Wheelhouse,,14,M,AIS,14,12  01,2005
75,Newcastle [AUS],Australian,Newcastle United Jets,29-03-85,"5'09""",Stuart Musialik,,15,M,Weston Bears,15,11 00,2005
76,Pristina,Australian,Newcastle United Jets,26-10-84,"6'00""",Labinot Haliti,,16,F,Sydney U,16,12 00,2005
77,Sydney,Australian,Newcastle United Jets,03-05-83,"5'10""",Franco Parisi,,17,F,Sydney U,17,11 09,2005
78,Kempsey,Australian,Newcastle United Jets,19-04-85,"6'01""",Brett Studman,,18,D,AIS,18,12  13,2005
79,Sydney,Australian,Newcastle United Jets,07-11-85,"5'11""",Mark Bridge,,19,F,Parramatta Eagles,19,12  13,2005
80,Fremantle,Australian,Newcastle United Jets,29-09-69,"6'02""",Andy Petterson,,20,G,Farnborough T,20,15 00,2005
81,Sydney,Australian,Newcastle United Jets,01-01-87,"5'11""",Tarek Elrich,,21,M,Sydney Olympic,21,11 00,2005
82,Sydney,Australian,Newcastle United Jets,07-09-81,"6'02""",Allan Picken,,22,D,Sydney U,22,13 12,2005
83,Wellington,Australian,Newcastle United Jets,13-12-71,"5'11""",Vaughan  Coveny,,25,F,South  Melbourne,25,13  08,2005
84,Carlton,Australian,New Zealand Knights,26-06-78,"6'03""",Danny Milosevic,,1,G,Celtic,1,14 12,2005
85,Northampton,Australian,New Zealand Knights,05-10-72,"5'10""",Darren Bazeley,,2,D,Walsall,2,12 00,2005
86,,Australian,New Zealand Knights,30-01-79,"6'01""",John Tambouras,,4,D,Sunshine George Cross,4,12 08,2005
87,Bromley,Australian,New Zealand Knights,19-06-71,"6'01""",Neil Emblen,,6,D,Walsall,6,13 03,2005
88,Liverpool,Australian,New Zealand Knights,07-09-76,"6'01""",Steve Fitzsimmons,,7,M,Queensland Lions,7,12 04,2005
89,Bury,Australian,New Zealand Knights,11-09-84,"5'08""",Ben Collett,,8,M,Manchester U,8,10 00,2005
90,Lewisham,Australian,New Zealand Knights,06-09-72,"5'11""",Sean Devine,,10,F,Exeter C,10,13 00,2005
91,Cairns,Australian,New Zealand Knights,17-03-83,"5'09""",Zenon Caravella,,11,M,Sydney Olympic,11,10 06,2005
92,Hamilton,Australian,New Zealand Knights,05-05-86,"6'01""",Cole Tinkler,,12,D,Waikato,12,11 11,2005
93,Nelson,Australian,New Zealand Knights,07-10-87,"6'00""",Jeremy Brockie,,13,F,Canterbury U,13,12 08,2005
94,Sydney,Australian,New Zealand Knights,22-09-80,"5'09""",Josh Maguire,,14,M,Blacktown C,14,11 11,2005
95,Rockhampton,Australian,New Zealand Knights,16-10-81,"5'10""",Joshua Rose,,15,F,Pine Rivers U,15,12 00,2005
96,Auckland,Australian,New Zealand Knights,09-06-78,"5'09""",Noah Hickey,,16,F,Waitakere U,16,11 11,2005
97,Geleen,Australian,New Zealand Knights,02-11-71,"6'01""",Frank van Eijs,,17,D,LG Hanoi ACB,17,12 08,2005
98,,Australian,New Zealand Knights,14-02-85,"5'10""",Xiaobin Zhang,,18,M,Stockport Co,18,11 09,2005
99,Hyogo,Australian,New Zealand Knights,18-06-80,"5'10""",Naoki Imaya,,19,M,Blacktown C,19,11 05,2005
100,Hastings,Australian,New Zealand Knights,19-01-83,"6'02""",Glen Moss,,20,G,Bonnyrigg White Eagles,20,14 02,2005
101,Whangarine,Australian,New Zealand Knights,22-05-83,"5'10""",Jeremy  Christie,,21,M,Waitakere  U,21,10  12,2005
102,North  Shore,Australian,New Zealand Knights,06-02-86,"5'10""",Sam  Jasper,,22,M,Waitakere  U,22,11  09,2005
103,South  Auckland,Australian,New Zealand Knights,05-09-86,"6'02""",Kris  Bright,,24,F,Waitakere  U,24,12  13,2005
104,Perth,Australian,Perth Glory,07-12-72,"6'04""",Jason Petkovic,,1,G,Konyaspor,1,13 05,2005
105,Perth,Australian,Perth Glory,10-02-83,"6'03""",David Tarka,,3,D,Nottingham F,3,13 05,2005
106,Melbourne,Australian,Perth Glory,08-01-79,"6'00""",Simon Colosimo,,4,D,Pahang,4,11 11,2005
107,Perth,Australian,Perth Glory,21-07-77,"6'02""",Jamie Harnwell,,5,D,Sorrento,5,14 09,2005
108,Southport,Australian,Perth Glory,31-07-84,"5'09""",Stephen McMahon,,6,M,Blackpool,6,11 05,2005
109,Perth,Australian,Perth Glory,18-05-72,"5'10""",Scott Miller,,7,M,Gippsland Falcons,7,11 11,2005
110,Perth,Australian,Perth Glory,24-03-85,"6'00""",Nicholas Ward,,8,M,Sterling Lions,8,12 06,2005
111,Perth,Australian,Perth Glory,14-07-71,"5'11""",Slobodan Despotovski,,10,F,Inglewood U,10,12 11,2005
112,Yokohama,Australian,Perth Glory,31-08-79,"5'07""",Hiroyuki Ishida,,12,M,Sydney Olympic,12,10 08,2005
113,Melbourne,Australian,Perth Glory,13-06-74,"6'01""",Ante Kovacevic,,13,D,Selangor,13,14 00,2005
114,Perth,Australian,Perth Glory,02-01-81,"6'02""",Jamie Coyne,,14,D,ADO Den Haag,14,13 03,2005
115,Melbourne,Australian,Perth Glory,14-07-85,"5'10""",Blagoja Celeski,,15,M,Bulleen,15,11 07,2005
116,Hull,Australian,Perth Glory,16-12-72,"6'00""",Stuart Young,,17,F,Wollongong Olympic,17,13 05,2005
117,Honiara,Australian,Perth Glory,05-10-82,"5'08""",Henry FaArodo,,18,F,Falkner Blues,18,11 00,2005
118,Melbourne,Australian,Perth Glory,14-05-82,"5'11""",Naum Sekulovski,,19,M,Preston Lions,19,12 11,2005
119,Novi Sad,Australian,Perth Glory,31-07-85,"6'02""",Milan Jovanic,,20,G,Veternik,20,13 05,2005
120,Buenos Aires,Australian,Perth Glory,10-01-82,"5'10""",Adrián Cáceres,,21,F,Wycombe W,21,12 05,2005
121,Melbourne,Australian,Perth Glory,30-09-70,"5'11""",Damian  Mori,,22,F,Adelaide  C,22,13  12,2005
122,Manchester,Australian,Perth Glory,02-09-85,"6'01""",Ryan  Townsend,,24,D,Burnley,24,11  02,2005
123,Perth,Australian,Perth Glory,25-02-86,"6'00""",David  Micevski,,25,M,Perth  SC,25,12  06,2005
124,Sydney,Australian,Queensland Roar,04-11-83,"6'00""",Tom Willis,,1,G,Manly U,1,12 13,2005
125,Basle,Australian,Queensland Roar,13-09-77,"6'03""",Remo Buess,,3,D,Zürich,3,14 02,2005
126,Sydney,Australian,Queensland Roar,19-06-76,"6'01""",Chad Gibson,,4,D,Bankstown C,4,11 11,2005
127,Auburn,Australian,Queensland Roar,12-12-75,"6'03""",Josh McCloughlan,,5,D,Brisbane Strikers,5,13 01,2005
128,Lismore,Australian,Queensland Roar,20-01-81,"5'09""",Todd Gava,,6,D,Queensland Lions,6,12 11,2005
129,Carlton,Australian,Queensland Roar,02-09-84,"5'05""",Massimo Murdocca,,8,M,Fawkner-Whittlesea,8,09 06,2005
130,"Newmarket, Brisbane",Australian,Queensland Roar,01-08-83,"5'10""",Michael Baird,,9,F,Bonnyrigg White Eagles,9,12 01,2005
131,Coffs Harbour,Australian,Queensland Roar,28-01-80,"6'00""",Royce Brownlie,,10,F,Queensland Lions,10,13 12,2005
132,Johannesburg,Australian,Queensland Roar,12-04-83,"5'07""",Jonathon Richter,,11,M,Queensland Lions,11,10 03,2005
133,Sydney,Australian,Queensland Roar,28-08-85,"6'06""",Tyler Simpson,,13,D,St George,13,13 10,2005
134,Brisbane,Australian,Queensland Roar,07-03-86,"6'01""",Ben Griffen,,14,D,Queensland Lions,14,13 05,2005
135,Brisbane,Australian,Queensland Roar,11-01-83,"5'07""",Matt McKay,,15,M,Brisbane Strikers,15,10 03,2005
136,Jae Cheun City,Australian,Queensland Roar,01-10-73,"5'10""",Hyuk-Su Seo,,16,M,Seongham Ilhwa,16,12 01,2005
137,Tweed Heads,Australian,Queensland Roar,27-06-77,"5'11""",Reece Tollenaere,,17,F,Queensland Lions,17,12 01,2005
138,Gravesend,Australian,Queensland Roar,27-05-82,"6'00""",Warren Moon,,18,M,Queensland Lions,18,12 01,2005
139,Sydney,Australian,Queensland Roar,12-10-83,"6'00""",Alex Brosque,,19,F,Westerlo,19,11 00,2005
140,Cairns,Australian,Queensland Roar,09-06-76,"6'07""",Scott Higgins,,20,G,Michelton,20,14 11,2005
141,Melbourne,Australian,Queensland Roar,13-05-85,"6'00""",Spase Dilevski,,21,D,Tottenham H,21,12 06,2005
142,Colonia,Australian,Queensland Roar,23-10-73,"5'11""",Osvaldo  Carro,,22,M,Plaza  Colonia,22,11  11,2005
143,Glasgow,Australian,Queensland Roar,28-08-75,"6'00""",Stuart McLaren,,23,D,Brisbane Strikers,23,12 06,2005
144,Itaberí,Australian,Queensland Roar,13-06-84,"6'04""",Reinaldo,,24,F,Corinthians  Alagoano,24,12  06,2005
145,Brisbane,Australian,Queensland Roar,26-02-88,"5'09""",David  Williams,,25,F,QAS,25,11 00,2005
146,Bundaberg,Australian,Sydney FC,22-08-75,"6'02""",Clint Bolton,,1,G,APIA Leichhardt,1,14 13,2005
147,Adelaide,Australian,Sydney FC,03-04-82,"6'01""",Iain Fyfe,,2,D,Hamilton Academical,2,13 05,2005
148,Sydney,Australian,Sydney FC,05-08-74,"5'10""",Alvin Ceccoli,,3,D,Wollongong Wolves,3,12 06,2005
149,Sydney,Australian,Sydney FC,27-08-75,"6'03""",Mark Rudan,,4,D,Selangor,4,14 02,2005
150,Sydney,Australian,Sydney FC,26-03-76,"5'10""",Ufuk Talay,,6,M,Mersyn Ydman Yurdu,6,12 00,2005
151,Newcastle [AUS],Australian,Sydney FC,08-09-75,"5'08""",Robbie Middleby,,7,M,Newcastle U [AUS],7,11 09,2005
152,Sydney,Australian,Sydney FC,16-08-71,"6'00""",Matthew Bingley,,8,D,Central Coast U,8,12 13,2005
153,Sydney,Australian,Sydney FC,13-04-74,"6'00""",David Zdrillic,,9,F,Eintracht Trier,9,12 07,2005
154,Cairns,Australian,Sydney FC,24-03-73,"5'08""",Steve Corica,,10,M,Walsall,10,10 07,2005
155,Bankstown,Australian,Sydney FC,05-03-75,"5'11""",Sasho Petrovski,,11,F,Bankstown C,11,12 08,2005
156,Sydney,Australian,Sydney FC,30-11-83,"5'11""",David Carney,,12,M,Hamilton Academical,12,12 04,2005
157,Ipswich [AUS],Australian,Sydney FC,16-06-80,"5'11""",Andrew Packer,,14,M,Queensland Lions,14,12 04,2005
158,Magherafelt,Australian,Sydney FC,27-03-81,"5'09""",Terry McFlynn,,15,M,Morecambe,15,11 11,2005
159,Auburn,Australian,Sydney FC,04-08-85,"5'10""",Mark Milligan,,16,D,Blacktown C,16,12 04,2005
160,Wollongong,Australian,Sydney FC,03-01-86,"6'02""",Jacob Timpano,,17,D,Wollongong Wolves,17,13 08,2005
161,Sydney,Australian,Sydney FC,20-04-88,"6'00""",Wade Oostendorp,,18,D,Marconi,18,12 00,2005
162,Canaan,Australian,Sydney FC,03-11-71,"5'09""",Dwight Yorke,,19,F,Birmingham C,19,12 03,2005
163,Wollongong,Australian,Sydney FC,30-05-85,"6'02""",Justin Pasfield,,20,G,Bray W,20,12 04,2005
164,Fairfield,Australian,Sydney FC,23-05-86,"5'11""",Ruben Zadkovich,,23,M,Notts Co,23,11 07,2005
165, Sydney,Australian,Sydney FC,12-04-86,"5'10""",Tolgay  Ozbey,,24,F,Blacktown  C,24,,2005
0,Adelaide,Australian,Adelaide United,28-12-75,"6'03""",Daniel Beltrame,,1,G,Wollongong Wolves,1,16 12,2006
1,Adelaide,Australian,Adelaide United,30-10-73,"5'10""",Richie Alagich,,2,D,Port Adelaide,2,11 09,2006
2,Adelaide,Australian,Adelaide United,06-01-80,"6'04""",Kristian Rees,,3,D,Adelaide C,3,14 09,2006
3,Adelaide,Australian,Adelaide United,09-05-76,"6'00""",Angelo Costanzo,,4,M,Marconi,4,13 12,2006
4,Melbourne,Australian,Adelaide United,23-08-74,"5'11""",Michael Valkanis,,5,D,Adelaide C,5,12 08,2006
5,Adelaide,Australian,Adelaide United,17-04-73,"5'10""",Ross Aloisi,,6,M,Pro Sesto,6,12 04,2006
6,Adelaide,Australian,Adelaide United,12-03-82,"5'05""",Lucas Pantelis,,7,M,Parramatta Power,7,10 06,2006
7,Whyalla,Australian,Adelaide United,21-05-70,"6'00""",Carl Veart,,8,F,Adelaide C,8,13 05,2006
8,Canberra,Australian,Adelaide United,08-08-80,"5'09""",Mathew Kemp,,9,M,Adelaide C,9,11 03,2006
9,Caxias do Sul,Australian,Adelaide United,13-03-74,"6'00""",Fernando,,10,M,Ulbra,10,13 08,2006
10,Sydney,Australian,Adelaide United,24-03-86,"6'01""",Dezmon Giraldi,,11,F,Empoli,11,11 09,2006
11,Bathurst,Australian,Adelaide United,27-01-81,"6'00""",Greg Owens,,12,M,Sydney U,12,12  08,2006
12,Adelaide,Australian,Adelaide United,06-01-80,"5'10""",Travis Dodd,,13,M,Panionios,13,12 08,2006
13,Adelaide,Australian,Adelaide United,29-04-82,"5'10""",Aaron Goulding,,14,D,Adelaide C,14,12 00,2006
14,Blayney,Australian,Adelaide United,07-05-88,"5'08""",Nathan Burns,,15,F,AIS,15,11 00,2006
15,Rotterdam,Australian,Adelaide United,06-08-74,"5'07""",Bobby Petta,,16,M,Bradford C,16,11 05,2006
16,Elizabeth,Australian,Adelaide United,05-09-84,"6'00""",Adam Van Dommele,,17,D,Enfield C,17,12 10,2006
17,Blackburn,Australian,Adelaide United,24-10-84,"6'04""",Robert Cornthwaite,,18,D,White City Woodville,18,13 03,2006
18,Shenyang,Australian,Adelaide United,05-06-75,"6'00""",Qu Shengqing,,19,F,Nanjing  Yoyo,19,13 03,2006
19,Whyalla,Australian,Adelaide United,29-07-77,"6'05""",Robert Bajic,,20,G,Adelaide Raiders,20,13 10,2006
20,Adelaide,Australian,Adelaide United,02-08-84,"5'08""",Jason Spagnuolo,,21,M,MetroStars,21,09 13,2006
21,"Washington,  DC",Australian,Adelaide United,25-03-87,"6'00""",Bruce  Djite,,25,F,AIS,25,13  08,2006
22,Sydney,Australian,Central Coast Mariners,05-03-72,"6'01""",John Crawley,,1,G,Sydney U,1,14 02,2006
23,Akrotiri,Australian,Central Coast Mariners,25-02-74,"5'08""",Wayne O'Sullivan,,2,M,Sydney Olympic,2,11 05,2006
24,Sydney,Australian,Central Coast Mariners,06-11-78,"6'04""",Paul O'Grady,,3,D,Marconi,3,14 09,2006
25,Wollongong,Australian,Central Coast Mariners,26-07-77,"6'04""",Noel Spencer,,4,M,Parramatta Eagles,4,12 08,2006
26,Gosford,Australian,Central Coast Mariners,19-02-87,"5'10""",Bradley Porter,,5,M,AIS,5,12 01,2006
27,Jena,Australian,Central Coast Mariners,26-11-74,"5'10""",Andre Gumprecht,,6,M,Sydney Olympic,6,12 06,2006
28,Morwell,Australian,Central Coast Mariners,29-12-79,"6'02""",John Hutchinson,,7,M,Manly U,7,12 01,2006
29,Sydney,Australian,Central Coast Mariners,29-11-82,"5'10""",Jamie McMaster,,8,M,Aarhus,8,11 12,2006
30,Perth,Australian,Central Coast Mariners,30-11-78,"6'02""",Nik Mrdja,,9,F,AIK Solna,9,13 05,2006
31,Melbourne,Australian,Central Coast Mariners,08-01-76,"5'09""",Tom Pondeljak,,10,M,Johor,10,11 05,2006
32,Gosford,Australian,Central Coast Mariners,12-01-75,"5'09""",Damien Brown,,11,M,Newcastle U [AUS],11,10 12,2006
33,Dundee,Australian,Central Coast Mariners,27-02-70,"5'10""",Stuart Petrie,,12,F,Blacktown C,12,11 11,2006
34,Adelaide,Australian,Central Coast Mariners,04-07-70,"6'01""",Tony Vidmar,,13,D,NAC Breda,13,12 10,2006
35,Sydney,Australian,Central Coast Mariners,13-05-80,"6'01""",Vuko Tomasevic,,14,D,Marconi,14,13 01,2006
36,Gosford,Australian,Central Coast Mariners,24-08-74,"5'11""",Andrew Clark,,15,D,APIA Leichhardt,15,11 11,2006
37,Sydney,Australian,Central Coast Mariners,14-08-86,"6'02""",Nigel Boogaard,,16,D,Central Coast U,16,13 08,2006
38,Sydney,Australian,Central Coast Mariners,29-06-83,"6'00""",Matthew Osman,,17,M,Penrith Nepean U,17,11 07,2006
39,Sydney,Australian,Central Coast Mariners,13-08-84,"6'02""",Alex Wilkinson,,18,D,Ryde C,18,12 04,2006
40,Sydney,Australian,Central Coast Mariners,31-05-83,"5'11""",Adam Kwasnik,,19,F,Blacktown C,19,11 07,2006
41,Sydney,Australian,Central Coast Mariners,27-03-85,"6'02""",Danny Vukovic,,20,G,Bonnyrigg White Eagles,20,15 02,2006
42,Sydney,Australian,Central Coast Mariners,03-08-84,"6'03""",Mile  Jedinak,,23,M,Sydney  U,23,13  08,2006
43,Melbourne,Australian,Central Coast Mariners,30-09-70,"5'11""",Damian  Mori,,25,F,Adelaide  C,25,13  12,2006
44,Gosford,Australian,Central Coast Mariners,09-06-85,"6'01""",Matthew Trott,,30,G,Central Coast  Lightning,30,12 00,2006
45,Melbourne,Australian,Melbourne Victory,11-02-81,"6'01""",Michael Theoklitos,,1,G,Bulleen,1,14 09,2006
46,Bolton,Australian,Melbourne Victory,07-08-73,"5'11""",Kevin Muscat,,2,D,Millwall,2,11 07,2006
47,Melbourne,Australian,Melbourne Victory,12-01-84,"6'02""",Daniel Piorkowski,,3,D,Melbourne Knights,3,12 11,2006
48,Sydney,Australian,Melbourne Victory,08-02-82,"6'00""",Mark Byrnes,,4,D,Hameenlina,4,12 11,2006
49,Brugge,Australian,Melbourne Victory,05-10-74,"6'02""",Geoffrey Claeys,,5,D,Excelcior Mouscron,5,13 05,2006
50,,Australian,Melbourne Victory,17-08-83,"6'00""",Steven Pantelidis,,6,M,Heidelburg U,6,13 01,2006
51,Melbourne,Australian,Melbourne Victory,09-05-81,"5'08""",Michael Ferrante,,7,M,Beneveto,7,11 07,2006
52,Belo Horizonte,Australian,Melbourne Victory,18-08-79,"5'08""",Fred,,8,F,Guarani-MG,8,10 06,2006
53,Melbourne,Australian,Melbourne Victory,10-08-78,"6'00""",Daniel Allsopp,,9,F,Hull C,9,12 08,2006
54,Otorohanga,Australian,Melbourne Victory,23-10-78,"5'09""",Archie Thompson,,10,F,Lierse,10,11 00,2006
55,Shepperton,Australian,Melbourne Victory,18-03-85,"5'10""",Vince Lia,,11,M,Fawkner-Whittlesea,11,11 07,2006
