,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
53,,Henk Timmer,G,"6'02""",14 02,03-12-71,Hierden,FC Zwolle,AZ Alkmaar,2005,Dutch
54,,Theo Zwarthoed,G,"5'11""",12 00,19-11-82,Volendam,FC Volendam,AZ Alkmaar,2005,Dutch
55,,Tim de Cler,D,"6'00""",11 00,08-11-78,Leiden,Ajax,AZ Alkmaar,2005,Dutch
56,,Kew Jaliens,D,"6'00""",10 10,15-09-78,Rotterdam,Willem II,AZ Alkmaar,2005,Dutch
57,,Joris Mathijsen,D,"6'00""",11 05,05-04-80,Goirle,Willem II,AZ Alkmaar,2005,Dutch
58,,Barry Opdam,D,"6'01""",12 01,27-02-76,Leiden,FC Lisse,AZ Alkmaar,2005,Dutch
59,,Juha Reini,D,"6'02""",12 13,19-03-75,Kokkola,KRC Genk,AZ Alkmaar,2005,Dutch
60,,Gretar Rafn Steinsson,D,"6'02""",12 04,09-01-82,,Young Boys,AZ Alkmaar,2005,Dutch
61,,Demy de Zeeuw,M,"5'09""",11 03,26-05-83,Apeldoorn,Go Ahead Eagles,AZ Alkmaar,2005,Dutch
62,,Michael Buskermolen,M,"6'00""",12 04,02-03-72,Leimuiden,RKDES,AZ Alkmaar,2005,Dutch
63,,Barry van Galen,M,"5'11""",11 07,04-04-70,Haarlem,NAC Breda,AZ Alkmaar,2005,Dutch
64,,Denny Landzaat,M,"5'10""",11 00,06-05-76,Amsterdam,Willem II,AZ Alkmaar,2005,Dutch
65,,Haris Medunjanin,M,"6'02""",12 04,08-03-85,Serajevo,AFC '34,AZ Alkmaar,2005,Dutch
66,,Martijn Meerdink,M,"5'11""",11 07,15-09-76,Winterswijk,De Graafschap,AZ Alkmaar,2005,Dutch
67,,Rogier Molhoek,M,"5'11""",12 08,22-07-81,Oud-Beijerland,RKC Waalwijk,AZ Alkmaar,2005,Dutch
68,,Stijn Schaars,M,"5'10""",11 00,11-01-84,Gendt,Vitesse,AZ Alkmaar,2005,Dutch
69,,Shota Arveladze,F,"5'11""",12 00,22-02-73,Tbilisi,Rangers,AZ Alkmaar,2005,Dutch
70,,Stein Huysegems,F,"6'01""",12 06,16-06-82,Herselt,Lierse,AZ Alkmaar,2005,Dutch
71,,Pius Ikedia,F,"5'05""",09 06,11-07-80,Lagos,Ajax,AZ Alkmaar,2005,Dutch
72,,Danny Koevermans,F,"6'00""",12 01,01-11-78,Schiedam,Sparta Rotterdam,AZ Alkmaar,2005,Dutch
73,,Jermain Lens,F,,,24-11-87,,None,AZ Alkmaar,2005,Dutch
74,,Kenneth Perez,F,"6'00""",11 09,29-08-74,Copenhagen,MVV,AZ Alkmaar,2005,Dutch
75,,Tarik Sektioui,F,"5'10""",11 07,13-05-77,Fez,Willem II,AZ Alkmaar,2005,Dutch
76,1.0,Maikel Aerts,G,"6'04""",13 05,26-06-76,Eindhoven,RBC Roosendaal,Feyenoord,2005,Dutch
77,4.0,André Bahia,D,"6'00""",11 11,24-11-83,Rio de Janeiro,Flamengo,Feyenoord,2005,Dutch
78,5.0,Pascal Bosschaart,M,"5'09""",10 12,28-02-80,Rotterdam,FC Utrecht,Feyenoord,2005,Dutch
79,7.0,Dirk Kuijt,F,"6'00""",12 01,22-07-80,Katwijk,FC Utrecht,Feyenoord,2005,Dutch
80,9.0,Pierre van Hooijdonk,F,"6'04""",13 03,29-11-69,Steenbergen-Welberg,NAC Breda,Feyenoord,2005,Dutch
81,10.0,Nick Hofs,M,"5'07""",10 10,17-05-83,Arnhem,Vitesse,Feyenoord,2005,Dutch
82,14.0,Sebastián Pardo,M,"5'07""",11 00,01-01-82,Quillota,Universidad de Chile,Feyenoord,2005,Dutch
83,15.0,Patrick Mtiliga,M,"5'06""",09 13,28-01-81,Copenhagen,B93 København,Feyenoord,2005,Dutch
84,16.0,Alfred Schreuder,M,"5'10""",12 01,02-11-72,Barneveld,NAC Breda,Feyenoord,2005,Dutch
85,17.0,Patrick Paauwe,D,"6'00""",11 09,27-12-75,t Harde,Fortuna Sittard,Feyenoord,2005,Dutch
86,18.0,Serginho Greene,D,"5'10""",11 05,24-06-82,Amsterdam,RKC Waalwijk,Feyenoord,2005,Dutch
87,19.0,Ali Boussaboun,F,"5'10""",11 09,11-06-79,Tangier,NAC Breda,Feyenoord,2005,Dutch
88,20.0,Ron Vlaar,D,"6'02""",12 08,16-02-85,Hensbroek,AZ,Feyenoord,2005,Dutch
89,21.0,Salomon Kalou,F,"5'09""",10 10,05-08-85,Oumé,ASEC Abidjan,Feyenoord,2005,Dutch
90,28.0,Romeo Castelen,F,"5'07""",10 03,03-05-83,Paramaribo,ADO Den Haag,Feyenoord,2005,Dutch
91,29.0,Tim Vincken,F,"5'09""",10 03,12-09-86,Rotterdam,TOGB,Feyenoord,2005,Dutch
92,30.0,Patrick Lodewijks,G,"6'01""",12 08,21-02-67,Eindhoven,PSV,Feyenoord,2005,Dutch
93,32.0,Sherif Ekramy,G,"6'03""",14 09,01-07-83,Caïro,Al-Ahli,Feyenoord,2005,Dutch
94,33.0,Jonathan de Guzman,M,"5'08""",10 03,13-09-87,Toronto,None,Feyenoord,2005,Dutch
95,34.0,Christian Gyan,D,"5'09""",11 11,02-11-78,Tema,Gapoha,Feyenoord,2005,Dutch
96,35.0,Diego Biseswar,F,"5'07""",11 07,08-03-88,Amsterdam,Ajax,Feyenoord,2005,Dutch
97,36.0,Ivan Bandalovski,D,"5'10""",11 09,23-11-86,Sofia,Litex Lovech,Feyenoord,2005,Dutch
98,37.0,Royston  Drenthe,D,"5'06""",10 03,08-04-87,Rotterdam,None,Feyenoord,2005,Dutch
99,39.0,Pieter Collen,D,"6'00""",11 09,20-06-80,Gent,NEC,Feyenoord,2005,Dutch
100,,Jeroen Lambers,G,"6'03""",15 12,20-10-80,Zwartemeer,Zwartemeer,FC Groningen,2005,Dutch
101,,Bas Roorda,G,"6'04""",14 02,13-02-75,Assen,Roda JC,FC Groningen,2005,Dutch
102,,Danny Buijs,D,"6'00""",12 04,21-06-82,Dordrecht,Feyenoord,FC Groningen,2005,Dutch
103,,Mathias Florén,D,"5'10""",11 05,11-08-76,Soderhamn,IFK Norrköping,FC Groningen,2005,Dutch
104,,Arnold Kruiswijk,D,"6'00""",11 07,02-11-84,Groningen,Appingedam,FC Groningen,2005,Dutch
105,,Antoine van der Linden,D,"6'02""",12 01,17-03-76,Rotterdam,Emmen,FC Groningen,2005,Dutch
106,,Gijs Luirink,D,"6'02""",12 11,12-09-83,Amsterdam,FC Volendam,FC Groningen,2005,Dutch
107,,Gibril Sankoh,D,"6'01""",12 08,15-05-83,Freetown,Stormvogels Telstar,FC Groningen,2005,Dutch
108,,Valery Sedoc,D,"5'06""",10 06,04-09-85,Amsterdam,FC Omniworld,FC Groningen,2005,Dutch
109,,Bruno Silva,D,"5'11""",12 06,29-03-80,Cerro Largo,Danubio,FC Groningen,2005,Dutch
110,,Koert Thalen,D,"6'02""",,16-02-87,,None,FC Groningen,2005,Dutch
111,,Yuri Cornelisse,M,"6'00""",12 00,08-05-75,Alkmaar,NAC Breda,FC Groningen,2005,Dutch
112,,Mark Jan Fledderus,M,"5'10""",11 03,14-12-82,Coevorden,SC Heerenveen,FC Groningen,2005,Dutch
113,,Rogier Krohne,M,,,23-11-86,,None,FC Groningen,2005,Dutch
114,,Evgeniy Levchenko,M,"6'02""",12 01,02-01-78,Konstantinovka,Sparta Rotterdam,FC Groningen,2005,Dutch
115,,Rasmus Lindgren,M,"5'11""",10 12,29-11-84,Landskrona,Ajax,FC Groningen,2005,Dutch
116,,Paul Matthijs,M,"5'10""",12 00,05-10-76,Paterswolde,AZ,FC Groningen,2005,Dutch
117,,Marcel Pannekoek,M,,,03-05-86,,None,FC Groningen,2005,Dutch
118,,Stefano Seedorf,M,"5'07""",10 03,28-04-82,Amsterdam,Ajax,FC Groningen,2005,Dutch
119,,Kiran Bechan,F,"5'07""",10 12,12-09-82,Amsterdam,Ajax,FC Groningen,2005,Dutch
120,,Robbin Kieft,F,"6'02""",,22-05-87,,Ajax,FC Groningen,2005,Dutch
121,,Koen van de Laak,F,"6'00""",11 07,03-09-82,Vught,FC Den Bosch,FC Groningen,2005,Dutch
122,,Erik Nevland,F,"5'10""",11 09,10-11-77,Stavanger,Viking,FC Groningen,2005,Dutch
123,,Glen Salmon,F,"5'11""",12 00,24-12-77,Harare,NAC Breda,FC Groningen,2005,Dutch
124,2.0,Jakob Poulsen,M,"6'00""",11 05,07-07-83,,Esbjerg,SC Heerenveen,2005,Dutch
125,3.0,Petter Hansson,D,"6'01""",13 03,14-12-76,Helsingborg,Halmstads BK,SC Heerenveen,2005,Dutch
126,4.0,Michel Breuer,D,"6'00""",11 05,25-05-80,Gouda,Excelsior,SC Heerenveen,2005,Dutch
127,5.0,Marcel Seip,D,"6'00""",11 03,05-04-82,Winschoten,BV Veendam,SC Heerenveen,2005,Dutch
128,6.0,Paul Bosvelt,M,"6'00""",12 04,26-03-70,Doetinchem,Manchester C,SC Heerenveen,2005,Dutch
129,7.0,Ugur Yildirim,F,"5'10""",11 09,08-05-82,Apeldoorn,Go Ahead Eagles,SC Heerenveen,2005,Dutch
130,8.0,Hjalte Bo Norregaard,M,"6'00""",12 00,08-04-81,Copenhagen,FC København,SC Heerenveen,2005,Dutch
131,10.0,Lasse Nilsson,M,"5'11""",11 00,03-01-82,Borås,Elfsborg,SC Heerenveen,2005,Dutch
132,11.0,André Hanssen,M,"5'10""",11 11,31-01-81,Skjervøj,Bodø/Glimt,SC Heerenveen,2005,Dutch
133,12.0,Mark de Vries,F,6'03'',12 01,24-08-75,Paramaribo,Leicester C,SC Heerenveen,2005,Dutch
134,14.0,Thomas Präger,M,"5'09""",11 05,13-09-85,Vienna,FC OMV Staflau,SC Heerenveen,2005,Dutch
135,15.0,Jeroen Drost,D,"6'00""",12 04,21-01-87,Kampen,Go Ahead Eagles,SC Heerenveen,2005,Dutch
136,16.0,Sebastiaan Steur,F,"6'02""",12 04,08-03-84,Naarden,FC Volendam,SC Heerenveen,2005,Dutch
137,17.0,Arnold Bruggink,M,6'00'',12 08,24-07-77,Almelo,Mallorca,SC Heerenveen,2005,Dutch
138,18.0,Fernando Derveld,D,"6'02""",13 00,22-10-76,Vlissingen,Odense,SC Heerenveen,2005,Dutch
139,19.0,Niklas Tarvajärvi,F,"6'01""",13 05,13-03-83,Tuusula,MyPa,SC Heerenveen,2005,Dutch
140,21.0,Abdelkarim Kissi,M,"5'10""",11 07,05-05-80,Oujda,Litex Lovech,SC Heerenveen,2005,Dutch
141,22.0,Henrico Drost,D,"6'00""",12 08,21-01-87,Kampen,Go Ahead Eagles,SC Heerenveen,2005,Dutch
142,23.0,Danijel Pranjic,M,"5'07""",10 03,02-12-81,Nasice,Dinamo Zagreb,SC Heerenveen,2005,Dutch
143,24.0,Boy Waterman,G,"6'02""",13 01,24-01-84,Lelystad,Ajax,SC Heerenveen,2005,Dutch
144,25.0,Brian Vandenbussche,G,"6'05""",13 03,24-09-81,Blankenberge,Sparta Rotterdam,SC Heerenveen,2005,Dutch
145,26.0,Sven Taberima,G,"5'09""",12 04,15-06-85,Amersfoort,Ajax,SC Heerenveen,2005,Dutch
146,27.0,Oguzhan Türk,M,,,17-05-86,Kampen,DOS Kampen,SC Heerenveen,2005,Dutch
147,30.0,Ken Ilso Larsen,F,,,08-05-82,Copenhagen,BK Frem,SC Heerenveen,2005,Dutch
148,36.0,Lasse Schöne,M,"5'10""",11 11,27-05-86,Glostrup,Ljungby IF,SC Heerenveen,2005,Dutch
149,37.0,Bo Storm,M,"5'07""",09 13,03-02-87,Nordberg,Aarhus,SC Heerenveen,2005,Dutch
150,,Kevin Moeliker,G,"5'10""",12 00,27-05-80,Rotterdam,Stormvogels Telstar,SC Heerenveen,2005,Dutch
151,,Brian van Loo,G,"6'06""",14 09,02-04-75,Almelo,Stevo,Heracles Almelo,2005,Dutch
152,,Martin Pieckenhagen,G,"6'01""",13 08,15-11-71,Berlin,Hamburg,Heracles Almelo,2005,Dutch
153,,Chris Wijnterp,G,,,22-05-85,Almelo,FC Twente,Heracles Almelo,2005,Dutch
154,,Nico Jan Hoogma,D,"6'01""",13 05,26-10-68,Heerenveen,Hamburg,Heracles Almelo,2005,Dutch
155,,Rudy Jansen,D,"5'11""",11 11,02-01-79,Utrecht,FC Utrecht,Heracles Almelo,2005,Dutch
156,,Ragnar Klavan,D,"6'01""",12 04,30-10-85,Viljandi,Vålerenga,Heracles Almelo,2005,Dutch
157,,Mark Looms,D,"6'04""",11 07,24-03-81,Almelo,Luctor,Heracles Almelo,2005,Dutch
158,,Peter Reekers,D,"6'00""",12 04,02-06-81,Westerhaar,DETO,Heracles Almelo,2005,Dutch
159,,Marnix Smit,D,"6'01""",12 08,10-12-75,Almelo,FC Twente,Heracles Almelo,2005,Dutch
160,,Sergio Hellings,M,"6'00""",12 00,11-10-84,Amsterdam,Anderlecht,Heracles Almelo,2005,Dutch
161,,Rob Maas,M,"5'10""",11 07,17-12-69,Eindhoven,Duisburg,Heracles Almelo,2005,Dutch
162,,Stefaan Tanghe,M,"5'09""",10 10,15-01-72,Kortrijk,FC Utrecht,Heracles Almelo,2005,Dutch
163,,Remon de Vries,M,"5'09""",11 03,06-07-79,Apeldoorn,AGOVV Apeldoorn,Heracles Almelo,2005,Dutch
164,,Sander Weenk,M,,,01-01-86,,None,Heracles Almelo,2005,Dutch
165,,Jan Wuytens,M,"6'02""",12 01,09-06-85,Hasselt,PSV,Heracles Almelo,2005,Dutch
166,,Sota Hirayama,F,"6'03""",12 11,06-06-85,Fukuoka,Tsukuba University,Heracles Almelo,2005,Dutch
167,,Marc Höcher,F,"5'11""",11 00,09-09-84,Almelo,Rietvogels,Heracles Almelo,2005,Dutch
168,,Bernard Hofstede,F,"5'11""",12 00,22-09-80,Tegelen,VVV Venlo,Heracles Almelo,2005,Dutch
169,,Mika Nurmela,F,"5'10""",12 06,26-12-71,Oulu,HJK Helsinki,Heracles Almelo,2005,Dutch
170,,Kwame Quansah,F,"5'07""",10 08,24-11-82,Tema,Ajax,Heracles Almelo,2005,Dutch
171,,Thijs Sluijter,F,,,10-02-80,Uitgeest,SC Heerenveen,Heracles Almelo,2005,Dutch
172,,Gert-Jan Tamerus,F,"6'03""",13 08,11-10-80,Haarlem,Haarlem,Heracles Almelo,2005,Dutch
173,1.0,Davy Schollen,G,"6'03""",13 12,28-02-78,Sint-Truiden,KRC Genk,NAC Breda,2005,Dutch
174,2.0,Kurt Elshot,D,"5'10""",12 00,03-07-77,Paramaribo,FC Groningen,NAC Breda,2005,Dutch
175,3.0,Rob Penders,D,"5'11""",11 11,31-12-75,Zaandam,RBC Roosendaal,NAC Breda,2005,Dutch
176,4.0,Patrick Zwaanswijk,D,"6'03""",13 08,17-01-75,Haarlem,Oita Trinita,NAC Breda,2005,Dutch
177,5.0,Sander van Gessel,M,"6'03""",12 11,04-11-76,Leidschendam,FC Groningen,NAC Breda,2005,Dutch
178,6.0,Tamás Petö,M,"6'00""",12 01,08-06-74,Ajka,Vasas Budapest,NAC Breda,2005,Dutch
179,7.0,David Mendes da Silva,M,"6'02""",12 00,04-08-82,Rotterdam,Sparta Rotterdam,NAC Breda,2005,Dutch
180,8.0,Mike Zonneveld,M,"5'09""",10 10,27-10-80,Leiden,NEC,NAC Breda,2005,Dutch
181,9.0,Victor Sikora,F,"5'08""",10 01,11-04-78,Deventer,Ajax,NAC Breda,2005,Dutch
182,10.0,Arne Slot,M,"6'00""",12 00,17-09-78,Bergentheim,FC Zwolle,NAC Breda,2005,Dutch
183,11.0,Maceo Rigters,F,"5'10""",14 07,22-01-84,Amsterdam,FC Dordrecht,NAC Breda,2005,Dutch
184,12.0,Benny Kerstens,D,"6'01""",11 03,27-06-83,Raamsdonk,SC Gastel,NAC Breda,2005,Dutch
185,14.0,Tony Vidmar,D,"6'01""",12 10,04-07-70,Adelaide,Cardiff C,NAC Breda,2005,Dutch
186,15.0,Anouar Diba,F,"5'08""",09 08,27-02-83,Utrecht,FC Utrecht,NAC Breda,2005,Dutch
187,16.0,Arno van Zwam,G,"6'02""",13 03,16-09-69,Beneden-Leeuwen,Jubilo Iwata,NAC Breda,2005,Dutch
188,17.0,Evander Sno,D,,,09-04-87,Dordrecht,Feyenoord,NAC Breda,2005,Dutch
189,18.0,Johan Vonlanthen,F,"5'09""",10 08,01-02-86,Santa Marta,PSV,NAC Breda,2005,Dutch
190,19.0,Julian Jenner,F,6'02,11 07,28-02-84,Delft,DWV,NAC Breda,2005,Dutch
191,20.0,Wilmer Kousemaker,D,"6'00""",12 04,12-07-85,Tholen,Tholense Boys,NAC Breda,2005,Dutch
192,21.0,Arjan Christianen,G,"6'02""",12 06,19-12-82,Oud Gastel,SC Gastel,NAC Breda,2005,Dutch
193,22.0,Arie Jonker,F,,,20-05-84,Katwijk,Katwijk,NAC Breda,2005,Dutch
194,23.0,Ronnie Stam,M,"5'09""",09 11,18-06-84,Breda,Feyenoord,NAC Breda,2005,Dutch
195,24.0,Ivo van Engelen,D,,,24-04-85,Vlijmen,RKC Waalwijk,NAC Breda,2005,Dutch
196,27.0,Aykut Demir,D,"5'11""",10 08,22-10-88,Bergen op Zoom,DOSKO,NAC Breda,2005,Dutch
197,29.0,Timothy Derijck,D,"6'01""",12 01,25-05-87,Liedekerke,Feyenoord,NAC Breda,2005,Dutch
198,30.0,Leonardo,F,"5'08""",11 05,09-03-83,Rio de Janeiro,Feyenoord,NAC Breda,2005,Dutch
199,1.0,Gábor Babos,G,"6'05""",12 13,24-10-74,Sopron,Feyenoord,NEC Nijmegen,2005,Dutch
200,2.0,Robbie Wielaert,D,"5'10""",12 04,29-12-78,Emmeloord,PSV,NEC Nijmegen,2005,Dutch
201,3.0,Peter Wisgerhof,D,"5'11""",13 03,19-11-79,Wageningen,Vitesse,NEC Nijmegen,2005,Dutch
202,4.0,Jeffrey Leiwakabessy,D,"5'08""",09 11,23-02-81,Arnhem,Elistha,NEC Nijmegen,2005,Dutch
203,5.0,David Jones,M,"5'11""",10 00,04-11-84,Southport,Manchester U,NEC Nijmegen,2005,Dutch
204,6.0,Patrick Pothuizen,D,"6'01""",13 12,15-05-72,Culemborg,FC Twente,NEC Nijmegen,2005,Dutch
205,7.0,Romano Denneboom,F,"6'02""",13 05,29-01-81,Schiedam,SC Heerenveen,NEC Nijmegen,2005,Dutch
206,8.0,Edgar Barreto,M,"5'09""",12 04,15-07-84,Asunción,Cerro Porteño,NEC Nijmegen,2005,Dutch
207,9.0,Bart Van den Eede,F,"6'04""",14 07,03-11-77,Hamme,NAC Breda,NEC Nijmegen,2005,Dutch
208,10.0,Said Boutahar,M,"5'08""",11 05,12-08-82,Rotterdam,RKC Waalwijk,NEC Nijmegen,2005,Dutch
209,14.0,Muslu Nalbantoglu,D,"5'09""",11 07,24-11-83,Amersfoort,APWC,NEC Nijmegen,2005,Dutch
210,15.0,Jonas Olsson,D,"6'04""",13 03,10-03-83,Landskrona,Landskrona BoIS,NEC Nijmegen,2005,Dutch
211,16.0,Tininho,M,"6'00""",12 01,23-10-77,Montesclaros,RBC Roosendaal,NEC Nijmegen,2005,Dutch
212,17.0,Björn van der Doelen,M,"5'10""",11 03,24-08-76,Goirle,FC Twente,NEC Nijmegen,2005,Dutch
213,18.0,Guilliano Grot,F,"6'01""",12 04,15-03-83,Arnhem,De Treffers,NEC Nijmegen,2005,Dutch
214,20.0,Alexander Prent,F,"5'10""",12 04,25-05-83,Utrecht,Saestum,NEC Nijmegen,2005,Dutch
215,21.0,Jasar Takak,M,"5'07""",11 07,04-03-85,Den Bosch,PSV,NEC Nijmegen,2005,Dutch
216,22.0,Chaimil Mormon,D,,,02-05-83,Arnhem,None,NEC Nijmegen,2005,Dutch
217,23.0,Andrzej Niedzielan,F,"5'11""",12 00,27-02-79,Zary,Dyskobolia Groclin,NEC Nijmegen,2005,Dutch
218,24.0,Rutger Worm,F,"5'11""",11 00,01-02-86,Nijmegen,Vitesse,NEC Nijmegen,2005,Dutch
219,25.0,Raymon van Emmerik,G,"5'10""",11 07,11-06-80,Naarden,1.FC Kleve,NEC Nijmegen,2005,Dutch
220,1.0,Heurelho da Silva Gomes,G,"6'03""",12 13,15-02-81,João Pinheiro,Cruzeiro,PSV Eindhoven,2005,Dutch
221,2.0,André Ooijer,D,"6'00""",12 00,11-07-74,Amsterdam,Roda JC,PSV Eindhoven,2005,Dutch
222,3.0,Michael Reiziger,D,5'10'',11 11,03-05-73,Amstelveen,Middlesbrough,PSV Eindhoven,2005,Dutch
223,4.0,Alex,D,"6'02""",14 00,17-06-82,Niterói,Santos,PSV Eindhoven,2005,Dutch
224,5.0,Michael Ball,D,"6'01""",11 09,02-10-79,Liverpool,Rangers,PSV Eindhoven,2005,Dutch
225,6.0,Timmy Simons,M,"6'01""",12 06,12-12-76,Diest,Club Brugge,PSV Eindhoven,2005,Dutch
226,7.0,Mika Väyrynen,M,"5'10""",11 03,28-12-81,Eskilstuna,SC Heerenveen,PSV Eindhoven,2005,Dutch
227,8.0,Phillip Cocu,M,"6'00""",11 09,29-10-70,Eindhoven,Barcelona,PSV Eindhoven,2005,Dutch
