,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
28,Kirkenes,Norwegian,Bodø/Glimt,04-09-76,"5'11""",Vegard Sannes,,2,F,Alta,2,12 04,2005.0
29,Kyrksæterøra,Norwegian,Bodø/Glimt,03-03-69,"6'01""",Erik Hoftun,,3,D,Rosenborg,3,13 05,2005.0
30,Lofoten,Norwegian,Bodø/Glimt,28-11-72,"6'00""",Cato Hansen,,4,D,Vågakameratene,4,12 08,2005.0
31,San José [CRC],Norwegian,Bodø/Glimt,24-11-84,"6'02""",Roy Miller,,5,D,Sport Cartaginés,5,,2005.0
32,Sandnessjøen,Norwegian,Bodø/Glimt,21-10-76,"6'01""",Stian Theting,,6,M,Skeid,6,12 13,2005.0
33,Bodø,Norwegian,Bodø/Glimt,07-10-70,"5'10""",Runar Berg,,7,M,Venezia,7,11 05,2005.0
34,Harstad,Norwegian,Bodø/Glimt,02-02-79,"6'01""",Olav Råstad,,8,M,Tromsø,8,12 08,2005.0
35,Bodø,Norwegian,Bodø/Glimt,03-07-73,"5'11""",Aasmund Bjørkan,,9,F,Vålerenga,9,12 04,2005.0
36,Svolvær,Norwegian,Bodø/Glimt,13-06-72,"5'10""",Stig Johansen,,10,F,Southampton,10,12 04,2005.0
37,,Norwegian,Bodø/Glimt,28-08-76,"6'03""",Håvard Sakariassen,,11,F,Moss,11,14 07,2005.0
38,,Norwegian,Bodø/Glimt,21-09-76,"6'01""",Jonas Ueland Kolstad,,12,G,Florida Atlantic University,12,13 10,2005.0
39,Trondheim,Norwegian,Bodø/Glimt,20-05-73,"6'00""",Håvard Halvorsen,,14,D,Byåsen,14,12 08,2005.0
40,,Norwegian,Bodø/Glimt,14-02-84,"5'09""",Tom Høgli,,16,M,Skånland,16,11 05,2005.0
41,Steigen,Norwegian,Bodø/Glimt,04-12-86,"6'00""",Ruben Imingen,,17,D,Fauske/Spirit,17,11  05,2005.0
42,Bodø,Norwegian,Bodø/Glimt,17-05-78,"5'10""",Christian Berg,,18,M,None,18,11 11,2005.0
43,,Norwegian,Bodø/Glimt,05-02-84,"5'10""",Trond Olsen,,20,F,Lyngen/Karnes,20,11 00,2005.0
44,San José [CRC],Norwegian,Bodø/Glimt,13-08-83,,Randall Brenes,,21,F,Sport Cartaginés,21,,2005.0
45,Tønsberg,Norwegian,Bodø/Glimt,22-04-70,"6'05""",Fredrik Kjølner,,22,D,Molde,22,14 11,2005.0
46,Trondheim,Norwegian,Bodø/Glimt,01-02-71,"6'00""",Harald Brattbakk,,23,F,Rosenborg,23,11 05,2005.0
47,Levanger,Norwegian,Bodø/Glimt,03-06-81,"5'10""",Kristoffer Paulsen,,24,D,Levanger,24,11 11,2005.0
48,,Norwegian,Bodø/Glimt,16-07-71,"6'03""",Ole Arvid Langnes,,25,G,Kongsvinger,25,13 08,2005.0
49,Kristiansund,Norwegian,Bodø/Glimt,06-04-78,"6'00""",Stig Arild Råket,,27,F,Molde,27,12 04,2005.0
50,Bergen,Norwegian,Brann,19-08-83,"6'01""",Johan Thorbjørnsen,,1,G,None,1,12  04,2005.0
51,Kverneland,Norwegian,Brann,10-11-79,"6'02""",Ragnvald Soma,,3,D,Bryne,3,13 05,2005.0
52,Bergen,Norwegian,Brann,06-08-75,"5'11""",Cato Guntveit,,4,D,Aberdeen,4,12 00,2005.0
53,Bergen,Norwegian,Brann,04-01-78,"5'11""",Martin Knudsen,,5,D,Viking,5,11 05,2005.0
54,Bergen,Norwegian,Brann,15-02-82,"5'11""",Helge Haugen,,6,M,Åsane,6,11 11,2005.0
55,East Kilbride,Norwegian,Brann,04-01-74,"5'10""",Robbie Winters,,7,F,Aberdeen,7,12 00,2005.0
56,Kråkstad,Norwegian,Brann,20-02-77,"5'11""",Martin Andresen,,8,M,Stabæk,8,12 08,2005.0
57,Manly,Norwegian,Brann,17-05-82,"6'04""",Dylan MacAllister,,9,F,Northern Spirit,9,14 02,2005.0
58,Stavanger,Norwegian,Brann,01-01-75,"6'02""",Bengt Sæternes,,10,F,Brügge,10,14 07,2005.0
59,Voss,Norwegian,Brann,18-02-82,"6'03""",Kristian Ystaas,,11,F,Sogndal,11,13 01,2005.0
60,Odda,Norwegian,Brann,11-06-82,"6'02""",Håkon Opdal,,12,G,Odda,12,14 00,2005.0
61,Bærum,Norwegian,Brann,05-09-84,"6'01""",Erik Huseklepp,,13,M,Fyllingen,13,11 05,2005.0
62,Bergen,Norwegian,Brann,19-05-85,"5'02""",Arve Walde,,14,F,None,14,12 04,2005.0
63,Bergen,Norwegian,Brann,28-01-81,"6'02""",Erlend Hanstveit,,15,D,Osterøy,15,12 11,2005.0
64,Glasgow,Norwegian,Brann,18-03-76,"5'10""",Charlie Miller,,16,M,Dundee U,16,12 01,2005.0
65,Bergen,Norwegian,Brann,08-03-77,"5'11""",Christian Kalvenes,,17,D,Sogndal,17,11 11,2005.0
66,Grindavík,Norwegian,Brann,15-05-75,"6'02""",Ólafur Örn Bjarnason,,18,D,Grindavík,18,12  11,2005.0
67,Stavanger,Norwegian,Brann,28-06-75,"6'02""",Tom Sanne,,19,F,Viking,19,12 06,2005.0
68,Alta,Norwegian,Brann,22-06-82,"5'10""",Trond Fredrik Ludvigsen,,20,F,Bodø/Glimt,20,11 11,2005.0
69,Akureyri,Norwegian,Brann,07-10-80,"5'11""",Kristjan Ørn Sigurdsson,,21,D,KR,21,12 08,2005.0
70,,Norwegian,Brann,15-09-85,"5'06""",Michael Helegbe,,22,M,Liberty Professionals,22,10 10,2005.0
71,,Norwegian,Brann,10-08-87,,Mads Århus Fjeldstad,,23,,,23,,2005.0
72,Bergen,Norwegian,Brann,27-03-86,"6'03""",Steffen Haraldsen,,24,G,Molde,24,13 03,2005.0
73,Scheibbs,Norwegian,Brann,11-03-80,"6'03""",Paul Scharner,,25,M,Salzburg,25,12 13,2005.0
74,Bergen,Norwegian,Brann,12-05-87,"5'10""",Thor Jørgen Spurkeland,,26,F,Nordhordaland,26,11 00,2005.0
75,Ålseund,Norwegian,Brann,03-09-81,"6'03""",Fredrik Klock,,28,D,Aalesund,28,12 08,2005.0
76,Bergen,Norwegian,Brann,22-12-87,"5'11""",Nicolay Misje,,29,M,None,29,11 11,2005.0
77,Åfjård,Norwegian,Fredrikstad,06-10-82,"6'06""",Alexander Lund Hansen,,1,G,Rosenborg,1,14 09,2005.0
78,Askim,Norwegian,Fredrikstad,25-04-75,"6'00""",Pål André Czwartek,,2,D,Moss,2,12 00,2005.0
79,,Norwegian,Fredrikstad,17-04-86,,Jørgen Magnussen,,3,D,,3,,2005.0
80,Lura,Norwegian,Fredrikstad,05-06-84,"5'07""",Trond Erik Bertelsen,,4,D,Haugesund,4,11 09,2005.0
81,Austrheim,Norwegian,Fredrikstad,26-09-73,"6'00""",Roger Helland,,5,D,Lillestrøm,5,12 06,2005.0
82,Sarpsborg,Norwegian,Fredrikstad,17-03-81,"5'11""",Simen Brenne,,7,F,Moss,7,11 07,2005.0
83,Oslo,Norwegian,Fredrikstad,09-12-72,"5'10""",Dagfinn Enerly,,8,F,Rosenborg,8,11 07,2005.0
84,,Norwegian,Fredrikstad,11-07-79,"6'03""",Raio Piiroja,,9,D,Flora Tallinn,9,12 01,2005.0
85,,Norwegian,Fredrikstad,28-10-83,"6'05""",Øyvind Hoås,,10,F,Molde,10,14 13,2005.0
86,Columbia,Norwegian,Fredrikstad,10-06-78,"5'09""",Brian West,,11,M,Columbus Crew,11,11 07,2005.0
87,,Norwegian,Fredrikstad,15-03-84,"6'01""",Magnus Hjulstad,,12,G,Drøbak/Frogn,12,12 11,2005.0
88,Greåker,Norwegian,Fredrikstad,08-11-74,"5'09""",Raymond Kvisvik,,14,M,Brann,14,12 11,2005.0
89,Fredrikstad,Norwegian,Fredrikstad,08-08-76,"5'10""",Hans Erik Ramberg,,15,M,Moss,15,11 11,2005.0
90,Trysil,Norwegian,Fredrikstad,08-10-76,"5'09""",Lars Blixt,,16,D,Rosenborg,16,11 05,2005.0
91,,Norwegian,Fredrikstad,,,Fabian Andersen,,17,,,17,,2005.0
92,,Norwegian,Fredrikstad,14-01-81,,Mathias Lindström,,18,D,Allianssi,18,,2005.0
93,,Norwegian,Fredrikstad,25-07-84,"5'10""",Michael Røn,,20,M,Borg,20,11 05,2005.0
94,,Norwegian,Fredrikstad,27-12-74,"5'10""",Mihály Tóth,,21,F,Matav Sopron,21,12 08,2005.0
95,Bodø,Norwegian,Fredrikstad,22-08-83,"6'00""",Martin Wiig,,22,F,Odd,22,11 09,2005.0
96,,Norwegian,Fredrikstad,08-01-79,"5'11""",John Anders Bjørkøy,,23,M,Hønefoss,23,11 09,2005.0
97,,Norwegian,Fredrikstad,04-09-74,"6'02""",Bora Zivkovic,,24,D,FC København,24,12 00,2005.0
98,,Norwegian,Fredrikstad,25-03-75,"6'03""",Steinar Sørlie,,25,G,Romerike,25,14 11,2005.0
99,,Norwegian,Fredrikstad,07-06-86,,Jose Garro,,26,M,Herediano,26,,2005.0
100,,Norwegian,Fredrikstad,06-09-86,,Gherland McDonald,,28,F,Proyecto Morera Soto,28,,2005.0
101,,Norwegian,Fredrikstad,01-01-88,"6'03""",Lasse Staw,,30,G,Borg Fotball,30,13 10,2005.0
102,Trondheim,Norwegian,HamKam,22-06-72,"6'03""",Marius Røvde,,1,G,Lillestrøm,1,13 05,2005.0
103,Värnamo,Norwegian,HamKam,25-08-71,"5'10""",Glenn Leif Ståhl,,2,D,Husqvarna,2,12 06,2005.0
104,Brussels,Norwegian,HamKam,12-07-80,"5'11""",Axel Smeets,,3,D,Ankaragücü,3,12 08,2005.0
105,Hamar,Norwegian,HamKam,08-05-85,"6'03""",Pål Ekeberg Schjerve,,4,D,Ottestad,4,11 05,2005.0
106,Hamar,Norwegian,HamKam,05-02-84,"5'10""",Petter Vaagan Moen,,5,M,None,5,09 11,2005.0
107,Skjetten,Norwegian,HamKam,20-02-77,"5'09""",Marius Gullerud,,6,M,Kongsvinger,6,10 08,2005.0
108,Lillehammer,Norwegian,HamKam,28-07-79,"5'10""",Vegard Bjerke,,7,D,Moelven,7,11 05,2005.0
109,,Norwegian,HamKam,24-03-73,"6'03""",Peter Sörensen,,8,D,Malmö FF,8,14 02,2005.0
110,Lagos,Norwegian,HamKam,05-12-84,"6'00""",Oluwasegun Abiodun,,9,F,Al Whada,9,12 11,2005.0
111,,Norwegian,HamKam,10-10-78,"6'01""",Kenneth Dokken,,10,F,Hønefoss,10,13 10,2005.0
112,Oslo,Norwegian,HamKam,13-03-79,"5'11""",Espen Olsen,,11,F,Lørenskog,11,12 04,2005.0
113,Mjällby,Norwegian,HamKam,05-05-76,"6'03""",Markus Ringberg,,12,F,Fredrikstad,12,13 12,2005.0
114,,Norwegian,HamKam,21-09-78,"6'00""",Jarl-André Storbæk,,13,D,Raufoss,13,13 03,2005.0
115,Kristiansand,Norwegian,HamKam,14-12-76,"5'10""",Knut Henry Haraldsen,,14,D,Westerlo,14,09 11,2005.0
116,,Norwegian,HamKam,21-02-70,"6'03""",Jess Thorup,,15,F,Esbjerg,15,13 01,2005.0
117,Oslo,Norwegian,HamKam,04-09-73,"5'09""",Rune Buer-Johansen,,16,M,Sogndal,16,11 03,2005.0
118,Hamar,Norwegian,HamKam,11-01-83,"5'07""",Hai Lam,,17,D,None,17,09 06,2005.0
119,Hamar,Norwegian,HamKam,24-03-88,"6'00""",John Anders Rise,,18,D,Moelven,18,11 05,2005.0
120,Nantes,Norwegian,HamKam,28-11-70,"6'00""",Jan Michaelsen,,19,M,Panathinaikos,19,12 01,2005.0
121,,Norwegian,HamKam,30-01-70,"5'11""",Espen Haug,,20,M,Lyn,20,11 00,2005.0
122,Moelv,Norwegian,HamKam,23-06-87,,Truls Jevne Hagen,,21,M,Moelven,21,,2005.0
123,Lørenskog,Norwegian,HamKam,03-11-70,"6'00""",Geir Frigård,,22,F,Lierse,22,12 01,2005.0
124,Salinas,Norwegian,HamKam,12-03-77,"5'10""",Ramiro Corrales,,23,F,San Jose Earthquakes,23,11 00,2005.0
125,Dokka,Norwegian,HamKam,11-02-79,"6'01""",Joachim Sørum,,24,D,Lillehammer,24,12 08,2005.0
126,Philadelphia,Norwegian,HamKam,31-01-77,"6'02""",Eddie Gustafsson,,25,G,Molde,25,13 01,2005.0
127,Trondheim,Norwegian,HamKam,08-11-71,"6'00""",Svein-Inge Haagenrud,,30,G,Romerike,30,12 13,2005.0
128,Frankfurt am Main,Norwegian,Lillestrøm,30-05-78,"6'04""",Heinz Müller,,1,G,Arminia Bielefeld,1,15 04,2005.0
129,Kristiansand,Norwegian,Lillestrøm,17-08-76,"6'03""",Amders Rambekk,,2,D,Odd,2,12 11,2005.0
130,Atherton,Norwegian,Lillestrøm,12-01-80,"5'10""",Shane Stefanutto,,3,D,Brisbane Strikers,3,12 04,2005.0
131,Kalmar,Norwegian,Lillestrøm,22-10-78,"5'08""",Christoffer Andersson,,5,D,Helsingborgs IF,5,11 03,2005.0
132,Gjøvik,Norwegian,Lillestrøm,09-03-76,"5'10""",Pål Strand,,6,M,Raufoss,6,12 08,2005.0
133,Lørenskog,Norwegian,Lillestrøm,10-10-79,"6'02""",Espen Søgård,,7,M,Fet,7,11 07,2005.0
134,,Norwegian,Lillestrøm,13-02-81,"5'10""",Khaled Mouelhi,,8,M,Club Africain,8,11 05,2005.0
135,Trondheim,Norwegian,Lillestrøm,15-11-75,"6'00""",Johan Petter Winsnes,,9,D,Moss,9,12 08,2005.0
136,Gävle,Norwegian,Lillestrøm,28-10-74,"6'01""",Magnus Powell,,10,F,Helsingborgs IF,10,12 13,2005.0
137,Ulsteinvik,Norwegian,Lillestrøm,08-07-85,"5'08""",Magnus Myklebust,,11,F,Hødd,11,11  05,2005.0
138,Ålesund,Norwegian,Lillestrøm,21-06-83,"6'04""",Bjørn Helge Riise,,12,M,Standard Liège,12,14 02,2005.0
139,Oslo,Norwegian,Lillestrøm,17-01-78,"6'05""",Frode Kippe,,13,D,Liverpool,13,14 02,2005.0
140,Zenica,Norwegian,Lillestrøm,31-07-78,"5'10""",Sasa Radulovic,,14,F,LR Ahlen,14,11 09,2005.0
141,Pieta,Norwegian,Lillestrøm,17-04-81,"5'05""",Michael Mifsud,,15,F,Kaiserslautern,15,09 11,2005.0
142,,Norwegian,Lillestrøm,25-06-82,"6'02""",Mato Grubisic,,16,F,Skjetten,16,13 12,2005.0
143,Cloncurry,Norwegian,Lillestrøm,16-08-77,"6'00""",Kasey Wehrman,,17,M,Moss,17,12 04,2005.0
144,Ålseund,Norwegian,Lillestrøm,17-04-78,"6'03""",Arild Sundgot,,18,F,Hødd,18,13 05,2005.0
145,Oslo,Norwegian,Lillestrøm,11-08-65,"6'00""",Gunnar Halle,,19,D,Aurskog/Finstadbrud,19,12 07,2005.0
146,Molde,Norwegian,Lillestrøm,09-05-71,"5'11""",Per Magne Misund,,20,G,Åndalsnes,20,12 13,2005.0
147,,Norwegian,Lillestrøm,19-05-82,"6'02""",Pål Steffen Andreassen,,23,D,None,23,12 08,2005.0
148,,Norwegian,Lillestrøm,05-05-82,"6'02""",Andreas Yacob-Haddad,,24,F,Assyriska FF,24,11 11,2005.0
149,Ljubljana,Norwegian,Lillestrøm,20-09-80,"5'09""",Robert Koren,,25,M,Publikum Celje,25,11 03,2005.0
150,,Norwegian,Lillestrøm,12-05-84,,Harald Hauge,,26,M,Sørum,26,,2005.0
151,,Norwegian,Lillestrøm,22-05-84,"6'04""",Eirik Jansen,,30,G,Lørenskog,30,13 01,2005.0
152,Würzburg,Norwegian,Lillestrøm,17-03-64,"6'02""",Claus Reitmaier,,41,G,RW Erfurt,41,15 02,2005.0
153,,Norwegian,Lyn,17-03-81,"6'02""",Nuno Marques,,1,G,Estrela da Amadora,1,12 04,2005.0
154,,Norwegian,Lyn,01-02-85,"5'10""",Mounir Hamoud,,2,M,None,2,10 12,2005.0
155,,Norwegian,Lyn,01-05-75,"5'11""",Henrik Dahl,,3,D,Silkeborg,3,12 01,2005.0
156,,Norwegian,Lyn,09-05-84,"6'01""",Kristian Flittie Onstad,,4,D,Gjelleråsen,4,12 13,2005.0
157,Glostrup,Norwegian,Lyn,13-04-71,"6'00""",Steven Lustü,,5,D,AB,5,12 13,2005.0
158,Stavanger,Norwegian,Lyn,24-01-77,"5'11""",Leif Gunnar Smerud,,6,M,Mandalskameratene,6,12 11,2005.0
159,Szczecin,Norwegian,Lyn,25-06-85,"6'00""",Tomasz Sokolowski,,7,M,Asker,7,11  00,2005.0
160,,Norwegian,Lyn,15-03-80,"6'04""",Stefan Gislason,,8,F,Keflavik,8,13 03,2005.0
161,Córdoba,Norwegian,Lyn,16-07-79,"5'10""",Enrique Ortiz,,9,M,Instituto (Córdoba),9,12 08,2005.0
162,Oslo,Norwegian,Lyn,28-12-71,"5'10""",Jan-Derek Sørensen,,10,M,Borussia Dortmund,10,11 09,2005.0
163,Kemi,Norwegian,Lyn,05-08-80,"5'10""",Keijo Huusko,,11,F,TP-47,11,12 08,2005.0
164,Sandefjord,Norwegian,Lyn,15-05-86,"6'01""",Kevin Larsen,,13,D,Store Bergan,13,12 04,2005.0
165,,Norwegian,Lyn,08-04-87,"5'10""",Ezekiel Bala,,14,F,JC Raiders,14,10 10,2005.0
166,Kristiansund,Norwegian,Lyn,17-08-70,"5'10""",Øyvind Leonhardsen,,15,M,Aston Villa,15,11 11,2005.0
167,,Norwegian,Lyn,08-01-84,"5'10""",Christoffer Dahl,,17,M,KFUM Oslo,17,11 07,2005.0
168,Mjøndalen,Norwegian,Lyn,10-10-87,"6'00""",Bjarne Kortgaard Ingebretsen,,18,M,Mjøndalen,18,11 11,2005.0
169,,Norwegian,Lyn,01-06-86,"6'02""",Zhinedu Obuke,,19,M,Schell Akademy,19,11 00,2005.0
170,Jos,Norwegian,Lyn,22-04-87,"5'11""",Mikel John Obi,,20,M,Plateau United,20,12 08,2005.0
171,Ørlandet,Norwegian,Lyn,28-02-72,"6'03""",Jo Tessem,,21,F,Southampton,21,12 13,2005.0
172,Oslo,Norwegian,Lyn,18-12-73,"6'03""",Tommy Berntsen,,22,D,Eintracht Frankfurt,22,13 05,2005.0
173,Ålesund,Norwegian,Lyn,28-06-83,"5'11""",Lars Kristian Eriksen,,23,D,None,23,11  09,2005.0
174,,Norwegian,Lyn,08-09-86,"6'03""",Johan Dahlin,,24,G,Trollhättan,24,14 02,2005.0
175,,Norwegian,Lyn,04-08-83,"6'04""",Daniel Theorin,,25,D,Friska Viljor,25,12 13,2005.0
176,Muscat,Norwegian,Lyn,30-12-81,"6'04""",Ali Al-Habsi,,26,G,Al-Nasser,26,12 06,2005.0
177,Odense,Norwegian,Lyn,31-10-84,"5'09""",Mads Timm,,27,F,Manchester U,27,12 10,2005.0
178,,Norwegian,Molde,27-04-78,"6'04""",Knut Dørum Lillebakk,,1,G,None,1,12 08,2005.0
179,Trondheim,Norwegian,Molde,16-01-82,"6'02""",Martin Høyem,,2,D,Rosenborg,2,12 01,2005.0
180,Buchanan,Norwegian,Molde,13-07-78,"6'03""",Marcus Andreassen,,3,D,Bryne,3,14  05,2005.0
181,Tampere,Norwegian,Molde,09-08-70,"6'04""",Toni Kallio,,4,D,Helsinki,4,13 03,2005.0
182,Åndalsnes,Norwegian,Molde,18-03-77,"5'10""",Øyvind Gjerde,,5,D,Aalesund,5,11 00,2005.0
183,Molde,Norwegian,Molde,30-07-75,"6'00""",Daniel Berg Hestad,,6,M,Heerenveen,6,12 08,2005.0
184,,Norwegian,Molde,22-06-78,"6'00""",Thomas Mork,,7,M,Grykameratene,7,12 00,2005.0
185,Volda,Norwegian,Molde,20-07-80,"5'08""",Dag Roar Ørsal,,8,M,Hødd,8,,2005.0
186,Rosetown,Norwegian,Molde,23-01-81,"6'04""",Rob Friend,,9,F,Moss,9,14 07,2005.0
187,Bergen,Norwegian,Molde,04-01-78,"5'07""",Stian Ohr,,10,M,Stabæk,10,10 03,2005.0
188,Örebro,Norwegian,Molde,25-10-73,"6'00""",Magnus Kihlberg,,11,M,Lillestrøm,11,12 08,2005.0
189,,Norwegian,Molde,,,Kristian Dolmen,,13,G,Skarbøvik,13,,2005.0
190,,Norwegian,Molde,26-01-83,"5'10""",John Andreas Husøy,,14,M,Harøy,14,11 00,2005.0
191,Kristiansund,Norwegian,Molde,17-09-73,"6'03""",Petter Rudi,,15,M,Austria Vienna,15,13 05,2005.0
192,,Norwegian,Molde,03-04-81,"6'01""",Erlend Ormbostad,,16,D,None,16,11 11,2005.0
193,Molde,Norwegian,Molde,24-11-70,"6'01""",Trond Strande,,17,D,Fræna,17,13 12,2005.0
194,,Norwegian,Molde,16-01-83,"6'01""",Tommy Eide Møster,,18,M,Træff,18,12 00,2005.0
195,,Norwegian,Molde,17-07-85,"5'09""",Knut Olav Rindarøy,,19,D,Gossen,19,11 09,2005.0
196,,Norwegian,Molde,30-11-73,"5'09""",Kai Røberg,,20,M,Træff,20,11 05,2005.0
197,,Norwegian,Molde,09-02-83,"6'04""",Johan Nås,,21,F,Træff,21,,2005.0
198,Tjørvåg,Norwegian,Molde,12-11-78,"6'04""",Lars Ivar Moldskred,,22,G,Hødd,22,15 04,2005.0
199,,Norwegian,Molde,04-08-79,"5'11""",Torgeir Ruud Ramsli,,23,D,Sunndal,23,11 11,2005.0
200,,Norwegian,Molde,29-01-79,"6'01""",Matej Mavrič,,24,D,Gorica,24,13 01,2005.0
201,,Norwegian,Molde,12-01-82,,Madio Monate,,26,F,Al-Ittihad,26,,2005.0
202,Lørenskog,Norwegian,Molde,11-10-85,"5'10""",Øyvind Gram,,27,M,Træff,27,11 05,2005.0
203,,Norwegian,Molde,07-09-87,"6'00""",Peter Berg Hestad,,30,M,None,30,13 01,2005.0
204,Oslo,Norwegian,Molde,23-08-72,"6'00""",Petter Christian Singsaas,,33,D,Steinkjer,33,13 03,2005.0
205,,Norwegian,Molde,18-06-86,,Øystein Reiten,,34,M,Sunndal,34,,2005.0
206,,Norwegian,Molde,15-05-85,,Einar Olav Aspås Brakstad,,35,F,Eidsvåg,35,,2005.0
207,,Norwegian,Molde,24-01-85,,Heine Bugge,,36,D,Rival,36,,2005.0
208,,Norwegian,Molde,07-08-86,,Vegard Holand,,37,M,Herd,37,,2005.0
209,,Norwegian,Molde,,,Jorg Jenset,,38,,,38,,2005.0
210,,Norwegian,Molde,,,Vidar Storvik,,39,,,39,,2005.0
211,,Norwegian,Molde,21-02-85,,Einar Helde,,40,,,40,,2005.0
212,,Norwegian,Molde,,,Anders Beinset,,41,G,,41,,2005.0
213,,Norwegian,Molde,,,Odin Folke Olsen,,42,F,,42,,2005.0
214,,Norwegian,Molde,,,Ole Alexander Ulvestad,,43,,,43,,2005.0
215,,Norwegian,Molde,23-11-86,,Thomas Hammerbäck,,44,F,,44,,2005.0
216,,Norwegian,Molde,12-07-78,,Ole Jakob V. Strandhagen,,45,D,Løv-Ham,45,,2005.0
217,Moss,Norwegian,Odd,20-04-69,"6'00""",Erik Holtan,,1,G,Kongsvinger,1,12 11,2005.0
218,Caracas,Norwegian,Odd,29-07-76,"6'01""",Fernando De Ornelas,,2,F,Olympiakos Nikosia,2,12 08,2005.0
219,Härnösand,Norwegian,Odd,15-09-82,"6'03""",Per Nilsson,,3,D,AIK,3,12 13,2005.0
220,Douala,Norwegian,Odd,29-01-83,"6'04""",Somen Tchoyi,,4,M,Union de Douala,4,13 03,2005.0
221,Levanger,Norwegian,Odd,22-08-78,"5'11""",Trond Viggo Toresen,,5,M,Pors,5,12 08,2005.0
222,Sandefjord,Norwegian,Odd,06-05-75,"6'01""",Morten Fevang,,6,M,Runar,6,13 01,2005.0
223,Innsbruck,Norwegian,Odd,19-02-74,"5'10""",Christian Flindt Bjerg,,7,M,Viking,7,11 09,2005.0
224,Mosjøen,Norwegian,Odd,28-01-72,"6'02""",Bent Inge Johnsen,,8,M,Rosenborg,8,14 00,2005.0
225,Degerfors,Norwegian,Odd,12-10-74,"6'02""",Sebastian Henriksson,,9,F,IFK Göteborg,9,13 03,2005.0
