,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
123,5,David Rivas,D,6'03'',13  05,02-12-78,Dos Hermanas,Betis  B,Betis,2005,Spanish
124,6,Dani,F,"5'10""",09  11,16-09-81,Seville,Betis  B,Betis,2005,Spanish
125,7,Fernando Varela,D,5'11'',12  04,01-09-79,Dos Hermanas,Extremadura,Betis,2005,Spanish
126,8,Arzu,M,6'00'',12  00,17-03-81,Seville,Córdoba,Betis,2005,Spanish
127,9,Fernando  Fernández,M,5'11'',12  00,02-06-74,Málaga,Valladolid,Betis,2005,Spanish
128,10,Juan José  Cañas,M,6'00'',12  04,17-05-72,Rota,Betis  B,Betis,2005,Spanish
129,11,Diego  Tardelli,F,"5'10""",11 05,10-05-85,Santa Barbara  d'Oeste,São  Paulo,Betis,2005,Spanish
130,12,Robert,F,"6'00""",12  06,27-02-81,Salvador,PSV Eindhoven,Betis,2005,Spanish
131,13,Antonio  Doblas,G,6'00'',11  05,05-08-80,Seville,Betis B,Betis,2005,Spanish
132,14,Capi,M,5'09'',11  03,26-03-77,Capas,Granada,Betis,2005,Spanish
133,15,Nano,D,6'01'',12  06,07-07-80,Ciudad Real,Getafe,Betis,2005,Spanish
134,16,Óscar  López,D,"5'10""",11  03,11-05-80,Cerdanyola,Barcelona,Betis,2005,Spanish
135,17,Joaquín,M,5'10'',11  11,21-07-81,Puerto de Santa Maria,Betis  B,Betis,2005,Spanish
136,18,Alberto Rivera,M,5'06'',10  10,19-02-78,Puertollano,Levante,Betis,2005,Spanish
137,19,Israel,M,"5'08""",10  06,16-03-87,Utrera,Betis B,Betis,2005,Spanish
138,20,Marcos  Assunçao,M,6'00'',12  04,25-07-76,Caieiras,Roma,Betis,2005,Spanish
139,21,Xisco,F,5'05'',12  06,05-09-80,Manacor,Valencia,Betis,2005,Spanish
140,22,Paolo Castellini,D,"5'10""",11  05,25-03-79,Brescia,Brescia,Betis,2005,Spanish
141,24,Edú,M,6'00'',11  09,10-01-79,São Paulo,Celta Vigo,Betis,2005,Spanish
142,25,Miguel  Ángel,M,6'01'',12  04,16-09-78,Barcelona,Málaga,Betis,2005,Spanish
143,27,Melli,D,6'00'',11  11,06-06-84,Barbate,Betis B,Betis,2005,Spanish
144,28,David  Relaño,G,"6'02""",12  11,22-04-82,Andujar,Betis B,Betis,2005,Spanish
145,29,Isidoro,D,,,,,Betis B,Betis,2005,Spanish
146,31,Juande,M,,,12-06-86,,Betis B,Betis,2005,Spanish
147,1,Armando,G,5'11'',12  06,16-01-71,Sopelana,Barakaldo,Cádiz,2005,Spanish
148,2,José  Julián de la Cuesta,D,"6'00""",11  07,11-02-83,Medellín,Atlético  Nacional,Cádiz,2005,Spanish
149,3,Raúl  López,D,5'11'',11  11,17-09-76,Cádiz,Racing Ferrol,Cádiz,2005,Spanish
150,4,Ramón De Quintana,D,6'02'',12  08,06-02-72,Girona,Rayo  Vallecano,Cádiz,2005,Spanish
151,5,Abraham  Paz,D,5'10'',11  11,14-03-79,Santa María,Portuense,Cádiz,2005,Spanish
152,6,Roberto  Suárez,M,5'08'',10  12,07-04-74,Grados,Lleida,Cádiz,2005,Spanish
153,7,Eduardo Berizzo,D,6'00'',12  04,13-10-69,Cruz Alta,Celta Vigo,Cádiz,2005,Spanish
154,8,Enrique,M,"5'09""",10  10,02-07-77,Zafra,Cacareño,Cádiz,2005,Spanish
155,9,Oli,F,5'07'',10  12,02-04-72,Oviedo,Oviedo,Cádiz,2005,Spanish
156,10,Fabián  Estoyanoff,M,"5'08""",10  08,27-09-82,Montevideo,Valencia,Cádiz,2005,Spanish
157,11,Matías  Pavoni,F,5'09'',12  01,25-09-80,Buenos Aires,Central  Córdoba,Cádiz,2005,Spanish
158,12,Nenad  Mirosavljevic,F,"6'01""",12  00,04-09-77,Pozega,Zarpic,Cádiz,2005,Spanish
159,13,Raúl  Navas,G,5'10'',12  04,16-01-78,Cádiz,Cádiz B,Cádiz,2005,Spanish
160,14,Iván Ania,M,5'10'',11  00,24-10-77,Oviedo,Tenerife,Cádiz,2005,Spanish
161,15,Benjamín,M,6'00'',11  07,02-03-76,Valladolid,Betis,Cádiz,2005,Spanish
162,16,Andrés  José Fleurquin,M,6'01'',13  01,08-02-75,Montevideo,Rennes,Cádiz,2005,Spanish
163,17,Lucas  Lobos,M,"5'09""",09  06,03-08-81,La Plata,Gimnasia  y Esgrima (LP),Cádiz,2005,Spanish
164,18,Mário  Silva,D,5'09'',11  07,24-04-77,Oporto,FC  Porto,Cádiz,2005,Spanish
165,19,Jonathan  Sesma,M,5'09'',11  11,14-11-78,Las Palmas,Ceuta,Cádiz,2005,Spanish
166,20,Alexander  Medina,F,"5'10""",12  00,08-08-78,Montevideo,Nacional  [URU],Cádiz,2005,Spanish
167,21,Alejandro  Varela,D,5'11'',11  07,05-10-73,Alicante,Hércules,Cádiz,2005,Spanish
168,22,Luciano  Vella,D,"5'09""",11 03,13-04-81,Rosario,Newell's  Old Boys,Cádiz,2005,Spanish
169,23,Fernando  Morán,M,5'09'',10  08,27-04-76,Madrid,Racing  Santander,Cádiz,2005,Spanish
170,24,Juan José  Bezares,M,"5'09""",11  07,17-05-81,La Línea de  Concepción,Sevilla,Cádiz,2005,Spanish
171,25,Oscar Limia,G,"6'00""",12  08,16-07-75,Avellaneda,Arsenal  [ARG],Cádiz,2005,Spanish
172,1,Esteban  Andrés,G,6'02'',13  01,27-06-75,Avilés,Sevilla,Celta Vigo,2005,Spanish
173,2,José  Enrique,D,"6'00""",12  13,23-01-86,Valencia,Valencia,Celta Vigo,2005,Spanish
174,3,Matías Lequi,D,6'02'',12  04,15-03-81,Rosario,Lazio,Celta Vigo,2005,Spanish
175,4,Borja  Oubiña,M,5'11'',11  11,17-05-82,Vigo,Celta  B,Celta Vigo,2005,Spanish
176,5,Everton Giovanella,M,5'10'',11  00,13-09-70,Caixas do Sul,Salamanca,Celta Vigo,2005,Spanish
177,6,Roberto,M,"5'10""",12  00,18-01-85,Goiâna,Guaraní,Celta Vigo,2005,Spanish
178,7,Antonio  Núñez,M,6'00'',11  00,19-01-79,Madrid,Liverpool,Celta Vigo,2005,Spanish
179,8,Ángel,M,5'11'',11  03,10-03-81,Santa  Lucia de Tirajana,Las  Palmas,Celta Vigo,2005,Spanish
180,9,Juan  Sánchez,F,5'08'',11  05,15-02-72,Aldaya,Valencia,Celta Vigo,2005,Spanish
181,10,Javi Guerrero,F,5'09'',11  11,22-10-76,Madrid,Racing  Santander,Celta Vigo,2005,Spanish
182,11,Gustavo  López,M,5'09'',11  11,13-04-73,Valentin Alsina,Zaragoza,Celta Vigo,2005,Spanish
183,12,Diego Rodolfo  Placente,D,5'09'',11  05,24-04-77,Buenos Aires,Bayer  Leverkusen,Celta Vigo,2005,Spanish
184,13,José  Manuel Pinto,G,6'01'',12  13,08-11-75,Cádiz,Betis,Celta Vigo,2005,Spanish
185,14,Jesús Perera,F,5'10'',11  07,12-04-80,Olivenza,Mallorca,Celta Vigo,2005,Spanish
186,15,Pablo  Contreras,D,5'11'',12  01,11-09-78,Santiago,Monaco,Celta Vigo,2005,Spanish
187,16,David Silva,M,"5'08""",10  08,08-01-86,Arguineguín,Valencia,Celta Vigo,2005,Spanish
188,17,Sebastián  Méndez,D,5'10'',11  07,07-04-77,Buenos  Aires,Vélez  Sarsfield,Celta Vigo,2005,Spanish
189,18,Fernando  Baiano,F,6'00'',12  11,18-03-79,São  Paulo,São  Caetano,Celta Vigo,2005,Spanish
190,19,Yago,D,"6'00""",12  08,19-08-79,Abidjan,Sporting Gijón,Celta Vigo,2005,Spanish
191,20,Jonathan,M,5'10'',11  05,28-02-82,Moaña,Celta  B,Celta Vigo,2005,Spanish
192,21,Jorge Larena,M,5'09'',11  00,29-09-81,Las Palmas,Atlético  Madrid,Celta Vigo,2005,Spanish
193,22,Daniël de Ridder,F,"5'11""",11 00,06-03-84,Amsterdam,Ajax,Celta Vigo,2005,Spanish
194,23,Sergio  Fernández,D,6'02'',12  13,23-05-77,Avilés,Sporting  Gijón,Celta Vigo,2005,Spanish
195,24,Fabián Canobbio,M,6'00'',11  11,08-03-80,Montevideo,Valencia,Celta Vigo,2005,Spanish
196,25,Iriney,M,5'10'',11  00,23-04-81,Humaitá,Rayo Vallecano,Celta Vigo,2005,Spanish
197,26,Sérgio  Álvarez,G,"5'10""",11  11,03-08-86,Villagarcía  de Arousa,Celta B,Celta Vigo,2005,Spanish
198,27,Marcos  Bermúdez,G,"6'00""",11  09,23-02-86,Portonovo,Celta B,Celta Vigo,2005,Spanish
199,29,Carlos  Vela,F,"5'08""",11  03,01-03-89,Cancún,Arsenal,Celta Vigo,2005,Spanish
200,1,José  Francisco Molina,G,6'01'',14  00,08-08-70,Valencia,Atlético Madrid,Deportivo La Coruña,2005,Spanish
201,2,Manuel Pablo,D,5'09'',12  08,25-01-76,Arucas,Las Palmas,Deportivo La Coruña,2005,Spanish
202,3,Enrique Romero,D,6'00'',12  06,23-06-71,Jerez de la Frontera,Mallorca,Deportivo La Coruña,2005,Spanish
203,4,Aldo Duscher,M,5'11'',12  08,29-03-79,Esquel,Sporting CP,Deportivo La Coruña,2005,Spanish
204,5,César Martin,D,6'01'',12  11,02-04-77,Oviedo,Oviedo,Deportivo La Coruña,2005,Spanish
205,6,Julian de  Guzman,M,5'07'',10  10,25-03-81,Toronto,Hannover 96,Deportivo La Coruña,2005,Spanish
206,7,Sebastián  Taborda,F,"6'02""",13  10,22-05-81,Montevideo,Defensor,Deportivo La Coruña,2005,Spanish
207,8,Sergio Gonzalez,M,5'10'',11  07,10-11-76,Barcelona,Espanyol,Deportivo La Coruña,2005,Spanish
208,9,Diego  Tristán,F,6'01'',12  06,05-01-76,La Algaba,Mallorca,Deportivo La Coruña,2005,Spanish
209,10,Javier Arizmendi,F,"6'02""",12  00,03-03-84,Madrid,Atlético  Madrid,Deportivo La Coruña,2005,Spanish
210,11,Pedro  Munitis,F,5'06'',11  03,19-06-75,Santander,Real Madrid,Deportivo La Coruña,2005,Spanish
211,12,Francisco Gallardo,M,5'07'',10  06,13-01-80,Seville,Sevilla,Deportivo La Coruña,2005,Spanish
212,13,Gustavo  Munúa,G,6'02'',13  10,27-01-78,Montevideo,Nacional,Deportivo La Coruña,2005,Spanish
213,14,Jorge Andrade,D,6'00'',11  07,09-04-78,Lisbon,Porto,Deportivo La Coruña,2005,Spanish
214,15,Juan Capdevila,D,6'00'',12  04,02-03-78,Tarrega,Atlético Madrid,Deportivo La Coruña,2005,Spanish
215,16,Roberto Acuña,M,"5'09""",12  04,25-03-72,Avellaneda,Zaragoza,Deportivo La Coruña,2005,Spanish
216,17,Rubén  Castro,F,5'07'',10  03,27-06-81,Las Palmas,Las Palmas,Deportivo La Coruña,2005,Spanish
217,18,Victor  Sánchez,F,6'00'',12  01,23-02-76,Madrid,Racing  Santander,Deportivo La Coruña,2005,Spanish
218,19,Jesús Muñoz,M,6'01'',12  04,01-01-76,Mota del Cuervo,Atlético  Madrid,Deportivo La Coruña,2005,Spanish
219,20,Momo,M,6'00'',12  04,15-07-82,Las Palmas,Las Palmas,Deportivo La Coruña,2005,Spanish
220,21,Juan Carlos  Valerón,M,5'11'',11  05,17-06-75,Las Palmas,Atlético Madrid,Deportivo La Coruña,2005,Spanish
221,22,Juanma,D,5'11'',11  11,17-01-77,Huelva,Racing  Santander,Deportivo La Coruña,2005,Spanish
222,23,Fabrizio Coloccini,D,6'00'',12  04,22-01-82,Córdoba,Milan,Deportivo La Coruña,2005,Spanish
223,24,Héctor,D,6'00'',12  08,11-10-74,Andalusia,Sevilla,Deportivo La Coruña,2005,Spanish
224,25,Dani Mallo,G,5'11'',13  01,25-01-79,La  Coruña,Deportivo  B,Deportivo La Coruña,2005,Spanish
225,35,Iván Carril,F,"5'11""",12  04,13-02-85,Santiago de  Compostela,Deportivo  B,Deportivo La Coruña,2005,Spanish
226,36,Xisco,F,"5'10""",11  00,27-06-86,Palma de  Mallorca,Deportivo B,Deportivo La Coruña,2005,Spanish
227,40,Senel,F,"5'10""",12  04,13-05-84,Vigo,Deportivo  B,Deportivo La Coruña,2005,Spanish
228,41,Iago,M,"5'09""",11  09,23-02-84,La  Coruña,Deportivo  B,Deportivo La Coruña,2005,Spanish
229,42,Chapi,D,"6'00""",11  05,12-04-85,La  Coruña,Deportivo  B,Deportivo La Coruña,2005,Spanish
230,1,Gorka Iraizoz,G,6'03'',13  05,06-03-81,Pamplona,Gernika,Espanyol,2005,Spanish
231,2,Armando  Sá,D,5'09'',11  00,16-09-75,Maputo,Villarreal,Espanyol,2005,Spanish
232,3,David  García,D,5'08'',11  07,16-01-81,Manresa,Espanyol  B,Espanyol,2005,Spanish
233,4,Alberto Lopo,M,6'01'',12  11,05-05-80,Barcelona,Espanyol  B,Espanyol,2005,Spanish
234,5,Mauricio  Pochettino,D,"5'11""",12  08,12-03-72,Murphy,Bordeaux,Espanyol,2005,Spanish
