,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
21,Santa Fé,Argentinian,Argentinos Juniors,07-12-83,"5'10""",Darío Gandín,,22.0,F,Colón (Santa Fe),22,12 13,2005
22,Viedma,Argentinian,Argentinos Juniors,21-10-85,"5'08""",Juan Martínez,,23.0,F,Vélez Sarsfield,23,11 05,2005
23,Capital Federal,Argentinian,Argentinos Juniors,03-05-78,"6'01""",Juan Manuel Herbella,,24.0,D,Barcelona [ECU],24,12 11,2005
24,Capital Federal,Argentinian,Argentinos Juniors,13-10-84,"6'01""",Leonel Nuñez,,25.0,F,None,25,11 11,2005
25,Capital Federal,Argentinian,Argentinos Juniors,19-01-84,,Nicolás Pareja,,26.0,D,None,26,,2005
26,Capital Federal,Argentinian,Argentinos Juniors,25-03-85,"6'03""",Nicolás Navarro,,27.0,G,None,27,13 10,2005
27,Pichincha,Argentinian,Argentinos Juniors,24-10-77,"6'00""",Iván Kaviedes,,28.0,F,Barcelona [ECU],28,11 03,2005
28,Capital Federal,Argentinian,Arsenal,10-11-71,"5'10""",Carlos Ruiz,,2.0,D,None,2,11 11,2005
29,Lincoln,Argentinian,Arsenal,18-08-76,"5'07""",Mauricio Almada,,3.0,D,Gimnasia y Esgrima (ER),3,12 06,2005
30,Garuapé,Argentinian,Arsenal,15-09-73,"6'00""",Darío Espínola,,4.0,D,None,4,12 01,2005
31,Lanús,Argentinian,Arsenal,08-02-78,"6'00""",Gastón Esmerado,,5.0,M,Olimpo (BB),5,12 01,2005
32,Córdoba,Argentinian,Arsenal,19-12-78,"5'11""",Victor López,,6.0,D,Talleres (Córdoba),6,12 00,2005
33,Comodoro Rivadavia,Argentinian,Arsenal,28-05-78,"6'00""",José Tabares,,7.0,F,CAI Comodoro Rivadavia,7,12 06,2005
34,Capital Federal,Argentinian,Arsenal,17-11-82,"5'10""",Leonel Ríos,,8.0,M,Almería,8,11 00,2005
35,Guernica,Argentinian,Arsenal,08-06-80,5'10'',Pulpo González,,9.0,F,Numancia,9,12 04,2005
36,Lomas de Zamora,Argentinian,Arsenal,10-01-80,"5'08""",Javier Morales,,10.0,M,Newell's Old Boys,10,11 03,2005
37,Capital Federal,Argentinian,Arsenal,20-02-79,"5'10""",Patricio González,,11.0,M,Lanús,11,11 07,2005
38,Godoy Cruz,Argentinian,Arsenal,11-11-81,"6'01""",Esteban Dreer,,12.0,G,None,12,12 06,2005
39,Avellaneda,Argentinian,Arsenal,09-05-80,"5'11""",Carlos Casteglione,,13.0,D,Juventud UU,13,12 08,2005
40,La Plata,Argentinian,Arsenal,30-01-77,"5'08""",Germán Noce,,14.0,D,Tiro Federal (Rosario),14,11 07,2005
41,Rawson,Argentinian,Arsenal,28-01-78,"5'09""",Cristian Tula,,15.0,D,River Plate,15,11 07,2005
42,Lomas de Zamora,Argentinian,Arsenal,26-06-86,"5'11""",Cristian Llama,,16.0,M,None,16,12 06,2005
43,Venado Tuerto,Argentinian,Arsenal,30-09-84,"6'00""",Juan Caffa,,17.0,M,Ferrocarril Oeste,17,11 07,2005
44,San Isidro,Argentinian,Arsenal,12-01-79,"5'08""",Santiago Hirsig,,18.0,M,Huracán,18,11 09,2005
45,Avellaneda,Argentinian,Arsenal,19-04-83,"6'00""",Juan Garat,,19.0,F,None,19,11 07,2005
46,Lanús,Argentinian,Arsenal,24-12-79,,Rodrigo Mannara,,20.0,M,Racing Club,20,,2005
47,Morón,Argentinian,Arsenal,27-03-83,"6'01""",Román Martínez,,21.0,M,Deportivo Morón,21,11 09,2005
48,Avellaneda,Argentinian,Arsenal,10-07-82,"6'00""",Mariano Brau,,22.0,D,None,22,12 06,2005
49,Kampala,Argentinian,Arsenal,19-12-80,"6'01""",Ibrahim Sekagya,,23.0,D,Ferrocarril Oeste,23,11 11,2005
50,San Nicolás,Argentinian,Arsenal,15-08-79,"5'07""",Javier Yacuzzi,,24.0,D,Tiro Federal (Rosario),24,11 00,2005
51,Wilde,Argentinian,Arsenal,02-11-84,,Sergio Matinella,,25.0,G,None,25,,2005
52,Arteaga,Argentinian,Arsenal,03-04-79,"5'07""",Santiago Raymonda,,26.0,M,Instituto (Córdoba),26,11 00,2005
53,Capital Federal,Argentinian,Arsenal,15-02-88,"5'05""",Alejandro Gómez,,27.0,M,None,27,09 06,2005
54,Sarandí,Argentinian,Arsenal,25-09-85,"5'08""",Martín Civit,,28.0,M,None,28,09 13,2005
55,Avellaneda,Argentinian,Arsenal,14-07-81,"5'11""",Leandro Caruso,,30.0,M,Pioneros de Obregón,30,12 01,2005
56,Artigas,Argentinian,Arsenal,22-06-80,"5'11""",Víctor Píriz Álvez,,31.0,F,Banfield,31,12 04,2005
57,Morón,Argentinian,Arsenal,06-03-83,,Carlos Hernández,,32.0,G,Vélez Sarsfield,32,,2005
58,Luján de Cuyo,Argentinian,Banfield,26-06-78,"6'00""",Cristian Luchetti,,1.0,G,Racing Club,1,11 07,2005
59,Moreno,Argentinian,Banfield,05-10-72,"6'00""",Adrián González,,2.0,D,Unión (Santa Fe),2,12 04,2005
60,Pehuajó,Argentinian,Banfield,14-10-83,"6'03""",Renato Civelli,,3.0,D,None,3,13 10,2005
61,Santa Fé,Argentinian,Banfield,04-03-80,"6'01""",Julio Barraza,,4.0,D,None,4,12 04,2005
62,San Antonio de Padua,Argentinian,Banfield,12-02-83,"5'10""",Damián Toledo,,5.0,M,None,5,11 09,2005
63,Lomas de Zamora,Argentinian,Banfield,08-01-71,"5'09""",Javier Sanguinetti,,6.0,D,Racing Club,6,11 05,2005
64,Carcarañá,Argentinian,Banfield,10-07-77,"5'10""",Javier Lux,,7.0,M,Instituto (Córdoba),7,12 00,2005
65,Florida,Argentinian,Banfield,14-12-79,"5'11""",Miguel Romero,,8.0,M,Gimnasia y Esgrima (LP),8,10 08,2005
66,Bella Vista,Argentinian,Banfield,17-07-80,"6'03""",José Sand,,9.0,F,River Plate,9,11 05,2005
67,Spegazzini,Argentinian,Banfield,19-05-84,"5'10""",Jesús Dátolo,,10.0,M,None,10,10 08,2005
68,Lomas de Zamora,Argentinian,Banfield,24-04-82,"5'09""",Fernando Álvarez,,11.0,F,None,11,11 03,2005
69,Capital Federal,Argentinian,Banfield,18-03-84,,Sebastián Pedretti,,12.0,D,None,12,,2005
70,Chaco,Argentinian,Banfield,24-01-87,"5'11""",Cristian  Maidana,,13.0,M,None,13,11 09,2005
71,Lomas de Zamora,Argentinian,Banfield,16-04-88,,Federico Sardella,,14.0,M,None,14,,2005
72,Lanús,Argentinian,Banfield,30-06-81,"5'08""",Federico Barrionuevo,,15.0,M,All Boys,15,09 11,2005
73,Capital Federal,Argentinian,Banfield,14-12-70,"6'00""",Juan Carlos Docabo,,16.0,G,Estudiantes (LP),16,13 05,2005
74,Capital Federal,Argentinian,Banfield,05-07-76,"6'00""",Martín Andrizzi,,17.0,M,Culiacán,17,12 06,2005
75,Chilecito,Argentinian,Banfield,26-09-77,"5'09""",Cristian Leiva,,18.0,M,None,18,12 04,2005
76,Quilmes,Argentinian,Banfield,27-02-77,"5'08""",Rubén Galván,,19.0,M,Independiente,19,11 00,2005
77,Baradero,Argentinian,Banfield,16-05-84,"5'09""",Darío Cvitanich,,20.0,F,None,20,10 08,2005
78,Morón,Argentinian,Banfield,04-03-84,"5'11""",Marcos Galarza,,21.0,D,None,21,11 05,2005
79,Capital Federal,Argentinian,Banfield,07-03-80,"6'00""",Pablo Santillo,,22.0,G,Atlanta,22,12 04,2005
80,Capital Federal,Argentinian,Banfield,13-02-82,"6'02""",Pablo Bologna,,23.0,G,None,23,13 05,2005
81,Capital Federal,Argentinian,Banfield,02-05-73,"5'09""",Ricardo Hernán Pagés,,24.0,D,Instituto (Córdoba),24,11 05,2005
82,Salliqueló,Argentinian,Banfield,23-02-87,"6'00""",Guillermo  Esteban,,25.0,D,None,25,13 05,2005
83,Bolivar,Argentinian,Banfield,28-10-84,"5'09""",Roberto Salvatierra,,26.0,M,None,26,11 11,2005
84,Sunchales,Argentinian,Banfield,18-08-81,"5'10""",Franco Mendoza,,27.0,F,Atlético Rafaela,27,12 00,2005
85,Capital Federal,Argentinian,Banfield,01-01-86,,Maxi Gómez,,28.0,M,None,28,,2005
86,Longchamps,Argentinian,Banfield,15-02-86,"6'03""",Gabriel Paletta,,29.0,D,None,29,12 08,2005
87,Hurlingham,Argentinian,Banfield,29-07-85,"5'11""",Fabián Santana,,30.0,M,None,30,12 00,2005
88,Durazno,Argentinian,Banfield,25-09-71,"5'10""",Josemir Lujambio,,31.0,F,Instituto (Córdoba),31,11 03,2005
89,Durazno,Argentinian,Banfield,19-04-85,"5'10""",Ignacio La Luz,,32.0,D,Nacional [URU],32,11 07,2005
90,Adrogué,Argentinian,Banfield,19-02-86,,Sergio Esteche,,35.0,M,None,35,,2005
91,Bouquet,Argentinian,Boca Juniors,19-08-72,"6'01""",Roberto Abbondanzieri,,1.0,G,Rosario Central,1,14 00,2005
92,Lincoln,Argentinian,Boca Juniors,18-01-73,"6'03""",Rolando Schiavi,,2.0,D,Argentinos Juniors,2,14 02,2005
93,Asunción,Argentinian,Boca Juniors,02-02-78,"5'09""",Claudio Morel Rodríguez,,3.0,D,San Lorenzo,3,12 00,2005
94,El Colorado,Argentinian,Boca Juniors,01-04-74,"5'06""",Hugo Benjamin Ibarra,,4.0,D,FC Porto,4,11 09,2005
95,Ciudadela,Argentinian,Boca Juniors,10-04-86,"5'10""",Fernando Gago,,5.0,M,None,5,10 03,2005
96,San Fernando del Valle,Argentinian,Boca Juniors,13-03-79,"6'00""",Daniel Díaz,,6.0,D,Colón (Sante Fe),6,12 08,2005
97,La Plata,Argentinian,Boca Juniors,04-05-73,"5'07""",Guillermo Barros Schelotto,,7.0,F,Gimnasia y Esgrima (LP),7,11 03,2005
98,Capital Federal,Argentinian,Boca Juniors,19-04-70,"6'00""",Diego Cagna,,8.0,M,Atlético Celaya,8,11 07,2005
99,La Plata,Argentinian,Boca Juniors,07-11-73,"6'02""",Martín Palermo,,9.0,F,Betis,9,13 01,2005
100,Capital Federal,Argentinian,Boca Juniors,03-01-80,"5'10""",Federico Insúa,,10.0,M,Independiente,10,11 07,2005
101,Bogotá,Argentinian,Boca Juniors,17-04-80,"5'10""",Fabián Vargas,,11.0,M,América de Cali,11,11 03,2005
102,Rafaela,Argentinian,Boca Juniors,28-12-80,"5'11""",Ezequiel Medrán,,12.0,G,Atlético Rafaela,12,12 04,2005
103,Bahía Blanca,Argentinian,Boca Juniors,05-02-82,"5'09""",Rodrigo Palacio,,14.0,F,Banfield,14,10 06,2005
104,Quenumá,Argentinian,Boca Juniors,15-07-81,"5'09""",José Calvo,,15.0,D,None,15,11 05,2005
105,Capitán Bermúdez,Argentinian,Boca Juniors,24-03-73,"5'08""",Marcelo Delgado,,16.0,F,Cruz Azul,16,12 08,2005
106,Los Surgentes,Argentinian,Boca Juniors,02-02-81,"5'10""",Guillermo Marino,,18.0,M,Newell's Old Boys,18,11 09,2005
107,Godoy Cruz,Argentinian,Boca Juniors,08-08-86,"5'08""",Neri Cardozo,,19.0,M,None,19,09 11,2005
108,Santa Fé,Argentinian,Boca Juniors,11-08-80,"5'11""",Sebastián Battaglia,,21.0,M,Villarreal,21,11 09,2005
109,Capital Federal,Argentinian,Boca Juniors,25-09-84,"6'00""",Matías Silvestre,,22.0,M,None,22,13 01,2005
110,Pergamino,Argentinian,Boca Juniors,03-09-80,"6'04""",Daniel Bilos,,23.0,F,Banfield,23,14 02,2005
111,Tucumán,Argentinian,Boca Juniors,16-04-79,"5'10""",Juan Krupoviesa,,24.0,M,Estudiantes (LP),24,12 04,2005
112,Paso de los Libres,Argentinian,Boca Juniors,30-08-83,"6'01""",Gustavo Eberto,,25.0,G,None,25,12 00,2005
113,José C Paz,Argentinian,Boca Juniors,14-07-85,"5'10""",Ezequiel Scarione,,27.0,M,None,27,11 05,2005
114,Ciudad Evita,Argentinian,Boca Juniors,19-03-85,,Eduardo Casais,,28.0,M,None,28,,2005
115,La Falda,Argentinian,Boca Juniors,04-02-84,"5'10""",Pablo Ledesma,,29.0,M,None,29,11 09,2005
116,,Argentinian,Boca Juniors,,,Sergio Moja,,30.0,,,30,,2005
117,,Argentinian,Boca Juniors,31-12-85,,Manuel Baigorria,,32.0,F,None,32,,2005
118,Morón,Argentinian,Boca Juniors,24-12-87,"5'11""",Matías Cahais,,33.0,D,None,33,11 11,2005
119,San Pedro,Argentinian,Boca Juniors,21-10-85,"5'09""",Andrés Franzoia,,34.0,M,None,34,11 05,2005
120,Charata,Argentinian,Boca Juniors,28-05-86,"6'00""",Enzo Gutiérrez,,36.0,M,None,36,11 09,2005
121,,Argentinian,Boca Juniors,,,Fernando Acosta,,38.0,D,None,38,,2005
122,,Argentinian,Boca Juniors,31-01-86,,Sergio Coronel,,39.0,D,None,39,,2005
123,,Argentinian,Boca Juniors,03-07-86,,Mariano Trípodi,,40.0,F,None,40,,2005
124,Santiago  del Estero,Argentinian,Boca Juniors,26-04-88,,Oscar  Trejo,,41.0,F,None,41,,2005
125,Pres. Roque Saenz Peña,Argentinian,Boca Juniors,14-02-85,"5'10""",Marcos Mondaini,,42.0,F,None,42,10 12,2005
126,Córdoba,Argentinian,Boca Juniors,02-01-86,"5'09""",Nicolás Bertolo,,44.0,M,None,43,11 07,2005
127,,Argentinian,Boca Juniors,,,Emiliano Fusco,,46.0,D,None,44,,2005
128,Santa Isabel,Argentinian,Colón (Santa Fe),13-08-76,"6'02""",Laureano Tombolini,,1.0,G,Rosario Central,1,12 04,2005
129,Venado Tuerto,Argentinian,Colón (Santa Fe),14-01-74,"6'00""",Federico Lussenhoff,,2.0,D,Cruz Azul,2,12 08,2005
130,Lima,Argentinian,Colón (Santa Fe),10-05-83,"6'00""",Juan Manuel Vargas,,3.0,D,Universitario de Deportes,3,11 11,2005
131,Rosario,Argentinian,Colón (Santa Fe),28-02-79,"6'01""",Fernando Crosa,,4.0,D,River Plate,4,12 06,2005
132,Leones,Argentinian,Colón (Santa Fe),30-01-77,"5'07""",Martín Romagnoli,,5.0,M,Badajoz,5,11 00,2005
133,San Lorenzo,Argentinian,Colón (Santa Fe),16-02-78,"5'10""",Alcides Píccolli,,6.0,D,None,6,12 04,2005
134,Badajoz,Argentinian,Colón (Santa Fe),04-06-79,"5'09""",Iván Moreno y Fabianesi,,7.0,F,Banfield,7,10 10,2005
135,Callao,Argentinian,Colón (Santa Fe),01-10-83,"6'02""",Juan Cominges,,8.0,M,Sporting Cristal,8,13 12,2005
136,Margarita,Argentinian,Colón (Santa Fe),17-10-82,"5'11""",Rubén Ramírez,,9.0,F,Tiro Federal (Rosario),9,12 04,2005
137,Cali,Argentinian,Colón (Santa Fe),16-06-76,"5'07""",Giovanni Hernández,,10.0,M,Deportivo Cali,10,09 11,2005
138,Vera,Argentinian,Colón (Santa Fe),01-03-84,,Claudio Bieler,,11.0,F,None,11,,2005
139,Paraná,Argentinian,Colón (Santa Fe),30-04-86,"6'01""",Fernando Alloco,,13.0,D,None,13,12 11,2005
140,Morón,Argentinian,Colón (Santa Fe),26-07-83,"5'09""",Pablo Jérez,,14.0,D,Boca Juniors,14,11 05,2005
141,F.Madero,Argentinian,Colón (Santa Fe),16-07-84,"5'11""",Franco Cángele,,15.0,F,Independiente,15,12 00,2005
142,Santa Fé,Argentinian,Colón (Santa Fe),19-09-86,"5'05""",Martín Bravo,,16.0,F,None,16,10 03,2005
143,Capital Federal,Argentinian,Colón (Santa Fe),22-09-79,"6'01""",Cristian Tavio,,17.0,D,Banfield,17,11 11,2005
144,Santa Fe,Argentinian,Colón (Santa Fe),21-03-85,,Gabriel Zuvinikar,,18.0,D,None,18,,2005
145,Lomas de Zamora,Argentinian,Colón (Santa Fe),10-09-81,"6'00""",Germán Denis,,19.0,F,Arsenal [ARG],19,12 04,2005
146,Coronel Dorrego,Argentinian,Colón (Santa Fe),26-12-72,"6'01""",Esteban Fuertes,,20.0,F,River Plate,20,13 12,2005
147,Posadas,Argentinian,Colón (Santa Fe),21-08-82,"6'06""",Jorge De Olivera,,21.0,G,Nueva Chicago,21,12 08,2005
148,Salta,Argentinian,Colón (Santa Fe),24-07-79,"5'11""",Cristian Zurita,,22.0,M,Independiente,22,12 06,2005
149,Santa Fe,Argentinian,Colón (Santa Fe),24-06-84,"5'10""",Luis Solís,,25.0,M,None,25,11 00,2005
150,Villa Gobernador Gálvez,Argentinian,Colón (Santa Fe),04-04-80,"5'10""",Diego Chitzoff,,26.0,D,Tiro Federal (Rosario),26,11 09,2005
151,Santa Clara,Argentinian,Colón (Santa Fe),21-06-84,"5'10""",Fernando Merlo,,27.0,M,None,27,09 13,2005
152,San Lorenzo,Argentinian,Colón (Santa Fe),31-10-80,,Alejandro Capurro,,28.0,M,None,28,,2005
153,Santa Fé,Argentinian,Colón (Santa Fe),02-03-78,,Diego Ribas,,50.0,G,,41,,2005
154,Río Cuarto,Argentinian,Estudiantes (La Plata),13-09-70,"6'01""",Martín Herrera,,1.0,G,Fulham,1,12 06,2005
155,San Martín,Argentinian,Estudiantes (La Plata),17-04-84,"5'09""",Pablo Álvarez,,2.0,D,Boca Juniors,2,12 04,2005
156,Avellaneda,Argentinian,Estudiantes (La Plata),06-05-80,"5'07""",Carlos Arano,,3.0,D,Quilmes,3,11 09,2005
157,Asunción,Argentinian,Estudiantes (La Plata),06-10-73,"6'00""",Juan Cáceres,,4.0,D,Cerro Porteño,4,12 06,2005
158,General Pico,Argentinian,Estudiantes (La Plata),19-09-81,"5'09""",Marcos Gelabert,,5.0,M,,5,11 00,2005
159,La Plata,Argentinian,Estudiantes (La Plata),22-07-78,"6'02""",Agustín Alayes,,6.0,D,Quilmes,6,13 03,2005
160,Carcarañá,Argentinian,Estudiantes (La Plata),19-06-85,"5'10""",José Sosa,,7.0,M,None,7,11 00,2005
161,Gobernador Crespo,Argentinian,Estudiantes (La Plata),20-12-78,"5'10""",Adrián Bastía,,8.0,M,Saturn Ramenskoe,8,11 11,2005
162,La Plata,Argentinian,Estudiantes (La Plata),24-10-70,"5'10""",José Calderón,,9.0,F,Arsenal [ARG],9,12 01,2005
163,La Plata,Argentinian,Estudiantes (La Plata),09-01-83,"5'08""",Marcelo Carrusca,,10.0,M,,10,11 00,2005
164,Elortondo,Argentinian,Estudiantes (La Plata),04-02-76,"5'10""",Rafael Maceratesi,,11.0,F,Colón (Santa Fe),11,11 09,2005
165,Villa  Constitución,Argentinian,Estudiantes (La Plata),23-01-84,"6'01""",César  Taborda,,12.0,G,None,12,13 03,2005
166,Tres Sargentos,Argentinian,Estudiantes (La Plata),04-03-84,"6'02""",José Basanta,,13.0,D,None,13,12 00,2005
167,La Plata,Argentinian,Estudiantes (La Plata),04-07-83,"6'00""",Marcos Angeleri,,14.0,D,None,14,10 10,2005
168,Isidro Casanova,Argentinian,Estudiantes (La Plata),22-07-80,"6'00""",Juan Huerta,,15.0,M,Nueva Chicago,15,12 00,2005
169,Tres Sargentos,Argentinian,Estudiantes (La Plata),27-05-82,"5'09""",Mariano Pavone,,16.0,F,None,16,13 00,2005
170,Godoy Cruz,Argentinian,Estudiantes (La Plata),19-11-81,"5'08""",Carlos Araujo,,17.0,D,Racing Club,17,11 03,2005
171,Goya,Argentinian,Estudiantes (La Plata),29-11-79,"5'06""",Rodolfo Cardozo,,18.0,M,Nueva Chicago,18,10 10,2005
172,Corral de Bustos,Argentinian,Estudiantes (La Plata),25-12-77,"6'03""",Fernando Ortiz,,19.0,D,Banfield,19,12 11,2005
173,Santiago,Argentinian,Estudiantes (La Plata),10-03-77,"5'07""",Rodrigo Meléndez,,20.0,M,Quilmes,20,10 06,2005
174,Castelli,Argentinian,Estudiantes (La Plata),04-03-83,,Dante Senger,,21.0,F,None,21,,2005
175,Berazategui,Argentinian,Estudiantes (La Plata),03-07-79,"5'06""",Rodrigo Braña,,22.0,M,Quilmes,22,11 00,2005
176,Capital Federal,Argentinian,Estudiantes (La Plata),11-09-76,"5'09""",José Chatruc,,23.0,M,Barcelona [ECU],23,11 07,2005
177,,Argentinian,Estudiantes (La Plata),03-12-84,,Ramón Fernández,,24.0,M,None,24,,2005
178,Lomas de Zamora,Argentinian,Estudiantes (La Plata),12-09-79,"5'11""",Damián Albil,,25.0,G,Independiente,25,11 00,2005
179,Pehuajó,Argentinian,Estudiantes (La Plata),15-06-83,"5'08""",Emmanuel Colombano,,26.0,F,,26,11 00,2005
180,,Argentinian,Estudiantes (La Plata),,,Gonzalo Klusener,,27.0,F,,27,,2005
181,,Argentinian,Estudiantes (La Plata),,,Germán Paz,,28.0,M,None,28,,2005
182,Capital Federal,Argentinian,Estudiantes (La Plata),23-08-77,"5'08""",Francisco Guerrero,,29.0,F,FC Zürich,29,11 00,2005
183,Capital Federal,Argentinian,Gimnasia y Esgrima (Jujuy),28-01-71,"6'03""",José Luis Campi,,1.0,G,Altos Hornos Zapla,1,14 04,2005
184,Lomas de Zamora,Argentinian,Gimnasia y Esgrima (Jujuy),02-02-75,"5'10""",Diego Alcarcón,,2.0,D,Atlético Rafaela,2,12 00,2005
185,San Salvador,Argentinian,Gimnasia y Esgrima (Jujuy),11-04-84,,Facundo Torres,,3.0,D,None,3,,2005
186,Monteros,Argentinian,Gimnasia y Esgrima (Jujuy),04-04-81,"5'10""",Franco Sosa,,4.0,D,None,4,12 01,2005
187,Salta,Argentinian,Gimnasia y Esgrima (Jujuy),23-06-78,"5'09""",Daniel Ramasco,,5.0,M,Juv. Antoniana (Salta),5,11 11,2005
188,Lanús,Argentinian,Gimnasia y Esgrima (Jujuy),20-05-76,"6'00""",Gabriel Ramón,,6.0,D,Lanús,6,12 00,2005
189,Córdoba,Argentinian,Gimnasia y Esgrima (Jujuy),12-12-75,"6'00""",Maximiliano Salas,,7.0,M,Ferrocarril Oeste,7,12 11,2005
190,Cañada de Gómez,Argentinian,Gimnasia y Esgrima (Jujuy),23-12-76,"5'09""",Marcelo Quinteros,,8.0,M,Deportivo Cuenca,8,11 05,2005
191,Santa Fe,Argentinian,Gimnasia y Esgrima (Jujuy),11-01-76,"5'11""",Héctor Silva,,9.0,F,Talleres (Córdoba),9,12 08,2005
192,Venado Tuerto,Argentinian,Gimnasia y Esgrima (Jujuy),05-05-79,"5'10""",Gabriel Roth,,10.0,M,Talleres (Córdoba),10,10 06,2005
193,San Miguel,Argentinian,Gimnasia y Esgrima (Jujuy),06-09-77,"6'00""",Gustavo Balvorín,,11.0,F,Atlético Tucumán,11,11 07,2005
194,Rio Segundo,Argentinian,Gimnasia y Esgrima (Jujuy),08-01-83,"5'07""",Cristian Devallis,,12.0,M,Talleres (Córdoba),12,10 03,2005
195,San Salvador,Argentinian,Gimnasia y Esgrima (Jujuy),13-05-75,"5'11""",Gustavo Coronel,,13.0,G,Talleres de Perico,13,12 11,2005
196,General Güemes,Argentinian,Gimnasia y Esgrima (Jujuy),06-10-72,,Alejandro González,,14.0,D,None,14,,2005
197,La Rioja,Argentinian,Gimnasia y Esgrima (Jujuy),27-07-83,"5'09""",Nicolás Herrera,,15.0,M,Racing Club,15,11 05,2005
198,Rosario,Argentinian,Gimnasia y Esgrima (Jujuy),25-01-80,"5'10""",Javier García,,16.0,M,Tiro Federal (Rosario),16,10 01,2005
199,Salto,Argentinian,Gimnasia y Esgrima (Jujuy),06-01-82,"5'09""",Israel Damonte,,17.0,M,San Martín,17,11 05,2005
200,Rio Cuarto,Argentinian,Gimnasia y Esgrima (Jujuy),15-10-82,"5'05""",Matías Oyola,,18.0,M,Defensores de Belgrano,18,11 09,2005
201,Rojas,Argentinian,Gimnasia y Esgrima (Jujuy),03-06-78,"5'08""",Fabio Pieters,,19.0,M,Hapoel Petach Tikva,19,11 00,2005
202,Lanús,Argentinian,Gimnasia y Esgrima (Jujuy),21-11-77,"5'11""",Julián Kmet,,20.0,M,Argentinos Juniors,20,12 00,2005
203,Rosario,Argentinian,Gimnasia y Esgrima (Jujuy),08-06-79,"6'00""",Luciano Palos,,21.0,G,Belgrano (Córdoba),21,12 13,2005
204,Avellaneda,Argentinian,Gimnasia y Esgrima (Jujuy),25-01-77,"6'01""",Juan Serrizuela,,23.0,D,Libertad,23,13 12,2005
205,San Salvador,Argentinian,Gimnasia y Esgrima (Jujuy),07-01-75,"5'10""",Daniel Juárez,,24.0,M,Huracán,24,12 06,2005
206,San Miguel de Tucumán,Argentinian,Gimnasia y Esgrima (Jujuy),08-02-75,,Gustavo Córdoba,,25.0,D,Instituto (Córdoba),25,,2005
207,,Argentinian,Gimnasia y Esgrima (Jujuy),21-04-86,,Juan Arraya,,26.0,F,None,26,,2005
208,Buenos Aires,Argentinian,Gimnasia y Esgrima (Jujuy),02-09-74,"6'00""",Gustavo Bartelt,,27.0,F,Talleres (Córdoba),27,12 08,2005
