,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
16,16,Lars Winde,G,"6'01""",11 07,03-12-75,Aalborg,Aalborg,Esbjerg,2006,Danish
17,17,Lars Christian Nielsen,D,"6'02""",12 08,17-06-79,,Saedding-Guldager,Esbjerg,2006,Danish
18,18,Morten Friis Jensen,M,"5'10""",11 11,06-04-85,Varde,Varde,Esbjerg,2006,Danish
19,19,Jesper  Jørgensen,M,"6'00""",11 05,09-05-84,,Varde,Esbjerg,2006,Danish
20,20,Kristian Flittie Onstad,D,"6'01""",12  13,09-05-84,Janderup,Lyn,Esbjerg,2006,Danish
21,21,Jerry Lucena,M,"5'09""",10 10,11-08-80,Esbjerg,None,Esbjerg,2006,Danish
22,22,Jesper Lange,F,"5'10""",10 10,11-01-86,,Odense,Esbjerg,2006,Danish
23,23,Jesper Grønborg,D,"6'02""",11  11,04-06-84,,Kvaglund,Esbjerg,2006,Danish
24,24,Nikolaj  Høgh,D,"6'03""",12 13,09-11-83,,Næsbjerg RUI,Esbjerg,2006,Danish
25,25,Mickaël Murcy,F,"6'00""",11 11,18-09-79,Beaumont-sur-Oise,La Louvière,Esbjerg,2006,Danish
26,26,Mikkel  Vendelbo,M,"6'01""",12  13,15-08-87,,None,Esbjerg,2006,Danish
31,31,Søren  Rieks,M,"6'00""",11  09,07-04-87,,None,Esbjerg,2006,Danish
40,40,Jonas Jensen,G,"6'02""",13 08,25-10-85,,Silkeborg,Esbjerg,2006,Danish
1,1,Søren Jochumsen,G,"5'11""",12 06,01-08-76,Horsens,Torsted,Horsens,2006,Danish
2,2,Per Gade,D,"6'02""",13 12,24-08-77,,FC Nordsjælland,Horsens,2006,Danish
3,3,Martin Halle,D,"6'01""",12 13,16-10-81,,Aarhus  Fremad,Horsens,2006,Danish
4,4,Mads Rieper,D,"6'03""",12 13,20-07-73,Aarhus,Aarhus,Horsens,2006,Danish
5,5,Steffen Algreen,D,"6'03""",13  08,17-09-79,,Hedensted,Horsens,2006,Danish
6,6,Lars  Jensen,D,"6'00""",11  07,04-07-75,,Jahn  Regensburg,Horsens,2006,Danish
7,7,Magne Sturød,F,"5'11""",11  09,19-10-79,,Odense,Horsens,2006,Danish
8,8,Henrik Hansen,M,"5'10""",11 03,28-07-79,Herlufsholm,SønderjyskE,Horsens,2006,Danish
9,9,Gilberto  Macena,F,"5'08""",11  07,01-04-84,,Holbæk,Horsens,2006,Danish
10,10,Allan Søgaard,M,"5'09""",11 09,20-01-78,,Middelfart,Horsens,2006,Danish
11,11,Niels Lodberg,F,"6'02""",12 00,14-06-80,,FC Nordsjælland,Horsens,2006,Danish
12,12,Martin Heinze,M,"5'07""",10 12,28-02-83,Esbjerg,Esbjerg,Horsens,2006,Danish
14,14,Søren Friis,M,"6'02""",12  08,01-01-70,,Stensballe,Horsens,2006,Danish
15,15,Kasper Klausen,M,"5'10""",11 07,20-12-82,,Skjold,Horsens,2006,Danish
16,16,Kenneth  Sørensen,M,"5'11""",10  08,20-12-82,,Holbæk,Horsens,2006,Danish
17,17,Claude  Ngon a Djam,F,"6'01""",12  00,24-01-80,,Skonto  Riga,Horsens,2006,Danish
18,18,Miki Rasmussen,F,"5'11""",12  04,02-03-83,,None,Horsens,2006,Danish
19,19,Steffen Ernemann,M,"6'00""",12 01,26-04-82,,Aarhus,Horsens,2006,Danish
20,20,Rasmus Marvits,D,"6'01""",11 05,14-06-78,Hvidovre,Køge,Horsens,2006,Danish
21,21,Henrik Bundgaard,G,"6'02""",12 13,20-03-75,,Aarhus,Horsens,2006,Danish
22,22,Rune Graugaard,M,"5'09""",11  03,15-01-86,,Hatting/Torsted,Horsens,2006,Danish
23,23,Joel  Tchami,F,"5'09""",11  00,25-03-82,Banka  Batang,Hapoel  Kfar-Saba,Horsens,2006,Danish
24,24,Ali  Gerba,F,"6'00""",14  05,27-07-82,Montreal,IFK Göteborg,Horsens,2006,Danish
25,25,Yasin  Avci,M,"5'11""",12  00,03-08-84,,Frem,Horsens,2006,Danish
26,26,Charles  Akonnor,M,5'11'',10  12,12-03-74,Accra,Unterhaching,Horsens,2006,Danish
27,27,Rawez Lawan,F,"5'11""",11  11,04-10-87,,Malmö,Horsens,2006,Danish
28,28,Casper  Johansen,F,"6'00""",11 09,28-07-88,,None,Horsens,2006,Danish
29,29,Janus  Drachmann,M,"5'10""",10 10,11-05-88,,Grenaa,Horsens,2006,Danish
30,30,René Christensen,D,,,21-01-88,,Grenaa,Horsens,2006,Danish
31,31,Lasse  Borg,G,"5'11""",12 01,02-05-86,,Aarhus,Horsens,2006,Danish
32,32,Kenneth  Emil Petersen,D,"6'01""",12  11,15-01-85,,Herfølge,Horsens,2006,Danish
1,1,Jesper Christiansen,G,"6'04""",13 12,24-04-78,Roskilde,Viborg,FC Křbenhavn,2006,Danish
2,2,Lars Jacobsen,D,5'11'',11  11,20-09-79,Odense,Hamburg,FC Křbenhavn,2006,Danish
3,3,Niclas Jensen,D,"6'00""",12 00,17-08-74,Copenhagen,Fulham,FC Křbenhavn,2006,Danish
4,4,Hjalte Bo Norregaard,M,"6'00""",12 00,08-04-81,Copenhagen,SC  Heerenveen,FC Křbenhavn,2006,Danish
5,5,Brede Paulsen Hangeland,D,"6'05""",13  05,20-06-81,Houston,Viking,FC Křbenhavn,2006,Danish
6,6,Tobias Linderoth,M,"5'10""",11 08,24-04-79,Marseille,Everton,FC Křbenhavn,2006,Danish
7,7,Ailton Almeida,F,"5'11""",11 09,20-08-84,,Örgryte IS,FC Křbenhavn,2006,Danish
8,8,Michael Silberbauer,M,"6'00""",11 11,07-07-81,Aalborg,Aalborg,FC Křbenhavn,2006,Danish
9,9,Fredrik Berglund,F,"5'11""",12 08,21-03-79,Borås,Esbjerg,FC Křbenhavn,2006,Danish
10,10,Jesper Grønkjær,M,"6'01""",13 03,12-08-77,Nuuk,Stuttgart,FC Křbenhavn,2006,Danish
11,11,Marcus Allbäck,F,5'11'',12  02,05-07-73,Gothenburg,Hansa  Rostock,FC Křbenhavn,2006,Danish
13,13,Atiba Hutchinson,M,"6'02""",11 00,08-02-83,North York,Helsingborg,FC Křbenhavn,2006,Danish
14,14,Michael Gravgaard,D,"6'02""",13 12,04-03-78,,Viborg,FC Křbenhavn,2006,Danish
16,16,Dan Thomassen,D,"6'02""",12 04,24-03-81,Århus,Padova,FC Křbenhavn,2006,Danish
17,17,Oscar Wendt,M,"5'11""",12 06,24-10-85,,IFK  Göteborg,FC Křbenhavn,2006,Danish
21,21,Thomas  Villadsen,G,"6'00""",13  01,04-09-84,,Kjøbenhavns BK,FC Křbenhavn,2006,Danish
23,23,William Kvist,M,"6'00""",12 04,24-02-85,Odder,Kjøbenhavns BK,FC Křbenhavn,2006,Danish
24,24,Jeppe  Brandup,M,"6'00""",12  04,03-06-85,,Kjøbenhavns BK,FC Křbenhavn,2006,Danish
26,26,Nikolaj  Hansen,D,"6'01""",11 09,07-04-87,Copenhagen,Kjøbenhavns BK,FC Křbenhavn,2006,Danish
29,29,Lasse Qvist,F,"5'09""",11 00,17-01-87,Roskilde,PSV Eindhoven,FC Křbenhavn,2006,Danish
31,31,Benny Gall,G,"6'03""",14 07,14-03-71,Copenhagen,Esbjerg,FC Křbenhavn,2006,Danish
40,40,Nathan Coe,G,"6'01""",13 01,01-06-84,Brisbane,PSV Eindhoven,FC Křbenhavn,2006,Danish
1,1,Anders Rasmussen,G,"6'01""",12 08,01-06-76,,Horsens,FC Midtjylland,2006,Danish
2,2,Magnus  Troest,D,"6'02""",13  03,05-06-87,Copenhagen,Herning  KFUM,FC Midtjylland,2006,Danish
3,3,Kolja Afriyie,D,"6'02""",13 03,06-04-82,,Esbjerg,FC Midtjylland,2006,Danish
4,4,Simon Kjaer,D,"6'02""",12 13,26-03-89,,Horsens,FC Midtjylland,2006,Danish
6,6,Jesper Juelsgaard,D,"6'00""",12 04,26-01-89,,Spjald,FC Midtjylland,2006,Danish
7,7,Claus Madsen,M,"5'11""",11 07,11-03-75,Odense,Odense,FC Midtjylland,2006,Danish
8,8,Thomas  Røll Larsen,M,"6'00""",12 08,12-03-77,Århus,FC København,FC Midtjylland,2006,Danish
9,9,Serghei Dadu,F,"6'02""",13 03,23-01-81,Tiraspol,CSKA Moscow,FC Midtjylland,2006,Danish
11,11,Simon  Poulsen,M,"6'00""",12  00,07-10-84,Sønderborg,Haderslev,FC Midtjylland,2006,Danish
12,12,Jesper Mikkelsen,M,"6'00""",11 11,26-06-80,Hillerød,Ikast,FC Midtjylland,2006,Danish
13,13,Ayinde Jamiu Lawal,M,"5'09""",10 08,12-05-88,,FC Ebedei,FC Midtjylland,2006,Danish
16,16,Martin Raka,G,"6'03""",13 05,31-01-77,Frýdek-Místek,Baník Ostrava,FC Midtjylland,2006,Danish
17,17,Kwado Poku,F,"5'07""",10 03,05-05-85,,FC Maamobi,FC Midtjylland,2006,Danish
18,18,Klaus  Kærgård,F,"5'11""",12 11,21-10-76,Holstebro,Viborg,FC Midtjylland,2006,Danish
19,19,Leon Jessen,M,"6'00""",11 05,11-06-86,Brande,Ikast,FC Midtjylland,2006,Danish
20,20,Christian  Olsen,F,"5'09""",11  05,09-11-83,,Middelfart,FC Midtjylland,2006,Danish
21,21,Danny  Olsen,F,"6'01""",11  07,11-06-85,,FC Nordsjælland,FC Midtjylland,2006,Danish
22,22,Rasmus  Grønberg Hansen,D,"6'01""",12  06,12-04-86,,Randers,FC Midtjylland,2006,Danish
23,23,Frank Kristensen,F,"6'02""",13 03,10-03-73,Agger,Ikast,FC Midtjylland,2006,Danish
24,24,Dennis  Sørensen,M,"6'02""",13 03,24-05-81,Skovlunde,FC Nordsjælland,FC Midtjylland,2006,Danish
25,25,Lasse Heinze,G,"6'00""",12 04,03-04-86,Ringkøbing,Ikast,FC Midtjylland,2006,Danish
26,26,Ajilore Oluwafemi,M,"6'00""",11 07,18-01-85,,FC Maamobi,FC Midtjylland,2006,Danish
27,27,Adigun  Salami Taofeek,F,"5'08""",10  03,06-05-88,,FC  Ebedei,FC Midtjylland,2006,Danish
29,29,Winston  Reid,D,"6'03""",13  10,03-07-88,,SUB  Sønderborg,FC Midtjylland,2006,Danish
30,30,Baba Collins,F,"5'09""",11 11,02-12-88,,FC  Ebedei,FC Midtjylland,2006,Danish
31,31,Ulrik Lindkvist,D,"5'10""",11 07,05-03-81,Randers,Ikast,FC Midtjylland,2006,Danish
32,32,Kristian Bak Nielsen,D,"6'00""",12 08,20-10-82,Herning,Ikast,FC Midtjylland,2006,Danish
33,33,Martin  Jungbloot,F,"6'02""",12  00,10-12-83,,Ikast,FC Midtjylland,2006,Danish
34,34,Christian  Sivebæk,D,"6'03""",13  12,10-02-88,,Vejle,FC Midtjylland,2006,Danish
37,37,Jesper Weinkouff,G,"6'00""",12 08,06-09-88,,Hjørring,FC Midtjylland,2006,Danish
1,1,Kim Christensen,G,"6'01""",12 13,16-07-79,,Nykobing,FC Nordsjćlland,2006,Danish
2,2,Michael  Ribers,D,"5'11""",12  11,19-05-81,Copenhagen,Skjold,FC Nordsjćlland,2006,Danish
4,4,Anders Alding,M,"5'10""",12 01,15-01-83,Copenhagen,AB  København,FC Nordsjćlland,2006,Danish
5,5,Johnny Lundberg,D,"6'02""",13 08,15-04-82,,Landskrona  BoIS,FC Nordsjćlland,2006,Danish
6,6,Morten Karlsen,M,"5'09""",10 12,25-03-79,Copenhagen,FC Zwolle,FC Nordsjćlland,2006,Danish
7,7,Søren Krogh,M,"5'11""",11 11,19-04-77,Lemvig,Frem,FC Nordsjćlland,2006,Danish
8,8,Allan Olesen,D,"6'00""",12 01,20-05-82,Copenhagen,Brøndby,FC Nordsjćlland,2006,Danish
11,11,Morten  Nordstrand,F,"5'10""",11  00,08-06-83,Torup,Lyngby,FC Nordsjćlland,2006,Danish
12,12,Heath Pearce,D,"5'11""",12  06,13-08-84,Modesto,Univ  of Portland,FC Nordsjćlland,2006,Danish
13,13,Kris Stadsgaard,D,"6'01""",12 04,01-08-85,,AB  København,FC Nordsjćlland,2006,Danish
14,14,Thomas Andreasen,M,"5'11""",12 00,04-03-73,,Stavnsholt,FC Nordsjćlland,2006,Danish
15,15,Bajram  Fetai,F,"5'11""",11  05,07-09-85,Tetovë,Silkeborg,FC Nordsjćlland,2006,Danish
16,16,Tommy Kristensen,M,"6'02""",12 04,17-04-83,,Lygnby,FC Nordsjćlland,2006,Danish
17,17,Søren  Christensen,M,"5'09""",11  03,29-08-86,Nysted,Lolland  Falster Alliancen,FC Nordsjćlland,2006,Danish
18,18,Kenni  Olsen,M,"6'01""",11  11,11-06-85,,AB  København,FC Nordsjćlland,2006,Danish
19,19,Anders  Qvist,D,"6'01""",12  13,31-07-87,Frederiksberg,B93,FC Nordsjćlland,2006,Danish
20,20,Stephan  Petersen,M,"6'02""",12  06,15-11-85,,Køge,FC Nordsjćlland,2006,Danish
21,21,Simon  Richter,D,"5'10""",11  05,16-01-85,,Brøndby,FC Nordsjćlland,2006,Danish
22,22,Jesper  Hansen,G,"6'02""",12  04,31-03-85,Frederikssund,Ølstykke,FC Nordsjćlland,2006,Danish
23,23,Daniel Jensen,D,"6'02""",12 04,08-05-85,,Hillerød,FC Nordsjćlland,2006,Danish
24,24,Thomas Lindrup,M,"6'00""",12  04,21-05-76,Glostrup,Aarhus,FC Nordsjćlland,2006,Danish
25,25,Henrik Bødker,M,"5'11""",11 07,06-06-83,Roskilde,Roskilde KFUM,FC Nordsjćlland,2006,Danish
26,26,Jonathan  Richter,M,"5'10""",11  03,16-01-85,,Brøndby,FC Nordsjćlland,2006,Danish
27,27,Dennis  Bo Mortensen,F,"6'00""",13  01,19-05-81,Copenhagen,Skjold,FC Nordsjćlland,2006,Danish
30,30,Christoffer  Haugh,G,"6'00""",12  13,17-02-87,,Vejle,FC Nordsjćlland,2006,Danish
32,32,Jukka  Santala,F,"6'04""",13  05,10-04-85,Helsinki,Rangers,FC Nordsjćlland,2006,Danish
41,85,Martin  Bernburg,F,"6'02""",12  08,23-12-85,,FC København,FC Nordsjćlland,2006,Danish
1,1,Arkadiusz Onyszko,G,"6'02""",13 12,12-01-74,Lublin,Viborg,Odense,2006,Danish
2,2,Jan Tore Ophaug,D,"6'02""",13  08,25-03-77,Orkanger,Brann,Odense,2006,Danish
3,3,Ulrik Laursen,D,"6'03""",13 00,28-02-76,Odense,Celtic,Odense,2006,Danish
4,4,Morten Fevang,M,"6'01""",13  01,06-05-75,Sandefjord,Odd,Odense,2006,Danish
5,5,Anders  Møller Christensen,D,"6'02""",11 09,26-07-77,,Esbjerg,Odense,2006,Danish
6,6,Thomas Helveg,D,"5'11""",12  08,24-06-71,Odense,B Mönchengladbach,Odense,2006,Danish
7,7,Mads  Timm,F,"5'09""",12  10,31-10-84,Odense,Manchester  U,Odense,2006,Danish
8,8,Bechara,M,"6'00""",12 00,25-02-76,Maranguape,Fortaleza,Odense,2006,Danish
11,11,Johan Absalonsen,F,"5'10""",11 00,16-09-85,Flemløse,Brøndby,Odense,2006,Danish
13,14,Esben Hansen,M,"6'01""",12 13,10-08-81,Nørre Alslev,B1921 Odense,Odense,2006,Danish
14,15,Chris  Sørensen,D,"6'01""",12 13,27-07-77,,Vejle,Odense,2006,Danish
15,16,Søren Jensen,D,"5'11""",11 11,01-03-84,,Viborg,Odense,2006,Danish
16,17,Martin Borre,M,"6'00""",12 08,27-03-79,Copenhagen,Køge,Odense,2006,Danish
17,18,Jonas Troest,D,"6'01""",12 13,04-03-85,Copenhagen,Hannover 96,Odense,2006,Danish
18,19,Allan Nielsen,M,"6'01""",11 11,26-06-76,,Køge,Odense,2006,Danish
19,20,Kim Christensen,F,"6'02""",12  08,08-05-80,Frederiksvaerk,Brøndby,Odense,2006,Danish
20,21,Peter Nymann Mikkelsen,M,"5'10""",11 00,22-08-82,Lynge,SønderjyskE,Odense,2006,Danish
23,24,Srdjan Radonjić,F,"6'01""",13 10,08-05-81,Podgorica,Partizan Belgrade,Odense,2006,Danish
26,27,Anders Lindegaard,G,"6'04""",12 08,13-04-84,Odense,None,Odense,2006,Danish
28,29,Jonas Borring,M,"6'04""",12 00,04-01-85,Brejning,B1913 Odense,Odense,2006,Danish
1,1,Martin  S Jensen,G,"6'02""",13 05,10-07-73,,Odense,Randers,2006,Danish
3,3,Ralf Pedersen,D,"6'02""",12 13,20-09-73,Kjellerup,Viborg,Randers,2006,Danish
4,4,Issah  Ahmed,D,"6'01""",12  08,24-05-82,,Asante  Kotoko,Randers,2006,Danish
5,5,Jan Frederiksen,M,"6'00""",11 03,20-06-82,Copenhagen,Herfølge,Randers,2006,Danish
7,7,Alex  da Silva,M,"5'10""",,27-12-81,,Paraná,Randers,2006,Danish
8,8,Søren  Pedersen,M,"5'10""",10  12,02-11-78,,Aarhus,Randers,2006,Danish
10,10,Karsten Johansen,F,"5'11""",12 04,01-01-82,,Brøndby,Randers,2006,Danish
11,11,Fabinho,F,"5'08""",,26-05-77,,GE  Gloria,Randers,2006,Danish
12,12,Jonas Damborg,D,"6'00""",,17-04-86,,Støvring,Randers,2006,Danish
13,13,Søren Holdgaard,M,"6'02""",12 04,30-01-78,,Horsens,Randers,2006,Danish
14,14,Kenneth  Møller Pedersen,M,"5'08""",11  05,18-04-73,Odense,Odense,Randers,2006,Danish
15,15,Rasmus Hansen,M,"5'10""",13 05,15-02-79,Grauballe,Silkeborg,Randers,2006,Danish
16,16,Carsten Fredgaard,M,"6'00""",12 04,20-05-76,Hillesod,FC  København,Randers,2006,Danish
17,17,Peter  Christiansen,D,"6'02""",13  03,30-01-75,Hillerød,Helsingborgs  IF,Randers,2006,Danish
18,18,Todor  Yanchev,M,"5'10""",11 07,19-05-76,,Kallithea,Randers,2006,Danish
19,19,Dormushali Saidhodzha,F,"6'00""",12 08,16-05-86,Plovdiv,Botev Plovdiv,Randers,2006,Danish
22,22,Martin  Pedersen,G,"6'02""",,26-03-86,,Helsted-Fremad,Randers,2006,Danish
23,23,Lars  Larsen,M,"6'00""",11  09,14-11-78,,Odense,Randers,2006,Danish
24,24,Casper Abildgaard,D,"6'01""",12 04,02-09-86,Copenhagen,AB København,Randers,2006,Danish
26,26,Mads  Toppel,G,"6'04""",,30-01-82,,Odense,Randers,2006,Danish
27,27,Kasper Fisker Jensen,M,,,22-05-88,,Nørager,Randers,2006,Danish
29,29,Thomas  Dalgaard,F,"6'02""",,13-04-84,,Skive,Randers,2006,Danish
30,30,Baye Djiby Fall,F,"6'01""",12 13,20-04-85,Saraya,Vitré,Randers,2006,Danish
31,31,Tidiane  Sane,M,"5'10""",,10-07-85,,Jeanne  d'Arc de Dakar,Randers,2006,Danish
33,33,Elhadji Ibrahim Timera,F,,,20-08-88,,,Randers,2006,Danish
41,99,Stig  Tøfting,M,"5'09""",11  13,14-08-69,Aarhus,BK  Häcken,Randers,2006,Danish
1,1,David Preece,G,"6'02""",11 11,26-08-76,Sunderland,Aberdeen,Silkeborg,2006,Danish
2,2,Steven Lustü,D,"6'00""",12  13,13-04-71,Glostrup,Lyn,Silkeborg,2006,Danish
3,3,Jens Berthel Askou,D,"6'03""",13 05,19-08-82,,Holstebro,Silkeborg,2006,Danish
4,4,Anders Veller,D,"6'01""",12 00,04-01-81,Silkeborg,Hvinningdal,Silkeborg,2006,Danish
5,5,Stefan Schmidt,M,"6'00""",11 11,07-11-75,Holbæk,Brøndby,Silkeborg,2006,Danish
6,6,Bjarni  Olafur Eiriksson,D,"6'03""",13  03,28-03-82,,Valur,Silkeborg,2006,Danish
7,7,Peter Degn,M,"5'10""",12 08,06-04-71,Randers,Vejle,Silkeborg,2006,Danish
8,8,Michael Hansen,M,"6'00""",13 03,22-09-71,Nykøbing  Falster,FC  Midtjylland,Silkeborg,2006,Danish
9,9,Iddi Alkhag,F,"6'00""",12 04,17-08-78,Esbjerg,Esbjerg,Silkeborg,2006,Danish
