,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
8,8,Kim Daugaard,M,"5'10""",11 07,29-07-74,Køge,Herfølge,Brøndby,2007,Danish
9,9,Martin Retov,M,"5'10""",12 13,05-05-80,Rødovre,Køge,Brøndby,2007,Danish
10,10,Martin Ericsson,M,"5'10""",12 00,04-09-80,Gustavsd,Aalborg,Brøndby,2007,Danish
13,13,Peter Madsen,F,6'00'',12  08,26-04-78,Roskilde,Köln,Brøndby,2007,Danish
16,16,Stephan  Andersen,G,"6'03""",13  00,26-11-81,Copenhagen,Charlton Ath,Brøndby,2007,Danish
17,17,Morten  D Rasmussen,F,"6'01""",12 01,31-01-85,Copenhagen,Aarhus,Brøndby,2007,Danish
18,18,Max von Schlebrügge,D,"6'02""",13 01,01-02-77,Stockholm,Anderlecht,Brøndby,2007,Danish
20,20,Stefán Gíslason,F,"6'04""",13  03,15-03-80,,Lyn,Brøndby,2007,Danish
21,21,Thomas  Rasmussen,M,6'00'',11  07,16-04-77,Frederiksberg,Hansa Rostock,Brøndby,2007,Danish
22,22,Morten  Rasmussen,D,"6'01""",12  01,26-03-85,,Glostrup,Brøndby,2007,Danish
23,23,Martin  Spelmann,D,"5'09""",11  00,21-03-87,Copenhagen,Rosenhøj,Brøndby,2007,Danish
24,24,Mikkel Bischoff,D,6'04'',13  05,03-02-82,Copenhagen,Coventry C,Brøndby,2007,Danish
25,25,Tobias Mikkelsen,M,"5'10""",11 07,18-09-86,,Lyngby,Brøndby,2007,Danish
26,26,Mike Jensen,M,"5'09""",11  11,19-02-88,Rødovre,None,Brøndby,2007,Danish
27,27,Łukasz Cieślewicz,F,"5'08""",11 07,15-11-87,,Vagur,Brøndby,2007,Danish
28,28,Christopher Katongo,F,"5'10""",10 12,31-08-82,Mufulira,Jomo Cosmos,Brøndby,2007,Danish
29,29,Daniel Wass,D,"5'11""",11 09,31-05-89,,None,Brøndby,2007,Danish
30,30,Michael  Tørnæs,G,"6'02""",12  06,08-01-86,,None,Brøndby,2007,Danish
31,31,David  Williams,F,"5'09""",11  00,26-02-88,Brisbane,Queensland  Roar,Brøndby,2007,Danish
32,32,Anders Randrup,D,"5'11""",11 11,16-07-88,,None,Brøndby,2007,Danish
33,33,Jacob Berthelsen,D,"6'01""",12 08,04-07-86,,Farum,Brøndby,2007,Danish
34,34,Pierre Kanstrup,D,,,21-02-89,,None,Brøndby,2007,Danish
35,35,Mark Leth Petersen,M,,,17-07-89,,None,Brøndby,2007,Danish
36,36,Patrick Mortensen,F,"6'02""",12 01,13-07-89,,Fremad Amager,Brøndby,2007,Danish
40,40,Morten Cramer,G,"6'05""",15 02,07-11-67,Frederiksberg,Herfølge,Brøndby,2007,Danish
41,41,Nicolaj Agger,F,"6'01""",12 04,23-10-88,,None,Brøndby,2007,Danish
1,1,Tally Hall,G,"6'04""",14 09,12-05-85,SeaTac,LA Galaxy,Esbjerg,2007,Danish
2,2,Frank Hansen,D,"5'09""",11 00,23-02-83,Jyllinge,Ølstykke,Esbjerg,2007,Danish
3,3,Fernando Derveld,D,"6'02""",13 00,22-10-76,Vlissingen,SC  Heerenveen,Esbjerg,2007,Danish
5,5,Andrew Ornoch,M,"6'03""",13 01,21-08-85,Warsaw,Pápa,Esbjerg,2007,Danish
6,6,Niki Zimling,M,"5'09""",12 01,19-04-85,Tårnby,Brøndby,Esbjerg,2007,Danish
7,7,Jesper  Jørgensen,M,"6'00""",11 05,09-05-84,,Varde,Esbjerg,2007,Danish
8,8,Rajko Lekić,F,"6'02""",12  00,03-07-81,Copenhagen,Zalaegerszeg,Esbjerg,2007,Danish
10,10,Thiago,M,"5'07""",09 13,22-10-88,,EC Bahia,Esbjerg,2007,Danish
11,11,Jesper  Bech,F,"6'00""",11  00,25-05-82,Skovshoved,Malmö,Esbjerg,2007,Danish
12,12,Emmanuel Ukpai,F,"6'01""",11 07,11-10-87,,Ølstykke,Esbjerg,2007,Danish
13,13,Kevin Conboy,D,"6'01""",12 01,15-10-87,,Jerne IF,Esbjerg,2007,Danish
14,14,Martin  Vingård,M,"5'11""",11  00,20-03-85,Fangel,B1913  Odense,Esbjerg,2007,Danish
15,15,Andreas Klarström,M,"5'09""",11 00,23-12-77,Borås,Elfsborg,Esbjerg,2007,Danish
16,16,Lars Winde,G,"6'01""",11 07,03-12-75,Aalborg,Aalborg,Esbjerg,2007,Danish
17,17,Lars Christian Nielsen,D,"6'02""",12 08,17-06-79,,Saedding-Guldager,Esbjerg,2007,Danish
18,18,Jeppe Mehl,M,"6'01""",11 11,21-09-86,,Thisted,Esbjerg,2007,Danish
20,20,Kristian Flittie Onstad,D,"6'01""",12  13,09-05-84,Janderup,Lyn,Esbjerg,2007,Danish
21,21,Fredrik Björck,D,"6'02""",12 06,22-10-79,Kållered,IF Elfsborg,Esbjerg,2007,Danish
22,22,Jesper Lange,F,"5'10""",10 10,11-01-86,,Odense,Esbjerg,2007,Danish
23,23,Joakim Steiness,D,"6'02""",12 00,24-03-88,,Jerne,Esbjerg,2007,Danish
24,24,Nikolaj  Høgh,D,"6'03""",12 13,09-11-83,,Næsbjerg RUI,Esbjerg,2007,Danish
25,25,Mickaël Murcy,F,"6'00""",11 11,18-09-79,Beaumont-sur-Oise,La Louvière,Esbjerg,2007,Danish
26,26,Mikkel  Vendelbo,M,"6'01""",12  13,15-08-87,,None,Esbjerg,2007,Danish
28,28,Sune Gundersen,M,,,15-08-88,,None,Esbjerg,2007,Danish
29,29,Kian Hansen,D,,,03-03-89,,None,Esbjerg,2007,Danish
31,31,Søren  Rieks,M,"6'00""",11  09,07-04-87,,None,Esbjerg,2007,Danish
32,32,Samuel Agba,D,,,12-06-86,,AB København,Esbjerg,2007,Danish
40,40,Jonas Jensen,G,"6'02""",13 08,25-10-85,,Silkeborg,Esbjerg,2007,Danish
1,1,Søren Jochumsen,G,"5'11""",12 06,01-08-76,Horsens,Torsted,Horsens,2007,Danish
2,2,Per Gade,D,"6'02""",13 12,24-08-77,Nibe,FC Nordsjælland,Horsens,2007,Danish
4,4,Mads Rieper,D,"6'03""",12 13,20-07-73,Aarhus,Aarhus,Horsens,2007,Danish
5,5,Steffen Algreen,D,"6'03""",13  08,17-09-79,,Hedensted,Horsens,2007,Danish
6,6,Lars  Jensen,D,"6'00""",11  07,04-07-75,,Jahn  Regensburg,Horsens,2007,Danish
7,7,Magne Sturød,F,"5'11""",11  09,19-10-79,,Odense,Horsens,2007,Danish
8,8,Henrik Hansen,M,"5'10""",11 03,28-07-79,Herlufsholm,SønderjyskE,Horsens,2007,Danish
9,9,Gilberto  Macena,F,"5'08""",11  07,01-04-84,Rio de Janeiro,Holbæk,Horsens,2007,Danish
10,10,Allan Søgaard,M,"5'09""",11 09,20-01-78,Brædstrup,Middelfart,Horsens,2007,Danish
11,11,Niels Lodberg,F,"6'02""",12 00,14-06-80,,FC Nordsjælland,Horsens,2007,Danish
12,12,Rawez Lawan,F,"5'11""",11  11,04-10-87,,Malmö,Horsens,2007,Danish
13,13,Thomas Kortegaard,D,"5'10""",11 00,02-08-84,Thisted,Aalborg,Horsens,2007,Danish
14,14,Søren Friis,M,"6'02""",12  08,01-01-70,,Stensballe,Horsens,2007,Danish
15,15,Kasper Klausen,M,"5'10""",11 07,20-12-82,,Skjold,Horsens,2007,Danish
16,16,Kenneth  Sørensen,M,"5'11""",10  08,20-12-82,,Holbæk,Horsens,2007,Danish
17,17,Casper  Johansen,F,"6'00""",11 09,28-07-88,,None,Horsens,2007,Danish
18,18,Joseph Elanga,M,"5'11""",11 07,02-05-79,,Brøndby,Horsens,2007,Danish
19,19,Nick Christensen,F,"6'00""",11 00,28-08-85,,Næstved,Horsens,2007,Danish
20,20,Janus  Drachmann,M,"5'10""",10 10,11-05-88,,Grenaa,Horsens,2007,Danish
21,21,Lasse Sørensen,G,"6'00""",13 01,06-03-82,,Næstved,Horsens,2007,Danish
22,22,Kenneth  Emil Petersen,D,"6'01""",12  11,15-01-85,,Herfølge,Horsens,2007,Danish
23,23,Steffen Lauser,D,"5'09""",11 07,04-03-84,,Hamburg II,Horsens,2007,Danish
24,24,René Christensen,D,,,21-01-88,,Grenaa,Horsens,2007,Danish
25,25,Yasin  Avci,M,"5'11""",12  00,03-08-84,Izmir,Frem,Horsens,2007,Danish
27,27,Anders  Nøhr,M,"5'10""",11 07,01-01-70,Ikast,Esbjerg,Horsens,2007,Danish
28,28,Olalekan Babatunde,F,"6'00""",11 11,29-12-84,Lagos,Msida Saint-Joseph,Horsens,2007,Danish
1,1,Jesper Christiansen,G,"6'04""",13 12,24-04-78,Roskilde,Viborg,FC København,2007,Danish
2,2,Zdeněk Pospěch,D,"5'09""",11 09,14-12-78,Opava,Sparta  Prague,FC København,2007,Danish
3,3,Niclas Jensen,D,"6'00""",12 00,17-08-74,Copenhagen,Fulham,FC København,2007,Danish
4,4,Hjalte Bo Norregaard,M,"6'00""",12 00,08-04-81,Copenhagen,SC  Heerenveen,FC København,2007,Danish
5,5,Ulrik Laursen,D,"6'03""",13 00,28-02-76,Odense,Odense,FC København,2007,Danish
6,6,Rasmus  Würtz,D,"5'10""",10 10,18-09-83,Skive,Aalborg,FC København,2007,Danish
7,7,Ailton Almeida,F,"5'11""",11 09,20-08-84,Hematita,Örgryte IS,FC København,2007,Danish
8,8,Michael Silberbauer,M,"6'00""",11 11,07-07-81,Aalborg,Aalborg,FC København,2007,Danish
9,9,Morten  Nordstrand,F,"5'10""",11  00,08-06-83,Torup,FC Nordsjælland,FC København,2007,Danish
10,10,Jesper Grønkjær,M,"6'01""",13 03,12-08-77,Nuuk,Stuttgart,FC København,2007,Danish
11,11,Marcus Allbäck,F,5'11'',12  02,05-07-73,Gothenburg,Hansa  Rostock,FC København,2007,Danish
13,13,Atiba Hutchinson,M,"6'02""",11 00,08-02-83,North York,Helsingborg,FC København,2007,Danish
14,14,Michael Gravgaard,D,"6'02""",13 12,04-03-78,Randers,Viborg,FC København,2007,Danish
15,15,Mikael Antonsson,D,"6'02""",12 01,31-05-81,Karlskrona,Panathinaikos,FC København,2007,Danish
17,17,Oscar Wendt,M,"5'11""",12 06,24-10-85,Gothenburg,IFK  Göteborg,FC København,2007,Danish
18,18,José Luiz Junior,F,6'00'',13  00,20-07-76,Fortaleza,Malmö FF,FC København,2007,Danish
23,23,William Kvist,M,"6'00""",12 04,24-02-85,Odder,Kjøbenhavns BK,FC København,2007,Danish
24,24,Libor  Sionko,M,"5'09""",11  05,01-02-77,Ostrava,Rangers,FC København,2007,Danish
25,25,Mathias Zanka Jørgensen,D,"6'03""",12 06,23-04-90,Copenhagen,B93 København,FC København,2007,Danish
26,26,Nikolaj  Hansen,D,"6'01""",11 09,07-04-87,Copenhagen,Kjøbenhavns BK,FC København,2007,Danish
27,27,Jacob Neestrup,M,,,08-03-88,Copenhagen,Kjøbenhavns BK,FC København,2007,Danish
28,28,Mads Laudrup,M,,,09-02-89,Milan,Kjøbenhavns BK,FC København,2007,Danish
29,29,Lasse Qvist,F,"5'09""",11 00,17-01-87,Roskilde,PSV Eindhoven,FC København,2007,Danish
41,41,Nathan Coe,G,"6'01""",13 01,01-06-84,Brisbane,PSV Eindhoven,FC København,2007,Danish
1,1,Rune  Pedersen,G,"6'02""",14  00,09-10-79,Copenhagen,Nottingham F,Lyngby,2007,Danish
2,2,Alexander Fischer,D,,,16-09-86,,B82 Virum,Lyngby,2007,Danish
3,3,Marc Møller,D,"6'01""",12 04,07-06-86,,FC Midtjylland,Lyngby,2007,Danish
4,4,Jakob Bresemann,D,"6'02""",13 10,22-10-76,,Vejle,Lyngby,2007,Danish
5,5,Morten Petersen,D,"6'01""",12 08,27-05-78,,Aarhus,Lyngby,2007,Danish
6,6,Andreas Bjelland,M,,,11-07-88,,Søllerød Vedbæk,Lyngby,2007,Danish
7,7,Morten Christiansen,M,,,04-01-78,Aarhus,Horsens,Lyngby,2007,Danish
8,8,Kasper Kristensen,M,,,27-03-86,Gladsaxe,Virum Sorgenfri,Lyngby,2007,Danish
9,9,Danny Andersen,F,,,29-01-83,,Hellerup,Lyngby,2007,Danish
10,10,Kim Aabech,F,,,31-05-83,,B1903 Odense,Lyngby,2007,Danish
11,11,Jesper Håkansson,M,"5'09""",12  00,14-08-81,Albertslund,ADO Den Haag,Lyngby,2007,Danish
12,12,Jesper Mølgaard Kristensen,M,,,16-09-86,,B93 København,Lyngby,2007,Danish
13,13,Rasmus Christiansen,D,,,06-10-89,,Gilleleje,Lyngby,2007,Danish
14,14,Christian Holst,F,"5'10""",11 09,25-12-81,,Svendborg,Lyngby,2007,Danish
16,16,Thomas Seidelin,G,"6'02""",12 08,01-04-87,,AB København,Lyngby,2007,Danish
17,17,Rang Shawkat,D,"6'00""",11 05,07-04-86,Irbil,Taastrup B70,Lyngby,2007,Danish
18,18,Nicolai Melchiorsen,M,"5'11""",12 00,09-03-84,,AB København,Lyngby,2007,Danish
19,19,Mikkel Beckmann,D,,,24-10-83,,Brønshøj,Lyngby,2007,Danish
20,20,Ronni Hansen,M,,,30-06-88,,Herfølge,Lyngby,2007,Danish
21,21,Martin Andersen,D,,,07-11-86,,Lillerød,Lyngby,2007,Danish
23,23,Brian Hamalainen,D,,,29-05-89,,Allerød,Lyngby,2007,Danish
24,24,Rasmus Marvits,D,"6'01""",11 05,14-06-78,Hvidovre,Horsens,Lyngby,2007,Danish
25,25,Tem Hansen,M,"5'11""",11 07,18-01-84,Vallø,Fremad Amager,Lyngby,2007,Danish
26,26,Rasmus Daugaard,D,"6'01""",12 04,05-09-76,,Lyn,Lyngby,2007,Danish
27,27,Emil Dyre,M,"5'11""",11 11,09-02-84,,Hellerup,Lyngby,2007,Danish
28,28,Stelian Trasborg,M,"5'08""",10 10,21-07-89,,Greve,Lyngby,2007,Danish
29,29,Lasse Rise,F,"5'10""",11 00,09-06-86,,Avarta,Lyngby,2007,Danish
31,31,Josh  Wagenaar,G,"6'01""",14  02,26-02-85,Grimsby  [CAN],ADO Den Haag,Lyngby,2007,Danish
35,35,Kevin Schmidt,M,"6'01""",,26-01-83,,Wacker Plauen,Lyngby,2007,Danish
41,41,Nicklas Højlund,G,,,06-03-90,,None,Lyngby,2007,Danish
42,45,Martin Nielsen,M,,,21-01-89,,None,Lyngby,2007,Danish
43,47,Christian Gytkjær,M,,,06-05-90,,None,Lyngby,2007,Danish
1,1,Anders Rasmussen,G,"6'01""",12 08,01-06-76,,Horsens,FC Midtjylland,2007,Danish
2,2,Magnus  Troest,D,"6'02""",13  03,05-06-87,Copenhagen,Herning  KFUM,FC Midtjylland,2007,Danish
3,3,Kolja Afriyie,D,"6'02""",13 03,06-04-82,Flensburg,Esbjerg,FC Midtjylland,2007,Danish
4,4,Simon Kjaer,D,"6'02""",12 13,26-03-89,,Horsens,FC Midtjylland,2007,Danish
5,5,Maro Klimpl,D,"5'11""",12 01,04-07-80,Martině,Baník  Ostrava,FC Midtjylland,2007,Danish
7,7,Claus Madsen,M,"5'11""",11 07,11-03-75,Odense,Odense,FC Midtjylland,2007,Danish
9,9,Gheorghe Florescu,M,"5'10""",12 01,21-05-84,,Torpedo Moscow,FC Midtjylland,2007,Danish
10,10,Mikkel Thygesen,M,"5'11""",11 11,22-10-84,Greve,B Mönchengladbach,FC Midtjylland,2007,Danish
11,11,Petter Furuseth Olsen,M,"5'11""",12 04,14-08-78,Tønsberg,Viborg,FC Midtjylland,2007,Danish
15,15,Christopher Poulsen,M,"6'00""",12 11,11-09-81,Hjørring,Viborg,FC Midtjylland,2007,Danish
16,16,Martin Raka,G,"6'03""",13 05,31-01-77,Frýdek-Místek,Baník Ostrava,FC Midtjylland,2007,Danish
17,17,Nick Ragus,M,"5'11""",11 07,19-02-87,,B1913,FC Midtjylland,2007,Danish
19,19,Leon Jessen,M,"6'00""",11 05,11-06-86,Brande,Ikast,FC Midtjylland,2007,Danish
21,21,Danny  Olsen,F,"6'01""",11  07,11-06-85,,FC Nordsjælland,FC Midtjylland,2007,Danish
22,22,Ibrahim Gnanou,D,"6'01""",12 08,08-11-86,,Sheriff Tiraspol,FC Midtjylland,2007,Danish
23,23,Frank Kristensen,F,"6'02""",13 03,10-03-73,Agger,Ikast,FC Midtjylland,2007,Danish
24,24,Ken Fagerberg,F,"6'01""",13 08,09-01-89,,Örgryte IS,FC Midtjylland,2007,Danish
25,25,Lasse Heinze,G,"6'00""",12 04,03-04-86,Ringkøbing,Ikast,FC Midtjylland,2007,Danish
26,26,Ajilore Oluwafemi,M,"6'00""",11 07,18-01-85,Lagos,FC Maamobi,FC Midtjylland,2007,Danish
27,27,Adigun  Salami Taofeek,F,"5'08""",10  03,06-05-88,Lagos,FC  Ebedei,FC Midtjylland,2007,Danish
28,28,Dennis Flinta,M,"6'00""",11 07,14-11-83,,Silkeborg,FC Midtjylland,2007,Danish
29,29,Winston  Reid,D,"6'03""",13  10,03-07-88,,SUB  Sønderborg,FC Midtjylland,2007,Danish
30,30,Baba Collins,F,"5'09""",11 11,02-12-88,,FC  Ebedei,FC Midtjylland,2007,Danish
33,33,Martin Jungbloot,F,"6'02""",12 00,10-12-83,,Ikast,FC Midtjylland,2007,Danish
39,39,Jude Ikechukwu Nworuh,F,"5'07""",10 01,09-06-89,,FC Ebedei,FC Midtjylland,2007,Danish
41,41,Adeola Lanre Runsewe,M,"5'06""",11 03,01-12-89,,FC Ebedei,FC Midtjylland,2007,Danish
42,42,Yakubu Abubakar Akilu,M,"5'09""",11 00,14-03-89,,FC Ebedei,FC Midtjylland,2007,Danish
43,49,Jonas Lössl,G,"6'05""",14 00,01-02-89,,Kolding IF,FC Midtjylland,2007,Danish
2,2,Michael  Ribers,D,"5'11""",12  11,19-05-81,Copenhagen,Skjold,FC Nordsjælland,2007,Danish
3,3,Dennis Cagara,D,"5'09""",10  10,19-02-85,Glostrup,Hertha Berlin,FC Nordsjælland,2007,Danish
4,4,Henrik Kildentoft,D,"6'00""",12 00,18-03-85,Avedøre,Brøndby,FC Nordsjælland,2007,Danish
5,5,Johnny Lundberg,D,"6'02""",13 08,15-04-82,,Landskrona  BoIS,FC Nordsjælland,2007,Danish
6,6,Morten Karlsen,M,"5'09""",10 12,25-03-79,Copenhagen,FC Zwolle,FC Nordsjælland,2007,Danish
7,7,Søren Krogh,M,"5'11""",11 11,19-04-77,Lemvig,Frem,FC Nordsjælland,2007,Danish
8,8,Allan Olesen,D,"6'00""",12 01,20-05-82,Copenhagen,Brøndby,FC Nordsjælland,2007,Danish
9,9,Martin  Bernburg,F,"6'02""",12  08,23-12-85,Amager,FC København,FC Nordsjælland,2007,Danish
10,10,Marcus Pode,M,"6'01""",12  04,27-03-86,,Malmö FF,FC Nordsjælland,2007,Danish
11,11,Issey  Nakajima-Farran,M,"5'10""",11  07,16-05-84,Calgary,Vejle,FC Nordsjælland,2007,Danish
12,12,Bo Storm,M,"5'07""",09  13,03-02-87,Nordberg,SC Heerenveen,FC Nordsjælland,2007,Danish
13,13,Mads Thomsen,F,"5'10""",11 09,15-03-89,,Lyngby,FC Nordsjælland,2007,Danish
14,14,"Christian ""Krølle""  Nielsen",F,"6'02""",12 00,24-03-85,,Herfølge,FC Nordsjælland,2007,Danish
15,15,Bajram  Fetai,F,"5'11""",11  05,07-09-85,Tetovë,Silkeborg,FC Nordsjælland,2007,Danish
16,16,Tommy Kristensen,M,"6'02""",12 04,17-04-83,,Lygnby,FC Nordsjælland,2007,Danish
17,17,Søren  Christensen,M,"5'09""",11  03,29-08-86,Nysted,Lolland  Falster Alliancen,FC Nordsjælland,2007,Danish
18,18,Kenni  Olsen,M,"6'01""",11  11,11-06-85,,AB  København,FC Nordsjælland,2007,Danish
20,20,Stephan  Petersen,M,"6'02""",12  06,15-11-85,,Køge,FC Nordsjælland,2007,Danish
21,21,Simon  Richter,D,"5'10""",11  05,16-01-85,,Brøndby,FC Nordsjælland,2007,Danish
22,22,Jesper  Hansen,G,"6'02""",12  04,31-03-85,Frederikssund,Ølstykke,FC Nordsjælland,2007,Danish
23,23,Daniel Jensen,D,"6'02""",12 04,08-05-85,,Hillerød,FC Nordsjælland,2007,Danish
24,24,Andreas Dahl,M,"5'11""",12 10,06-06-84,Hässleholm,Helsingborgs IF,FC Nordsjælland,2007,Danish
25,25,Henrik Bødker,M,"5'11""",11 07,06-06-83,Roskilde,Roskilde KFUM,FC Nordsjælland,2007,Danish
