,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
43,46,Adrián Pollo,M,"5'09""",11 09,02-05-83,Mogán,Atlético Madrid B,Atlético Madrid,2006,Spanish
44,50,Óscar Martinez,F,,,,,Atlético Madrid Juvenil,Atlético Madrid,2006,Spanish
1,1,Víctor  Valdés,G,6'02'',12  08,14-01-82,Barcelona,Barcelona  B,Barcelona,2006,Spanish
2,2,Belletti,D,5'09'',10  12,20-06-76,Casacvel,Villarreal,Barcelona,2006,Spanish
3,3,Thiago Motta,M,6'02'',12  11,28-08-82,São Bernardo,Barcelona  B,Barcelona,2006,Spanish
4,4,Rafael  Márquez,D,6'00'',12  01,13-02-79,Zamora,Monaco,Barcelona,2006,Spanish
5,5,Carles Puyol,D,5'10'',12  04,13-04-78,Viella,Barcelona  B,Barcelona,2006,Spanish
6,6,Xavi,M,5'07'',10  10,25-01-80,Barcelona,Barcelona  B,Barcelona,2006,Spanish
7,7,Eiður  Guðjohnsen,F,"6'00""",13 00,15-09-78,Reykjavik,Chelsea,Barcelona,2006,Spanish
8,8,Ludovic Giuly,M,"5'04""",09 10,10-07-76,Lyon,Monaco,Barcelona,2006,Spanish
9,9,Samuel Eto'o,F,5'11'',11  11,10-03-81,Nkon,Mallorca,Barcelona,2006,Spanish
10,10,Ronaldinho,M,5'09'',11  03,21-03-80,Porto  Alegre,Paris  St-Germain,Barcelona,2006,Spanish
11,11,Gianluca Zambrotta,D,"5'11""",12  00,19-02-77,Como,Juventus,Barcelona,2006,Spanish
12,12,Giovanni  van Bronckhorst,M,"5'10""",12  00,05-02-75,Rotterdam,Arsenal,Barcelona,2006,Spanish
15,15,Edmilson,D,"6'01""",11 11,10-07-76,Taguaritinga,Lyon,Barcelona,2006,Spanish
16,16,Sylvinho,D,5'09'',10  08,12-04-74,São Paulo,Celta Vigo,Barcelona,2006,Spanish
18,18,Santiago Ezquerro,F,5'11'',11  00,14-12-76,Calahorra,Athletic  Bilbao,Barcelona,2006,Spanish
19,19,Lionel  Messi,M,"5'07""",10  08,24-06-87,Santa  Fe,Barcelona  B,Barcelona,2006,Spanish
20,20,Deco,M,5'09'',11  07,27-08-77,São  Bernardo,FC Porto,Barcelona,2006,Spanish
21,21,Lilian Thuram,D,"6'01""",12  06,01-01-72,Point à Pitre,Juventus,Barcelona,2006,Spanish
22,22,Javier Saviola,F,5'06'',09  06,11-11-81,Buenos Aires,River Plate,Barcelona,2006,Spanish
23,23,Oleguer Presas,D,6'02'',11  07,02-02-80,Barcelona,Barcelona  B,Barcelona,2006,Spanish
24,24,Andrés Iniesta,M,5'08'',10  01,11-05-84,Fuentealbilla,Barcelona  B,Barcelona,2006,Spanish
25,25,Albert  Jorquera,G,5'08'',12  01,03-03-79,Bescanó,Barcelona  B,Barcelona,2006,Spanish
26,26,Jesús  Olmo,D,"5'10""",11  11,24-01-85,Barcelona,Barcelona  B,Barcelona,2006,Spanish
27,27,Jordi  Gómez,M,"5'10""",11  09,24-05-85,Barcelona,Barcelona  B,Barcelona,2006,Spanish
28,28,Rubén,G,"6'02""",12  13,22-06-84,La  Coruña,Barcelona  B,Barcelona,2006,Spanish
29,29,Marc  Valiente,D,"5'09""",11  07,29-03-87,Granollers,Barcelona  B,Barcelona,2006,Spanish
30,30,Lluis  Sastre,M,"5'10""",10  12,26-03-86,Binisalem,Barcelona  B,Barcelona,2006,Spanish
31,31,Giovani  dos Santos,F,"5'09""",10  08,11-05-89,Monterrey,Barcelona  B,Barcelona,2006,Spanish
32,32,Marc  Crosas,M,"5'09""",11  00,09-01-88,Sant  Feliu de Guixols,Barcelona  B,Barcelona,2006,Spanish
33,33,Jeffren,M,"5'09""",11 07,20-01-88,Caracas,Barcelona  B,Barcelona,2006,Spanish
34,34,Víctor Vázquez,F,"5'10""",11 05,20-01-87,Barcelona,Barcelona  B,Barcelona,2006,Spanish
1,1,Pedro  Contreras,G,5'11'',12  08,07-01-72,Madrid,Málaga,Betis,2006,Spanish
2,2,Melli,D,6'00'',11  11,06-06-84,Barbate,Betis B,Betis,2006,Spanish
3,3,Enrique Romero,D,6'00'',12  06,23-06-71,Jerez de la Frontera,Deportivo La  Coruña,Betis,2006,Spanish
4,4,Juanito,D,6'00'',12  08,23-07-76,Cádiz,Recreativo Huelva,Betis,2006,Spanish
5,5,David Rivas,D,6'03'',13  05,02-12-78,Dos Hermanas,Betis  B,Betis,2006,Spanish
6,6,Branko Ilič,D,"6'01""",12 04,06-02-83,Ljubljana,Domale,Betis,2006,Spanish
7,7,Juan  Caffa,M,"6'00""",11  07,30-09-84,Venado  Tuerto,Arsenal [ARG],Betis,2006,Spanish
8,8,Arzu,M,6'00'',12  00,17-03-81,Seville,Córdoba,Betis,2006,Spanish
9,9,Fernando,M,5'11'',12  00,02-06-74,Málaga,Valladolid,Betis,2006,Spanish
10,10,Edú,M,6'00'',11  09,10-01-79,São Paulo,Celta Vigo,Betis,2006,Spanish
11,11,Dani,F,"5'10""",09  11,16-09-81,Seville,Betis  B,Betis,2006,Spanish
12,12,Robert,F,"6'00""",12  06,27-02-81,Salvador,PSV Eindhoven,Betis,2006,Spanish
13,13,Antonio  Doblas,G,6'00'',11  05,05-08-80,Seville,Betis B,Betis,2006,Spanish
14,14,Capi,M,5'09'',11  03,26-03-77,Capas,Granada,Betis,2006,Spanish
15,15,Nano,D,6'01'',12  06,07-07-80,Ciudad Real,Getafe,Betis,2006,Spanish
16,16,Johann Vogel,M,"5'10""",11 03,08-03-77,Geneva,Milan,Betis,2006,Spanish
17,17,Daniel  Alejandro Lembo,D,6'00'',12  01,15-02-78,Montevideo,Nacional [URU],Betis,2006,Spanish
18,18,Alberto Rivera,M,5'06'',10  10,19-02-78,Puertollano,Levante,Betis,2006,Spanish
19,19,Xisco,F,5'05'',12  06,05-09-80,Manacor,Valencia,Betis,2006,Spanish
20,20,Marcos  Assunçao,M,6'00'',12  04,25-07-76,Caieiras,Roma,Betis,2006,Spanish
21,21,Miguel  Ángel,M,6'01'',12  04,16-09-78,Barcelona,Málaga,Betis,2006,Spanish
22,22,Fernando  Vega,D,"5'10""",11  03,03-07-84,Arahal,Sevilla B,Betis,2006,Spanish
23,23,David Odonkor,M,5'09'',11  09,21-02-84,Bünde/Westfalen,Borussia  Dortmund,Betis,2006,Spanish
24,24,Francisco  José Maldonado,M,"5'10""",11  07,02-06-81,San Fernando,Lorca,Betis,2006,Spanish
25,25,Rafael Sobís,F,"5'08""",11 07,17-06-85,Erechim,Internacional,Betis,2006,Spanish
26,26,José  Cañamero,M,,,21-11-83,Seville,Betis  B,Betis,2006,Spanish
27,27,Juande,M,"6'00""",11 05,12-06-86,Alicante,Betis B,Betis,2006,Spanish
28,28,José Isidoro,D,"5'11""",11 03,01-08-86,Seville,Betis B,Betis,2006,Spanish
30,30,Casto,G,"5'10""",12  04,18-06-82,Badajoz,Betis  B,Betis,2006,Spanish
1,1,Esteban,G,6'02'',13  01,27-06-75,Avilés,Sevilla,Celta Vigo,2006,Spanish
3,3,George Lucas,D,"5'08""",11 05,20-02-84,Passo Fundo,Grêmio,Celta Vigo,2006,Spanish
4,4,Borja  Oubiña,M,5'11'',11  11,17-05-82,Vigo,Celta  B,Celta Vigo,2006,Spanish
5,5,Matías Legui,D,"6'02""",12 04,15-03-81,Rosario,Lazio,Celta Vigo,2006,Spanish
6,6,Miguel Areias,D,6'02'',12 13,02-06-77,Gaia,FC Porto,Celta Vigo,2006,Spanish
7,7,Antonio  Núñez,M,6'00'',11  00,19-01-79,Madrid,Liverpool,Celta Vigo,2006,Spanish
8,8,Ángel,M,5'11'',11  03,10-03-81,Santa  Lucia de Tirajana,Las  Palmas,Celta Vigo,2006,Spanish
9,9,Fernando  Baiano,F,6'00'',12  11,18-03-79,São  Paulo,São  Caetano,Celta Vigo,2006,Spanish
10,10,Habib  Bamogo,F,"5'09""",11  04,08-05-82,Paris,Marseille,Celta Vigo,2006,Spanish
11,11,Gustavo  López,M,5'09'',11  11,13-04-73,Valentin Alsina,Zaragoza,Celta Vigo,2006,Spanish
12,12,Diego Rodolfo  Placente,D,5'09'',11  05,24-04-77,Buenos Aires,Bayer  Leverkusen,Celta Vigo,2006,Spanish
13,13,José  Manuel Pinto,G,6'01'',12  13,08-11-75,Cádiz,Betis,Celta Vigo,2006,Spanish
14,14,Jesús Perera,F,5'10'',11  07,12-04-80,Olivenza,Mallorca,Celta Vigo,2006,Spanish
15,15,Pablo  Contreras,D,5'11'',12  01,11-09-78,Santiago,Monaco,Celta Vigo,2006,Spanish
16,16,Pablo  García,M,6'00'',12  01,13-05-77,Pando,Real  Madrid,Celta Vigo,2006,Spanish
17,17,Gabriel Tamaş,D,"6'02""",12 06,09-11-83,Braşov,Spartak  Moscow,Celta Vigo,2006,Spanish
18,18,Antonio Guayre,F,5'10'',11  11,10-03-80,Las Palmas,Villarreal,Celta Vigo,2006,Spanish
19,19,Yago Yao,D,"6'00""",12  08,19-08-79,Abidjan,Sporting Gijón,Celta Vigo,2006,Spanish
20,20,Jonathan,M,5'10'',11  05,28-02-82,Moaña,Celta  B,Celta Vigo,2006,Spanish
21,21,Jorge Larena,M,5'09'',11  00,29-09-81,Las Palmas,Atlético  Madrid,Celta Vigo,2006,Spanish
22,22,Daniël de  Ridder,F,"5'11""",11 00,06-03-84,Amsterdam,Ajax,Celta Vigo,2006,Spanish
23,23,Nené,M,5'11'',11  00,19-07-81,São Paulo,Alavés,Celta Vigo,2006,Spanish
24,24,Fabián Canobbio,M,6'00'',11  11,08-03-80,Montevideo,Valencia,Celta Vigo,2006,Spanish
25,25,Iriney,M,5'10'',11  00,23-04-81,Humaitá,Rayo Vallecano,Celta Vigo,2006,Spanish
26,26,Sergio  Álvarez,G,"5'10""",11  11,03-08-86,Villagarcía  de Arousa,Celta B,Celta Vigo,2006,Spanish
27,27,Yoel,G,"6'01""",12  04,28-08-88,Vigo,Celta B,Celta Vigo,2006,Spanish
28,28,Richi,D,"6'00""",12  01,11-09-84,Vigo,Celta B,Celta Vigo,2006,Spanish
29,29,Roberto  Lago,M,"5'10""",12  00,30-08-85,Vigo,Celta B,Celta Vigo,2006,Spanish
30,30,Jonathan Vila,M,"6'01""",12  04,06-03-86,Porriño,Celta B,Celta Vigo,2006,Spanish
31,31,Iago Aspas,F,"5'09""",10  08,11-08-87,Moaña,Celta B,Celta Vigo,2006,Spanish
33,33,Dani Martino,D,"5'11""",12  00,03-01-85,Oviedo,Celta B,Celta Vigo,2006,Spanish
34,34,Dani Abalo,M,"5'09""",10  10,29-09-87,Pontevedra,Celta B,Celta Vigo,2006,Spanish
1,1,Dudu Aouate,G,6'02'',13  03,17-10-77,Haifa,Racing  Santander,Deportivo La Coruña,2006,Spanish
2,2,Manuel Pablo,D,5'09'',12  08,25-01-76,Arucas,Las Palmas,Deportivo La Coruña,2006,Spanish
3,3,Pablo Álvarez,M,5'09'',10  08,14-05-80,Oviedo,Sporting Gijón,Deportivo La Coruña,2006,Spanish
4,4,Aldo Duscher,M,5'11'',12  08,29-03-79,Esquel,Sporting CP,Deportivo La Coruña,2006,Spanish
5,5,Fabrizio Coloccini,D,6'00'',12  04,22-01-82,Córdoba,Milan,Deportivo La Coruña,2006,Spanish
6,6,Julian de  Guzmán,M,5'07'',10  10,25-03-81,Toronto,Hannover 96,Deportivo La Coruña,2006,Spanish
7,7,Rodolfo Bodipo,F,5'11'',12  00,25-10-77,Seville,Alavés,Deportivo La Coruña,2006,Spanish
8,8,Sergio  González,M,5'10'',11  07,10-11-76,Barcelona,Espanyol,Deportivo La Coruña,2006,Spanish
9,9,Sebastián  Taborda,F,"6'02""",13  10,22-05-81,Montevideo,Defensor,Deportivo La Coruña,2006,Spanish
10,10,Javier Arizmendi,F,"6'02""",12  00,03-03-84,Madrid,Atlético  Madrid,Deportivo La Coruña,2006,Spanish
11,11,Riki,F,6'02'',13  03,11-08-80,Aranjuez,Getafe,Deportivo La Coruña,2006,Spanish
12,12,Adrián,F,"5'11""",11  03,08-01-88,San Martín de  Teverga,Oviedo,Deportivo La Coruña,2006,Spanish
13,13,Gustavo  Munúa,G,6'02'',13  10,27-01-78,Montevideo,Nacional,Deportivo La Coruña,2006,Spanish
14,14,Jorge Andrade,D,6'00'',11  07,09-04-78,Lisbon,Porto,Deportivo La Coruña,2006,Spanish
15,15,Joan Capdevila,D,6'00'',12  04,02-03-78,Tarrega,Atlético Madrid,Deportivo La Coruña,2006,Spanish
16,16,Juan  Rodríguez,M,6'01'',12  08,01-04-82,Málaga,Málaga,Deportivo La Coruña,2006,Spanish
18,18,Alberto Lopo,M,6'01'',12  11,05-05-80,Barcelona,Espanyol,Deportivo La Coruña,2006,Spanish
19,19,Antonio  Barragán,D,"6'00""",12  00,06-12-87,Seville,Liverpool,Deportivo La Coruña,2006,Spanish
20,20,Cristian,F,"5'07""",10  06,21-09-83,Barcelona,Barcelona  B,Deportivo La Coruña,2006,Spanish
21,21,Juan Carlos  Valerón,M,5'11'',11  05,17-06-75,Las Palmas,Atlético Madrid,Deportivo La Coruña,2006,Spanish
22,22,Juanma,D,5'11'',11  11,17-01-77,Huelva,Racing  Santander,Deportivo La Coruña,2006,Spanish
23,23,Fabián  Estoyanoff,M,"5'08""",10  08,27-09-82,Montevideo,Valencia,Deportivo La Coruña,2006,Spanish
24,24,Joan  Verdú,M,"5'09""",11  05,05-05-83,Barcelona,Barcelona  B,Deportivo La Coruña,2006,Spanish
25,25,Filipe  Luis,D,"6'00""",12  00,10-02-84,Jaraguá  do Sul,Rentistas,Deportivo La Coruña,2006,Spanish
26,26,Iago,M,"5'09""",11  09,23-02-84,La  Coruña,Deportivo  B,Deportivo La Coruña,2006,Spanish
30,30,Fabri,G,"5'11""",10 08,31-12-87,Las Palmas,Deportivo  B,Deportivo La Coruña,2006,Spanish
31,31,Dani Bea,M,,,12-02-89,,Deportivo Juvenil B,Deportivo La Coruña,2006,Spanish
32,32,Piscu,D,"6'00""",12 01,25-02-87,As Pontes de García Rodríguez,Deportivo B,Deportivo La Coruña,2006,Spanish
33,33,Iván Pérez,F,"5'07""",10 08,16-11-85,Santiago de Compostela,Deportivo B,Deportivo La Coruña,2006,Spanish
34,34,Álex,M,"5'09""",11 07,07-06-85,La Coruña,Deporitvo B,Deportivo La Coruña,2006,Spanish
35,35,Rubén Rivera,F,"6'00""",11 11,03-05-85,La  Coruña,Deporitvo B,Deportivo La Coruña,2006,Spanish
36,36,Juan Domínguez,M,,,,,Deportivo Juvenil,Deportivo La Coruña,2006,Spanish
37,37,Alberto,G,"5'11""",12 01,11-02-88,Santiago de Compostela,Deportivo B,Deportivo La Coruña,2006,Spanish
1,1,Gorka Iraizoz,G,6'03'',13  05,06-03-81,Pamplona,Gernika,Espanyol,2006,Spanish
2,2,Chica,D,"5'09""",12  04,17-05-85,Barcelona,Espanyol  B,Espanyol,2006,Spanish
3,3,David  García,D,5'08'',11  07,16-01-81,Manresa,Espanyol  B,Espanyol,2006,Spanish
4,4,José María  Lacruz,D,5'09'',11  00,25-04-78,Pamplona,Athletic  Bilbao,Espanyol,2006,Spanish
6,6,Eduardo  Costa,M,"6'00""",12  03,23-09-82,Florianopolis,Marseille,Espanyol,2006,Spanish
7,7,Walter Pandiani,F,6'00'',11  09,27-04-76,Montevideo,Birmingham C,Espanyol,2006,Spanish
8,8,Pablo  Zabaleta,M,"5'09""",11 00,16-01-85,Capital Federal,San  Lorenzo,Espanyol,2006,Spanish
9,9,Iván de la  Peña,M,5'07'',10  12,06-05-76,Santander,Barcelona,Espanyol,2006,Spanish
10,10,Luis  García,F,5'11'',10  10,06-02-81,Oviedo,Mallorca,Espanyol,2006,Spanish
11,11,Albert Riera,M,"6'01""",12 01,15-04-82,Manacor,Bordeaux,Espanyol,2006,Spanish
12,12,Juan Velasco,D,5'10'',11  05,17-05-77,Seville,Atlético  Madrid,Espanyol,2006,Spanish
13,13,Idriss  Carlos Kameni,G,"6'00""",12  03,18-02-84,Douala,Le Havre,Espanyol,2006,Spanish
14,14,Ito,M,5'09'',11  03,21-01-75,Almendralejo,Betis,Espanyol,2006,Spanish
16,16,Jônatas,M,"5'11""",11 09,29-07-82,Fortaleza,Flamengo,Espanyol,2006,Spanish
17,17,Moha,M,5'06'',11  09,12-09-77,Tagurit,Osasuna,Espanyol,2006,Spanish
18,18,Francisco Rufete,M,5'10'',11  05,20-11-76,Benejucar,Valencia,Espanyol,2006,Spanish
19,19,Marc Torrejón,D,"6'01""",13  01,18-02-86,Barcelona,Espanyol B,Espanyol,2006,Spanish
20,20,Ferrán  Corominas,F,"5'11""",11  00,05-01-83,Girona,Espanyol  B,Espanyol,2006,Spanish
21,21,Daniel Jarque,D,6'00'',11  11,01-01-83,Barcelona,Espanyol  B,Espanyol,2006,Spanish
22,22,Moises Hurtado,M,6'01'',13  03,02-02-81,Sabadell,Espanyol  B,Espanyol,2006,Spanish
23,23,Raúl Tamudo,F,5'10'',11  09,19-10-77,Santa Coloma,Lleida,Espanyol,2006,Spanish
26,26,Biel,G,"6'00""",12  11,02-12-85,Palma de  Mallorca,Espanyol  B,Espanyol,2006,Spanish
27,27,Julián,M,"5'10""",11  05,27-02-87,Badajoz,Espanyol  B,Espanyol,2006,Spanish
29,29,Marc Pedraza,F,"6'00""",11 09,06-02-87,Barcelona,Espanyol B,Espanyol,2006,Spanish
31,31,Ángel,M,"5'09""",12 00,31-01-86,Girona,Espanyol  B,Espanyol,2006,Spanish
32,32,Alberto Serrán,D,"6'00""",12 13,17-07-84,Barcelona,Espanyol B,Espanyol,2006,Spanish
33,33,Miquel Palanca,F,"5'08""",12 04,18-12-87,Tarragona,Espanyol B,Espanyol,2006,Spanish
35,35,Javi Márquez,M,"5'09""",11 03,31-01-86,Barcelona,Espanyol B,Espanyol,2006,Spanish
36,36,Isaac,G,"5'10""",12 13,18-06-88,Badalona,Espanyol B,Espanyol,2006,Spanish
1,1,Luis García,G,6'01'',12  11,21-04-79,Toledo,Zaragoza,Getafe,2006,Spanish
2,2,Cosmin Contra,D,5'11'',11  09,15-12-75,Timişoara,Atlético  Madrid,Getafe,2006,Spanish
3,3,Javier  Paredes,D,"5'09""",11  09,05-07-82,Oviedo,Real Madrid,Getafe,2006,Spanish
4,4,David Belenguer,D,6'00'',11  09,17-12-72,Villasar  del Mar,Real Betis,Getafe,2006,Spanish
5,5,Rubén  Martín Pulido,D,6'02'',12  08,02-02-79,Madrid,Rayo  Vallecano,Getafe,2006,Spanish
6,6,Fabio Celestini,M,"6'00""",11 13,31-10-75,Lausanne,Marseille,Getafe,2006,Spanish
7,7,Mario Cotelo,M,5'11'',12  00,10-02-75,Langreo,Sevilla,Getafe,2006,Spanish
8,8,Ángel Vivar Dorado,M,5'11'',12  04,12-02-74,Madrid,Racing  Santander,Getafe,2006,Spanish
9,9,Māris Verpakovskis,F,"5'08""",10 10,15-10-79,Liepāja,Dynamo Kiev,Getafe,2006,Spanish
11,11,Francisco David Sousa,M,5'07'',10  08,03-02-80,Málaga,Valladolid,Getafe,2006,Spanish
12,12,Lucas  Licht,D,"5'09""",11 05,06-04-81,Rosario,Gimnasia y  Esgrima (LP),Getafe,2006,Spanish
13,13,Roberto Abbondanzieri,G,"6'01""",14 00,19-08-72,Bouquet,Boca Juniors,Getafe,2006,Spanish
14,14,Manu del Moral,M,"6'01""",13  03,25-02-84,Jaén,Atlético  Madrid B,Getafe,2006,Spanish
15,15,Nacho,M,5'10'',10  10,24-06-80,Huelva,Málaga,Getafe,2006,Spanish
16,16,Juan Albín,M,"5'10""",12 01,17-07-86,Salto,Nacional [URU],Getafe,2006,Spanish
17,17,Sergio Pachón,F,5'11'',11  05,05-02-77,Madrid,Valladolid,Getafe,2006,Spanish
18,18,Pablo Redondo,M,6'00'',11  00,17-04-82,Valencia,Valencia,Getafe,2006,Spanish
19,19,Güiza,F,5'11'',12  04,17-07-80,Jerez de la  Frontera,Ciudad  de Murcia,Getafe,2006,Spanish
20,20,Alexis,D,6'00'',10  12,04-08-85,Málaga,Málaga,Getafe,2006,Spanish
