,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
30,30,Matías  Caruzzo,D,"5'08""",12  00,15-08-84,Capital  Federal,None,Argentinos Juniors,2006,Argentinian
31,31,Mauro  Bogado,M,"5'07""",10  10,31-05-85,San  Martín,None,Argentinos Juniors,2006,Argentinian
32,32,Gustavo  Oberman,F,"5'09""",12  01,25-03-85,Buenos Aires,River  Plate,Argentinos Juniors,2006,Argentinian
33,33,Gonzalo  Abán,F,"5'10""",12  01,11-06-87,Rincón,River  Plate,Argentinos Juniors,2006,Argentinian
1,1,Mario  Cuenca,G,"6'00""",13  05,06-03-75,Del  Campillo,Racing  Club,Arsenal,2006,Argentinian
2,2,Carlos Ruiz,D,"5'10""",11  11,10-11-71,Capital Federal,None,Arsenal,2006,Argentinian
3,3,Cristian Tavio,D,"6'01""",11 11,22-09-79,Capital Federal,Colón  (Santa Fe),Arsenal,2006,Argentinian
4,4,Jorge  Ortiz,M,"5'11""",10  12,20-06-84,Castelar,San  Lorenzo,Arsenal,2006,Argentinian
5,5,Javier Lux,M,"5'10""",12 00,10-07-77,Carcarañá,Banfield,Arsenal,2006,Argentinian
6,6,Victor  López,D,"5'11""",12  00,19-12-78,Córdoba,Talleres  (Córdoba),Arsenal,2006,Argentinian
7,7,Pablo Garnier,M,"5'08""",11 09,26-02-81,Jujuy,Libertad,Arsenal,2006,Argentinian
8,8,Andrés  Pérez,M,"5'11""",11 11,05-09-80,Bogotá,San  Lorenzo,Arsenal,2006,Argentinian
9,9,Lucas  Valdemarín,F,"5'08""",11  05,13-05-78,Río  Tercero,Vélez  Sarsfield,Arsenal,2006,Argentinian
10,10,Santiago  Raymonda,M,"5'07""",11  00,03-04-79,Arteaga,Instituto  (Córdoba),Arsenal,2006,Argentinian
11,11,Franco  Caraccio,F,"5'11""",12  00,16-01-87,Chacabuco,None,Arsenal,2006,Argentinian
12,12,Esteban  Dreer,G,"6'01""",12  06,11-11-81,Godoy Cruz,None,Arsenal,2006,Argentinian
13,13,Carlos  Casteglione,D,"5'11""",12 08,09-05-80,Avellaneda,Juventud UU,Arsenal,2006,Argentinian
14,14,Javier  Gandolfi,D,"5'09""",12  13,05-12-80,San Lorenzo,River  Plate,Arsenal,2006,Argentinian
15,15,Alejandro  Gómez,M,"5'05""",09  06,15-02-88,Capital  Federal,None,Arsenal,2006,Argentinian
16,16,Cristian  Llama,M,"5'11""",12 06,26-06-86,Lomas de Zamora,None,Arsenal,2006,Argentinian
17,17,Juan  Caffa,M,"6'00""",11  07,30-09-84,Venado  Tuerto,Ferrocarril  Oeste,Arsenal,2006,Argentinian
18,18,Gabriel Loeschbor,D,"6'01""",13 01,04-06-77,Santa Fé,Rosario  Central,Arsenal,2006,Argentinian
19,19,Juan Garat,F,"6'00""",11  07,19-04-83,Avellaneda,None,Arsenal,2006,Argentinian
20,20,Gustavo  Taranzo,D,"6'00""",12  01,15-09-87,Quilmes,None,Arsenal,2006,Argentinian
22,22,Mariano  Brau,D,"6'00""",12 06,10-07-82,Avellaneda,None,Arsenal,2006,Argentinian
23,23,Ibrahim  Sekagya,D,"6'01""",11  11,19-12-80,Kampala,Ferrocarril  Oeste,Arsenal,2006,Argentinian
24,24,Javier  Yacuzzi,D,"5'07""",11  00,15-08-79,San  Nicolás,Tiro  Federal (Rosario),Arsenal,2006,Argentinian
25,25,Catriel  Orcellet,G,"6'02""",12  08,10-05-78,Villa  Elisa,Lanús,Arsenal,2006,Argentinian
26,26,Martín  Civit,M,"5'08""",09  13,25-09-85,Sarandí,None,Arsenal,2006,Argentinian
27,27,Cristián  Castillo,F,"5'10""",12  04,25-02-75,Capital  Federal,Gimnasia  y Esgrima (LP),Arsenal,2006,Argentinian
28,28,Bryan  Gerzycich,M,,,20-03-84,Los  Angeles,None,Arsenal,2006,Argentinian
29,29,Mauro  Óbolo,M,"6'00""",13  08,28-09-81,Arroyito,Burgos,Arsenal,2006,Argentinian
1,1,Cristian  Luchetti,G,"6'00""",11 07,26-06-78,Luján de Cuyo,Racing  Club,Banfield,2006,Argentinian
2,2,Hernán  Diaz,D,,,27-07-86,Ezeiza,None,Banfield,2006,Argentinian
3,3,Carlos Galván,D,"6'02""",13 12,28-10-73,Pontevedra,Olimpia  [PAR],Banfield,2006,Argentinian
4,4,Julio  Barraza,D,"6'01""",12 04,04-03-80,Santa  Fe,None,Banfield,2006,Argentinian
5,5,Federico  Sardella,M,,,16-04-88,Lomas  de Zamora,None,Banfield,2006,Argentinian
6,6,Javier  Sanguinetti,D,"5'09""",11 05,08-01-71,Lomas de Zamora,Racing Club,Banfield,2006,Argentinian
7,7,Cristian  Bardaro,F,"5'06""",10  12,11-08-77,Capital  Federal,Barcelona  [ECU],Banfield,2006,Argentinian
8,8,Mario Grana,M,"5'08""",12 08,27-01-73,Capital  Federal,Cerro  Porteño,Banfield,2006,Argentinian
9,9,Silvio González,F,5'10'',12  04,08-06-80,Guernica,Arsenal [ARG],Banfield,2006,Argentinian
10,10,Ángel Morales,F,"5'09""",11 09,16-03-75,Avellaneda,Dorados  de Sinaloa,Banfield,2006,Argentinian
11,11,Martín  Andrizzi,M,"6'00""",12 06,05-07-76,Capital Federal,Culiacán,Banfield,2006,Argentinian
12,12,Andrés Aparicio,M,"5'07""",10 12,10-08-76,Montevideo,Cerrito,Banfield,2006,Argentinian
13,13,Cristian  Maidana,M,"5'11""",11 09,24-01-87,Chaco,None,Banfield,2006,Argentinian
14,14,Jerónimo  Barrales,F,"6'00""",13 03,28-01-87,Capital  Federal,None,Banfield,2006,Argentinian
15,15,Leandro  Longo,D,,,01-06-85,San  Justo,None,Banfield,2006,Argentinian
16,16,Luciano  Civelli,M,"6'02""",13 01,06-10-86,Capital  Federal,None,Banfield,2006,Argentinian
17,17,Gonzalo  Robledo,D,"5'10""",12 06,18-01-87,Laferrere,None,Banfield,2006,Argentinian
18,18,Fernando  Álvarez,F,"5'09""",11  03,24-04-82,Lomas  de Zamora,None,Banfield,2006,Argentinian
19,19,Cristian  Galeazzi,F,,,02-06-86,Lomas  de Zamora,None,Banfield,2006,Argentinian
20,20,Darío Cvitanich,F,"5'09""",10 08,16-05-84,Baradero,None,Banfield,2006,Argentinian
21,21,Marcos  Galarza,D,"5'11""",11 05,03-04-84,Castelar,None,Banfield,2006,Argentinian
22,22,Pablo  Santillo,G,"6'00""",12  04,07-03-80,Capital  Federal,Atlanta,Banfield,2006,Argentinian
23,23,Enrique  Bologna,G,"6'02""",13 05,13-02-82,Claypole,None,Banfield,2006,Argentinian
24,24,Ricardo  Hernán Pagés,D,"5'09""",11  05,02-05-73,Capital Federal,Instituto  (Córdoba),Banfield,2006,Argentinian
25,25,Guillermo  Esteban,D,"6'00""",13 05,23-02-87,Salliqueló,None,Banfield,2006,Argentinian
26,26,Roberto  Salvatierra,M,"5'09""",11  11,28-10-84,Bolivar,None,Banfield,2006,Argentinian
27,27,Héctor  Silva,F,"5'11""",12  08,11-01-76,Santa  Fe,Gimnasia  y Esgrima (Jujuy),Banfield,2006,Argentinian
28,28,Emiliano  Mayola,D,,,02-08-87,San  Antonio de Padua,None,Banfield,2006,Argentinian
29,29,Sebastián  López,G,,,14-09-85,San  Nicolás,None,Banfield,2006,Argentinian
30,30,Fabián  Santana,M,"5'11""",12  00,29-07-85,Hurlingham,None,Banfield,2006,Argentinian
31,31,Josemir  Lujambio,F,"5'10""",11 03,25-09-71,Durazno,Instituto  (Córdoba),Banfield,2006,Argentinian
32,32,Eduardo  Talarico,D,,,01-08-87,Lomas  de Zamora,None,Banfield,2006,Argentinian
33,33,Luis  Manuel Seijas,M,,,23-06-86,Maracaibo,None,Banfield,2006,Argentinian
34,34,Mauricio  Pedano,M,"6'01""",12 11,01-05-87,Córdoba,None,Banfield,2006,Argentinian
35,35,Sergio  Esteche,M,,,19-02-86,Adrogué,None,Banfield,2006,Argentinian
36,36,Federico  Tenaglia,M,,,06-07-86,San  Nicolás,None,Banfield,2006,Argentinian
37,37,Gastón  Schmidt,M,,,16-05-87,La  Plata,None,Banfield,2006,Argentinian
38,38,Maximiliano  Laso,M,,,17-02-88,Capital Federal,None,Banfield,2006,Argentinian
39,39,Sebastián  Brown,M,,,04-07-86,Bernet,None,Banfield,2006,Argentinian
40,40,Mauro  Dos Santos,M,,,,,None,Banfield,2006,Argentinian
1,1,Ezequiel  Medrán,G,"5'11""",12 04,28-12-80,Rafaela,Boca  Juniors,Belgrano (Córdoba),2006,Argentinian
2,2,Franco  Peppino,D,"5'11""",12  01,16-06-82,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
3,3,Ricardo  Rojas,D,"5'08""",11  03,26-01-71,Posadas,River  Plate,Belgrano (Córdoba),2006,Argentinian
4,4,Juan  Serrizuela,D,"6'01""",13  12,25-01-77,Avellaneda,Quilmes,Belgrano (Córdoba),2006,Argentinian
5,5,Mario  Bolatti,M,"6'02""",12  11,17-02-85,La  Para,None,Belgrano (Córdoba),2006,Argentinian
6,6,Gastón  Liendo,M,"5'10""",11  09,29-05-74,Rosario,Mantova,Belgrano (Córdoba),2006,Argentinian
7,7,Andrés  Soriano,F,"5'11""",13  01,30-10-83,Córdoba,Atlanta,Belgrano (Córdoba),2006,Argentinian
8,8,Andrés  Aimar,M,"5'09""",11  07,31-08-81,Río  Cuarto,Union  Namur,Belgrano (Córdoba),2006,Argentinian
9,9,Mariano  Campodónico,F,"6'01""",13  05,04-05-74,Adrogué,Ferrocarril  Oeste,Belgrano (Córdoba),2006,Argentinian
10,10,Paolo  Frangipane,M,"5'07""",11  12,11-07-79,Capital  Federal,Huracán  (Tres Arroyos),Belgrano (Córdoba),2006,Argentinian
11,11,Raúl  Gordillo,M,"5'10""",12  01,14-09-74,San  Fernando,Tiro Federal (Rosario),Belgrano (Córdoba),2006,Argentinian
12,12,Marcelo  Iglesias,M,"5'10""",11  11,01-06-83,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
13,13,Gastón  Turus,D,"5'10""",10  12,27-05-80,Colonia  Caroya,None,Belgrano (Córdoba),2006,Argentinian
14,14,Ernesto  Maceira,M,"5'08""",10  10,19-02-83,Córdoba,Mallorca B,Belgrano (Córdoba),2006,Argentinian
15,15,Marcos  Farías,D,,,,,,Belgrano (Córdoba),2006,Argentinian
16,16,Miguel  Martínez,D,,,19-01-84,Lanús,None,Belgrano (Córdoba),2006,Argentinian
17,17,Diego  Novaretti,D,"6'04""",13  05,09-05-85,Villa  María,None,Belgrano (Córdoba),2006,Argentinian
18,18,Ezequiel  Arriola,M,"5'08""",11  03,09-07-82,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
19,19,Matías  Porcari,M,"5'09""",11  03,12-04-86,Laguna  Larga,None,Belgrano (Córdoba),2006,Argentinian
20,20,Emanuel  Ossés,M,"5'09""",11  05,21-09-83,Arroyito,None,Belgrano (Córdoba),2006,Argentinian
21,21,César  Rigamonti,G,,,,,,Belgrano (Córdoba),2006,Argentinian
22,22,Gerardo  Godoy,G,"6'00""",12  11,06-01-82,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
23,23,Matías  Gigli,F,"5'09""",11  00,07-06-76,Arroyo  Seco,Godoy Cruz (Mendoza),Belgrano (Córdoba),2006,Argentinian
24,24,Javier  Rearte,M,,,03-08-84,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
25,25,Germán  Montoya,G,"6'01""",13  03,23-01-83,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
26,26,César  Manzanelli,M,"5'09""",11  11,29-08-80,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
27,27,Andrés  Ríos,F,"5'07""",11  00,21-02-83,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
28,28,Walter  Bustos,M,"5'11""",11  11,20-01-84,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
29,29,Juan  Cáceres,D,"6'00""",12 06,06-10-73,Asunción,Estudiantes  (LP),Belgrano (Córdoba),2006,Argentinian
30,30,Carlos  Soriano,F,"5'11""",13  01,30-10-83,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
31,31,Hernán  Hechalar,F,"5'08""",11  00,12-08-88,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
32,32,Jorge  Peirone,D,"5'11""",12  06,17-03-84,Oliva,None,Belgrano (Córdoba),2006,Argentinian
33,33,José  Moisela,D,"5'07""",10  08,25-06-80,Lima,Universitario  de Deportes,Belgrano (Córdoba),2006,Argentinian
34,34,Pablo  Tarchini,D,"5'09""",10  06,11-05-85,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
35,35,Jorge Cervera,F,"5'10""",11 11,17-01-75,San Rafael,Gimnasia  y Esgrima (LP),Belgrano (Córdoba),2006,Argentinian
36,36,Julian  Mosquera,F,"5'07""",11  05,27-04-81,Medellín,Atlanta,Belgrano (Córdoba),2006,Argentinian
37,37,Matías  Suárez,M,,,09-05-88,Córdoba,None,Belgrano (Córdoba),2006,Argentinian
38,38,Andrés  Yllana,M,"5'11""",11 11,30-07-74,Rawson,Verona,Belgrano (Córdoba),2006,Argentinian
1,1,Aldo Bobadilla,G,"6'03""",14 00,20-04-76,Pedro Juan  Caballero,Libertad,Boca Juniors,2006,Argentinian
2,2,Matías  Silvestre,M,"6'00""",13 01,25-09-84,Capital Federal,None,Boca Juniors,2006,Argentinian
3,3,Claudio Morel Rodríguez,D,"5'09""",12 00,02-02-78,Asunción,San Lorenzo,Boca Juniors,2006,Argentinian
4,4,Hugo Benjamin Ibarra,D,"5'06""",11 09,01-04-74,El Colorado,FC Porto,Boca Juniors,2006,Argentinian
5,5,Fernando  Gago,M,"5'10""",10 03,10-04-86,Ciudadela,None,Boca Juniors,2006,Argentinian
6,6,Daniel Díaz,D,"6'00""",12 08,13-03-79,San Fernando del Valle,Colón  (Santa Fe),Boca Juniors,2006,Argentinian
7,7,Guillermo Barros Schelotto,F,"5'07""",11 03,04-05-73,La Plata,Gimnasia  y Esgrima (LP),Boca Juniors,2006,Argentinian
8,8,Leandro  Díaz,M,,,26-06-86,,None,Boca Juniors,2006,Argentinian
9,9,Martín  Palermo,F,"6'02""",13 01,07-11-73,La Plata,Betis,Boca Juniors,2006,Argentinian
10,10,Guillermo Marino,M,"5'10""",11 09,02-02-81,Los Surgentes,Newell's  Old Boys,Boca Juniors,2006,Argentinian
12,12,Javier  García,G,"5'10""",11 09,29-01-87,Capital  Federal,None,Boca Juniors,2006,Argentinian
14,14,Rodrigo Palacio,F,"5'09""",10 06,05-02-82,Bahía Blanca,Banfield,Boca Juniors,2006,Argentinian
15,15,José  María Calvo,D,"5'09""",11 05,15-07-81,Quenumá,None,Boca Juniors,2006,Argentinian
16,16,Marcelo Delgado,F,"5'08""",12 08,24-03-73,Capitán Bermúdez,Cruz Azul,Boca Juniors,2006,Argentinian
18,18,Bruno  Uribarri,D,"5'06""",10 03,06-11-86,General  Campos,None,Boca Juniors,2006,Argentinian
19,19,Neri  Cardozo,M,"5'08""",09  11,08-08-86,Godoy  Cruz,None,Boca Juniors,2006,Argentinian
20,20,Nicolás  Bertolo,M,"5'09""",11 07,02-01-86,Córdoba,None,Boca Juniors,2006,Argentinian
21,21,Sebastián  Battaglia,M,"5'11""",11  09,11-08-80,Santa Fé,Villarreal,Boca Juniors,2006,Argentinian
22,22,Matías  Cahais,D,"5'11""",11 11,24-12-87,Morón,None,Boca Juniors,2006,Argentinian
23,23,Jesús  Dátolo,M,"5'10""",10  08,19-05-84,Cañuelas,Banfield,Boca Juniors,2006,Argentinian
24,24,Juan Krupoviesa,M,"5'10""",12  04,16-04-79,Tucumán,Estudiantes  (LP),Boca Juniors,2006,Argentinian
25,25,Pablo  Migliore,G,"6'02""",12  13,27-01-82,Ramos  Mejía,Huracán,Boca Juniors,2006,Argentinian
26,26,Oscar  Trejo,F,,,26-04-88,Santiago  del Estero,None,Boca Juniors,2006,Argentinian
27,27,Pablo  Ledesma,M,"5'10""",11  09,04-02-84,La  Falda,None,Boca Juniors,2006,Argentinian
28,28,Jonathan  Maidana,D,"6'00""",12  08,29-04-85,Adrogué,None,Boca Juniors,2006,Argentinian
29,29,Andrés  Franzoia,M,"5'09""",11  05,21-10-85,San  Pedro,None,Boca Juniors,2006,Argentinian
30,30,Mauro  Boselli,F,"5'11""",11  05,22-05-85,Capital  Federal,None,Boca Juniors,2006,Argentinian
32,32,Ever  Banega,D,"5'09""",11 03,29-06-88,Rosario,None,Boca Juniors,2006,Argentinian
33,33,Pablo  Mouche,F,"5'09""",11 09,11-10-87,San Martín,None,Boca Juniors,2006,Argentinian
1,1,Laureano Tombolini,G,"6'02""",12 04,13-08-76,Santa Isabel,Rosario Central,Colón (Santa Fe),2006,Argentinian
2,2,Diego  Reynoso,D,"6'00""",11 09,01-11-81,Paraná,Atlético  Rafaela,Colón (Santa Fe),2006,Argentinian
3,3,Jorge Guagua,D,"5'10""",11 11,28-09-81,Quito,El  Nacional,Colón (Santa Fe),2006,Argentinian
4,4,Diego  Chitzoff,D,"5'10""",11  09,04-04-80,Villa Gobernador Gálvez,Tiro Federal  (Rosario),Colón (Santa Fe),2006,Argentinian
5,5,Gastón Esmerado,M,"6'00""",12  01,08-02-78,Lanús,Arsenal  [ARG],Colón (Santa Fe),2006,Argentinian
6,6,Alcides Píccolli,D,"5'10""",12 04,16-02-78,San Lorenzo,None,Colón (Santa Fe),2006,Argentinian
7,7,Claudio Enría,F,"5'10""",11 05,28-03-73,San Justo,Vélez  Sarsfield,Colón (Santa Fe),2006,Argentinian
8,8,Diego  Barrado,M,"5'10""",12 06,27-02-81,Bragado,River  Plate,Colón (Santa Fe),2006,Argentinian
9,9,José Sand,F,"6'03""",11  05,17-07-80,Bella Vista,River  Plate,Colón (Santa Fe),2006,Argentinian
10,10,Giovanni  Hernández,M,"5'07""",09 11,16-06-76,Cali,Deportivo Cali,Colón (Santa Fe),2006,Argentinian
11,11,Sebastián  Malandra,M,"5'10""",11  03,31-01-85,Piamonte,None,Colón (Santa Fe),2006,Argentinian
12,12,Rubén  Velázquez,M,"5'11""",12 06,18-12-75,Pueblo  Rico,Once  Caldas,Colón (Santa Fe),2006,Argentinian
13,13,Cristian Grabinski,D,"5'11""",12 08,12-01-80,Llavallol,Racing  Club,Colón (Santa Fe),2006,Argentinian
14,14,Pablo  Jérez,D,"5'09""",11  05,26-07-83,Morón,Boca  Juniors,Colón (Santa Fe),2006,Argentinian
15,15,Hugo  Iriarte,D,"5'10""",11 07,26-03-82,Alta Gracia,Newell's  Old Boys,Colón (Santa Fe),2006,Argentinian
16,16,Martín Bravo,F,"5'05""",10  03,19-09-86,Santa  Fé,None,Colón (Santa Fe),2006,Argentinian
18,18,Rubén  Ramírez,F,"5'11""",12  04,17-10-82,Margarita,Tiro  Federal (Rosario),Colón (Santa Fe),2006,Argentinian
19,19,Freddy  Grisales,M,"5'10""",11  00,22-09-75,Medellín,Independiente  Medellín,Colón (Santa Fe),2006,Argentinian
20,20,Esteban Fuertes,F,"6'01""",13 12,26-12-72,Coronel Dorrego,River Plate,Colón (Santa Fe),2006,Argentinian
22,22,Fernando  Alloco,D,"6'01""",12  11,30-04-86,Paraná,None,Colón (Santa Fe),2006,Argentinian
23,23,Sebastián  Blázquez,G,"6'00""",11  11,27-11-79,Bahía  Blanca,San  Martín (San Juan),Colón (Santa Fe),2006,Argentinian
24,24,Juán Ramón Fernández,M,5'09'',11  00,05-03-80,Gualeguaychu,Olimpo  (BB),Colón (Santa Fe),2006,Argentinian
25,25,Luis  Solís,M,"5'10""",11  00,24-06-84,Santa  Fe,None,Colón (Santa Fe),2006,Argentinian
26,26,Sebastián  Prediguer,M,,,04-09-86,Crespo,None,Colón (Santa Fe),2006,Argentinian
28,28,Guillermo  Imhoff,D,"6'00""",12  00,11-10-82,San  Jeronimo Norte,Gimnasia  y Esgrima (Jujuy),Colón (Santa Fe),2006,Argentinian
29,29,Lucas  Acosta,M,"5'10""",11  05,26-01-88,Santa  Fe,None,Colón (Santa Fe),2006,Argentinian
30,30,Federico  Garcia,D,"6'00""",12  01,06-04-84,Santa  Fe,None,Colón (Santa Fe),2006,Argentinian
32,32,Emiliano  Ciucci,D,"5'11""",12  08,07-04-86,Santa  Fe,None,Colón (Santa Fe),2006,Argentinian
33,33,Marcos  Diaz,G,"6'02""",13  03,05-02-86,Santa  Fe,None,Colón (Santa Fe),2006,Argentinian
34,34,Germán Rivarola,D,"6'00""",11 05,18-04-79,Santa Eufemia,Rosario  Central,Colón (Santa Fe),2006,Argentinian
2,2,Pablo  Álvarez,D,"5'09""",12 04,17-04-84,San Martín,Boca  Juniors,Estudiantes (La Plata),2006,Argentinian
3,3,Mauricio  Cassiera,D,"5'08""",11  03,08-12-85,Tumano,Once  Caldas,Estudiantes (La Plata),2006,Argentinian
4,4,Josimar  Mosquera,D,"6'00""",12  01,12-10-82,Zaragoza  [COL],Godoy  Cruz (Mendoza),Estudiantes (La Plata),2006,Argentinian
5,5,Diego  Caballero,F,"5'09""",11  05,26-03-85,El  Dorado,None,Estudiantes (La Plata),2006,Argentinian
6,6,Agustín  Alayes,D,"6'02""",13 03,22-07-78,La Plata,Quilmes,Estudiantes (La Plata),2006,Argentinian
7,7,José  Sosa,M,"5'10""",11  00,19-06-85,Carcarañá,None,Estudiantes (La Plata),2006,Argentinian
8,8,Ezequiel  Brítez,D,"6'01""",13  03,25-06-85,Rosario,None,Estudiantes (La Plata),2006,Argentinian
9,9,José  Luis Calderón,F,"5'10""",12 01,24-10-70,La Plata,Arsenal  [ARG],Estudiantes (La Plata),2006,Argentinian
10,10,Juan  Cominges,M,"6'02""",13  12,01-10-83,Callao,Colón  (Santa Fe),Estudiantes (La Plata),2006,Argentinian
11,11,Juan  Sebastián Verón,M,"6'01""",12 06,09-03-75,La  Plata,Chelsea,Estudiantes (La Plata),2006,Argentinian
12,12,Mauro  Dobler,G,"6'00""",11  11,03-01-83,Gualeguychu,Atlanta,Estudiantes (La Plata),2006,Argentinian
13,13,Diego  Noguera,D,"5'10""",12  11,24-03-85,Posadas,None,Estudiantes (La Plata),2006,Argentinian
14,14,Marcos  Angeleri,D,"6'00""",10 10,04-07-83,La Plata,None,Estudiantes (La Plata),2006,Argentinian
15,15,Juan  Huerta,M,"6'00""",12  00,22-07-80,Isidro Casanova,Nueva Chicago,Estudiantes (La Plata),2006,Argentinian
16,16,Mariano  Pavone,F,"5'09""",13  00,27-05-82,Tres Sargentos,None,Estudiantes (La Plata),2006,Argentinian
17,17,Pablo  Lugüercio,F,"5'10""",12  06,10-03-82,La  Plata,None,Estudiantes (La Plata),2006,Argentinian
18,18,Ezequiel Maggiolo,F,"5'11""",12  01,15-06-77,Martínez,Olimpo  (BB),Estudiantes (La Plata),2006,Argentinian
19,19,Fernando  Ortiz,D,"6'03""",12 11,25-12-77,Corral de Bustos,Banfield,Estudiantes (La Plata),2006,Argentinian
20,20,Diego  Galván,F,"5'11""",12  04,19-03-82,General Rodríguez,River  Plate,Estudiantes (La Plata),2006,Argentinian
21,21,Mariano Gonzalo Andújar,G,"6'04""",13 10,30-07-83,Capital Federal,Palermo,Estudiantes (La Plata),2006,Argentinian
22,22,Rodrigo Braña,M,"5'06""",11  00,03-07-79,Berazategui,Quilmes,Estudiantes (La Plata),2006,Argentinian
23,23,Leandro  Benítez,M,"5'06""",10 12,05-04-81,Ensenada,Olimpo  (BB),Estudiantes (La Plata),2006,Argentinian
24,24,Gonzalo  Saucedo,M,"5'07""",10  12,16-02-85,Posadas,Candelaria  (Misiones),Estudiantes (La Plata),2006,Argentinian
25,25,Damián  Albil,G,"5'11""",11  00,09-12-79,Mar  del Plata,Independiente,Estudiantes (La Plata),2006,Argentinian
26,26,Lucio  Micheli,M,,,,,None,Estudiantes (La Plata),2006,Argentinian
27,27,Leonardo  Morales,M,"5'08""",11 05,23-01-87,Corrientes,None,Estudiantes (La Plata),2006,Argentinian
28,28,Bruno  Bianchi,D,"6'00""",12  06,17-02-89,San  Nicolás,None,Estudiantes (La Plata),2006,Argentinian
