,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
4,4,Martin Hiden,D,"6'00""",11  09,11-03-73,Stainz,Rapid Vienna,Austria Kärnten,2007,Austrian
5,5,Adam Ledwoń,M,"5'11""",12  06,15-01-74,Olesno,Sturm Graz,Austria Kärnten,2007,Austrian
6,6,Thomas Riedl,M,5'09'',11 05,18-06-76,Kaiserslautern,Kaiserslautern,Austria Kärnten,2007,Austrian
7,7,Marcel Ketelaer,M,"5'07""",11 07,03-11-77,Mönchengladbach,LR Ahlen,Austria Kärnten,2007,Austrian
8,8,Chiquinho,M,"5'10""",11  09,21-03-74,São Paulo,RW  Oberhausen,Austria Kärnten,2007,Austrian
9,9,Lukas Mössner,F,"6'02""",13 05,14-03-84,St Pölten,SV Mattersburg,Austria Kärnten,2007,Austrian
10,10,Joseph Ngwenya,F,"6'01""",12  07,30-03-81,Plumtree,Houston Dynamo,Austria Kärnten,2007,Austrian
12,12,Wolfgang Bubenik,M,"6'01""",11  09,31-03-81,Linz,Blau-Weiss Linz,Austria Kärnten,2007,Austrian
13,13,Gerald Krajic,F,"6'00""",11 09,03-12-81,Vienna,DSV Leoben,Austria Kärnten,2007,Austrian
14,14,Manuel  Ortlechner,D,"6'01""",12 04,04-03-80,Ried im Innkreis,SV Ried,Austria Kärnten,2007,Austrian
15,15,Christian Prawda,D,"6'01""",12 08,06-08-82,Wolfsberg,FC Kärnten,Austria Kärnten,2007,Austrian
16,16,Zlatko Junuzović,M,"5'07""",10 03,26-09-87,Loznica,Grazer AK,Austria Kärnten,2007,Austrian
17,17,Alexander Hauser,M,"5'10""",11 09,23-06-84,St. Johann in  Tirol,SW Bregenz,Austria Kärnten,2007,Austrian
18,18,Thomas Hinum,M,"5'11""",10 03,24-07-87,,Union St. Florian,Austria Kärnten,2007,Austrian
19,19,Manuel Weber,M,"6'00""",11 00,28-08-85,Villach,FC Kärnten,Austria Kärnten,2007,Austrian
20,20,Stephan Bürgler,F,"6'01""",11 11,21-11-87,Klagenfurt,FC Kärnten,Austria Kärnten,2007,Austrian
21,21,Heinz Lienhart,G,"6'02""",12 04,04-03-79,Graz,Schwadorf,Austria Kärnten,2007,Austrian
22,22,Péter Kabát,F,"5'11""",11 07,25-09-77,Budapest,FC Kärnten,Austria Kärnten,2007,Austrian
23,23,Sandro Zakany,F,"5'11""",11 07,23-09-87,Klagenfurt,FC Kärnten,Austria Kärnten,2007,Austrian
24,24,Haris Bukva,M,"6'00""",11 09,15-03-88,,None,Austria Kärnten,2007,Austrian
25,25,Stephan  Stückler,F,"5'10""",12 01,31-10-85,Grafenstein,Feldkirchen,Austria Kärnten,2007,Austrian
26,26,Gernot Plassnegger,M,5'10'',11 11,23-03-78,Leoben,Rapid Vienna,Austria Kärnten,2007,Austrian
28,28,Roland Kollmann,F,"6'00""",12  08,08-10-76,Villach,Grazer AK,Austria Kärnten,2007,Austrian
31,31,Lukas  Königshofer,G,"6'03""",14 05,16-03-89,Vienna,FC Kärnten,Austria Kärnten,2007,Austrian
32,32,Aleksandar Sarić,G,"6'04""",13 01,27-01-74,Belgrade,ESV Parndorf,Austria Kärnten,2007,Austrian
33,33,Patrick Wolf,M,"6'00""",11 07,04-05-81,Graz,FC Kärnten,Austria Kärnten,2007,Austrian
1,1,Szabolcs Sáfár,G,"6'02""",13 03,20-08-74,Budapest,Spartak Moscow,bundes/austvien.htm,2007,Austrian
2,2,Alexander  Grünwald,M,"6'02""",12 00,01-05-89,,None,bundes/austvien.htm,2007,Austrian
3,3,Fernando Troyansky,D,"5'09""",11  11,24-11-77,Buenos  Aires,Admira Wacker,bundes/austvien.htm,2007,Austrian
4,4,Christian Ramsebner,D,"6'03""",13 01,26-03-89,Kirchdorf,None,bundes/austvien.htm,2007,Austrian
5,5,Mario Majstorović,D,"5'11""",12  06,01-03-77,,Grazer AK,bundes/austvien.htm,2007,Austrian
6,6,Jacek Bak,D,"6'01""",12 03,24-03-73,Poznan,Al-Rayyan,bundes/austvien.htm,2007,Austrian
7,7,Philipp Netzer,M,"6'02""",12 06,02-10-85,,SCR Altach,bundes/austvien.htm,2007,Austrian
8,8,Arek Radomski,M,"5'11""",12  11,27-06-77,Gniezno,Heerenveen,bundes/austvien.htm,2007,Austrian
9,9,Wolfgang Mair,F,"5'07""",10 10,17-02-80,Linz,Austria Salzburg,bundes/austvien.htm,2007,Austrian
10,10,těpán Vachouek,M,"6'00""",12 08,26-07-79,Duchcov,Marseille,bundes/austvien.htm,2007,Austrian
11,11,Hannes Aigner,F,"5'11""",11 03,16-03-81,Schwaz,Wacker Tirol,bundes/austvien.htm,2007,Austrian
13,13,Bartolomej Kuru,G,"6'02""",11 11,06-04-87,Prague,Linzer ASK,bundes/austvien.htm,2007,Austrian
14,14,David Lafata,F,"5'11""",11 07,18-09-81,České Budějovice,Jablonec,bundes/austvien.htm,2007,Austrian
15,15,Jocelyn Blanchard,M,"5'11""",12  04,28-05-72,Bethune,Lens,bundes/austvien.htm,2007,Austrian
16,16,Ronald Gercaliu,D,"5'11""",12 00,12-02-86,Tirana,Red Bull Salzburg,bundes/austvien.htm,2007,Austrian
18,18,Florian Metz,D,"5'11""",11 00,18-09-85,Zwettl,FSA Hollabrunn,bundes/austvien.htm,2007,Austrian
19,19,Rubin Okotie,F,"6'02""",13 03,06-06-87,Karachi,None,bundes/austvien.htm,2007,Austrian
20,20,Andreas Lasnik,M,"6'00""",12 04,09-11-83,,SV Ried,bundes/austvien.htm,2007,Austrian
21,21,Christian  Haselberger,D,"6'01""",11 11,02-06-89,,None,bundes/austvien.htm,2007,Austrian
22,22,Johannes Ertl,D,"6'01""",12 08,13-11-82,Vienna,Sturm Graz,bundes/austvien.htm,2007,Austrian
23,23,Emin Sulimani,F,"5'08""",09 06,04-08-86,Wels,SV Ried,bundes/austvien.htm,2007,Austrian
24,24,Franz Schiemer,D,"5'11""",12 00,21-03-86,Haag am Hausruck,SV Ried,bundes/austvien.htm,2007,Austrian
25,25,Dragan Dimić,F,"5'09""",11 03,14-10-81,,ASC Götzendorf,bundes/austvien.htm,2007,Austrian
26,26,Yüksel Sariyar,M,"6'00""",12  01,01-09-79,Vienna,FC Superfund,bundes/austvien.htm,2007,Austrian
27,27,Sanel Kuljic,F,"5'10""",12 00,10-10-77,Salzburg,Sion,bundes/austvien.htm,2007,Austrian
28,28,Marin Leovac,D,"5'10""",10 12,07-08-88,,None,bundes/austvien.htm,2007,Austrian
29,29,Markus Suttner,D,"5'10""",11 03,16-04-87,,None,bundes/austvien.htm,2007,Austrian
30,30,Milenko Ačimovič,M,"6'01""",12 08,15-02-77,Ljubljana,Al Ittihad,bundes/austvien.htm,2007,Austrian
31,31,Joachim Standfest,D,"5'11""",11  07,30-05-80,Leoben,Grazer AK,bundes/austvien.htm,2007,Austrian
32,32,Sao Fornezzi,G,"6'03""",13 12,11-12-82,,Grazer AK,bundes/austvien.htm,2007,Austrian
33,33,David Alaba,M,"5'09""",,24-06-92,,None,bundes/austvien.htm,2007,Austrian
1,1,Silvije Čavlina,G,"6'03""",13  08,22-04-77,,HNK  ibenik,LASK Linz,2007,Austrian
3,3,Niklas Hoheneder,D,"6'03""",11 11,17-08-86,,FC Linz,LASK Linz,2007,Austrian
4,4,Georg Margreitter,D,"6'01""",12 11,07-11-88,,Vorarlberg,LASK Linz,2007,Austrian
5,5,Gerald Gansterer,D,"5'09""",11 05,29-10-82,,Austria Vienna Amateure,LASK Linz,2007,Austrian
6,6,Tomasz Wisio,D,"6'02""",12 04,20-01-82,Lubin,Skoda Xanthi,LASK Linz,2007,Austrian
8,8,Jürgen Panis,M,"5'07""",11 07,21-04-75,Wiener Neustadt,Admira Wacker,LASK Linz,2007,Austrian
9,9,Ivica Vastic,F,"6'00""",12 04,29-09-69,Split,Austria Vienna,LASK Linz,2007,Austrian
10,10,Almedin Hota,M,"5'10""",11 11,22-07-76,Sarajevo,FC Kärnten,LASK Linz,2007,Austrian
11,11,Adi,F,"5'09""",11 03,15-12-85,Riachão das Neves,Nacional-SP,LASK Linz,2007,Austrian
13,13,Wolfgang Klapf,D,"5'11""",11 03,14-12-78,Leoben,DSV Leoben,LASK Linz,2007,Austrian
14,14,Ihsan Poyraz,G,"6'03""",13 08,05-03-88,,Austria Vienna Amateure,LASK Linz,2007,Austrian
15,15,Wendel,M,"5'10""",11 05,25-05-84,São Paulo,Corinthians,LASK Linz,2007,Austrian
16,16,Oliver Stadlbauer,M,"5'07""",10 06,13-04-88,,None,LASK Linz,2007,Austrian
17,17,Christian Mayrleb,F,"5'10""",12 06,08-06-72,Wels,FC Superfund,LASK Linz,2007,Austrian
18,18,Mario Mijatović,F,"6'01""",13 05,24-10-80,Batina,ASK Kottingbrunn,LASK Linz,2007,Austrian
19,19,Florian Klein,M,"5'11""",10 06,17-11-86,,FC Linz,LASK Linz,2007,Austrian
20,20,Christoph Saurer,M,"5'09""",10 03,22-01-86,,Austria Vienna,LASK Linz,2007,Austrian
21,21,Davorin Kablar,D,"6'04""",14 02,06-12-77,,SV Ried,LASK Linz,2007,Austrian
23,23,Michael Zaglmair,G,"6'00""",12 11,07-12-87,,BW Linz,LASK Linz,2007,Austrian
24,24,Thomas Piermayr,D,"5'11""",11 09,02-08-89,,None,LASK Linz,2007,Austrian
25,25,Benjamin Freudenthaler,F,"5'10""",10 03,16-04-89,,None,LASK Linz,2007,Austrian
26,26,Ralph Spirk,M,"6'00""",13 01,26-10-86,Graz,Grazer AK,LASK Linz,2007,Austrian
27,27,Ali Hamdemir,D,"5'10""",09 08,01-05-89,,None,LASK Linz,2007,Austrian
28,28,Michael Baur,D,"5'11""",12  01,16-04-69,Innsbruck,FC Superfund,LASK Linz,2007,Austrian
29,29,Mariano Torres,M,"5'11""",12 01,19-05-87,Capital Federal,Boca Juniors,LASK Linz,2007,Austrian
30,30,Richard Wemmer,M,"5'10""",10 12,18-02-81,,Gratkorn,LASK Linz,2007,Austrian
31,31,Matías Rodríguez,M,"5'10""",11  03,14-04-86,,Boca Juniors,LASK Linz,2007,Austrian
1,1,Thomas Borenitsch,G,"6'04""",14  13,19-12-80,Antau,SV Antau,SV Mattersburg,2007,Austrian
2,2,Alexander Pöllhuber,D,"6'06""",12  01,30-04-85,,Red Bull  Salzburg,SV Mattersburg,2007,Austrian
3,3,Goce Sedloski,D,"6'02""",13 08,10-04-74,Golemo Konjari,Diyarbakırspor,SV Mattersburg,2007,Austrian
4,4,Nedeljko Malic,D,"6'04""",13 05,15-05-88,,None,SV Mattersburg,2007,Austrian
5,5,Michael Mörz,M,"5'11""",10  10,02-04-80,Eisenstadt,Rapid Vienna,SV Mattersburg,2007,Austrian
6,6,Anton Pauschenwein,D,"6'00""",12  00,24-01-81,,SC Wiesen,SV Mattersburg,2007,Austrian
7,7,Adnan Mravac,D,"6'03""",13  03,10-04-82,Banja Luka,NK Čakovec,SV Mattersburg,2007,Austrian
8,8,Carsten Jancker,F,"6'04""",14  09,28-08-74,Wismar,Shanghai Shenhua,SV Mattersburg,2007,Austrian
9,9,Thomas Wagner,F,"5'11""",11  00,09-10-76,Fürstenfeld,SV Neuberg,SV Mattersburg,2007,Austrian
10,10,Dietmar Kühbauer,M,"5'08""",11  07,04-04-71,Heiligenkreuz,Wolfsburg,SV Mattersburg,2007,Austrian
11,11,Matthias Lindner,F,"6'00""",12 08,07-09-88,Scheiblingkirchen,Admira Wacker II,SV Mattersburg,2007,Austrian
12,12,Patrick Bürger,F,"6'02""",12 11,27-06-87,,None,SV Mattersburg,2007,Austrian
13,13,Dominik Friedl,M,"6'00""",11 05,19-01-86,,BNZ Burgenland,SV Mattersburg,2007,Austrian
14,14,Dominik  Doleschal,F,"6'02""",11 11,09-05-89,,None,SV Mattersburg,2007,Austrian
15,15,Jürgen  Mansberger,M,"6'02""",12 04,13-01-88,,None,SV Mattersburg,2007,Austrian
16,16,Harald Kauten,D,"6'04""",12 13,19-03-85,,BNZ Burgenland,SV Mattersburg,2007,Austrian
17,17,Ákos Kovrig,M,"6'01""",13 08,02-06-82,Kunhegyes,Kecskemét,SV Mattersburg,2007,Austrian
18,18,Patrick Niklas,M,"5'11""",10 12,13-11-87,,Baumgarten,SV Mattersburg,2007,Austrian
19,19,Markus Schmidt,M,"6'03""",13 05,12-10-77,Wiener Neustadt,SV Rohrbach,SV Mattersburg,2007,Austrian
20,20,Manuel Siedl,D,"6'00""",12 08,26-10-88,,St. Pölten,SV Mattersburg,2007,Austrian
21,21,Robert Almer,G,"6'04""",13 08,20-03-84,Birkfeld,Sturm Graz,SV Mattersburg,2007,Austrian
22,22,Roland  Gerdenitsch,G,"6'00""",12 08,31-08-78,,,SV Mattersburg,2007,Austrian
24,24,Ilco Naumoski,F,"6'03""",12 06,29-07-83,Prilep,Grazer AK,SV Mattersburg,2007,Austrian
25,25,Christian Fuchs,M,"6'01""",11  11,07-04-86,Pitten,SC Wiener Neustadt,SV Mattersburg,2007,Austrian
26,26,Csaba Csizmadia,D,"6'00""",12 08,30-05-85,Târgu Mureş,Fehérvár,SV Mattersburg,2007,Austrian
27,27,Cem Atan,M,"6'01""",12 04,30-06-85,Wiener Neustadt,Hartberg,SV Mattersburg,2007,Austrian
1,1,Raimund Hedl,G,"6'01""",13  08,31-08-74,Vienna,SV Mattersburg,bundes/rapvien.htm,2007,Austrian
2,2,Mario Tokić,D,"5'10""",11  09,23-07-75,Derventa,Austria Vienna,bundes/rapvien.htm,2007,Austrian
3,3,Jürgen Patocka,D,"6'04""",14  00,30-07-77,Vienna,SV Mattersburg,bundes/rapvien.htm,2007,Austrian
6,6,Christian Thonhofer,M,"5'10""",11 00,26-05-85,,Admira Wacker,bundes/rapvien.htm,2007,Austrian
7,7,Stefan Kulovits,M,"5'10""",10  03,19-04-83,Vienna,Red Star Knittelfield,bundes/rapvien.htm,2007,Austrian
8,8,Markus Heikkinen,M,"6'00""",13  01,13-10-74,Katrineholm,Luton T,bundes/rapvien.htm,2007,Austrian
9,9,Stefan  Maierhofer,F,"6'07""",14 09,16-08-82,Gablitz,Greuther Fürth,bundes/rapvien.htm,2007,Austrian
10,10,Mario Bazina,F,"5'10""",11 05,08-09-75,Mostar,Grazer AK,bundes/rapvien.htm,2007,Austrian
11,11,Steffen Hofmann,M,"5'08""",10 12,09-09-80,Würzburg,1860 Munich,bundes/rapvien.htm,2007,Austrian
13,13,Markus Katzer,D,"6'00""",12 04,11-12-79,Vienna,Admira Wacker,bundes/rapvien.htm,2007,Austrian
14,14,Ümit Korkmaz,M,"5'09""",11 05,17-09-85,Vienna,Slovan HAC,bundes/rapvien.htm,2007,Austrian
15,15,Boris Prokopic,M,"5'11""",11 09,29-03-88,,SV Horn,bundes/rapvien.htm,2007,Austrian
16,16,Mario Sara,D,"5'11""",11 00,21-02-82,,SCR Altach,bundes/rapvien.htm,2007,Austrian
17,17,Veli Kavlak,M,"5'09""",11 00,03-11-88,Vienna,None,bundes/rapvien.htm,2007,Austrian
18,18,Hannes Eder,D,"5'10""",11  09,05-09-83,Innsbruck,Wacker Tirol,bundes/rapvien.htm,2007,Austrian
19,19,Christopher  Drazan,M,"6'00""",12 11,02-10-90,,Admira Wacker,bundes/rapvien.htm,2007,Austrian
20,20,Fabiano,F,"6'00""",12 01,24-11-85,Campinas,Ponte Preta,bundes/rapvien.htm,2007,Austrian
21,21,Erwin Hoffer,F,"5'09""",11 05,14-04-87,Baden,Admira Wacker,bundes/rapvien.htm,2007,Austrian
22,22,Georg Harding,M,"6'00""",12 06,30-08-81,,DSV Leoben,bundes/rapvien.htm,2007,Austrian
23,23,Andreas Dober,D,"6'00""",12 00,31-03-86,,None,bundes/rapvien.htm,2007,Austrian
24,24,Helge Payer,G,"6'00""",13  03,09-08-79,Wels,ASK Kottingbrunn,bundes/rapvien.htm,2007,Austrian
25,25,Christopher  Frank,F,"5'10""",11 00,11-06-87,,Stadlau,bundes/rapvien.htm,2007,Austrian
27,27,Branko Boković,M,"6'01""",12 06,21-06-80,Bačka  Topola,Rad Belgrade,bundes/rapvien.htm,2007,Austrian
31,31,Michael  Haunschmid,G,"6'01""",13 08,31-12-89,,None,bundes/rapvien.htm,2007,Austrian
32,32,Stephan Palla,D,"5'08""",11 00,15-05-89,,None,bundes/rapvien.htm,2007,Austrian
1,1,Timo Ochs,G,"6'02""",12 11,17-10-81,Göttingen,1860 Munich,bundes/rbsalz.htm,2007,Austrian
2,2,László Bodnar,D,"5'09""",11 09,25-02-79,Màtèszalka,Roda JC,bundes/rbsalz.htm,2007,Austrian
3,3,Milan  Dudić,D,"6'01""",12 01,01-11-79,Kraljevo,Crvena Zvezda,bundes/rbsalz.htm,2007,Austrian
4,4,Raimund Friedl,M,"5'08""",11 05,12-04-88,Salzburg,BNZ Salzburg,bundes/rbsalz.htm,2007,Austrian
5,5,Ezequiel Carboni,M,"5'10""",11 09,04-04-79,Capital Federal,Lanús,bundes/rbsalz.htm,2007,Austrian
6,6,Niko Kovač,M,"5'10""",11 05,15-10-71,Berlin,Hertha Berlin,bundes/rbsalz.htm,2007,Austrian
7,7,Alexander Zickler,F,"6'02""",13  10,28-02-74,Bad  Salzungen,Bayern Munich,bundes/rbsalz.htm,2007,Austrian
8,8,Manuel Pamić,M,"5'09""",10 10,14-04-86,Pula,NK Rijeka,bundes/rbsalz.htm,2007,Austrian
10,10,Johan Vonlanthen,F,"5'09""",10 08,01-02-86,Santa Marta,PSV Eindhoven,bundes/rbsalz.htm,2007,Austrian
11,11,Patrik Jezek,M,"5'08""",10 10,28-12-76,Plzeň,FC Superfund,bundes/rbsalz.htm,2007,Austrian
14,14,Pa Ousman Sonko,D,"6'00""",11 11,26-12-84,,Union Mondsee,bundes/rbsalz.htm,2007,Austrian
15,15,Aleksander  Knavs,D,"6'03""",13 12,05-12-75,Maribor,VfL Bochum,bundes/rbsalz.htm,2007,Austrian
16,16,Karel Piták,M,"5'11""",11 11,28-01-80,Hradec Králové,Slavia  Prague,bundes/rbsalz.htm,2007,Austrian
17,17,Tsuneyasu Miyamoto,D,"5'09""",11 05,07-02-77,Osaka,Gamba Osaka,bundes/rbsalz.htm,2007,Austrian
18,18,Rémo Meyer,D,"6'00""",12 08,12-11-80,Langenthal,1860 Munich,bundes/rbsalz.htm,2007,Austrian
19,19,Djordje Rakić,F,"6'02""",12 13,31-10-85,Belgrade,OFK Belgrade,bundes/rbsalz.htm,2007,Austrian
20,20,Markus Steinhöfer,D,"5'09""",11 00,07-03-86,Weißenburg  in Bayern,Bayern Munich II,bundes/rbsalz.htm,2007,Austrian
21,21,Marc Janko,F,"6'04""",13  01,25-06-83,Vienna,Admira Wacker,bundes/rbsalz.htm,2007,Austrian
22,22,Saa  Ilić,M,"5'10""",11  00,30-12-77,Pozarevac,Galatasaray,bundes/rbsalz.htm,2007,Austrian
23,23,Ibrahim  Sekagya,D,"6'01""",11  11,19-12-80,Kampala,Arsenal [ARG],bundes/rbsalz.htm,2007,Austrian
24,24,Christoph Leitgeb,M,"5'07""",10 01,14-04-85,Graz,Sturm Graz,bundes/rbsalz.htm,2007,Austrian
27,27,Vladimir Janočko,M,"5'09""",12 00,02-12-76,Koice,Austria Vienna,bundes/rbsalz.htm,2007,Austrian
28,28,René Aufhauser,M,"6'01""",12  08,21-06-76,Voitsberg,Grazer AK,bundes/rbsalz.htm,2007,Austrian
29,29,Louis  Ngwat-Mahop,F,"6'01""",12 04,16-09-87,Yaoundé,Bayern Munich,bundes/rbsalz.htm,2007,Austrian
30,30,Wolfgang Schober,G,"6'02""",12 04,06-07-89,,Bayern Munich II,bundes/rbsalz.htm,2007,Austrian
31,31,Jorge Vargas,D,"5'11""",12 08,08-02-76,Santiago,Livorno,bundes/rbsalz.htm,2007,Austrian
32,32,Norman Prenn,D,"6'00""",12 01,26-09-85,Lienz,SV Spittal,bundes/rbsalz.htm,2007,Austrian
33,33,Heinz Arzberger,G,"6'01""",13  05,27-08-72,Wolfsberg,FCN St. Pölten,bundes/rbsalz.htm,2007,Austrian
1,1,Hans-Peter Berger,G,"5'10""",13 01,28-09-81,Salzburg,Linzer ASK,SV Ried,2007,Austrian
2,2,Christoph Jank,D,"6'00""",12 08,14-10-73,Zwettl,Austria Salzburg,SV Ried,2007,Austrian
3,3,Pa Saikou Kujabi,M,"5'08""",11  05,10-12-86,,Grazer AK,SV Ried,2007,Austrian
5,5,Oliver Glasner,D,"5'11""",11 05,28-08-74,Salzburg,Linzer ASK,SV Ried,2007,Austrian
6,6,Tomasz Rząsa,D,"5'11""",12 00,11-03-73,Kraków,ADO Den Haag,SV Ried,2007,Austrian
7,7,Bozo Kovacevic,M,"6'00""",13  12,24-12-79,Vienna,FC Superfund,SV Ried,2007,Austrian
8,8,Daniel Toth,M,"5'08""",10 10,10-06-87,,Neusiedl/See,SV Ried,2007,Austrian
10,10,Sebastián Martínez,M,"5'09""",11 05,04-12-77,Vienna,Rapid Vienna,SV Ried,2007,Austrian
11,11,Rade Djokić,F,"5'11""",12 00,23-06-83,Zvornik,Grazer AK,SV Ried,2007,Austrian
13,13,Harun Erbek,M,"5'05""",10 03,08-06-86,,FC Lustenau,SV Ried,2007,Austrian
14,14,Hamdi Salihi,F,"6'00""",11 11,19-01-84,Shkoder,SK Tirana,SV Ried,2007,Austrian
15,15,Muhammet  Akagündüz,M,"5'08""",11 00,11-01-78,Bingöl,Verona,SV Ried,2007,Austrian
16,16,Herwig Drechsel,M,"5'10""",11 11,04-09-73,Linz,Grazer AK,SV Ried,2007,Austrian
17,17,Ernst Dospel,D,"6'01""",12 06,08-10-76,Absdorf,FC Superfund,SV Ried,2007,Austrian
18,18,Ewald Brenner,M,"6'00""",13 01,26-06-75,Freistadt,Austria Salzburg,SV Ried,2007,Austrian
19,19,Peter Hackmair,M,"5'10""",10 10,06-06-87,,SK Kammer,SV Ried,2007,Austrian
20,20,Anel Hadzic,M,"6'00""",11 07,16-08-89,,Andorf,SV Ried,2007,Austrian
22,22,Mario Illibauer,M,"5'09""",09 06,03-05-85,,Andorf,SV Ried,2007,Austrian
23,23,Alex  Stanisavljevic,M,"5'10""",11 11,11-06-89,,AKA OÖ West,SV Ried,2007,Austrian
24,24,Thomas Gebauer,G,"6'03""",13 01,30-06-82,Augsburg,Bayreuth,SV Ried,2007,Austrian
25,25,Manuel Schmidl,F,"5'09""",11 05,01-11-88,,Neuhofen,SV Ried,2007,Austrian
26,26,Mathias Murauer,M,,,01-06-82,,Neuhofen,SV Ried,2007,Austrian
28,28,Jürgen  Pichorner,M,"5'09""",11 05,31-08-77,,Austria Salzburg,SV Ried,2007,Austrian
31,31,Hubert Auer,G,"6'03""",13 12,19-12-81,,Lustenau,SV Ried,2007,Austrian
1,1,Christian Gratzei,G,"6'01""",12 08,19-09-81,Graz,Grazer AK,Sturm Graz,2007,Austrian
2,2,Fabian Lamotte,D,6'02'',12  08,25-02-83,Marsberg,1860 Munich,Sturm Graz,2007,Austrian
4,4,Mario Sonnleitner,D,"5'11""",12 00,08-10-86,Vorau,Grazer AK,Sturm Graz,2007,Austrian
5,5,Mark Prettenthaler,D,"6'00""",11 05,11-04-83,,SV Kapfenberger,Sturm Graz,2007,Austrian
6,6,Georgi Shashiashvili,M,"5'11""",11 07,01-09-79,Tbilisi,Chernomorets  Odessa,Sturm Graz,2007,Austrian
7,7,Ozren Perić,F,"6'01""",12 11,04-04-87,,None,Sturm Graz,2007,Austrian
9,9,Marko Stanković,F,"5'09""",11 00,17-02-86,Leoben,DSV Leoben,Sturm Graz,2007,Austrian
10,10,Samir Muratović,M,"6'01""",12  04,25-02-76,Zvornik,Grazer AK,Sturm Graz,2007,Austrian
11,11,Mario Haas,F,"5'11""",12 08,16-09-74,Graz,JEF United,Sturm Graz,2007,Austrian
13,13,Jakob Jantscher,F,"5'11""",11 00,08-01-89,,None,Sturm Graz,2007,Austrian
14,14,Thomas Krammer,M,"5'10""",10 10,18-02-83,,FSC Pöls,Sturm Graz,2007,Austrian
15,15,Sebastian Prödl,D,"6'04""",13 05,21-06-87,Graz,SV Feldbach,Sturm Graz,2007,Austrian
