,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
10,10,Gabriel Pereyra,M,"5'09""",11 05,28-02-78,Carlos Pellegrini,Cruz Azul,Atlante,2007,Mexican
11,11,José María Cárdenas,F,"5'05""",10 08,04-02-85,Zacatecas,None,Atlante,2007,Mexican
13,13,Tomás Domínguez,M,"5'07""",10 10,14-02-86,Mexico City,Colima,Atlante,2007,Mexican
14,14,Ignacio Hierro,D,"5'11""",10 08,22-06-78,Mexico City,Puebla,Atlante,2007,Mexican
15,15,Arturo Muñoz,D,"5'09""",11 00,31-12-84,Mexico City,Colima,Atlante,2007,Mexican
17,17,David Toledo,M,"5'06""",08 11,18-04-82,Oaxaca,UNAM,Atlante,2007,Mexican
18,18,Christian Bermúdez,M,"5'04""",09 02,26-04-87,Nezahualcóyotl,None,Atlante,2007,Mexican
19,19,Fernando López,D,"5'07""",09 06,07-02-84,La Piedad,Querétaro,Atlante,2007,Mexican
20,20,Andrés Carevic,M,"5'08""",10 10,13-12-78,Santa Fe,The Strongest,Atlante,2007,Mexican
21,21,Edwin Borboa,F,"5'09""",11 00,11-01-83,Guadalajara,Guadalajara,Atlante,2007,Mexican
22,22,Rafael Cuevas,G,"5'09""",10 10,16-06-80,Cuernavaca,Acapulco,Atlante,2007,Mexican
23,23,Gerardo Castillo,D,"5'05""",09 11,19-11-86,Mexico City,Colima,Atlante,2007,Mexican
25,25,Omar Cervantes,M,"5'10""",11 05,27-09-85,Ecatepec,None,Atlante,2007,Mexican
26,26,Clemente Ovalle,D,"5'09""",12 01,05-10-82,Monterrey,Monterrey,Atlante,2007,Mexican
27,27,José Guerrero,F,"5'09""",10 12,18-11-87,Guadalajara,None,Atlante,2007,Mexican
28,28,Fernando Herrera,M,"5'04""",09 13,04-07-87,Mexico City,Colima,Atlante,2007,Mexican
29,29,Daniel García,D,"5'09""",11 05,27-01-86,Sahuayo,Colima,Atlante,2007,Mexican
30,30,Mario Hernández,D,"6'00""",11 05,24-01-79,Monterrey,Zacatecas,Atlante,2007,Mexican
31,31,Gerardo Ruíz,G,"6'00""",11 05,05-09-85,Mexico City,None,Atlante,2007,Mexican
1,1,Mario Rodríguez,G,"6'02""",12 04,18-02-78,Torreón,UAG Tecos,Atlas,2007,Mexican
2,2,Joaquin Andrade,D,"5'08""",11 09,21-02-85,Guadalajara,None,Atlas,2007,Mexican
3,3,Diego Colotto,D,"6'00""",12 11,03-10-81,Rio Cuarto,UAG Tecos,Atlas,2007,Mexican
4,4,Luis Robles,D,"5'07""",10 03,22-09-86,Amacueca,None,Atlas,2007,Mexican
5,5,Ricardo Jiménez,D,"6'01""",12 02,17-11-84,Guadalajara,Jaguares de Chiapas,Atlas,2007,Mexican
6,6,Juan  Carlos Valenzuela,M,"5'10""",10 10,15-05-84,Guaymas,None,Atlas,2007,Mexican
7,7,Hernán  Encina,M,"5'05""",10  01,03-11-82,Rosario,UAG Tecos,Atlas,2007,Mexican
8,8,Juan  Carlos Medina,M,"5'07""",10 08,22-08-83,Torreón,None,Atlas,2007,Mexican
9,9,Bruno Marioni,F,"5'10""",11 09,15-06-75,Paraná,Boca Juniors,Atlas,2007,Mexican
10,10,Nicolás Olivera,M,"5'05""",10 03,30-05-78,Montevideo,Necaxa,Atlas,2007,Mexican
11,11,Aarón Padilla,F,"5'07""",09 06,13-08-77,Mexico City,América,Atlas,2007,Mexican
12,12,Antonio Pérez,G,"6'00""",12 04,16-04-78,Guadalajara,Tijuana,Atlas,2007,Mexican
13,13,Jesús Paganoni,M,"5'07""",10 08,24-09-88,Guadalajara,None,Atlas,2007,Mexican
14,14,Carlos Balcázar,M,"5'09""",11 07,01-09-84,Guadalajara,None,Atlas,2007,Mexican
15,15,Gerardo Flores,D,"5'10""",10 08,05-02-86,Xochitepec,Monterrey,Atlas,2007,Mexican
16,16,Hugo Ayala,D,"6'00""",11 08,31-03-87,Morelia,None,Atlas,2007,Mexican
17,17,Roberto Vargas,M,"5'06""",09 04,08-10-84,Senguio,Morelia,Atlas,2007,Mexican
18,18,Julio César Betancio,M,"5'07""",10 10,03-01-88,Jalisco,None,Atlas,2007,Mexican
19,19,Rafael Murguía,F,"5'11""",12 11,16-02-86,Guadalajara,None,Atlas,2007,Mexican
20,20,Ulises Mendivil,F,"6'01""",12 08,03-09-80,San Carlos,Cihuatlán,Atlas,2007,Mexican
21,21,Pedro Hernández,G,"6'02""",13 01,21-06-81,Guadalajara,Santos Laguna,Atlas,2007,Mexican
22,22,Lucas Barrios,F,"6'02""",13 01,13-11-84,San Fernando,Cobreloa,Atlas,2007,Mexican
23,23,Eduardo Rergis,M,"5'10""",11 00,31-12-80,Mexico City,Atlante,Atlas,2007,Mexican
26,26,Christian Valdéz,M,"5'09""",09 08,05-05-84,Mazatlán,None,Atlas,2007,Mexican
27,27,Jorge Hernández,M,"5'10""",11 03,03-09-85,Guadalajara,None,Atlas,2007,Mexican
28,28,Luis Fernando Guevara,M,"5'08""",11 00,10-01-85,Tepic,None,Atlas,2007,Mexican
29,29,Christian  Emmanuel Sánchez,D,"5'11""",11  05,04-04-89,Guadalajara,None,Atlas,2007,Mexican
30,30,Jorge Torres,D,"5'09""",10  12,16-09-88,Tijuana,None,Atlas,2007,Mexican
31,31,José Jonathan  Piña,M,"5'07""",10 03,16-06-89,Aguascalientes,None,Atlas,2007,Mexican
41,50,Hebert Efrain Alferez,M,"5'09""",11 03,04-06-88,Benito Juarez,None,Atlas,2007,Mexican
1,1,Oscar Pérez,G,"5'07""",11 05,01-02-73,Mexico City,None,Cruz Azul,2007,Mexican
2,2,Alberto Rodríguez,D,"5'06""",10 03,01-04-74,Mexico City,Pachuca,Cruz Azul,2007,Mexican
3,3,Joel Huiqui,D,"5'11""",10 12,18-02-83,Los Mochis,Pachuca,Cruz Azul,2007,Mexican
4,4,Julio Domínguez,D,"5'07""",10 08,08-11-87,Arriaga,None,Cruz Azul,2007,Mexican
5,5,Israel López,D,"5'05""",09 11,29-09-74,Mexico City,Toluca,Cruz Azul,2007,Mexican
6,6,Gerardo Torrado,M,"5'08""",11 07,30-04-79,Mexico City,Racing Santander,Cruz Azul,2007,Mexican
7,7,Cristian Riveros,M,"5'10""",12 00,16-10-82,J.A. Saldivar,Libertad,Cruz Azul,2007,Mexican
8,8,Carlos Bonet,M,"5'09""",12 02,02-10-77,Asunción,Libertad,Cruz Azul,2007,Mexican
9,9,Richard Núñez,F,"5'08""",10 06,16-02-76,Montevideo,Atlético Madrid,Cruz Azul,2007,Mexican
11,11,Miguel Sabah,F,"5'08""",10 06,14-11-79,Cancún,Guadalajara,Cruz Azul,2007,Mexican
12,12,Julio César Valdivia,G,"6'00""",13 05,05-06-82,León,Atlético San Francisco,Cruz Azul,2007,Mexican
14,14,Joaquín Beltrán,D,"6'00""",13 05,29-04-77,Mexico City,UNAM,Cruz Azul,2007,Mexican
15,15,Gregorio Torres,M,"5'07""",11 05,03-09-85,Guadalajara,Atlas,Cruz Azul,2007,Mexican
16,16,Rogelio Chávez,D,"5'08""",10 10,24-10-84,Tula de Allende,None,Cruz Azul,2007,Mexican
17,17,Roberto Carlos Juárez,M,"6'00""",11 07,04-07-87,Guadalajara,None,Cruz Azul,2007,Mexican
18,18,Edgar Andrade,M,"5'09""",12 04,02-03-88,Jalapa,None,Cruz Azul,2007,Mexican
19,19,César Delgado,F,"5'09""",12 06,18-08-81,Rosario,Rosario Central,Cruz Azul,2007,Mexican
21,21,Denis Caniza,D,"5'09""",11 00,29-08-74,Bella Vista,Atlas,Cruz Azul,2007,Mexican
22,22,Adrián Cortés,D,"5'09""",10 10,19-11-83,Mexico City,None,Cruz Azul,2007,Mexican
23,23,Edgar Lugo,M,"5'11""",10 03,31-12-84,Mexico City,Cruz Azul Hidalgo,Cruz Azul,2007,Mexican
24,24,Luis Alberto Orozco,F,"5'06""",10 10,01-03-84,Los Mochis,None,Cruz Azul,2007,Mexican
25,25,Yosgart Gutiérrez,G,"6'02""",11 00,15-03-81,Ruiz Cortines,None,Cruz Azul,2007,Mexican
26,26,Gabino Alberto Velasco,M,"5'11""",11 03,09-04-84,Mexico City,None,Cruz Azul,2007,Mexican
27,27,José María Ramírez,M,"5'08""",11 07,27-07-82,Mexico City,Cruz Azul Hidalgo,Cruz Azul,2007,Mexican
30,30,César Villaluz,M,"5'06""",10 10,18-07-88,Mexico City,None,Cruz Azul,2007,Mexican
41,45,Félix González,D,"5'11""",11 11,25-01-85,Mexico City,None,Cruz Azul,2007,Mexican
42,58,Jared Borgetti,F,"6'00""",11 05,14-08-73,Culiacán,Al  Ittihad,Cruz Azul,2007,Mexican
1,1,Luis Ernesto Michel,G,"6'00""",11 11,21-07-79,Guadalajara,Santos,Guadalajara,2007,Mexican
2,2,Arturo Ledesma,M,"5'11""",12 00,25-05-88,Jalisco,None,Guadalajara,2007,Mexican
3,3,Francisco Rodriguez,D,"6'00""",10 10,20-10-81,Mazatlán,None,Guadalajara,2007,Mexican
4,4,Héctor Reynoso,D,"5'11""",10 12,03-10-80,Mexico City,Tijuana,Guadalajara,2007,Mexican
5,5,Patricio Araujo,D,"5'09""",12 01,30-01-88,Colima,None,Guadalajara,2007,Mexican
6,6,Omar Esparza,M,"5'11""",12 11,21-05-88,Guadalajara,None,Guadalajara,2007,Mexican
7,7,Gonzalo Pineda,M,"5'10""",10 08,19-10-82,Mexico City,UNAM,Guadalajara,2007,Mexican
8,8,Antonio Olvera,D,"5'08""",09 13,03-04-86,Francisco Madero,Santos Laguna,Guadalajara,2007,Mexican
9,9,Omar Bravo,F,"5'07""",09 04,04-03-80,Los Mochis,None,Guadalajara,2007,Mexican
10,10,Alberto Medina,F,"5'07""",10 01,29-05-83,Culiacán,None,Guadalajara,2007,Mexican
11,11,Ramón Morales,M,"5'07""",09 04,10-10-75,La Piedad,Monterrey,Guadalajara,2007,Mexican
13,13,Sergio Ávila,M,"5'06""",10 01,02-09-85,Irapuato,None,Guadalajara,2007,Mexican
14,14,José Antonio Patlán,D,"5'11""",11 11,12-12-83,Irapuato,None,Guadalajara,2007,Mexican
15,15,Jesús Padilla,F,"5'11""",10 10,03-03-87,San Miguel El Alto,None,Guadalajara,2007,Mexican
16,16,Edgar Iván Solís,M,"5'07""",09 04,05-03-87,Guadalajara,None,Guadalajara,2007,Mexican
17,17,Alfredo Talavera,G,"5'07""",08 11,18-09-82,La Barca,None,Guadalajara,2007,Mexican
18,18,Xavier Baez,M,"5'07""",09 13,22-07-87,Reynosa,None,Guadalajara,2007,Mexican
19,19,José Jonny Magallón,M,"5'10""",11 09,21-11-81,Ocotlán,None,Guadalajara,2007,Mexican
20,20,Edgar Mejía,D,"5'10""",11 00,27-07-88,Guadalajara,None,Guadalajara,2007,Mexican
21,21,Sergio Santana,F,"5'10""",10 06,10-08-81,Rio Grande,Pachuca,Guadalajara,2007,Mexican
23,23,Antonio Salazar,F,"5'10""",11 07,02-07-89,Ciudad Madero,None,Guadalajara,2007,Mexican
25,25,Javier  Hernández,F,"5'08""",09  11,01-06-88,Guadalajara,None,Guadalajara,2007,Mexican
27,27,Omar Arellano,M,"5'09""",11 00,18-06-87,Guadalajara,Pachuca,Guadalajara,2007,Mexican
28,28,Julio César Nava,M,"5'07""",09 02,19-12-89,Xalapa,None,Guadalajara,2007,Mexican
38,38,Jesús Morales,F,"5'08""",11 00,18-12-85,Uruapan,None,Guadalajara,2007,Mexican
40,40,José Manuel Garza,M,"5'07""",10 10,30-01-83,Sahuayo,,Guadalajara,2007,Mexican
41,43,Emilio López,M,"5'05""",09 02,10-05-86,Guadalajara,None,Guadalajara,2007,Mexican
1,1,Adolfo Bautista,F,"5'11""",10 01,15-09-79,Dolores Hidalgo,Guadalajara,Jaguares de Chiapas,2007,Mexican
2,2,Christian Armas,M,"5'10""",12 00,13-01-86,Tepic,Guadalajara,Jaguares de Chiapas,2007,Mexican
4,4,Ismael Fuentes,D,"5'11""",12 06,04-08-81,Petroca,Colo Colo,Jaguares de Chiapas,2007,Mexican
5,5,Osvaldo Lucas,D,"5'10""",11 09,28-05-77,Tampico,Necaxa,Jaguares de Chiapas,2007,Mexican
6,6,André Luiz,M,"6'00""",12 06,11-01-74,São Paulo,Santos,Jaguares de Chiapas,2007,Mexican
7,7,Oscar Razo,M,"5'07""",10 10,09-04-84,Irapuato,Veracruz,Jaguares de Chiapas,2007,Mexican
8,8,Javier Cámpora,F,"5'09""",11 05,07-01-80,Rosario,Cruz Azul,Jaguares de Chiapas,2007,Mexican
10,10,Lenilson,M,"6'00""",12 13,01-05-81,Salvador,São Paulo,Jaguares de Chiapas,2007,Mexican
11,11,Alejandro Vela,F,"5'08""",10 12,28-03-84,Cancún,Guadalajara,Jaguares de Chiapas,2007,Mexican
12,12,Omar Ortiz,G,"5'11""",12 00,13-03-76,Monterrey,Necaxa,Jaguares de Chiapas,2007,Mexican
13,13,Melvin Brown,D,"5'09""",12 06,28-01-79,Naranjos,Cruz Azul,Jaguares de Chiapas,2007,Mexican
15,15,Felipe Ayala,M,"5'09""",10 10,16-12-77,Monterrey,Puebla,Jaguares de Chiapas,2007,Mexican
16,16,Daniel Silva Cordero,M,"5'08""",11 05,04-05-88,Francisco I. Madero,Guadalajara,Jaguares de Chiapas,2007,Mexican
17,17,Alejandro Corona,M,"5'08""",10 01,26-06-76,Pachuca,Cruz Azul,Jaguares de Chiapas,2007,Mexican
18,18,Gabriel Palmeros,D,"5'08""",10 01,02-12-77,Puebla,Santos Laguna,Jaguares de Chiapas,2007,Mexican
19,19,Oscar Rojas,F,"5'11""",12 04,27-04-79,San José,Veracruz,Jaguares de Chiapas,2007,Mexican
20,20,Jorge Manrique,M,"5'08""",10 10,18-06-79,Mexico City,Veracruz,Jaguares de Chiapas,2007,Mexican
21,21,Miguel Angel Gómez,M,"5'08""",11 00,06-09-74,Mexico City,Cruz Azul,Jaguares de Chiapas,2007,Mexican
22,22,José Manuel Rivera,M,"5'10""",11 05,16-06-86,Guadalajara,Honvéd,Jaguares de Chiapas,2007,Mexican
23,23,Edgar Hernández,G,"6'00""",12 05,27-08-82,Ciudad Reynosa,UANL Tigres,Jaguares de Chiapas,2007,Mexican
25,25,Edoardo Isella,D,"6'00""",12 04,09-10-80,Tuxtla Gutierrez,Guadalajara,Jaguares de Chiapas,2007,Mexican
26,26,Gilberto Mora,M,"5'08""",10 01,24-10-80,Tuxtla Gutierrez,Veracruz,Jaguares de Chiapas,2007,Mexican
27,27,Jesús Gutiérrez,D,"5'07""",10 01,24-08-75,Guadalajara,Veracruz,Jaguares de Chiapas,2007,Mexican
28,28,Eduardo Hernández,D,"5'09""",11 00,25-01-87,Torreón,Santos Laguna,Jaguares de Chiapas,2007,Mexican
29,29,Enrique Meza,M,"5'06""",10 03,14-11-79,Mexico City,Indios de Ciudad Juárez,Jaguares de Chiapas,2007,Mexican
30,30,Carlos Velázquez,G,"6'01""",12 08,02-06-84,Ciudad Sahagún,Pachuca,Jaguares de Chiapas,2007,Mexican
41,49,Leonardo Casanova Díaz,M,"5'11""",11 11,02-06-85,Tuxtla  Gutiérrez,Deportivo Italiano,Jaguares de Chiapas,2007,Mexican
1,1,Jonathan Orozco,G,"5'09""",09 06,12-05-86,Monterrey,None,Monterrey,2007,Mexican
2,2,Severo Meza,M,"5'08""",11 07,09-07-86,Naranjos,None,Monterrey,2007,Mexican
3,3,Pierre Ibarra,D,"5'09""",11 07,18-01-83,Los Mochis,Cobras de Ciudad Juárez,Monterrey,2007,Mexican
4,4,Diego Ramírez,D,"5'05""",10 03,10-04-81,Mexico City,Atlante,Monterrey,2007,Mexican
5,5,Egidio Arévalo,M,"5'07""",10 10,01-01-82,Paysandú,Peñarol,Monterrey,2007,Mexican
6,6,Arturo  Alvarado,F,"5'11""",12  00,17-08-87,Monterrey,None,Monterrey,2007,Mexican
7,7,Manuel Pérez,M,"5'07""",10 12,22-01-80,Guadalajara,Atlas,Monterrey,2007,Mexican
8,8,Luis Ernesto Pérez,F,"5'05""",10 06,12-01-81,Mexico City,Necaxa,Monterrey,2007,Mexican
9,9,Carlos Ochoa,F,"5'09""",11 05,05-03-78,Apatzingan,Jaguares de Chiapas,Monterrey,2007,Mexican
10,10,Alex Fernandes,F,"5'09""",11 09,01-04-73,Recife,Morelia,Monterrey,2007,Mexican
13,13,Alejandro Arredondo,G,"5'09""",10 06,28-08-85,Mexico City,Atlante,Monterrey,2007,Mexican
14,14,Joel Arturo Morales,D,"5'08""",09 11,23-02-84,San Nicolás de los Garza,None,Monterrey,2007,Mexican
15,15,Irving Rubirosa,M,"5'09""",10 10,03-05-79,Mexico City,Jaguares de Chiapas,Monterrey,2007,Mexican
16,16,Christian Martínez,G,"5'11""",12 01,16-10-79,Mexico City,San Luis,Monterrey,2007,Mexican
17,17,Jesús Eduardo Zavala,F,"6'02""",13 05,21-07-87,Monterrey,None,Monterrey,2007,Mexican
18,18,Walter Erviti,M,"5'07""",10 01,12-01-80,Mar de la Plata,San Lorenzo,Monterrey,2007,Mexican
19,19,Ignacio Ithurralde,M,"6'01""",13 01,30-05-83,Montevideo,Defensor Sporting,Monterrey,2007,Mexican
20,20,Paulo Serafín,D,"5'10""",09 06,20-04-75,Mexico City,Atlante,Monterrey,2007,Mexican
21,21,Diego Ordaz,D,"5'10""",10 10,07-05-84,Guadalajara,None,Monterrey,2007,Mexican
22,22,William Paredes,M,"5'04""",09 11,09-09-85,Mérida,None,Monterrey,2007,Mexican
23,23,Felipe Baloy,D,"6'01""",13 03,24-02-81,Panama City,Atlético Paranaense,Monterrey,2007,Mexican
24,24,Rodolfo Basilio del Real,F,"5'05""",09 06,05-04-87,Monterrey,None,Monterrey,2007,Mexican
25,25,Tomás Banda,F,"5'06""",10 10,11-01-84,León,Puebla,Monterrey,2007,Mexican
26,26,Humberto Suazo,F,"5'07""",12 06,10-05-81,San Antonio,Colo Colo,Monterrey,2007,Mexican
27,27,Carlos Alberto Vela,F,"5'09""",11  11,14-03-84,Monterrey,None,Monterrey,2007,Mexican
28,28,Jesús Arellano,M,"5'09""",10 12,08-05-73,Monterrey,Guadalajara,Monterrey,2007,Mexican
30,30,Ernesto Serrato,D,"5'08""",11 05,01-02-85,Monterrey,None,Monterrey,2007,Mexican
1,1,Miguel Ángel Fraga,G,"6'02""",12 00,03-09-87,Morelia,None,Morelia,2007,Mexican
2,2,Edgar Solano,D,"5'09""",09 11,26-10-78,Mexico City,Atlante,Morelia,2007,Mexican
3,3,Alejandro Pliego,D,"5'10""",11 00,04-01-82,Morelia,None,Morelia,2007,Mexican
4,4,Diego Martínez,D,"6'02""",12 01,15-02-81,Mexico City,Guadalajara,Morelia,2007,Mexican
5,5,Wilson Tiago,M,"6'01""",11 11,14-09-83,Limeira,Ituano,Morelia,2007,Mexican
7,7,Marcinho,F,"5'09""",12 04,11-12-79,Florianópolis,CRB,Morelia,2007,Mexican
8,8,Ignacio Carrasco,M,"5'06""",10 01,30-01-82,Morelia,None,Morelia,2007,Mexican
9,9,Luis Ángel Landín,F,"6'00""",11 07,23-07-85,Zamora,Pachuca,Morelia,2007,Mexican
10,10,Wanderson Da Silva,M,"5'10""",,13-10-80,Campos Dos Goytaczes,CRB,Morelia,2007,Mexican
11,11,Gonzalo  Choy,M,"6'03""",11 03,10-11-81,Montevideo,Argentinos Juniors,Morelia,2007,Mexican
13,13,Jorge  Alberto Rosas,M,"5'09""",12  01,29-01-86,Guadalajara,None,Morelia,2007,Mexican
14,14,Ever Guzmán,F,"5'07""",09 06,15-03-88,Celaya,None,Morelia,2007,Mexican
15,15,Fernando Arce,M,"5'09""",10 03,24-04-80,Tijuana,Atlante,Morelia,2007,Mexican
16,16,Adrián Aldrete,M,"5'09""",11 03,14-06-88,Guadalajara,Dorados de Sinaloa,Morelia,2007,Mexican
17,17,José  Emmanuel Rodríguez,M,"5'09""",10 03,10-05-85,León,None,Morelia,2007,Mexican
18,18,Alejandro Leyva,M,"6'00""",12 00,14-05-80,Morelia,Veracruz,Morelia,2007,Mexican
20,20,Hugo Sánchez,D,"6'01""",11 05,08-08-81,Momterrey,UANL Tigres,Morelia,2007,Mexican
23,23,Moisés Muñoz,G,"5'07""",11 07,01-02-80,Morelia,None,Morelia,2007,Mexican
24,24,Alberto  Lucio,D,"6'00""",12  00,26-01-85,Morelia,None,Morelia,2007,Mexican
25,25,Horacio Cervantes,D,"6'03""",12 04,17-10-81,Mexico City,Necaxa,Morelia,2007,Mexican
26,26,Mauricio  Romero,D,"6'00""",12  11,13-01-83,La  Pampa,Lanús,Morelia,2007,Mexican
27,27,Omar Trujillo,D,"5'07""",09 11,09-11-77,Mexico City,None,Morelia,2007,Mexican
36,36,Mario Moreno,M,"5'06""",10 03,02-04-86,Tlalixcoyan,None,Morelia,2007,Mexican
41,50,Emmanuel Turrubiates,G,"5'11""",12 01,06-01-85,Salamanca,,Morelia,2007,Mexican
1,1,Iván Vázquez,G,"6'00""",11 05,14-12-82,Mexico City,Zacatapec,Necaxa,2007,Mexican
2,2,Pablo Quatrocchi,D,"6'02""",12 04,19-01-74,Buenos Aires,San Lorenzo,Necaxa,2007,Mexican
3,3,Miguel Acosta,D,"5'09""",09 08,09-04-75,Cuautitlan,Veracruz,Necaxa,2007,Mexican
4,4,Emilio Hassan Viades,D,"5'09""",10 08,01-10-78,Mexico City,Toluca,Necaxa,2007,Mexican
5,5,Márvin de la Cruz,D,"5'08""",10 06,03-04-85,Tuxtla Gutiérrez,None,Necaxa,2007,Mexican
6,6,José Luis López,M,"5'09""",10 03,23-05-78,Cuernavaca,UNAM,Necaxa,2007,Mexican
8,8,Fabiano Pereira,F,"5'11""",12 08,04-06-78,São Paulo,Santos,Necaxa,2007,Mexican
9,9,Hugo Rodallega,F,"6'00""",11 05,25-07-85,El Carmelo,Monterrey,Necaxa,2007,Mexican
10,10,Ángel Reyna,D,"5'06""",10 10,19-09-84,Mexico City,San Luis,Necaxa,2007,Mexican
11,11,Everaldo Barbosa,M,"5'09""",12 06,12-09-75,Salvador,Jaguares de Chiapas,Necaxa,2007,Mexican
13,13,Luis Omar Hernández,D,"6'00""",12 01,08-11-85,Guadalajara,None,Necaxa,2007,Mexican
14,14,Omar Maldonado,M,"5'09""",09 11,11-11-85,Mexico City,None,Necaxa,2007,Mexican
15,15,Oscar Zea,M,"5'09""",11 09,26-01-83,Mexico City,None,Necaxa,2007,Mexican
16,16,Gerardo Galindo,M,"5'09""",10 03,23-05-78,Cuernavaca,UNAM,Necaxa,2007,Mexican
17,17,Luis Alberto Valdés,M,"5'09""",09 06,18-02-87,Mexico City,None,Necaxa,2007,Mexican
18,18,Ricardo Navarro,D,"5'10""",11 07,02-10-85,Guadalajara,Jaguares de Chiapas,Necaxa,2007,Mexican
19,19,Emmanuel Sánchez,F,"6'00""",10 10,07-01-83,Tlanepantla,None,Necaxa,2007,Mexican
20,20,Fernando Morales,M,"5'08""",09 13,14-09-85,Mexico City,UNAM,Necaxa,2007,Mexican
21,21,Rodolfo Espinoza,M,"5'08""",10 10,14-06-81,Mexico City,None,Necaxa,2007,Mexican
22,22,Alberto Padilla,D,"6'01""",11 09,24-02-85,Guadalajara,,Necaxa,2007,Mexican
23,23,Adalberto Palma,D,"5'07""",11 00,03-01-81,Mexico City,,Necaxa,2007,Mexican
25,25,Alfonso Gutíerrez,G,,,,,,Necaxa,2007,Mexican
26,26,Alexandro Álvarez,G,"5'11""",11 09,26-01-77,Mexico City,Veracruz,Necaxa,2007,Mexican
27,27,Martín  García,F,"6'01""",12  06,02-03-81,Bogotá,Vasco da Gama,Necaxa,2007,Mexican
28,28,Raúl Salinas,D,"5'09""",10 01,16-10-78,Mexico City,América,Necaxa,2007,Mexican
29,29,Héctor Giménez,F,"5'10""",12 00,29-04-75,Montevideo,Dorados de Sinaloa,Necaxa,2007,Mexican
30,30,Pablo González,D,,,,,,Necaxa,2007,Mexican
37,37,Carlos Hurtado,M,"5'07""",09 13,20-12-78,Morelia,Dorados de Sinaloa,Necaxa,2007,Mexican
41,61,Luis Francisco Garcia,D,"5'10""",11 11,21-06-87,Guadalajara,None,Necaxa,2007,Mexican
42,62,Alejandro Castillo,F,"6'00""",11 00,15-07-87,Mexico City,None,Necaxa,2007,Mexican
